"Total1Putts25_RANKTHISWEEK_2016","Total1Putts25_RANKLASTWEEK_2016","Total1Putts25_PLAYERNAME_2016","Total1Putts25_ROUNDS_2016","Total1Putts25_TOTAL_2016","Total1Putts25_TOTALFORALLDISTANCES_2016","Total1Putts25_PCTOFALL1PUTTS_2016","stat_name","year"
1,3,"Michael Kim",62,20,380,5.3,"Total1Putts25",2016
2,1,"Ben Martin",48,19,281,6.8,"Total1Putts25",2016
2,1,"William McGirt",54,19,349,5.4,"Total1Putts25",2016
4,3,"Charles Howell III",63,17,348,4.9,"Total1Putts25",2016
4,3,"Brett Stegmaier",57,17,317,5.4,"Total1Putts25",2016
6,6,"Kyle Reifers",63,16,321,5,"Total1Putts25",2016
7,6,"JJ Henry",44,15,237,6.3,"Total1Putts25",2016
8,8,"Derek Fathauer",58,14,333,4.2,"Total1Putts25",2016
8,8,"Russell Henley",42,14,264,5.3,"Total1Putts25",2016
8,8,"Charley Hoffman",49,14,273,5.1,"Total1Putts25",2016
8,8,"Patton Kizzire",57,14,325,4.3,"Total1Putts25",2016
8,8,"Chez Reavie",56,14,343,4.1,"Total1Putts25",2016
8,16,"Harold Varner III",58,14,350,4,"Total1Putts25",2016
14,13,"Zac Blair",56,13,313,4.2,"Total1Putts25",2016
14,13,"Colt Knost",56,13,314,4.1,"Total1Putts25",2016
14,16,"Jason Kokrak",52,13,266,4.9,"Total1Putts25",2016
14,13,"Ryan Moore",40,13,206,6.3,"Total1Putts25",2016
18,16,"KJ Choi",47,12,298,4,"Total1Putts25",2016
18,16,"Adam Hadwin",53,12,337,3.6,"Total1Putts25",2016
18,26,"Brian Harman",60,12,366,3.3,"Total1Putts25",2016
18,16,"Hiroshi Iwata",51,12,256,4.7,"Total1Putts25",2016
18,16,"Zach Johnson",42,12,237,5.1,"Total1Putts25",2016
18,16,"Si Woo Kim",63,12,379,3.2,"Total1Putts25",2016
18,16,"Kevin Kisner",49,12,237,5.1,"Total1Putts25",2016
18,26,"Scott Pinckney",53,12,244,4.9,"Total1Putts25",2016
18,16,"Jhonattan Vegas",49,12,245,4.9,"Total1Putts25",2016
18,58,"Boo Weekley",53,12,278,4.3,"Total1Putts25",2016
18,16,"Mark Wilson",42,12,230,5.2,"Total1Putts25",2016
29,33,"Stuart Appleby",39,11,277,4,"Total1Putts25",2016
29,26,"Jason Dufner",53,11,238,4.6,"Total1Putts25",2016
29,33,"Mark Hubbard",73,11,428,2.6,"Total1Putts25",2016
29,26,"Brooks Koepka",39,11,204,5.4,"Total1Putts25",2016
29,26,"Jeff Overton",51,11,312,3.5,"Total1Putts25",2016
29,26,"Jordan Spieth",34,11,159,6.9,"Total1Putts25",2016
29,33,"Michael Thompson",46,11,201,5.5,"Total1Putts25",2016
29,26,"Steve Wheatcroft",53,11,322,3.4,"Total1Putts25",2016
37,33,"Tyler Aldridge",53,10,282,3.5,"Total1Putts25",2016
