"DrivingPct260280AllDrives_RANKTHISWEEK_2005","DrivingPct260280AllDrives_RANKLASTWEEK_2005","DrivingPct260280AllDrives_PLAYERNAME_2005","DrivingPct260280AllDrives_ROUNDS_2005","DrivingPct260280AllDrives_Pct_2005","DrivingPct260280AllDrives_TOTALDRIVESFOR260280_2005","DrivingPct260280AllDrives_TOTALDRIVESOVERALL_2005","DrivingPct260280AllDrives_RELATIVETOPAR_2005","stat_name","year"
1,1,"Larry Mize",54,41.12,264,642,0.004,"DrivingPct260280AllDrives",2005
2,2,"John Cook",72,40.57,329,811,0.015,"DrivingPct260280AllDrives",2005
3,3,"Chris Riley",67,40.17,235,585,0.072,"DrivingPct260280AllDrives",2005
4,4,"Jose Coceres",56,40,296,740,0.007,"DrivingPct260280AllDrives",2005
5,5,"Doug Barron",70,39.98,359,898,-0.017,"DrivingPct260280AllDrives",2005
6,6,"Mark OMeara",66,39.3,281,715,0.032,"DrivingPct260280AllDrives",2005
7,7,"Gavin Coles",70,39.28,348,886,-0.017,"DrivingPct260280AllDrives",2005
8,8,"Mark Wilson",74,39.2,345,880,0.046,"DrivingPct260280AllDrives",2005
9,9,"Skip Kendall",80,39.1,382,977,-0.003,"DrivingPct260280AllDrives",2005
10,10,"Todd Fischer",99,38.98,474,1216,0.051,"DrivingPct260280AllDrives",2005
11,11,"Len Mattiace",86,38.94,412,1058,0.039,"DrivingPct260280AllDrives",2005
12,12,"Brian Gay",101,38.83,499,1285,-0.008,"DrivingPct260280AllDrives",2005
13,13,"Mark Brooks",72,38.77,335,864,0.113,"DrivingPct260280AllDrives",2005
13,13,"Omar Uresti",84,38.77,397,1024,-0.073,"DrivingPct260280AllDrives",2005
15,15,"Kirk Triplett",55,38.37,236,615,0.055,"DrivingPct260280AllDrives",2005
16,16,"Fred Funk",102,37.92,433,1142,-0.053,"DrivingPct260280AllDrives",2005
17,17,"Paul Gow",78,37.87,356,940,0.067,"DrivingPct260280AllDrives",2005
18,18,"Scott Verplank",87,37.8,347,918,-0.037,"DrivingPct260280AllDrives",2005
19,19,"Brian Davis",75,37.73,332,880,-0.051,"DrivingPct260280AllDrives",2005
20,20,"Jay Haas",54,37.68,205,544,-0.034,"DrivingPct260280AllDrives",2005
21,21,"Chris DiMarco",83,37.5,309,824,-0.026,"DrivingPct260280AllDrives",2005
22,22,"Stephen Leaney",89,37.42,391,1045,-0.01,"DrivingPct260280AllDrives",2005
23,23,"Jeff Hart",63,37.34,298,798,-0.034,"DrivingPct260280AllDrives",2005
24,24,"Robert Damron",89,37.17,410,1103,0.056,"DrivingPct260280AllDrives",2005
25,25,"Loren Roberts",54,37.16,249,670,-0.032,"DrivingPct260280AllDrives",2005
26,26,"Paul Claxton",79,37.13,342,921,0.026,"DrivingPct260280AllDrives",2005
27,27,"Jeff Sluman",94,36.69,430,1172,-0.019,"DrivingPct260280AllDrives",2005
28,28,"Heath Slocum",103,36.41,457,1255,-0.007,"DrivingPct260280AllDrives",2005
29,29,"Hidemichi Tanaka",106,36.2,475,1312,-0.002,"DrivingPct260280AllDrives",2005
30,30,"Tim Clark",92,36.16,324,896,-0.043,"DrivingPct260280AllDrives",2005
31,31,"Robert Gamez",91,36,401,1114,-0.02,"DrivingPct260280AllDrives",2005
32,32,"Brad Faxon",75,35.93,286,796,-0.035,"DrivingPct260280AllDrives",2005
33,33,"JP Hayes",63,35.91,265,738,-0.015,"DrivingPct260280AllDrives",2005
34,34,"Luke Donald",67,35.89,201,560,-0.055,"DrivingPct260280AllDrives",2005
35,35,"Bob Estes",92,35.84,395,1102,-0.008,"DrivingPct260280AllDrives",2005
35,35,"Franklin Langham",91,35.84,381,1063,0.071,"DrivingPct260280AllDrives",2005
37,37,"Danny Briggs",70,35.83,306,854,0.026,"DrivingPct260280AllDrives",2005
38,38,"Cameron Beckman",96,35.61,417,1171,0.029,"DrivingPct260280AllDrives",2005
39,39,"Tom Byrum",83,35.57,377,1060,0.032,"DrivingPct260280AllDrives",2005
40,40,"Kevin Na",88,35.45,391,1103,-0.015,"DrivingPct260280AllDrives",2005
41,41,"Lee Janzen",75,35.24,290,823,0.014,"DrivingPct260280AllDrives",2005
42,42,"Jerry Kelly",101,35.2,371,1054,-0.019,"DrivingPct260280AllDrives",2005
43,43,"Justin Leonard",78,34.96,265,758,0.045,"DrivingPct260280AllDrives",2005
44,44,"Matt Kuchar",60,34.68,267,770,-0.026,"DrivingPct260280AllDrives",2005
45,45,"Ben Curtis",65,34.55,237,686,0.046,"DrivingPct260280AllDrives",2005
46,46,"Jim Carter",62,34.48,261,757,0.123,"DrivingPct260280AllDrives",2005
46,46,"Steve Jones",56,34.48,221,641,0.041,"DrivingPct260280AllDrives",2005
48,48,"Bob Tway",87,34.39,316,919,0.022,"DrivingPct260280AllDrives",2005
49,49,"Chris Anderson",66,34.32,278,810,0.04,"DrivingPct260280AllDrives",2005
49,49,"Phillip Price",77,34.32,302,880,-0.053,"DrivingPct260280AllDrives",2005
51,51,"Matt Gogel",78,33.97,319,939,0,"DrivingPct260280AllDrives",2005
52,52,"Joe Durant",81,33.93,323,952,0.062,"DrivingPct260280AllDrives",2005
53,53,"Tom Lehman",69,33.76,235,696,0.064,"DrivingPct260280AllDrives",2005
54,54,"Jim Furyk",94,33.63,335,996,-0.039,"DrivingPct260280AllDrives",2005
55,55,"Alex Cejka",84,33.61,323,961,0.046,"DrivingPct260280AllDrives",2005
56,56,"Billy Andrade",83,33.53,342,1020,-0.047,"DrivingPct260280AllDrives",2005
