"FirstTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2016","FirstTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2016","FirstTeeEarlyRound4ScoringAverage_PLAYERNAME_2016","FirstTeeEarlyRound4ScoringAverage__2016","FirstTeeEarlyRound4ScoringAverage_AVG_2016","FirstTeeEarlyRound4ScoringAverage_TOTALSTROKES_2016","FirstTeeEarlyRound4ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Russell Henley",NA,65,65,1,"FirstTeeEarlyRound4ScoringAverage",2016
1,1,"John Senden",NA,65,65,1,"FirstTeeEarlyRound4ScoringAverage",2016
3,3,"Daniel Berger",NA,66,66,1,"FirstTeeEarlyRound4ScoringAverage",2016
4,4,"Jason Day",NA,66.5,133,2,"FirstTeeEarlyRound4ScoringAverage",2016
5,5,"Rory McIlroy",NA,66.67,200,3,"FirstTeeEarlyRound4ScoringAverage",2016
6,6,"Rickie Fowler",NA,67,67,1,"FirstTeeEarlyRound4ScoringAverage",2016
6,6,"Jamie Lovemark",NA,67,134,2,"FirstTeeEarlyRound4ScoringAverage",2016
6,6,"Andres Romero",NA,67,67,1,"FirstTeeEarlyRound4ScoringAverage",2016
9,9,"Branden Grace",NA,67.33,202,3,"FirstTeeEarlyRound4ScoringAverage",2016
10,10,"Zach Johnson",NA,67.67,203,3,"FirstTeeEarlyRound4ScoringAverage",2016
10,10,"Andrew Loupe",NA,67.67,203,3,"FirstTeeEarlyRound4ScoringAverage",2016
12,12,"John Huh",NA,67.75,271,4,"FirstTeeEarlyRound4ScoringAverage",2016
13,13,"Paul Casey",NA,68,136,2,"FirstTeeEarlyRound4ScoringAverage",2016
13,13,"James Hahn",NA,68,136,2,"FirstTeeEarlyRound4ScoringAverage",2016
13,13,"Marc Leishman",NA,68,68,1,"FirstTeeEarlyRound4ScoringAverage",2016
13,13,"Luke List",NA,68,136,2,"FirstTeeEarlyRound4ScoringAverage",2016
13,13,"Steve Marino",NA,68,68,1,"FirstTeeEarlyRound4ScoringAverage",2016
13,13,"Justin Rose",NA,68,136,2,"FirstTeeEarlyRound4ScoringAverage",2016
19,22,"Spencer Levin",NA,68.5,274,4,"FirstTeeEarlyRound4ScoringAverage",2016
19,22,"Brandt Snedeker",NA,68.5,274,4,"FirstTeeEarlyRound4ScoringAverage",2016
21,24,"Russell Knox",NA,68.67,206,3,"FirstTeeEarlyRound4ScoringAverage",2016
22,26,"William McGirt",NA,68.75,550,8,"FirstTeeEarlyRound4ScoringAverage",2016
23,27,"Ben Crane",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2016
23,27,"Tom Hoge",NA,69,138,2,"FirstTeeEarlyRound4ScoringAverage",2016
23,27,"Matt Kuchar",NA,69,276,4,"FirstTeeEarlyRound4ScoringAverage",2016
23,13,"Sean OHair",NA,69,207,3,"FirstTeeEarlyRound4ScoringAverage",2016
23,27,"Patrick Rodgers",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2016
23,27,"Brendan Steele",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2016
23,27,"Brendon Todd",NA,69,69,1,"FirstTeeEarlyRound4ScoringAverage",2016
23,27,"Jimmy Walker",NA,69,138,2,"FirstTeeEarlyRound4ScoringAverage",2016
31,21,"Chris Stroud",NA,69.25,277,4,"FirstTeeEarlyRound4ScoringAverage",2016
