"FirstTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2015","FirstTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2015","FirstTeeEarlyRound1ScoringAverage_PLAYERNAME_2015","FirstTeeEarlyRound1ScoringAverage__2015","FirstTeeEarlyRound1ScoringAverage_AVG_2015","FirstTeeEarlyRound1ScoringAverage_TOTALSTROKES_2015","FirstTeeEarlyRound1ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Henrik Stenson",NA,65,65,1,"FirstTeeEarlyRound1ScoringAverage",2015
2,2,"Zach Johnson",NA,66,66,1,"FirstTeeEarlyRound1ScoringAverage",2015
3,3,"Will Wilcox",NA,67,134,2,"FirstTeeEarlyRound1ScoringAverage",2015
4,4,"Jim Furyk",NA,67.5,135,2,"FirstTeeEarlyRound1ScoringAverage",2015
4,4,"Francesco Molinari",NA,67.5,270,4,"FirstTeeEarlyRound1ScoringAverage",2015
4,4,"Jordan Spieth",NA,67.5,135,2,"FirstTeeEarlyRound1ScoringAverage",2015
7,7,"Luke Donald",NA,67.67,203,3,"FirstTeeEarlyRound1ScoringAverage",2015
8,8,"Jim Herman",NA,67.83,407,6,"FirstTeeEarlyRound1ScoringAverage",2015
9,9,"Dustin Johnson",NA,68,204,3,"FirstTeeEarlyRound1ScoringAverage",2015
9,9,"Tyrone Van Aswegen",NA,68,204,3,"FirstTeeEarlyRound1ScoringAverage",2015
11,11,"Erik Compton",NA,68.33,205,3,"FirstTeeEarlyRound1ScoringAverage",2015
12,12,"Blayne Barber",NA,68.4,342,5,"FirstTeeEarlyRound1ScoringAverage",2015
13,13,"Whee Kim",NA,68.5,137,2,"FirstTeeEarlyRound1ScoringAverage",2015
13,13,"Justin Rose",NA,68.5,137,2,"FirstTeeEarlyRound1ScoringAverage",2015
15,15,"Matt Kuchar",NA,68.6,343,5,"FirstTeeEarlyRound1ScoringAverage",2015
16,16,"Steven Alker",NA,68.71,481,7,"FirstTeeEarlyRound1ScoringAverage",2015
17,17,"Jonathan Byrd",NA,68.75,275,4,"FirstTeeEarlyRound1ScoringAverage",2015
17,17,"Chez Reavie",NA,68.75,275,4,"FirstTeeEarlyRound1ScoringAverage",2015
19,19,"Jeff Overton",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2015
20,20,"Roberto Castro",NA,69,138,2,"FirstTeeEarlyRound1ScoringAverage",2015
20,20,"Jason Day",NA,69,138,2,"FirstTeeEarlyRound1ScoringAverage",2015
20,20,"Charles Howell III",NA,69,552,8,"FirstTeeEarlyRound1ScoringAverage",2015
20,20,"Patrick Rodgers",NA,69,207,3,"FirstTeeEarlyRound1ScoringAverage",2015
24,24,"Paul Casey",NA,69.14,484,7,"FirstTeeEarlyRound1ScoringAverage",2015
25,25,"Justin Thomas",NA,69.17,415,6,"FirstTeeEarlyRound1ScoringAverage",2015
26,26,"Patrick Reed",NA,69.25,277,4,"FirstTeeEarlyRound1ScoringAverage",2015
27,27,"Louis Oosthuizen",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2015
27,27,"Cameron Percy",NA,69.33,416,6,"FirstTeeEarlyRound1ScoringAverage",2015
27,27,"Webb Simpson",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2015
30,30,"Robert Garrigus",NA,69.43,486,7,"FirstTeeEarlyRound1ScoringAverage",2015
30,30,"Andres Gonzales",NA,69.43,486,7,"FirstTeeEarlyRound1ScoringAverage",2015
30,30,"Jhonattan Vegas",NA,69.43,486,7,"FirstTeeEarlyRound1ScoringAverage",2015
33,33,"William McGirt",NA,69.5,417,6,"FirstTeeEarlyRound1ScoringAverage",2015
33,33,"Phil Mickelson",NA,69.5,278,4,"FirstTeeEarlyRound1ScoringAverage",2015
33,33,"Kevin Na",NA,69.5,556,8,"FirstTeeEarlyRound1ScoringAverage",2015
33,33,"Brian Stuard",NA,69.5,417,6,"FirstTeeEarlyRound1ScoringAverage",2015
37,37,"Danny Lee",NA,69.58,835,12,"FirstTeeEarlyRound1ScoringAverage",2015
38,38,"Michael Putnam",NA,69.64,766,11,"FirstTeeEarlyRound1ScoringAverage",2015
39,39,"Keegan Bradley",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2015
40,40,"Scott Piercy",NA,69.7,697,10,"FirstTeeEarlyRound1ScoringAverage",2015
41,41,"Daniel Summerhays",NA,69.71,488,7,"FirstTeeEarlyRound1ScoringAverage",2015
42,42,"Stewart Cink",NA,69.78,628,9,"FirstTeeEarlyRound1ScoringAverage",2015
43,43,"John Peterson",NA,69.8,349,5,"FirstTeeEarlyRound1ScoringAverage",2015
44,44,"Jason Bohn",NA,69.83,419,6,"FirstTeeEarlyRound1ScoringAverage",2015
44,44,"KJ Choi",NA,69.83,419,6,"FirstTeeEarlyRound1ScoringAverage",2015
44,44,"Russell Henley",NA,69.83,419,6,"FirstTeeEarlyRound1ScoringAverage",2015
47,47,"Jon Curran",NA,69.86,489,7,"FirstTeeEarlyRound1ScoringAverage",2015
47,47,"Billy Hurley III",NA,69.86,489,7,"FirstTeeEarlyRound1ScoringAverage",2015
49,49,"Seung Yul Noh",NA,69.89,629,9,"FirstTeeEarlyRound1ScoringAverage",2015
50,50,"Aaron Baddeley",NA,69.9,699,10,"FirstTeeEarlyRound1ScoringAverage",2015
51,51,"Jonas Blixt",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2015
51,51,"Harris English",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2015
51,51,"Sergio Garcia",NA,70,70,1,"FirstTeeEarlyRound1ScoringAverage",2015
51,51,"Retief Goosen",NA,70,700,10,"FirstTeeEarlyRound1ScoringAverage",2015
51,51,"Tom Hoge",NA,70,420,6,"FirstTeeEarlyRound1ScoringAverage",2015
51,51,"Hideki Matsuyama",NA,70,350,5,"FirstTeeEarlyRound1ScoringAverage",2015
51,51,"Jonathan Randolph",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2015
58,58,"Steve Wheatcroft",NA,70.1,701,10,"FirstTeeEarlyRound1ScoringAverage",2015
59,59,"Heath Slocum",NA,70.13,561,8,"FirstTeeEarlyRound1ScoringAverage",2015
60,60,"Jason Gore",NA,70.14,491,7,"FirstTeeEarlyRound1ScoringAverage",2015
61,61,"Scott Brown",NA,70.17,842,12,"FirstTeeEarlyRound1ScoringAverage",2015
61,61,"Graham DeLaet",NA,70.17,421,6,"FirstTeeEarlyRound1ScoringAverage",2015
61,61,"Martin Laird",NA,70.17,421,6,"FirstTeeEarlyRound1ScoringAverage",2015
64,64,"Robert Streb",NA,70.2,702,10,"FirstTeeEarlyRound1ScoringAverage",2015
65,65,"Kevin Chappell",NA,70.25,562,8,"FirstTeeEarlyRound1ScoringAverage",2015
65,65,"Lucas Glover",NA,70.25,562,8,"FirstTeeEarlyRound1ScoringAverage",2015
67,67,"Alex Cejka",NA,70.29,492,7,"FirstTeeEarlyRound1ScoringAverage",2015
68,68,"Luke Guthrie",NA,70.3,703,10,"FirstTeeEarlyRound1ScoringAverage",2015
69,69,"Derek Fathauer",NA,70.33,211,3,"FirstTeeEarlyRound1ScoringAverage",2015
69,69,"Max Homa",NA,70.33,422,6,"FirstTeeEarlyRound1ScoringAverage",2015
69,69,"Davis Love III",NA,70.33,211,3,"FirstTeeEarlyRound1ScoringAverage",2015
72,72,"Jerry Kelly",NA,70.4,352,5,"FirstTeeEarlyRound1ScoringAverage",2015
72,72,"Michael Thompson",NA,70.4,704,10,"FirstTeeEarlyRound1ScoringAverage",2015
74,74,"Tony Finau",NA,70.43,493,7,"FirstTeeEarlyRound1ScoringAverage",2015
75,75,"JJ Henry",NA,70.44,634,9,"FirstTeeEarlyRound1ScoringAverage",2015
75,75,"Kyle Reifers",NA,70.44,634,9,"FirstTeeEarlyRound1ScoringAverage",2015
77,77,"Pat Perez",NA,70.45,775,11,"FirstTeeEarlyRound1ScoringAverage",2015
78,78,"Padraig Harrington",NA,70.5,423,6,"FirstTeeEarlyRound1ScoringAverage",2015
78,78,"Troy Merritt",NA,70.5,282,4,"FirstTeeEarlyRound1ScoringAverage",2015
80,80,"Jason Kokrak",NA,70.57,494,7,"FirstTeeEarlyRound1ScoringAverage",2015
81,81,"Colt Knost",NA,70.6,353,5,"FirstTeeEarlyRound1ScoringAverage",2015
82,82,"Steven Bowditch",NA,70.64,989,14,"FirstTeeEarlyRound1ScoringAverage",2015
83,83,"Bryce Molder",NA,70.67,424,6,"FirstTeeEarlyRound1ScoringAverage",2015
83,83,"Brendon Todd",NA,70.67,636,9,"FirstTeeEarlyRound1ScoringAverage",2015
83,83,"Bubba Watson",NA,70.67,212,3,"FirstTeeEarlyRound1ScoringAverage",2015
86,86,"Kevin Streelman",NA,70.69,919,13,"FirstTeeEarlyRound1ScoringAverage",2015
87,87,"Daniel Berger",NA,70.71,495,7,"FirstTeeEarlyRound1ScoringAverage",2015
88,88,"Derek Ernst",NA,70.73,778,11,"FirstTeeEarlyRound1ScoringAverage",2015
89,89,"Morgan Hoffmann",NA,70.75,283,4,"FirstTeeEarlyRound1ScoringAverage",2015
89,89,"Bill Lunde",NA,70.75,283,4,"FirstTeeEarlyRound1ScoringAverage",2015
91,91,"Justin Leonard",NA,70.8,354,5,"FirstTeeEarlyRound1ScoringAverage",2015
91,91,"Ben Martin",NA,70.8,354,5,"FirstTeeEarlyRound1ScoringAverage",2015
91,91,"Shawn Stefani",NA,70.8,708,10,"FirstTeeEarlyRound1ScoringAverage",2015
94,94,"Spencer Levin",NA,70.86,496,7,"FirstTeeEarlyRound1ScoringAverage",2015
95,95,"Ken Duke",NA,70.88,567,8,"FirstTeeEarlyRound1ScoringAverage",2015
96,96,"Ryan Moore",NA,70.89,638,9,"FirstTeeEarlyRound1ScoringAverage",2015
96,96,"Boo Weekley",NA,70.89,638,9,"FirstTeeEarlyRound1ScoringAverage",2015
98,98,"Zac Blair",NA,70.92,851,12,"FirstTeeEarlyRound1ScoringAverage",2015
99,99,"Ernie Els",NA,71,71,1,"FirstTeeEarlyRound1ScoringAverage",2015
99,99,"Oscar Fraustro",NA,71,426,6,"FirstTeeEarlyRound1ScoringAverage",2015
99,99,"Scott Langley",NA,71,568,8,"FirstTeeEarlyRound1ScoringAverage",2015
99,99,"Marc Leishman",NA,71,284,4,"FirstTeeEarlyRound1ScoringAverage",2015
99,99,"Ian Poulter",NA,71,284,4,"FirstTeeEarlyRound1ScoringAverage",2015
99,99,"Vijay Singh",NA,71,497,7,"FirstTeeEarlyRound1ScoringAverage",2015
99,99,"Brandt Snedeker",NA,71,284,4,"FirstTeeEarlyRound1ScoringAverage",2015
99,99,"Nick Taylor",NA,71,568,8,"FirstTeeEarlyRound1ScoringAverage",2015
99,99,"Nicholas Thompson",NA,71,710,10,"FirstTeeEarlyRound1ScoringAverage",2015
108,108,"Carl Pettersson",NA,71.08,924,13,"FirstTeeEarlyRound1ScoringAverage",2015
109,109,"Charlie Beljan",NA,71.1,711,10,"FirstTeeEarlyRound1ScoringAverage",2015
109,109,"Gary Woodland",NA,71.1,711,10,"FirstTeeEarlyRound1ScoringAverage",2015
111,111,"John Merrick",NA,71.11,640,9,"FirstTeeEarlyRound1ScoringAverage",2015
112,112,"SJ Park",NA,71.13,569,8,"FirstTeeEarlyRound1ScoringAverage",2015
113,113,"Bill Haas",NA,71.17,427,6,"FirstTeeEarlyRound1ScoringAverage",2015
113,113,"Ryo Ishikawa",NA,71.17,427,6,"FirstTeeEarlyRound1ScoringAverage",2015
113,113,"Ryan Palmer",NA,71.17,427,6,"FirstTeeEarlyRound1ScoringAverage",2015
113,113,"Charl Schwartzel",NA,71.17,427,6,"FirstTeeEarlyRound1ScoringAverage",2015
117,117,"Chad Campbell",NA,71.22,641,9,"FirstTeeEarlyRound1ScoringAverage",2015
118,118,"Charley Hoffman",NA,71.25,855,12,"FirstTeeEarlyRound1ScoringAverage",2015
118,118,"Mark Hubbard",NA,71.25,285,4,"FirstTeeEarlyRound1ScoringAverage",2015
