"LatePar3ScoringAverage_RANKTHISWEEK_2016","LatePar3ScoringAverage_RANKLASTWEEK_2016","LatePar3ScoringAverage_PLAYERNAME_2016","LatePar3ScoringAverage_ROUNDS_2016","LatePar3ScoringAverage_AVG_2016","LatePar3ScoringAverage_TOTALSTROKES_2016","LatePar3ScoringAverage_TOTALHOLES_2016","stat_name","year"
20,18,"Dawie van der Walt",48,2.99,302,101,"LatePar3ScoringAverage",2016
28,23,"Daniel Berger",52,3,285,95,"LatePar3ScoringAverage",2016
28,30,"Brice Garnett",29,3,207,69,"LatePar3ScoringAverage",2016
28,23,"Andres Gonzales",46,3,231,77,"LatePar3ScoringAverage",2016
28,30,"Jim Herman",55,3,315,105,"LatePar3ScoringAverage",2016
28,50,"JB Holmes",39,3,189,63,"LatePar3ScoringAverage",2016
28,30,"John Huh",51,3,333,111,"LatePar3ScoringAverage",2016
28,30,"Jerry Kelly",44,3,252,84,"LatePar3ScoringAverage",2016
28,30,"Troy Merritt",41,3,255,85,"LatePar3ScoringAverage",2016
28,23,"Scott Pinckney",53,3,291,97,"LatePar3ScoringAverage",2016
28,30,"Andres Romero",22,3,108,36,"LatePar3ScoringAverage",2016
28,30,"Steve Stricker",25,3,141,47,"LatePar3ScoringAverage",2016
28,30,"Bubba Watson",30,3,162,54,"LatePar3ScoringAverage",2016
40,50,"Roberto Castro",55,3.01,364,121,"LatePar3ScoringAverage",2016
40,30,"David Hearn",55,3.01,340,113,"LatePar3ScoringAverage",2016
40,44,"Freddie Jacobson",54,3.01,355,118,"LatePar3ScoringAverage",2016
40,44,"Smylie Kaufman",57,3.01,316,105,"LatePar3ScoringAverage",2016
40,44,"Russell Knox",48,3.01,283,94,"LatePar3ScoringAverage",2016
40,50,"Phil Mickelson",37,3.01,217,72,"LatePar3ScoringAverage",2016
40,30,"Carlos Ortiz",47,3.01,247,82,"LatePar3ScoringAverage",2016
40,44,"Chez Reavie",56,3.01,304,101,"LatePar3ScoringAverage",2016
48,50,"Luke Donald",49,3.02,269,89,"LatePar3ScoringAverage",2016
48,44,"Adam Hadwin",53,3.02,281,93,"LatePar3ScoringAverage",2016
48,30,"Mark Hubbard",73,3.02,390,129,"LatePar3ScoringAverage",2016
48,50,"Billy Hurley III",22,3.02,139,46,"LatePar3ScoringAverage",2016
48,50,"Francesco Molinari",36,3.02,196,65,"LatePar3ScoringAverage",2016
48,50,"Charl Schwartzel",29,3.02,190,63,"LatePar3ScoringAverage",2016
54,50,"Jonas Blixt",46,3.03,273,90,"LatePar3ScoringAverage",2016
54,44,"Bronson Burgoon",53,3.03,367,121,"LatePar3ScoringAverage",2016
54,50,"Matt Every",34,3.03,191,63,"LatePar3ScoringAverage",2016
54,61,"Derek Fathauer",58,3.03,406,134,"LatePar3ScoringAverage",2016
54,30,"Retief Goosen",37,3.03,215,71,"LatePar3ScoringAverage",2016
54,23,"Jason Gore",51,3.03,276,91,"LatePar3ScoringAverage",2016
54,50,"Colt Knost",56,3.03,309,102,"LatePar3ScoringAverage",2016
54,61,"Justin Leonard",28,3.03,185,61,"LatePar3ScoringAverage",2016
54,50,"Tyrone Van Aswegen",67,3.03,379,125,"LatePar3ScoringAverage",2016
63,61,"Thomas Aiken",42,3.04,213,70,"LatePar3ScoringAverage",2016
63,66,"Stewart Cink",45,3.04,234,77,"LatePar3ScoringAverage",2016
63,83,"Derek Ernst",36,3.04,207,68,"LatePar3ScoringAverage",2016
63,66,"Russell Henley",42,3.04,286,94,"LatePar3ScoringAverage",2016
63,66,"Hiroshi Iwata",51,3.04,322,106,"LatePar3ScoringAverage",2016
63,66,"Dustin Johnson",37,3.04,271,89,"LatePar3ScoringAverage",2016
63,102,"Justin Rose",35,3.04,219,72,"LatePar3ScoringAverage",2016
70,83,"Byeong Hun An",23,3.05,122,40,"LatePar3ScoringAverage",2016
70,74,"Ricky Barnes",57,3.05,296,97,"LatePar3ScoringAverage",2016
70,61,"Jason Bohn",37,3.05,223,73,"LatePar3ScoringAverage",2016
70,102,"Fabian Gomez",49,3.05,223,73,"LatePar3ScoringAverage",2016
70,74,"Zach Johnson",42,3.05,241,79,"LatePar3ScoringAverage",2016
70,61,"Kelly Kraft",35,3.05,235,77,"LatePar3ScoringAverage",2016
70,74,"Andrew Loupe",50,3.05,296,97,"LatePar3ScoringAverage",2016
70,74,"Peter Malnati",53,3.05,326,107,"LatePar3ScoringAverage",2016
70,66,"Webb Simpson",34,3.05,174,57,"LatePar3ScoringAverage",2016
70,83,"Scott Stallings",46,3.05,284,93,"LatePar3ScoringAverage",2016
70,74,"Darron Stiles",28,3.05,134,44,"LatePar3ScoringAverage",2016
70,66,"Chris Stroud",52,3.05,296,97,"LatePar3ScoringAverage",2016
82,83,"Rhein Gibson",36,3.06,248,81,"LatePar3ScoringAverage",2016
82,83,"Luke Guthrie",31,3.06,199,65,"LatePar3ScoringAverage",2016
82,74,"Michael Kim",62,3.06,321,105,"LatePar3ScoringAverage",2016
82,66,"Luke List",51,3.06,361,118,"LatePar3ScoringAverage",2016
82,74,"Hideki Matsuyama",40,3.06,269,88,"LatePar3ScoringAverage",2016
82,74,"Ian Poulter",37,3.06,193,63,"LatePar3ScoringAverage",2016
82,83,"Henrik Stenson",30,3.06,205,67,"LatePar3ScoringAverage",2016
82,66,"Steve Wheatcroft",53,3.06,275,90,"LatePar3ScoringAverage",2016
90,116,"Stuart Appleby",39,3.07,187,61,"LatePar3ScoringAverage",2016
90,116,"Chad Collins",45,3.07,227,74,"LatePar3ScoringAverage",2016
90,83,"Rickie Fowler",42,3.07,307,100,"LatePar3ScoringAverage",2016
90,74,"Patton Kizzire",57,3.07,362,118,"LatePar3ScoringAverage",2016
90,116,"Danny Lee",53,3.07,362,118,"LatePar3ScoringAverage",2016
90,94,"Lucas Lee",22,3.07,175,57,"LatePar3ScoringAverage",2016
90,94,"Marc Leishman",41,3.07,209,68,"LatePar3ScoringAverage",2016
90,94,"Spencer Levin",62,3.07,371,121,"LatePar3ScoringAverage",2016
90,94,"Jordan Spieth",34,3.07,227,74,"LatePar3ScoringAverage",2016
90,83,"Kevin Streelman",46,3.07,276,90,"LatePar3ScoringAverage",2016
100,94,"Angel Cabrera",42,3.08,222,72,"LatePar3ScoringAverage",2016
100,102,"Jason Day",36,3.08,185,60,"LatePar3ScoringAverage",2016
100,94,"Brendon de Jonge",55,3.08,286,93,"LatePar3ScoringAverage",2016
100,83,"Graham DeLaet",50,3.08,366,119,"LatePar3ScoringAverage",2016
100,171,"Robert Garrigus",34,3.08,148,48,"LatePar3ScoringAverage",2016
100,102,"Charles Howell III",63,3.08,404,131,"LatePar3ScoringAverage",2016
100,102,"Brooks Koepka",39,3.08,246,80,"LatePar3ScoringAverage",2016
100,129,"David Lingmerth",54,3.08,268,87,"LatePar3ScoringAverage",2016
100,129,"Greg Owen",56,3.08,299,97,"LatePar3ScoringAverage",2016
100,102,"Pat Perez",28,3.08,160,52,"LatePar3ScoringAverage",2016
100,102,"Scott Piercy",45,3.08,231,75,"LatePar3ScoringAverage",2016
100,116,"Martin Piller",37,3.08,237,77,"LatePar3ScoringAverage",2016
100,116,"Nick Taylor",57,3.08,364,118,"LatePar3ScoringAverage",2016
100,102,"DJ Trahan",23,3.08,148,48,"LatePar3ScoringAverage",2016
100,94,"Cameron Tringale",47,3.08,299,97,"LatePar3ScoringAverage",2016
100,83,"Harold Varner III",58,3.08,409,133,"LatePar3ScoringAverage",2016
100,102,"Jhonattan Vegas",49,3.08,271,88,"LatePar3ScoringAverage",2016
100,102,"Johnson Wagner",44,3.08,271,88,"LatePar3ScoringAverage",2016
118,116,"KJ Choi",47,3.09,355,115,"LatePar3ScoringAverage",2016
118,129,"Jamie Donaldson",28,3.09,173,56,"LatePar3ScoringAverage",2016
118,102,"Shane Lowry",35,3.09,213,69,"LatePar3ScoringAverage",2016
118,116,"Will Ma Kenzie",54,3.09,355,115,"LatePar3ScoringAverage",2016
118,140,"Rob Oppenheim",37,3.09,213,69,"LatePar3ScoringAverage",2016
118,83,"Will Wilcox",47,3.09,290,94,"LatePar3ScoringAverage",2016
124,102,"Scott Brown",59,3.1,418,135,"LatePar3ScoringAverage",2016
124,129,"Jason Dufner",53,3.1,301,97,"LatePar3ScoringAverage",2016
124,129,"Charley Hoffman",49,3.1,369,119,"LatePar3ScoringAverage",2016
124,116,"Tom Hoge",47,3.1,304,98,"LatePar3ScoringAverage",2016
124,116,"Si Woo Kim",63,3.1,412,133,"LatePar3ScoringAverage",2016
124,129,"Matt Kuchar",46,3.1,242,78,"LatePar3ScoringAverage",2016
124,129,"Andrew Landry",24,3.1,127,41,"LatePar3ScoringAverage",2016
124,116,"Scott Langley",41,3.1,239,77,"LatePar3ScoringAverage",2016
124,129,"Seung Yul Noh",54,3.1,304,98,"LatePar3ScoringAverage",2016
124,140,"Daniel Summerhays",55,3.1,316,102,"LatePar3ScoringAverage",2016
124,129,"Bernd Wiesberger",23,3.1,149,48,"LatePar3ScoringAverage",2016
124,171,"Tim Wilkinson",40,3.1,211,68,"LatePar3ScoringAverage",2016
124,116,"Mark Wilson",42,3.1,226,73,"LatePar3ScoringAverage",2016
137,129,"Tyler Aldridge",53,3.11,320,103,"LatePar3ScoringAverage",2016
137,140,"Aaron Baddeley",51,3.11,286,92,"LatePar3ScoringAverage",2016
137,140,"Sergio Garcia",28,3.11,174,56,"LatePar3ScoringAverage",2016
137,140,"Branden Grace",31,3.11,168,54,"LatePar3ScoringAverage",2016
137,94,"James Hahn",45,3.11,289,93,"LatePar3ScoringAverage",2016
137,102,"Padraig Harrington",38,3.11,196,63,"LatePar3ScoringAverage",2016
137,140,"Chris Kirk",51,3.11,261,84,"LatePar3ScoringAverage",2016
137,153,"Martin Laird",46,3.11,227,73,"LatePar3ScoringAverage",2016
137,102,"Jamie Lovemark",57,3.11,395,127,"LatePar3ScoringAverage",2016
137,140,"Kevin Na",52,3.11,320,103,"LatePar3ScoringAverage",2016
137,129,"Sean OHair",45,3.11,286,92,"LatePar3ScoringAverage",2016
137,140,"Cameron Percy",22,3.11,137,44,"LatePar3ScoringAverage",2016
137,140,"Boo Weekley",53,3.11,302,97,"LatePar3ScoringAverage",2016
150,162,"Blayne Barber",44,3.12,278,89,"LatePar3ScoringAverage",2016
150,153,"Erik Compton",45,3.12,228,73,"LatePar3ScoringAverage",2016
150,140,"Lucas Glover",53,3.12,331,106,"LatePar3ScoringAverage",2016
150,116,"Brian Harman",60,3.12,377,121,"LatePar3ScoringAverage",2016
150,153,"Ryan Palmer",46,3.12,278,89,"LatePar3ScoringAverage",2016
150,153,"Wes Roach",33,3.12,203,65,"LatePar3ScoringAverage",2016
150,140,"Kyle Stanley",57,3.12,296,95,"LatePar3ScoringAverage",2016
150,153,"Shawn Stefani",45,3.12,256,82,"LatePar3ScoringAverage",2016
158,171,"Ben Crane",48,3.13,304,97,"LatePar3ScoringAverage",2016
158,116,"Emiliano Grillo",47,3.13,200,64,"LatePar3ScoringAverage",2016
158,153,"Morgan Hoffmann",43,3.13,304,97,"LatePar3ScoringAverage",2016
158,162,"Billy Horschel",45,3.13,238,76,"LatePar3ScoringAverage",2016
158,153,"Davis Love III",40,3.13,175,56,"LatePar3ScoringAverage",2016
158,162,"Rory McIlroy",37,3.13,200,64,"LatePar3ScoringAverage",2016
158,162,"Kyle Reifers",63,3.13,404,129,"LatePar3ScoringAverage",2016
158,153,"John Senden",48,3.13,329,105,"LatePar3ScoringAverage",2016
158,162,"Cameron Smith",45,3.13,247,79,"LatePar3ScoringAverage",2016
158,162,"Andy Sullivan",25,3.13,163,52,"LatePar3ScoringAverage",2016
158,162,"Jimmy Walker",43,3.13,294,94,"LatePar3ScoringAverage",2016
169,180,"Paul Casey",39,3.14,264,84,"LatePar3ScoringAverage",2016
169,153,"Anirban Lahiri",44,3.14,239,76,"LatePar3ScoringAverage",2016
169,171,"Steve Marino",40,3.14,239,76,"LatePar3ScoringAverage",2016
169,180,"Ben Martin",48,3.14,239,76,"LatePar3ScoringAverage",2016
169,162,"Jeff Overton",51,3.14,305,97,"LatePar3ScoringAverage",2016
169,171,"Carl Pettersson",31,3.14,229,73,"LatePar3ScoringAverage",2016
169,171,"Dicky Pride",33,3.14,179,57,"LatePar3ScoringAverage",2016
169,162,"Vijay Singh",42,3.14,229,73,"LatePar3ScoringAverage",2016
169,140,"Vaughn Taylor",30,3.14,154,49,"LatePar3ScoringAverage",2016
169,171,"David Toms",38,3.14,245,78,"LatePar3ScoringAverage",2016
169,180,"Gary Woodland",45,3.14,254,81,"LatePar3ScoringAverage",2016
180,180,"Harris English",51,3.15,306,97,"LatePar3ScoringAverage",2016
180,171,"Tony Finau",49,3.15,318,101,"LatePar3ScoringAverage",2016
180,171,"Justin Hicks",26,3.15,145,46,"LatePar3ScoringAverage",2016
180,190,"Matt Jones",45,3.15,252,80,"LatePar3ScoringAverage",2016
180,180,"George McNeill",33,3.15,249,79,"LatePar3ScoringAverage",2016
180,180,"Rory Sabbatini",40,3.15,205,65,"LatePar3ScoringAverage",2016
180,190,"Brett Stegmaier",57,3.15,350,111,"LatePar3ScoringAverage",2016
187,186,"Keegan Bradley",40,3.16,231,73,"LatePar3ScoringAverage",2016
187,190,"JJ Henry",44,3.16,218,69,"LatePar3ScoringAverage",2016
187,186,"Sam Saunders",40,3.16,275,87,"LatePar3ScoringAverage",2016
187,186,"Brendan Steele",48,3.16,354,112,"LatePar3ScoringAverage",2016
191,190,"Sung Kang",51,3.17,365,115,"LatePar3ScoringAverage",2016
192,195,"Ken Duke",26,3.18,162,51,"LatePar3ScoringAverage",2016
192,200,"Ernie Els",34,3.18,156,49,"LatePar3ScoringAverage",2016
194,190,"Robert Allenby",35,3.19,233,73,"LatePar3ScoringAverage",2016
194,196,"Abraham Ancer",26,3.19,153,48,"LatePar3ScoringAverage",2016
194,196,"Shane Bertsch",30,3.19,166,52,"LatePar3ScoringAverage",2016
194,196,"Miguel Angel Carballo",24,3.19,166,52,"LatePar3ScoringAverage",2016
194,196,"Brian Gay",22,3.19,118,37,"LatePar3ScoringAverage",2016
199,201,"Geoff Ogilvy",37,3.2,224,70,"LatePar3ScoringAverage",2016
199,186,"DA Points",32,3.2,195,61,"LatePar3ScoringAverage",2016
201,202,"Patrick Rodgers",49,3.22,351,109,"LatePar3ScoringAverage",2016
202,203,"Ollie Schniederjans",23,3.25,117,36,"LatePar3ScoringAverage",2016
202,203,"Hudson Swafford",52,3.25,328,101,"LatePar3ScoringAverage",2016
202,205,"Brendon Todd",43,3.25,289,89,"LatePar3ScoringAverage",2016
205,207,"Hunter Mahan",43,3.27,216,66,"LatePar3ScoringAverage",2016
206,206,"Charlie Beljan",26,3.29,148,45,"LatePar3ScoringAverage",2016
207,208,"DH Lee",35,3.31,202,61,"LatePar3ScoringAverage",2016
