"DistancefromEdgeofFairway_RANKTHISWEEK_2008","DistancefromEdgeofFairway_RANKLASTWEEK_2008","DistancefromEdgeofFairway_PLAYERNAME_2008","DistancefromEdgeofFairway_EVENTS_2008","DistancefromEdgeofFairway_AVG_2008","DistancefromEdgeofFairway_TOTALDISTANCEFEET_2008","DistancefromEdgeofFairway_TOTALSTROKES_2008","stat_name","year"
44,44,"KJ Choi",21,NA,5364.833,239,"DistancefromEdgeofFairway",2008
44,44,"Richard Johnson",21,NA,3723.25,166,"DistancefromEdgeofFairway",2008
47,47,"Craig Kanada",23,NA,2924.667,130,"DistancefromEdgeofFairway",2008
47,47,"Rocco Mediate",27,NA,5463,243,"DistancefromEdgeofFairway",2008
47,47,"Mike Weir",26,NA,5955.333,265,"DistancefromEdgeofFairway",2008
50,50,"Scott McCarron",22,NA,3631.667,160,"DistancefromEdgeofFairway",2008
50,50,"Ian Poulter",15,NA,3675.25,162,"DistancefromEdgeofFairway",2008
50,50,"Charlie Wi",27,NA,6095.667,269,"DistancefromEdgeofFairway",2008
53,53,"Tommy Armour III",25,NA,4797.417,210,"DistancefromEdgeofFairway",2008
53,53,"Greg Kraft",21,NA,3335.083,146,"DistancefromEdgeofFairway",2008
53,53,"Will Ma Kenzie",21,NA,4860.417,213,"DistancefromEdgeofFairway",2008
56,56,"Alejandro Canizares",16,NA,4301.667,188,"DistancefromEdgeofFairway",2008
56,56,"Michael Letzig",29,NA,5015.5,219,"DistancefromEdgeofFairway",2008
58,58,"Ryan Armour",32,NA,4467,194,"DistancefromEdgeofFairway",2008
58,58,"Paul Claxton",23,NA,2665.75,116,"DistancefromEdgeofFairway",2008
58,58,"John Huston",18,NA,2438.083,106,"DistancefromEdgeofFairway",2008
58,58,"Kevin Streelman",32,NA,8241.75,358,"DistancefromEdgeofFairway",2008
62,62,"Sean OHair",25,NA,6196,268,"DistancefromEdgeofFairway",2008
62,62,"Jin Park",30,NA,4863.583,211,"DistancefromEdgeofFairway",2008
62,62,"Camilo Villegas",22,NA,5672.417,246,"DistancefromEdgeofFairway",2008
65,65,"Chez Reavie",30,NA,5395,233,"DistancefromEdgeofFairway",2008
65,65,"John Rollins",28,NA,5889,254,"DistancefromEdgeofFairway",2008
65,65,"Nick Watney",27,NA,7817.5,337,"DistancefromEdgeofFairway",2008
68,68,"Chris Stroud",29,NA,5021.667,216,"DistancefromEdgeofFairway",2008
69,69,"Lucas Glover",26,NA,6614.417,283,"DistancefromEdgeofFairway",2008
69,69,"Mark Wilson",29,NA,7152.5,307,"DistancefromEdgeofFairway",2008
71,71,"John Mallinger",29,NA,5971,255,"DistancefromEdgeofFairway",2008
72,72,"Robert Allenby",28,NA,8224.333,350,"DistancefromEdgeofFairway",2008
72,72,"Woody Austin",30,NA,6997,298,"DistancefromEdgeofFairway",2008
72,72,"Olin Browne",27,NA,2912,124,"DistancefromEdgeofFairway",2008
72,72,"JP Hayes",26,NA,4613.75,196,"DistancefromEdgeofFairway",2008
72,72,"Stephen Leaney",17,NA,3149.917,134,"DistancefromEdgeofFairway",2008
72,72,"Marc Turnesa",29,NA,6282.333,267,"DistancefromEdgeofFairway",2008
78,78,"Doug LaBelle II",22,NA,3799.75,160,"DistancefromEdgeofFairway",2008
79,79,"Jason Gore",33,NA,6397.25,268,"DistancefromEdgeofFairway",2008
79,79,"Hunter Mahan",27,NA,6567.167,276,"DistancefromEdgeofFairway",2008
79,79,"Scott Sterling",28,NA,5415.5,227,"DistancefromEdgeofFairway",2008
82,82,"Chris DiMarco",29,NA,6637.167,277,"DistancefromEdgeofFairway",2008
82,82,"Kent Jones",23,NA,3307.417,138,"DistancefromEdgeofFairway",2008
84,84,"Frank Lickliter II",32,NA,8619.083,358,"DistancefromEdgeofFairway",2008
84,84,"Shigeki Maruyama",18,NA,4336,180,"DistancefromEdgeofFairway",2008
84,84,"Tim Petrovic",32,NA,6784.583,282,"DistancefromEdgeofFairway",2008
84,84,"Charles Warren",29,NA,5860.917,243,"DistancefromEdgeofFairway",2008
88,88,"Brandt Snedeker",26,NA,7230.917,299,"DistancefromEdgeofFairway",2008
88,88,"Nicholas Thompson",36,NA,7595.917,314,"DistancefromEdgeofFairway",2008
88,88,"DJ Trahan",27,NA,6335.083,262,"DistancefromEdgeofFairway",2008
91,91,"Mathias Gronberg",30,NA,6847.417,282,"DistancefromEdgeofFairway",2008
91,91,"John Merrick",28,NA,6717.417,277,"DistancefromEdgeofFairway",2008
93,93,"Alex Cejka",25,NA,4593.5,189,"DistancefromEdgeofFairway",2008
93,93,"JJ Henry",34,NA,8907.583,366,"DistancefromEdgeofFairway",2008
93,93,"Jeff Maggert",28,NA,6628.667,272,"DistancefromEdgeofFairway",2008
93,93,"Vijay Singh",23,NA,6968.333,286,"DistancefromEdgeofFairway",2008
97,97,"Jonathan Byrd",27,NA,5723,234,"DistancefromEdgeofFairway",2008
97,97,"Ken Duke",33,NA,9290.917,380,"DistancefromEdgeofFairway",2008
99,99,"Ryan Palmer",22,NA,3909.5,159,"DistancefromEdgeofFairway",2008
100,100,"Justin Bolli",28,NA,5406.25,219,"DistancefromEdgeofFairway",2008
100,100,"Ryan Moore",24,NA,5305.75,215,"DistancefromEdgeofFairway",2008
100,100,"Kevin Stadler",30,NA,6808.5,276,"DistancefromEdgeofFairway",2008
103,103,"Tom Lehman",17,NA,3225.833,130,"DistancefromEdgeofFairway",2008
104,104,"Patrick Sheehan",35,NA,8428.583,338,"DistancefromEdgeofFairway",2008
105,105,"Stuart Appleby",23,NA,7343.083,294,"DistancefromEdgeofFairway",2008
105,105,"Nick Flanagan",29,NA,7716.083,309,"DistancefromEdgeofFairway",2008
105,105,"Freddie Jacobson",24,NA,5743.417,230,"DistancefromEdgeofFairway",2008
105,105,"Kenny Perry",26,NA,8549.333,342,"DistancefromEdgeofFairway",2008
105,105,"Chris Riley",17,NA,1949.583,78,"DistancefromEdgeofFairway",2008
105,105,"Kevin Sutherland",26,NA,8619.167,345,"DistancefromEdgeofFairway",2008
111,111,"Chad Campbell",28,NA,8521.833,340,"DistancefromEdgeofFairway",2008
111,111,"Anthony Kim",22,NA,7421.583,296,"DistancefromEdgeofFairway",2008
113,113,"Steve Lowery",25,NA,6468,257,"DistancefromEdgeofFairway",2008
113,113,"Pat Perez",27,NA,6992.583,278,"DistancefromEdgeofFairway",2008
113,113,"Kyle Thompson",26,NA,5029,200,"DistancefromEdgeofFairway",2008
116,116,"Briny Baird",30,NA,8944.917,354,"DistancefromEdgeofFairway",2008
116,116,"Bob Sowards",22,NA,3933.583,156,"DistancefromEdgeofFairway",2008
116,116,"Vaughn Taylor",32,NA,8622.333,341,"DistancefromEdgeofFairway",2008
119,119,"Ted Purdy",25,NA,5320.333,210,"DistancefromEdgeofFairway",2008
120,120,"Joe Ogilvie",29,NA,7627.25,300,"DistancefromEdgeofFairway",2008
121,121,"Geoff Ogilvy",20,NA,5497.917,214,"DistancefromEdgeofFairway",2008
121,121,"Travis Perkins",23,NA,3776.333,147,"DistancefromEdgeofFairway",2008
121,121,"Jeff Quinney",28,NA,7113.417,277,"DistancefromEdgeofFairway",2008
124,124,"Steve Marino",32,NA,9460.167,366,"DistancefromEdgeofFairway",2008
124,124,"Jim McGovern",26,NA,4182.833,162,"DistancefromEdgeofFairway",2008
126,126,"Dudley Hart",22,NA,6560,253,"DistancefromEdgeofFairway",2008
126,126,"Rory Sabbatini",23,NA,7628.333,294,"DistancefromEdgeofFairway",2008
126,126,"Dean Wilson",32,NA,8453.333,326,"DistancefromEdgeofFairway",2008
129,129,"Steve Flesch",29,NA,8114.75,312,"DistancefromEdgeofFairway",2008
130,130,"Mathew Goggin",27,NA,7633,293,"DistancefromEdgeofFairway",2008
130,130,"Martin Laird",29,NA,8384.667,321,"DistancefromEdgeofFairway",2008
132,132,"Mark Hensby",26,NA,7274.75,278,"DistancefromEdgeofFairway",2008
132,132,"Trevor Immelman",22,NA,6168.583,236,"DistancefromEdgeofFairway",2008
134,134,"Retief Goosen",18,NA,4889.333,186,"DistancefromEdgeofFairway",2008
134,134,"Jon Mills",32,NA,7902.917,301,"DistancefromEdgeofFairway",2008
134,134,"John Senden",28,NA,7385.25,281,"DistancefromEdgeofFairway",2008
137,137,"Paul Casey",16,NA,4148.333,157,"DistancefromEdgeofFairway",2008
138,138,"Brad Elder",23,NA,4458.917,168,"DistancefromEdgeofFairway",2008
139,139,"Brad Adamonis",29,NA,8309.833,313,"DistancefromEdgeofFairway",2008
139,139,"Steve Allan",21,NA,4256.583,160,"DistancefromEdgeofFairway",2008
139,139,"Todd Hamilton",28,NA,5742.083,216,"DistancefromEdgeofFairway",2008
139,139,"Carl Pettersson",29,NA,11633.833,438,"DistancefromEdgeofFairway",2008
143,143,"Tommy Gainey",24,NA,4583.833,171,"DistancefromEdgeofFairway",2008
143,143,"Tim Herron",28,NA,8749.5,326,"DistancefromEdgeofFairway",2008
143,143,"Parker McLachlin",27,NA,7972.667,297,"DistancefromEdgeofFairway",2008
146,146,"Aaron Baddeley",22,NA,7330.667,271,"DistancefromEdgeofFairway",2008
146,146,"Nathan Green",30,NA,10326.583,381,"DistancefromEdgeofFairway",2008
146,146,"Charley Hoffman",29,NA,7823.917,289,"DistancefromEdgeofFairway",2008
149,149,"Bill Haas",31,NA,8912.75,328,"DistancefromEdgeofFairway",2008
149,149,"Tom Scherrer",20,NA,4190,154,"DistancefromEdgeofFairway",2008
151,151,"Brandt Jobe",19,NA,4211.75,154,"DistancefromEdgeofFairway",2008
152,152,"Ryuji Imada",25,NA,8830.5,322,"DistancefromEdgeofFairway",2008
153,153,"Phil Mickelson",21,NA,8454.917,307,"DistancefromEdgeofFairway",2008
154,154,"George McNeill",29,NA,10512.25,381,"DistancefromEdgeofFairway",2008
155,155,"YE Yang",29,NA,8863.167,320,"DistancefromEdgeofFairway",2008
156,156,"Ernie Els",16,NA,5164.5,186,"DistancefromEdgeofFairway",2008
156,156,"Sergio Garcia",19,NA,7100.167,256,"DistancefromEdgeofFairway",2008
156,156,"Davis Love III",23,NA,7875.833,284,"DistancefromEdgeofFairway",2008
156,156,"Jeff Overton",32,NA,11507.083,415,"DistancefromEdgeofFairway",2008
160,160,"Marco Dawson",21,NA,4356.417,155,"DistancefromEdgeofFairway",2008
161,161,"Harrison Frazar",23,NA,5131.667,182,"DistancefromEdgeofFairway",2008
161,161,"Lee Janzen",28,NA,7152.75,254,"DistancefromEdgeofFairway",2008
161,161,"Steve Stricker",22,NA,8318.667,295,"DistancefromEdgeofFairway",2008
164,164,"Cody Freeman",26,NA,6729.5,238,"DistancefromEdgeofFairway",2008
165,165,"Todd Demsey",25,NA,5699.417,201,"DistancefromEdgeofFairway",2008
165,165,"David Lutterus",23,NA,4957.75,175,"DistancefromEdgeofFairway",2008
167,167,"Ron Whittaker",22,NA,2790.083,98,"DistancefromEdgeofFairway",2008
168,168,"Fred Couples",18,NA,6411.25,223,"DistancefromEdgeofFairway",2008
168,168,"Adam Scott",15,NA,5925,206,"DistancefromEdgeofFairway",2008
170,170,"Daniel Chopra",27,NA,10176.5,353,"DistancefromEdgeofFairway",2008
170,170,"Charles Howell III",31,NA,11805.833,410,"DistancefromEdgeofFairway",2008
172,172,"Robert Garrigus",29,NA,9162.5,316,"DistancefromEdgeofFairway",2008
173,173,"James Driscoll",28,NA,9931.25,341,"DistancefromEdgeofFairway",2008
173,173,"Troy Matteson",30,NA,10111.083,348,"DistancefromEdgeofFairway",2008
175,175,"Brett Quigley",25,NA,8770.333,301,"DistancefromEdgeofFairway",2008
175,175,"Andres Romero",20,NA,8593.583,295,"DistancefromEdgeofFairway",2008
177,177,"Billy Andrade",24,NA,6278.583,214,"DistancefromEdgeofFairway",2008
178,178,"Chad Collins",24,NA,7242.583,246,"DistancefromEdgeofFairway",2008
178,178,"Brenden Pappas",24,NA,5888.417,200,"DistancefromEdgeofFairway",2008
180,180,"Tag Ridings",29,NA,8947.5,303,"DistancefromEdgeofFairway",2008
181,181,"Dustin Johnson",30,NA,10483.333,347,"DistancefromEdgeofFairway",2008
182,182,"Jesper Parnevik",29,NA,9433.5,311,"DistancefromEdgeofFairway",2008
183,183,"Matt Jones",31,NA,12351.917,406,"DistancefromEdgeofFairway",2008
184,184,"Bubba Watson",29,NA,10030.75,326,"DistancefromEdgeofFairway",2008
185,185,"Johnson Wagner",26,NA,8253.417,266,"DistancefromEdgeofFairway",2008
187,187,"Carlos Franco",25,NA,8504.917,268,"DistancefromEdgeofFairway",2008
188,188,"Jason Day",28,NA,8938.333,280,"DistancefromEdgeofFairway",2008
188,188,"Brett Rumford",26,NA,7505.5,235,"DistancefromEdgeofFairway",2008
190,190,"Jason Allred",23,NA,6117.667,190,"DistancefromEdgeofFairway",2008
191,191,"Angel Cabrera",17,NA,8181.167,249,"DistancefromEdgeofFairway",2008
192,192,"Eric Axley",35,NA,13882.917,422,"DistancefromEdgeofFairway",2008
193,193,"Padraig Harrington",15,NA,5154.083,155,"DistancefromEdgeofFairway",2008
194,194,"Stewart Cink",23,NA,11114.417,332,"DistancefromEdgeofFairway",2008
195,195,"Jimmy Walker",24,NA,8813.583,261,"DistancefromEdgeofFairway",2008
196,196,"JB Holmes",26,NA,12832,361,"DistancefromEdgeofFairway",2008
197,197,"David Duval",20,NA,7305.083,197,"DistancefromEdgeofFairway",2008
