"Last5EventsPower_RANKTHISWEEK_2016","Last5EventsPower_RANKLASTWEEK_2016","Last5EventsPower_PLAYERNAME_2016","Last5EventsPower_EVENTS_2016","Last5EventsPower_RATING_2016","stat_name","year"
1,1,"Andrew Loupe",2,10,"Last5EventsPower",2016
1,1,"Trey Mullinax",2,10,"Last5EventsPower",2016
3,3,"Brandon Hagy",1,9.8,"Last5EventsPower",2016
3,3,"JB Holmes",3,9.8,"Last5EventsPower",2016
3,5,"Rory McIlroy",3,9.8,"Last5EventsPower",2016
6,6,"Luke List",3,9.6,"Last5EventsPower",2016
6,15,"Jamie Lovemark",4,9.6,"Last5EventsPower",2016
8,18,"Ollie Schniederjans",2,9.5,"Last5EventsPower",2016
8,7,"Bubba Watson",2,9.5,"Last5EventsPower",2016
10,8,"Dustin Johnson",3,9.4,"Last5EventsPower",2016
10,8,"Ryan Ruffels",2,9.4,"Last5EventsPower",2016
12,12,"Jason Day",3,9.3,"Last5EventsPower",2016
12,NA,"Matt Dobyns",1,9.3,"Last5EventsPower",2016
12,25,"Jhonattan Vegas",3,9.3,"Last5EventsPower",2016
15,12,"Justin Rose",2,9.2,"Last5EventsPower",2016
15,18,"Brendan Steele",3,9.2,"Last5EventsPower",2016
17,18,"Tony Finau",3,9.1,"Last5EventsPower",2016
17,14,"Robert Garrigus",2,9.1,"Last5EventsPower",2016
17,18,"Charles Howell III",4,9.1,"Last5EventsPower",2016
17,15,"Ryan Palmer",5,9.1,"Last5EventsPower",2016
21,18,"Scott Hend",1,9,"Last5EventsPower",2016
21,18,"Ryo Ishikawa",1,9,"Last5EventsPower",2016
21,18,"Jason Kokrak",3,9,"Last5EventsPower",2016
21,NA,"Carlos Ortiz",1,9,"Last5EventsPower",2016
21,8,"Patrick Rodgers",1,9,"Last5EventsPower",2016
21,8,"Gary Woodland",4,9,"Last5EventsPower",2016
27,29,"Greg Owen",1,8.9,"Last5EventsPower",2016
27,26,"Adam Scott",3,8.9,"Last5EventsPower",2016
29,29,"Byeong Hun An",2,8.8,"Last5EventsPower",2016
29,26,"Sergio Garcia",2,8.8,"Last5EventsPower",2016
31,28,"Bryson DeChambeau",2,8.7,"Last5EventsPower",2016
32,29,"Charley Hoffman",4,8.6,"Last5EventsPower",2016
32,15,"Sean OHair",3,8.6,"Last5EventsPower",2016
34,33,"Billy Horschel",3,8.5,"Last5EventsPower",2016
34,33,"Smylie Kaufman",2,8.5,"Last5EventsPower",2016
34,52,"Patrick Reed",3,8.5,"Last5EventsPower",2016
37,45,"Rickie Fowler",3,8.4,"Last5EventsPower",2016
37,35,"Andres Romero",1,8.4,"Last5EventsPower",2016
39,39,"Brooks Koepka",1,8.3,"Last5EventsPower",2016
39,39,"Benjamin Taylor",1,8.3,"Last5EventsPower",2016
39,39,"Justin Thomas",2,8.3,"Last5EventsPower",2016
