"Approach225250yardsRTP_RANKTHISWEEK_2012","Approach225250yardsRTP_RANKLASTWEEK_2012","Approach225250yardsRTP_PLAYERNAME_2012","Approach225250yardsRTP_ROUNDS_2012","Approach225250yardsRTP_AVGRTP_2012","stat_name","year"
1,1,"Billy Horschel",63,-0.432,"Approach225250yardsRTP",2012
2,2,"Mathew Goggin",65,-0.415,"Approach225250yardsRTP",2012
3,3,"Lee Westwood",60,-0.372,"Approach225250yardsRTP",2012
4,4,"Keegan Bradley",90,-0.368,"Approach225250yardsRTP",2012
5,5,"Brendon de Jonge",115,-0.367,"Approach225250yardsRTP",2012
6,6,"Phil Mickelson",79,-0.358,"Approach225250yardsRTP",2012
7,7,"Henrik Stenson",51,-0.356,"Approach225250yardsRTP",2012
8,8,"Graham DeLaet",79,-0.345,"Approach225250yardsRTP",2012
9,9,"Seung Yul Noh",105,-0.344,"Approach225250yardsRTP",2012
10,10,"Dustin Johnson",70,-0.34,"Approach225250yardsRTP",2012
11,11,"Kris Blanks",65,-0.333,"Approach225250yardsRTP",2012
11,11,"Steve Stricker",73,-0.333,"Approach225250yardsRTP",2012
13,13,"Chris Couch",61,-0.319,"Approach225250yardsRTP",2012
14,14,"Scott Brown",65,-0.317,"Approach225250yardsRTP",2012
15,15,"Stewart Cink",71,-0.316,"Approach225250yardsRTP",2012
16,16,"Kyle Stanley",86,-0.315,"Approach225250yardsRTP",2012
17,17,"Luke Donald",63,-0.311,"Approach225250yardsRTP",2012
18,18,"Robert Garrigus",89,-0.306,"Approach225250yardsRTP",2012
19,19,"Jeff Maggert",83,-0.297,"Approach225250yardsRTP",2012
19,19,"John Rollins",81,-0.297,"Approach225250yardsRTP",2012
21,21,"Cameron Tringale",88,-0.294,"Approach225250yardsRTP",2012
22,22,"Ryan Palmer",81,-0.293,"Approach225250yardsRTP",2012
22,22,"Justin Rose",69,-0.293,"Approach225250yardsRTP",2012
24,24,"Kevin Na",80,-0.291,"Approach225250yardsRTP",2012
24,24,"Scott Stallings",78,-0.291,"Approach225250yardsRTP",2012
26,26,"Bo Van Pelt",84,-0.288,"Approach225250yardsRTP",2012
27,27,"Michael Thompson",80,-0.286,"Approach225250yardsRTP",2012
28,28,"Charley Hoffman",88,-0.284,"Approach225250yardsRTP",2012
29,29,"Brandt Snedeker",81,-0.283,"Approach225250yardsRTP",2012
30,30,"Gary Woodland",70,-0.28,"Approach225250yardsRTP",2012
31,31,"Zach Johnson",95,-0.279,"Approach225250yardsRTP",2012
32,32,"Tom Gillis",75,-0.276,"Approach225250yardsRTP",2012
33,33,"Bill Lunde",83,-0.273,"Approach225250yardsRTP",2012
33,33,"Dicky Pride",62,-0.273,"Approach225250yardsRTP",2012
35,35,"Matt Kuchar",86,-0.272,"Approach225250yardsRTP",2012
35,35,"Ryan Moore",89,-0.272,"Approach225250yardsRTP",2012
37,37,"Jason Dufner",83,-0.271,"Approach225250yardsRTP",2012
37,37,"Tiger Woods",69,-0.271,"Approach225250yardsRTP",2012
39,39,"Charles Howell III",98,-0.27,"Approach225250yardsRTP",2012
40,40,"Jonas Blixt",72,-0.269,"Approach225250yardsRTP",2012
40,40,"Sean OHair",84,-0.269,"Approach225250yardsRTP",2012
42,42,"Boo Weekley",74,-0.267,"Approach225250yardsRTP",2012
43,43,"Davis Love III",64,-0.262,"Approach225250yardsRTP",2012
44,44,"Geoff Ogilvy",73,-0.261,"Approach225250yardsRTP",2012
44,44,"Scott Piercy",95,-0.261,"Approach225250yardsRTP",2012
46,46,"Brian Harman",101,-0.26,"Approach225250yardsRTP",2012
47,47,"Martin Flores",95,-0.255,"Approach225250yardsRTP",2012
48,48,"Billy Mayfair",90,-0.254,"Approach225250yardsRTP",2012
48,48,"Webb Simpson",77,-0.254,"Approach225250yardsRTP",2012
50,50,"Martin Laird",77,-0.25,"Approach225250yardsRTP",2012
51,51,"Bud Cauley",99,-0.247,"Approach225250yardsRTP",2012
52,52,"Chris Kirk",93,-0.246,"Approach225250yardsRTP",2012
52,52,"George McNeill",85,-0.246,"Approach225250yardsRTP",2012
54,54,"Ben Curtis",62,-0.244,"Approach225250yardsRTP",2012
55,55,"Kevin Kisner",69,-0.243,"Approach225250yardsRTP",2012
55,55,"DA Points",88,-0.243,"Approach225250yardsRTP",2012
57,57,"Carl Pettersson",92,-0.242,"Approach225250yardsRTP",2012
58,58,"Jim Furyk",85,-0.241,"Approach225250yardsRTP",2012
