"Scrambling1020ydsRTPScore_RANKTHISWEEK_2006","Scrambling1020ydsRTPScore_RANKLASTWEEK_2006","Scrambling1020ydsRTPScore_PLAYERNAME_2006","Scrambling1020ydsRTPScore_ROUNDS_2006","Scrambling1020ydsRTPScore_AVGRTP_2006","Scrambling1020ydsRTPScore_TOTALHOLES_2006","Scrambling1020ydsRTPScore_TOTALRTP_2006","stat_name","year"
1,1,"Steve Stricker",64,0.225,129,29,"Scrambling1020ydsRTPScore",2006
2,2,"Luke Donald",66,0.252,103,26,"Scrambling1020ydsRTPScore",2006
3,3,"Greg Owen",79,0.253,150,38,"Scrambling1020ydsRTPScore",2006
4,4,"Brian Gay",107,0.26,262,68,"Scrambling1020ydsRTPScore",2006
5,5,"Geoff Ogilvy",76,0.266,139,37,"Scrambling1020ydsRTPScore",2006
6,6,"Nathan Green",108,0.272,232,63,"Scrambling1020ydsRTPScore",2006
7,7,"Mark OMeara",52,0.28,107,30,"Scrambling1020ydsRTPScore",2006
8,8,"Brett Quigley",109,0.281,231,65,"Scrambling1020ydsRTPScore",2006
8,8,"Kevin Sutherland",100,0.281,199,56,"Scrambling1020ydsRTPScore",2006
10,10,"Paul Azinger",87,0.292,209,61,"Scrambling1020ydsRTPScore",2006
10,10,"Dudley Hart",83,0.292,171,50,"Scrambling1020ydsRTPScore",2006
12,12,"Trevor Immelman",86,0.293,164,48,"Scrambling1020ydsRTPScore",2006
13,13,"Ernie Els",69,0.299,134,40,"Scrambling1020ydsRTPScore",2006
14,14,"Jerry Kelly",100,0.3,217,65,"Scrambling1020ydsRTPScore",2006
15,15,"KJ Choi",93,0.302,162,49,"Scrambling1020ydsRTPScore",2006
16,16,"Billy Andrade",78,0.303,152,46,"Scrambling1020ydsRTPScore",2006
16,16,"Jerry Smith",94,0.303,201,61,"Scrambling1020ydsRTPScore",2006
18,18,"Arron Oberholser",82,0.305,141,43,"Scrambling1020ydsRTPScore",2006
19,19,"Stephen Leaney",84,0.307,176,54,"Scrambling1020ydsRTPScore",2006
19,19,"Kirk Triplett",58,0.307,127,39,"Scrambling1020ydsRTPScore",2006
21,21,"Steve Elkington",52,0.313,112,35,"Scrambling1020ydsRTPScore",2006
21,21,"Richard Johnson",94,0.313,217,68,"Scrambling1020ydsRTPScore",2006
23,23,"Jim Furyk",89,0.315,146,46,"Scrambling1020ydsRTPScore",2006
23,23,"Justin Leonard",83,0.315,146,46,"Scrambling1020ydsRTPScore",2006
25,25,"Stuart Appleby",83,0.316,155,49,"Scrambling1020ydsRTPScore",2006
26,26,"Greg Chalmers",71,0.317,142,45,"Scrambling1020ydsRTPScore",2006
26,26,"JP Hayes",55,0.317,120,38,"Scrambling1020ydsRTPScore",2006
28,28,"Rod Pampling",89,0.318,176,56,"Scrambling1020ydsRTPScore",2006
29,29,"Jeff Gove",91,0.319,188,60,"Scrambling1020ydsRTPScore",2006
30,30,"Doug Barron",74,0.322,183,59,"Scrambling1020ydsRTPScore",2006
31,31,"Brent Geiberger",99,0.323,226,73,"Scrambling1020ydsRTPScore",2006
32,32,"Bubba Dickerson",98,0.324,210,68,"Scrambling1020ydsRTPScore",2006
32,32,"Danny Ellis",68,0.324,170,55,"Scrambling1020ydsRTPScore",2006
34,34,"Todd Fischer",101,0.327,245,80,"Scrambling1020ydsRTPScore",2006
35,35,"Shaun Micheel",96,0.328,180,59,"Scrambling1020ydsRTPScore",2006
35,35,"Scott Verplank",88,0.328,180,59,"Scrambling1020ydsRTPScore",2006
37,37,"Corey Pavin",74,0.331,160,53,"Scrambling1020ydsRTPScore",2006
38,38,"Charles Howell III",96,0.333,213,71,"Scrambling1020ydsRTPScore",2006
38,38,"Bernhard Langer",77,0.333,153,51,"Scrambling1020ydsRTPScore",2006
38,38,"Chris Riley",86,0.333,201,67,"Scrambling1020ydsRTPScore",2006
41,41,"Chad Campbell",91,0.335,161,54,"Scrambling1020ydsRTPScore",2006
41,41,"Daniel Chopra",110,0.335,245,82,"Scrambling1020ydsRTPScore",2006
43,43,"Steve Flesch",119,0.337,261,88,"Scrambling1020ydsRTPScore",2006
