"Scramblingfrom_RANKTHISWEEK_2011","Scramblingfrom_RANKLASTWEEK_2011","Scramblingfrom_PLAYERNAME_2011","Scramblingfrom_ROUNDS_2011","Scramblingfrom_Pct_2011","Scramblingfrom_SUCCESSES_2011","Scramblingfrom_ATTEMPTS_2011","stat_name","year"
145,145,"Chez Reavie",92,81.82,90,110,"Scramblingfrom",2011
145,145,"Bubba Watson",85,81.82,54,66,"Scramblingfrom",2011
148,148,"Chris Stroud",88,81.73,85,104,"Scramblingfrom",2011
149,149,"Tag Ridings",87,81.55,84,103,"Scramblingfrom",2011
150,150,"Kevin Kisner",70,81.48,66,81,"Scramblingfrom",2011
151,151,"Rickie Fowler",84,81.25,78,96,"Scramblingfrom",2011
152,152,"Marc Turnesa",54,81.03,47,58,"Scramblingfrom",2011
153,153,"Billy Horschel",75,80.82,59,73,"Scramblingfrom",2011
154,154,"William McGirt",103,80.72,67,83,"Scramblingfrom",2011
155,155,"Boo Weekley",66,80.65,50,62,"Scramblingfrom",2011
156,156,"Jim Herman",69,80.56,58,72,"Scramblingfrom",2011
157,157,"Stuart Appleby",65,80.26,61,76,"Scramblingfrom",2011
158,158,"Troy Matteson",91,80.16,101,126,"Scramblingfrom",2011
159,159,"Paul Goydos",81,80,84,105,"Scramblingfrom",2011
159,159,"Shaun Micheel",77,80,48,60,"Scramblingfrom",2011
161,161,"John Merrick",71,79.71,55,69,"Scramblingfrom",2011
162,162,"Rocco Mediate",53,79.66,47,59,"Scramblingfrom",2011
163,163,"Brandt Snedeker",85,79.63,86,108,"Scramblingfrom",2011
164,164,"Brandt Jobe",100,79.59,78,98,"Scramblingfrom",2011
164,164,"Ian Poulter",52,79.59,39,49,"Scramblingfrom",2011
166,166,"Steven Bowditch",86,79.57,74,93,"Scramblingfrom",2011
166,166,"Chris Kirk",87,79.57,74,93,"Scramblingfrom",2011
168,168,"JB Holmes",57,79.41,54,68,"Scramblingfrom",2011
169,169,"David Duval",67,79.17,57,72,"Scramblingfrom",2011
170,170,"Steve Elkington",50,79.07,34,43,"Scramblingfrom",2011
170,170,"Hunter Mahan",92,79.07,68,86,"Scramblingfrom",2011
172,172,"Josh Teater",104,78.99,94,119,"Scramblingfrom",2011
173,173,"Aron Price",58,78.95,45,57,"Scramblingfrom",2011
174,174,"Bobby Gates",82,78.65,70,89,"Scramblingfrom",2011
175,175,"Troy Merritt",63,78.57,55,70,"Scramblingfrom",2011
176,176,"Jarrod Lyle",83,77.66,73,94,"Scramblingfrom",2011
177,177,"Zack Miller",86,77.65,66,85,"Scramblingfrom",2011
178,178,"Ernie Els",71,77.63,59,76,"Scramblingfrom",2011
179,179,"Sean OHair",71,77.46,55,71,"Scramblingfrom",2011
180,180,"Matt McQuillan",59,77.36,41,53,"Scramblingfrom",2011
181,181,"Heath Slocum",89,77.03,57,74,"Scramblingfrom",2011
182,182,"Steve Marino",76,76.84,73,95,"Scramblingfrom",2011
183,183,"Alex Prugh",82,76.25,61,80,"Scramblingfrom",2011
184,184,"Harrison Frazar",58,75.71,53,70,"Scramblingfrom",2011
185,185,"Lee Janzen",62,74.29,52,70,"Scramblingfrom",2011
186,186,"Dustin Johnson",72,73.97,54,73,"Scramblingfrom",2011
