"Scramblingfrom_RANKTHISWEEK_2011","Scramblingfrom_RANKLASTWEEK_2011","Scramblingfrom_PLAYERNAME_2011","Scramblingfrom_ROUNDS_2011","Scramblingfrom_Pct_2011","Scramblingfrom_SUCCESSES_2011","Scramblingfrom_ATTEMPTS_2011","stat_name","year"
1,1,"Angel Cabrera",50,100,38,38,"Scramblingfrom",2011
2,2,"Trevor Immelman",84,96.49,55,57,"Scramblingfrom",2011
3,3,"Charles Howell III",108,94.25,82,87,"Scramblingfrom",2011
3,3,"Freddie Jacobson",92,94.25,82,87,"Scramblingfrom",2011
5,5,"Justin Leonard",82,93.18,82,88,"Scramblingfrom",2011
6,6,"Ryan Palmer",82,92.38,97,105,"Scramblingfrom",2011
7,7,"Chris Riley",76,92.11,70,76,"Scramblingfrom",2011
8,8,"Bill Haas",93,92,69,75,"Scramblingfrom",2011
8,8,"Martin Laird",77,92,69,75,"Scramblingfrom",2011
10,10,"Ben Crane",76,91.89,68,74,"Scramblingfrom",2011
11,11,"Robert Karlsson",61,91.78,67,73,"Scramblingfrom",2011
12,12,"Jonathan Byrd",83,91.55,65,71,"Scramblingfrom",2011
13,13,"Luke Donald",73,91.18,62,68,"Scramblingfrom",2011
14,14,"Colt Knost",80,91.14,72,79,"Scramblingfrom",2011
15,15,"Matt Bettencourt",84,91.11,82,90,"Scramblingfrom",2011
16,16,"Ryuji Imada",83,91.07,102,112,"Scramblingfrom",2011
17,17,"Woody Austin",59,90.91,70,77,"Scramblingfrom",2011
18,18,"Hunter Haas",96,90.82,89,98,"Scramblingfrom",2011
19,19,"Dean Wilson",62,90.7,78,86,"Scramblingfrom",2011
20,20,"Geoff Ogilvy",69,90.67,68,75,"Scramblingfrom",2011
21,21,"Brendan Steele",89,90.63,87,96,"Scramblingfrom",2011
22,22,"Zach Johnson",79,90.59,77,85,"Scramblingfrom",2011
23,23,"Alexandre Rocha",65,90.57,48,53,"Scramblingfrom",2011
24,24,"DA Points",89,90.43,85,94,"Scramblingfrom",2011
25,25,"Charl Schwartzel",58,90.38,47,52,"Scramblingfrom",2011
26,26,"Steve Stricker",70,90.32,56,62,"Scramblingfrom",2011
27,27,"Jason Day",76,90.28,65,72,"Scramblingfrom",2011
28,28,"Adam Scott",60,90.16,55,61,"Scramblingfrom",2011
29,29,"Nick Watney",80,90.14,64,71,"Scramblingfrom",2011
30,30,"Bryce Molder",82,89.89,80,89,"Scramblingfrom",2011
31,31,"Tim Petrovic",88,89.62,95,106,"Scramblingfrom",2011
32,32,"Jason Bohn",74,89.53,77,86,"Scramblingfrom",2011
33,33,"David Toms",78,89.47,68,76,"Scramblingfrom",2011
34,34,"Steve Flesch",88,89.32,92,103,"Scramblingfrom",2011
35,35,"Ricky Barnes",78,89.29,75,84,"Scramblingfrom",2011
36,36,"Sung Kang",63,89.23,58,65,"Scramblingfrom",2011
37,37,"Gary Woodland",93,89.16,74,83,"Scramblingfrom",2011
38,38,"Retief Goosen",50,89.09,49,55,"Scramblingfrom",2011
38,38,"Vaughn Taylor",89,89.09,98,110,"Scramblingfrom",2011
40,40,"Matt Kuchar",94,89,89,100,"Scramblingfrom",2011
41,41,"JP Hayes",56,88.89,64,72,"Scramblingfrom",2011
41,41,"JJ Henry",96,88.89,72,81,"Scramblingfrom",2011
43,43,"Pat Perez",76,88.76,79,89,"Scramblingfrom",2011
44,44,"Aaron Baddeley",77,88.71,55,62,"Scramblingfrom",2011
44,44,"Anthony Kim",72,88.71,55,62,"Scramblingfrom",2011
46,46,"Michael Bradley",74,88.68,47,53,"Scramblingfrom",2011
47,47,"Lucas Glover",74,88.57,62,70,"Scramblingfrom",2011
48,48,"Scott Gutschewski",67,88.41,61,69,"Scramblingfrom",2011
49,49,"Kevin Streelman",90,88.3,83,94,"Scramblingfrom",2011
50,50,"Kevin Na",84,88.12,89,101,"Scramblingfrom",2011
51,51,"Derek Lamely",65,88,66,75,"Scramblingfrom",2011
52,52,"Charley Hoffman",93,87.91,80,91,"Scramblingfrom",2011
52,52,"Marc Leishman",87,87.91,80,91,"Scramblingfrom",2011
54,54,"Daniel Summerhays",75,87.84,65,74,"Scramblingfrom",2011
55,55,"Brendon de Jonge",105,87.77,122,139,"Scramblingfrom",2011
56,56,"Ben Curtis",66,87.5,70,80,"Scramblingfrom",2011
56,56,"Scott McCarron",65,87.5,63,72,"Scramblingfrom",2011
56,56,"Nate Smith",66,87.5,56,64,"Scramblingfrom",2011
59,59,"Jim Furyk",87,87.21,75,86,"Scramblingfrom",2011
60,60,"YE Yang",63,87.1,54,62,"Scramblingfrom",2011
61,61,"Vijay Singh",79,87.01,67,77,"Scramblingfrom",2011
61,61,"Paul Stankowski",78,87.01,67,77,"Scramblingfrom",2011
61,61,"Roland Thatcher",67,87.01,67,77,"Scramblingfrom",2011
64,64,"DJ Brigman",67,86.96,60,69,"Scramblingfrom",2011
64,64,"Bio Kim",71,86.96,60,69,"Scramblingfrom",2011
64,64,"Johnson Wagner",81,86.96,80,92,"Scramblingfrom",2011
67,67,"KJ Choi",77,86.9,73,84,"Scramblingfrom",2011
67,67,"Bill Lunde",92,86.9,73,84,"Scramblingfrom",2011
69,69,"Chris DiMarco",93,86.89,106,122,"Scramblingfrom",2011
69,69,"Andres Gonzales",60,86.89,53,61,"Scramblingfrom",2011
71,71,"Jhonattan Vegas",84,86.84,66,76,"Scramblingfrom",2011
72,72,"David Mathis",83,86.6,84,97,"Scramblingfrom",2011
73,73,"Scott Piercy",78,86.59,71,82,"Scramblingfrom",2011
74,74,"Michael Putnam",67,86.57,58,67,"Scramblingfrom",2011
75,75,"Spencer Levin",113,86.55,103,119,"Scramblingfrom",2011
76,76,"Justin Hicks",60,86.49,32,37,"Scramblingfrom",2011
76,76,"Jim Renner",65,86.49,64,74,"Scramblingfrom",2011
78,78,"Joseph Bramlett",73,86.42,70,81,"Scramblingfrom",2011
78,78,"Phil Mickelson",79,86.42,70,81,"Scramblingfrom",2011
80,80,"Billy Mayfair",94,86.21,100,116,"Scramblingfrom",2011
81,81,"Michael Thompson",79,86.14,87,101,"Scramblingfrom",2011
82,82,"Camilo Villegas",69,85.92,61,71,"Scramblingfrom",2011
83,83,"Stewart Cink",72,85.9,67,78,"Scramblingfrom",2011
83,83,"Matt Jones",71,85.9,67,78,"Scramblingfrom",2011
83,83,"Mark Wilson",89,85.9,67,78,"Scramblingfrom",2011
86,86,"Rich Beem",53,85.71,54,63,"Scramblingfrom",2011
86,86,"James Driscoll",71,85.71,60,70,"Scramblingfrom",2011
86,86,"Graeme McDowell",50,85.71,42,49,"Scramblingfrom",2011
86,86,"Bo Van Pelt",92,85.71,84,98,"Scramblingfrom",2011
90,90,"Kyle Stanley",98,85.59,95,111,"Scramblingfrom",2011
91,91,"Chad Campbell",99,85.58,89,104,"Scramblingfrom",2011
91,91,"Jeff Overton",92,85.58,89,104,"Scramblingfrom",2011
91,91,"John Senden",94,85.58,89,104,"Scramblingfrom",2011
94,94,"Michael Connell",76,85.57,83,97,"Scramblingfrom",2011
95,95,"Scott Stallings",84,85.56,77,90,"Scramblingfrom",2011
96,96,"Stephen Ames",69,85.53,65,76,"Scramblingfrom",2011
97,97,"Cameron Beckman",71,85.33,64,75,"Scramblingfrom",2011
98,98,"Rod Pampling",72,85.29,58,68,"Scramblingfrom",2011
99,99,"Justin Rose",79,85.25,52,61,"Scramblingfrom",2011
100,100,"Brian Gay",90,85.19,69,81,"Scramblingfrom",2011
100,100,"David Hearn",88,85.19,69,81,"Scramblingfrom",2011
100,100,"Charlie Wi",83,85.19,69,81,"Scramblingfrom",2011
103,103,"Rory Sabbatini",85,85.06,74,87,"Scramblingfrom",2011
104,104,"Briny Baird",60,84.91,45,53,"Scramblingfrom",2011
105,105,"George McNeill",69,84.85,56,66,"Scramblingfrom",2011
106,106,"Fabian Gomez",84,84.81,67,79,"Scramblingfrom",2011
107,107,"Arjun Atwal",91,84.69,83,98,"Scramblingfrom",2011
107,107,"Tommy Gainey",104,84.69,83,98,"Scramblingfrom",2011
107,107,"Andres Romero",77,84.69,83,98,"Scramblingfrom",2011
110,110,"Joe Durant",71,84.62,66,78,"Scramblingfrom",2011
110,110,"Jerry Kelly",85,84.62,77,91,"Scramblingfrom",2011
112,112,"Greg Chalmers",88,84.47,87,103,"Scramblingfrom",2011
113,113,"Blake Adams",116,84.38,108,128,"Scramblingfrom",2011
113,113,"Tom Gillis",55,84.38,54,64,"Scramblingfrom",2011
115,115,"Garrett Willis",71,84.31,86,102,"Scramblingfrom",2011
116,116,"Davis Love III",70,84.21,48,57,"Scramblingfrom",2011
116,116,"Ryan Moore",79,84.21,80,95,"Scramblingfrom",2011
118,118,"Robert Garrigus",83,84.16,85,101,"Scramblingfrom",2011
119,119,"Cameron Tringale",110,84.15,69,82,"Scramblingfrom",2011
120,120,"Jimmy Walker",79,84.11,90,107,"Scramblingfrom",2011
121,121,"Kevin Chappell",78,84.09,74,88,"Scramblingfrom",2011
122,122,"Brian Davis",105,83.94,115,137,"Scramblingfrom",2011
123,123,"Alex Cejka",59,83.87,52,62,"Scramblingfrom",2011
123,123,"Nathan Green",81,83.87,78,93,"Scramblingfrom",2011
125,125,"Nick OHern",89,83.84,83,99,"Scramblingfrom",2011
126,126,"Padraig Harrington",60,83.61,51,61,"Scramblingfrom",2011
127,127,"Keegan Bradley",91,83.51,81,97,"Scramblingfrom",2011
127,127,"Jason Dufner",78,83.51,81,97,"Scramblingfrom",2011
129,129,"Kevin Stadler",88,83.5,86,103,"Scramblingfrom",2011
130,130,"Will Strickler",51,83.33,45,54,"Scramblingfrom",2011
131,131,"Webb Simpson",98,83.17,84,101,"Scramblingfrom",2011
132,132,"Kris Blanks",92,83.15,74,89,"Scramblingfrom",2011
133,133,"Robert Allenby",84,83.13,69,83,"Scramblingfrom",2011
133,133,"Shane Bertsch",62,83.13,69,83,"Scramblingfrom",2011
135,135,"Chris Couch",73,82.98,78,94,"Scramblingfrom",2011
136,136,"Joe Ogilvie",75,82.95,73,88,"Scramblingfrom",2011
137,137,"Kent Jones",76,82.86,58,70,"Scramblingfrom",2011
137,137,"Ben Martin",74,82.86,58,70,"Scramblingfrom",2011
139,139,"Tim Herron",85,82.76,72,87,"Scramblingfrom",2011
140,140,"Richard Johnson",64,82.46,47,57,"Scramblingfrom",2011
140,140,"DJ Trahan",91,82.46,94,114,"Scramblingfrom",2011
142,142,"Carl Pettersson",95,82.3,93,113,"Scramblingfrom",2011
143,143,"Martin Piller",63,82.14,46,56,"Scramblingfrom",2011
143,143,"John Rollins",85,82.14,69,84,"Scramblingfrom",2011
145,145,"Sergio Garcia",61,81.82,45,55,"Scramblingfrom",2011
