"FirstTeeLateRound2ScoringAverage_RANKTHISWEEK_2005","FirstTeeLateRound2ScoringAverage_RANKLASTWEEK_2005","FirstTeeLateRound2ScoringAverage_PLAYERNAME_2005","FirstTeeLateRound2ScoringAverage__2005","FirstTeeLateRound2ScoringAverage_AVG_2005","FirstTeeLateRound2ScoringAverage_TOTALSTROKES_2005","FirstTeeLateRound2ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"John Senden",NA,68.2,341,5,"FirstTeeLateRound2ScoringAverage",2005
2,2,"Joey Sindelar",NA,68.33,410,6,"FirstTeeLateRound2ScoringAverage",2005
3,3,"Ben Crane",NA,68.4,342,5,"FirstTeeLateRound2ScoringAverage",2005
4,4,"Jose Maria Olazabal",NA,68.5,274,4,"FirstTeeLateRound2ScoringAverage",2005
5,5,"Tiger Woods",NA,68.69,1099,16,"FirstTeeLateRound2ScoringAverage",2005
6,6,"Justin Rose",NA,68.75,550,8,"FirstTeeLateRound2ScoringAverage",2005
7,7,"Jesper Parnevik",NA,68.8,344,5,"FirstTeeLateRound2ScoringAverage",2005
7,7,"Vijay Singh",NA,68.8,688,10,"FirstTeeLateRound2ScoringAverage",2005
9,9,"Arjun Atwal",NA,68.86,482,7,"FirstTeeLateRound2ScoringAverage",2005
10,10,"Tim Herron",NA,68.88,551,8,"FirstTeeLateRound2ScoringAverage",2005
11,11,"Phil Mickelson",NA,69,276,4,"FirstTeeLateRound2ScoringAverage",2005
12,12,"Neal Lancaster",NA,69.14,484,7,"FirstTeeLateRound2ScoringAverage",2005
13,13,"Steve Elkington",NA,69.2,346,5,"FirstTeeLateRound2ScoringAverage",2005
13,13,"Paul Gow",NA,69.2,346,5,"FirstTeeLateRound2ScoringAverage",2005
15,15,"Scott Verplank",NA,69.33,624,9,"FirstTeeLateRound2ScoringAverage",2005
16,16,"Doug Barron",NA,69.4,347,5,"FirstTeeLateRound2ScoringAverage",2005
16,16,"Bart Bryant",NA,69.4,347,5,"FirstTeeLateRound2ScoringAverage",2005
16,16,"Chad Campbell",NA,69.4,694,10,"FirstTeeLateRound2ScoringAverage",2005
16,16,"Zach Johnson",NA,69.4,694,10,"FirstTeeLateRound2ScoringAverage",2005
20,20,"Jay Haas",NA,69.5,139,2,"FirstTeeLateRound2ScoringAverage",2005
20,20,"Nick Watney",NA,69.5,278,4,"FirstTeeLateRound2ScoringAverage",2005
20,20,"Lee Westwood",NA,69.5,139,2,"FirstTeeLateRound2ScoringAverage",2005
23,23,"Mark Wilson",NA,69.56,626,9,"FirstTeeLateRound2ScoringAverage",2005
24,24,"Kevin Sutherland",NA,69.63,557,8,"FirstTeeLateRound2ScoringAverage",2005
25,25,"Sean OHair",NA,69.67,627,9,"FirstTeeLateRound2ScoringAverage",2005
26,26,"Sergio Garcia",NA,69.71,488,7,"FirstTeeLateRound2ScoringAverage",2005
27,27,"Kent Jones",NA,69.8,349,5,"FirstTeeLateRound2ScoringAverage",2005
27,27,"Kirk Triplett",NA,69.8,349,5,"FirstTeeLateRound2ScoringAverage",2005
29,29,"Harrison Frazar",NA,69.83,419,6,"FirstTeeLateRound2ScoringAverage",2005
29,29,"Ted Purdy",NA,69.83,419,6,"FirstTeeLateRound2ScoringAverage",2005
31,31,"Chris Anderson",NA,70,490,7,"FirstTeeLateRound2ScoringAverage",2005
31,31,"Daniel Chopra",NA,70,350,5,"FirstTeeLateRound2ScoringAverage",2005
31,31,"Todd Fischer",NA,70,1050,15,"FirstTeeLateRound2ScoringAverage",2005
31,31,"Retief Goosen",NA,70,280,4,"FirstTeeLateRound2ScoringAverage",2005
31,31,"Bob Heintz",NA,70,210,3,"FirstTeeLateRound2ScoringAverage",2005
31,31,"Joe Ogilvie",NA,70,350,5,"FirstTeeLateRound2ScoringAverage",2005
31,31,"Tag Ridings",NA,70,700,10,"FirstTeeLateRound2ScoringAverage",2005
31,31,"DJ Trahan",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2005
31,31,"Bob Tway",NA,70,420,6,"FirstTeeLateRound2ScoringAverage",2005
40,40,"Aaron Baddeley",NA,70.13,561,8,"FirstTeeLateRound2ScoringAverage",2005
41,41,"Steve Allan",NA,70.14,491,7,"FirstTeeLateRound2ScoringAverage",2005
41,41,"Jonathan Byrd",NA,70.14,491,7,"FirstTeeLateRound2ScoringAverage",2005
41,41,"Will Ma Kenzie",NA,70.14,491,7,"FirstTeeLateRound2ScoringAverage",2005
44,44,"Robert Damron",NA,70.17,421,6,"FirstTeeLateRound2ScoringAverage",2005
44,44,"Charles Warren",NA,70.17,421,6,"FirstTeeLateRound2ScoringAverage",2005
46,46,"David Hearn",NA,70.2,351,5,"FirstTeeLateRound2ScoringAverage",2005
47,47,"Jerry Kelly",NA,70.3,703,10,"FirstTeeLateRound2ScoringAverage",2005
48,48,"Hunter Mahan",NA,70.31,914,13,"FirstTeeLateRound2ScoringAverage",2005
49,49,"Glen Day",NA,70.33,422,6,"FirstTeeLateRound2ScoringAverage",2005
49,49,"Robert Gamez",NA,70.33,422,6,"FirstTeeLateRound2ScoringAverage",2005
49,49,"Jonathan Kaye",NA,70.33,422,6,"FirstTeeLateRound2ScoringAverage",2005
49,49,"Arron Oberholser",NA,70.33,211,3,"FirstTeeLateRound2ScoringAverage",2005
49,49,"Phillip Price",NA,70.33,422,6,"FirstTeeLateRound2ScoringAverage",2005
49,49,"Roland Thatcher",NA,70.33,633,9,"FirstTeeLateRound2ScoringAverage",2005
55,55,"JL Lewis",NA,70.36,774,11,"FirstTeeLateRound2ScoringAverage",2005
56,56,"Bernhard Langer",NA,70.4,352,5,"FirstTeeLateRound2ScoringAverage",2005
57,57,"Brandt Jobe",NA,70.43,493,7,"FirstTeeLateRound2ScoringAverage",2005
57,57,"Justin Leonard",NA,70.43,493,7,"FirstTeeLateRound2ScoringAverage",2005
59,59,"Mathias Gronberg",NA,70.5,141,2,"FirstTeeLateRound2ScoringAverage",2005
59,59,"Greg Owen",NA,70.5,282,4,"FirstTeeLateRound2ScoringAverage",2005
59,59,"Kenny Perry",NA,70.5,705,10,"FirstTeeLateRound2ScoringAverage",2005
62,62,"Vaughn Taylor",NA,70.57,494,7,"FirstTeeLateRound2ScoringAverage",2005
63,63,"Stewart Cink",NA,70.6,706,10,"FirstTeeLateRound2ScoringAverage",2005
64,64,"Brenden Pappas",NA,70.63,565,8,"FirstTeeLateRound2ScoringAverage",2005
65,65,"John Rollins",NA,70.64,777,11,"FirstTeeLateRound2ScoringAverage",2005
65,65,"Chris Smith",NA,70.64,777,11,"FirstTeeLateRound2ScoringAverage",2005
67,67,"Bob Estes",NA,70.67,424,6,"FirstTeeLateRound2ScoringAverage",2005
67,67,"Stephen Leaney",NA,70.67,636,9,"FirstTeeLateRound2ScoringAverage",2005
67,67,"Billy Mayfair",NA,70.67,424,6,"FirstTeeLateRound2ScoringAverage",2005
70,70,"Shigeki Maruyama",NA,70.69,919,13,"FirstTeeLateRound2ScoringAverage",2005
71,71,"Craig Barlow",NA,70.7,707,10,"FirstTeeLateRound2ScoringAverage",2005
72,72,"Stuart Appleby",NA,70.71,495,7,"FirstTeeLateRound2ScoringAverage",2005
72,72,"Fred Funk",NA,70.71,495,7,"FirstTeeLateRound2ScoringAverage",2005
74,74,"Mark Brooks",NA,70.8,354,5,"FirstTeeLateRound2ScoringAverage",2005
75,75,"Tom Byrum",NA,70.83,425,6,"FirstTeeLateRound2ScoringAverage",2005
75,75,"Fred Couples",NA,70.83,425,6,"FirstTeeLateRound2ScoringAverage",2005
75,75,"Geoff Ogilvy",NA,70.83,425,6,"FirstTeeLateRound2ScoringAverage",2005
75,75,"Tim Petrovic",NA,70.83,425,6,"FirstTeeLateRound2ScoringAverage",2005
79,79,"Matt Gogel",NA,70.86,496,7,"FirstTeeLateRound2ScoringAverage",2005
80,80,"Tim Clark",NA,70.88,567,8,"FirstTeeLateRound2ScoringAverage",2005
81,81,"JJ Henry",NA,70.89,638,9,"FirstTeeLateRound2ScoringAverage",2005
82,82,"Tommy Armour III",NA,71,497,7,"FirstTeeLateRound2ScoringAverage",2005
82,82,"Brian Bateman",NA,71,355,5,"FirstTeeLateRound2ScoringAverage",2005
82,82,"KJ Choi",NA,71,568,8,"FirstTeeLateRound2ScoringAverage",2005
82,82,"Jim Furyk",NA,71,284,4,"FirstTeeLateRound2ScoringAverage",2005
82,82,"Bill Glasson",NA,71,284,4,"FirstTeeLateRound2ScoringAverage",2005
82,82,"Dudley Hart",NA,71,426,6,"FirstTeeLateRound2ScoringAverage",2005
82,82,"Brett Quigley",NA,71,497,7,"FirstTeeLateRound2ScoringAverage",2005
82,82,"David Toms",NA,71,710,10,"FirstTeeLateRound2ScoringAverage",2005
82,82,"Jay Williamson",NA,71,355,5,"FirstTeeLateRound2ScoringAverage",2005
91,91,"Shaun Micheel",NA,71.1,711,10,"FirstTeeLateRound2ScoringAverage",2005
91,91,"Dean Wilson",NA,71.1,711,10,"FirstTeeLateRound2ScoringAverage",2005
93,93,"Hunter Haas",NA,71.11,640,9,"FirstTeeLateRound2ScoringAverage",2005
94,94,"John Cook",NA,71.13,569,8,"FirstTeeLateRound2ScoringAverage",2005
94,94,"Joe Durant",NA,71.13,569,8,"FirstTeeLateRound2ScoringAverage",2005
94,94,"Scott Hend",NA,71.13,569,8,"FirstTeeLateRound2ScoringAverage",2005
94,94,"Frank Lickliter II",NA,71.13,569,8,"FirstTeeLateRound2ScoringAverage",2005
98,98,"Adam Scott",NA,71.14,498,7,"FirstTeeLateRound2ScoringAverage",2005
99,99,"Olin Browne",NA,71.17,427,6,"FirstTeeLateRound2ScoringAverage",2005
99,99,"Joey Snyder III",NA,71.17,427,6,"FirstTeeLateRound2ScoringAverage",2005
101,101,"Darron Stiles",NA,71.2,356,5,"FirstTeeLateRound2ScoringAverage",2005
102,102,"Jason Bohn",NA,71.25,570,8,"FirstTeeLateRound2ScoringAverage",2005
102,102,"Chris DiMarco",NA,71.25,570,8,"FirstTeeLateRound2ScoringAverage",2005
102,102,"Michael Long",NA,71.25,570,8,"FirstTeeLateRound2ScoringAverage",2005
105,105,"Woody Austin",NA,71.33,214,3,"FirstTeeLateRound2ScoringAverage",2005
105,105,"Steve Stricker",NA,71.33,214,3,"FirstTeeLateRound2ScoringAverage",2005
107,107,"Jim Carter",NA,71.4,357,5,"FirstTeeLateRound2ScoringAverage",2005
107,107,"Marco Dawson",NA,71.4,357,5,"FirstTeeLateRound2ScoringAverage",2005
107,107,"Rocco Mediate",NA,71.4,357,5,"FirstTeeLateRound2ScoringAverage",2005
107,107,"Rod Pampling",NA,71.4,714,10,"FirstTeeLateRound2ScoringAverage",2005
111,111,"Lee Janzen",NA,71.43,500,7,"FirstTeeLateRound2ScoringAverage",2005
111,111,"Hideto Tanihara",NA,71.43,500,7,"FirstTeeLateRound2ScoringAverage",2005
113,113,"Carl Pettersson",NA,71.44,643,9,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Jeff Brehaut",NA,71.5,286,4,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Steve Flesch",NA,71.5,572,8,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Dan Forsman",NA,71.5,286,4,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Glen Hnatiuk",NA,71.5,143,2,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Charles Howell III",NA,71.5,715,10,"FirstTeeLateRound2ScoringAverage",2005
114,114,"John Huston",NA,71.5,286,4,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Ryuji Imada",NA,71.5,429,6,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Davis Love III",NA,71.5,429,6,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Jeff Maggert",NA,71.5,143,2,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Larry Mize",NA,71.5,143,2,"FirstTeeLateRound2ScoringAverage",2005
114,114,"Corey Pavin",NA,71.5,429,6,"FirstTeeLateRound2ScoringAverage",2005
114,114,"DA Points",NA,71.5,429,6,"FirstTeeLateRound2ScoringAverage",2005
126,126,"Robert Allenby",NA,71.55,787,11,"FirstTeeLateRound2ScoringAverage",2005
127,127,"Rob Rashell",NA,71.6,358,5,"FirstTeeLateRound2ScoringAverage",2005
127,127,"Omar Uresti",NA,71.6,358,5,"FirstTeeLateRound2ScoringAverage",2005
129,129,"Billy Andrade",NA,71.67,430,6,"FirstTeeLateRound2ScoringAverage",2005
129,129,"Scott Gutschewski",NA,71.67,430,6,"FirstTeeLateRound2ScoringAverage",2005
129,129,"Charlie Wi",NA,71.67,430,6,"FirstTeeLateRound2ScoringAverage",2005
132,132,"Stephen Ames",NA,71.75,574,8,"FirstTeeLateRound2ScoringAverage",2005
132,132,"Cameron Beckman",NA,71.75,287,4,"FirstTeeLateRound2ScoringAverage",2005
132,132,"JP Hayes",NA,71.75,287,4,"FirstTeeLateRound2ScoringAverage",2005
132,132,"Loren Roberts",NA,71.75,287,4,"FirstTeeLateRound2ScoringAverage",2005
136,136,"Rory Sabbatini",NA,71.78,646,9,"FirstTeeLateRound2ScoringAverage",2005
137,137,"Mike Weir",NA,71.8,359,5,"FirstTeeLateRound2ScoringAverage",2005
138,138,"Carlos Franco",NA,71.83,431,6,"FirstTeeLateRound2ScoringAverage",2005
139,139,"Scott McCarron",NA,71.86,503,7,"FirstTeeLateRound2ScoringAverage",2005
139,139,"Jeff Sluman",NA,71.86,503,7,"FirstTeeLateRound2ScoringAverage",2005
139,139,"Hidemichi Tanaka",NA,71.86,503,7,"FirstTeeLateRound2ScoringAverage",2005
142,142,"Matt Kuchar",NA,71.88,575,8,"FirstTeeLateRound2ScoringAverage",2005
143,143,"Brian Davis",NA,72,432,6,"FirstTeeLateRound2ScoringAverage",2005
143,143,"Todd Hamilton",NA,72,432,6,"FirstTeeLateRound2ScoringAverage",2005
143,143,"Bradley Hughes",NA,72,288,4,"FirstTeeLateRound2ScoringAverage",2005
143,143,"Brendan Jones",NA,72,504,7,"FirstTeeLateRound2ScoringAverage",2005
143,143,"Peter Lonard",NA,72,576,8,"FirstTeeLateRound2ScoringAverage",2005
143,143,"Tom Pernice Jr",NA,72,504,7,"FirstTeeLateRound2ScoringAverage",2005
143,143,"Bo Van Pelt",NA,72,504,7,"FirstTeeLateRound2ScoringAverage",2005
150,150,"Briny Baird",NA,72.09,793,11,"FirstTeeLateRound2ScoringAverage",2005
150,150,"Brian Gay",NA,72.09,793,11,"FirstTeeLateRound2ScoringAverage",2005
152,152,"Michael Allen",NA,72.14,505,7,"FirstTeeLateRound2ScoringAverage",2005
152,152,"Paul Claxton",NA,72.14,505,7,"FirstTeeLateRound2ScoringAverage",2005
152,152,"Steve Lowery",NA,72.14,505,7,"FirstTeeLateRound2ScoringAverage",2005
