"Puttingfrom25_RANKTHISWEEK_2015","Puttingfrom25_RANKLASTWEEK_2015","Puttingfrom25_PLAYERNAME_2015","Puttingfrom25_ROUNDS_2015","Puttingfrom25_PctMADE_2015","Puttingfrom25_ATTEMPTS_2015","Puttingfrom25_PUTTSMADE_2015","stat_name","year"
1,1,"Sergio Garcia",59,10.96,146,16,"Puttingfrom25",2015
2,2,"Matt Jones",89,9.71,278,27,"Puttingfrom25",2015
3,3,"Jason Day",75,8.87,248,22,"Puttingfrom25",2015
4,4,"Fabian Gomez",83,8.62,290,25,"Puttingfrom25",2015
5,5,"Steven Bowditch",103,8.33,324,27,"Puttingfrom25",2015
6,6,"Stewart Cink",77,8.18,330,27,"Puttingfrom25",2015
7,7,"Pat Perez",96,8.12,345,28,"Puttingfrom25",2015
8,8,"Will Wilcox",58,8.04,199,16,"Puttingfrom25",2015
9,9,"Camilo Villegas",83,8.01,337,27,"Puttingfrom25",2015
10,10,"Billy Horschel",99,7.96,339,27,"Puttingfrom25",2015
11,11,"Lee Westwood",56,7.91,139,11,"Puttingfrom25",2015
12,12,"Sean OHair",86,7.87,356,28,"Puttingfrom25",2015
13,13,"Scott Piercy",90,7.58,343,26,"Puttingfrom25",2015
14,14,"Tony Finau",106,7.51,413,31,"Puttingfrom25",2015
15,15,"Martin Flores",95,7.35,381,28,"Puttingfrom25",2015
15,15,"Rory Sabbatini",81,7.35,272,20,"Puttingfrom25",2015
17,17,"Luke Guthrie",84,7.32,287,21,"Puttingfrom25",2015
18,18,"Zac Blair",108,7.3,411,30,"Puttingfrom25",2015
19,19,"Ben Martin",93,7.26,358,26,"Puttingfrom25",2015
19,19,"Jordan Spieth",91,7.26,234,17,"Puttingfrom25",2015
21,21,"Geoff Ogilvy",50,7.19,153,11,"Puttingfrom25",2015
22,22,"Matt Kuchar",97,7,300,21,"Puttingfrom25",2015
23,23,"Ian Poulter",68,6.91,188,13,"Puttingfrom25",2015
24,24,"Jason Dufner",76,6.9,203,14,"Puttingfrom25",2015
24,24,"David Toms",62,6.9,203,14,"Puttingfrom25",2015
26,26,"Greg Chalmers",58,6.88,160,11,"Puttingfrom25",2015
27,27,"Andrew Putnam",68,6.75,237,16,"Puttingfrom25",2015
28,28,"Brian Davis",86,6.74,282,19,"Puttingfrom25",2015
28,28,"Louis Oosthuizen",68,6.74,193,13,"Puttingfrom25",2015
30,30,"Luke Donald",71,6.73,223,15,"Puttingfrom25",2015
31,31,"Jonas Blixt",78,6.67,225,15,"Puttingfrom25",2015
32,32,"Adam Hadwin",95,6.65,361,24,"Puttingfrom25",2015
32,32,"Troy Merritt",91,6.65,361,24,"Puttingfrom25",2015
34,34,"Charley Hoffman",97,6.57,289,19,"Puttingfrom25",2015
35,35,"Daniel Summerhays",101,6.56,381,25,"Puttingfrom25",2015
36,36,"Andrew Svoboda",80,6.53,337,22,"Puttingfrom25",2015
37,37,"Angel Cabrera",53,6.49,185,12,"Puttingfrom25",2015
37,37,"Gary Woodland",81,6.49,231,15,"Puttingfrom25",2015
39,39,"Brian Stuard",97,6.47,278,18,"Puttingfrom25",2015
40,40,"Carlos Ortiz",100,6.46,387,25,"Puttingfrom25",2015
41,41,"John Peterson",84,6.44,326,21,"Puttingfrom25",2015
42,42,"Michael Thompson",83,6.43,373,24,"Puttingfrom25",2015
43,43,"Greg Owen",58,6.37,157,10,"Puttingfrom25",2015
44,44,"Chad Campbell",97,6.29,429,27,"Puttingfrom25",2015
45,45,"Ricky Barnes",82,6.28,239,15,"Puttingfrom25",2015
45,45,"Danny Lee",120,6.28,366,23,"Puttingfrom25",2015
47,47,"James Hahn",94,6.27,303,19,"Puttingfrom25",2015
47,47,"Hideki Matsuyama",95,6.27,255,16,"Puttingfrom25",2015
47,47,"Nicholas Thompson",90,6.27,303,19,"Puttingfrom25",2015
50,50,"Cameron Tringale",96,6.23,337,21,"Puttingfrom25",2015
51,51,"Steve Wheatcroft",87,6.17,308,19,"Puttingfrom25",2015
52,52,"DA Points",72,6.12,245,15,"Puttingfrom25",2015
53,53,"Ben Crane",62,6.11,229,14,"Puttingfrom25",2015
54,54,"Zach Johnson",90,6.08,263,16,"Puttingfrom25",2015
55,55,"Brandt Snedeker",98,6.03,315,19,"Puttingfrom25",2015
55,55,"Kevin Streelman",95,6.03,315,19,"Puttingfrom25",2015
57,57,"Padraig Harrington",60,6.02,216,13,"Puttingfrom25",2015
58,58,"Ken Duke",93,5.97,318,19,"Puttingfrom25",2015
59,59,"Jim Herman",88,5.9,373,22,"Puttingfrom25",2015
60,60,"Brian Harman",90,5.88,340,20,"Puttingfrom25",2015
61,61,"Kevin Na",98,5.86,273,16,"Puttingfrom25",2015
62,62,"Kevin Chappell",86,5.83,309,18,"Puttingfrom25",2015
62,62,"Phil Mickelson",70,5.83,206,12,"Puttingfrom25",2015
62,62,"Hudson Swafford",97,5.83,412,24,"Puttingfrom25",2015
65,65,"Charles Howell III",105,5.82,464,27,"Puttingfrom25",2015
65,65,"Mark Hubbard",79,5.82,292,17,"Puttingfrom25",2015
67,67,"Brendon Todd",96,5.78,294,17,"Puttingfrom25",2015
68,68,"Mark Wilson",89,5.77,364,21,"Puttingfrom25",2015
69,69,"Ryo Ishikawa",90,5.76,295,17,"Puttingfrom25",2015
70,70,"JJ Henry",94,5.75,365,21,"Puttingfrom25",2015
70,70,"Jason Kokrak",88,5.75,348,20,"Puttingfrom25",2015
72,72,"David Lingmerth",90,5.73,279,16,"Puttingfrom25",2015
73,73,"Bo Van Pelt",81,5.71,280,16,"Puttingfrom25",2015
74,74,"Bryce Molder",91,5.69,334,19,"Puttingfrom25",2015
75,75,"Jason Bohn",95,5.67,353,20,"Puttingfrom25",2015
76,76,"Spencer Levin",99,5.65,372,21,"Puttingfrom25",2015
77,77,"Henrik Stenson",63,5.63,213,12,"Puttingfrom25",2015
78,78,"Patrick Reed",103,5.61,285,16,"Puttingfrom25",2015
79,79,"JB Holmes",89,5.6,250,14,"Puttingfrom25",2015
79,79,"Johnson Wagner",68,5.6,268,15,"Puttingfrom25",2015
81,81,"Andres Gonzales",90,5.59,322,18,"Puttingfrom25",2015
82,82,"John Merrick",78,5.58,233,13,"Puttingfrom25",2015
82,82,"Ryan Moore",81,5.58,233,13,"Puttingfrom25",2015
84,84,"Chris Stroud",84,5.57,287,16,"Puttingfrom25",2015
85,85,"Erik Compton",86,5.52,290,16,"Puttingfrom25",2015
86,86,"Chesson Hadley",101,5.51,363,20,"Puttingfrom25",2015
87,87,"Carl Pettersson",106,5.49,364,20,"Puttingfrom25",2015
88,88,"Robert Streb",110,5.48,438,24,"Puttingfrom25",2015
88,88,"Justin Thomas",106,5.48,383,21,"Puttingfrom25",2015
90,90,"Paul Casey",87,5.46,293,16,"Puttingfrom25",2015
91,91,"Russell Henley",87,5.37,335,18,"Puttingfrom25",2015
92,92,"Brice Garnett",81,5.36,317,17,"Puttingfrom25",2015
92,92,"Roger Sloan",56,5.36,168,9,"Puttingfrom25",2015
94,94,"Gonzalo Fdez Castano",81,5.34,262,14,"Puttingfrom25",2015
95,95,"Steven Alker",62,5.32,188,10,"Puttingfrom25",2015
96,96,"Martin Laird",77,5.29,340,18,"Puttingfrom25",2015
97,97,"Tim Wilkinson",73,5.26,228,12,"Puttingfrom25",2015
98,98,"Andres Romero",69,5.24,229,12,"Puttingfrom25",2015
99,99,"Jhonattan Vegas",90,5.23,363,19,"Puttingfrom25",2015
100,100,"Jonathan Byrd",69,5.22,230,12,"Puttingfrom25",2015
100,100,"KJ Choi",66,5.22,230,12,"Puttingfrom25",2015
102,102,"Aaron Baddeley",76,5.21,288,15,"Puttingfrom25",2015
103,103,"Dustin Johnson",75,5.18,193,10,"Puttingfrom25",2015
104,104,"Retief Goosen",81,5.16,252,13,"Puttingfrom25",2015
