"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2016","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2016","AverageDistanceofEagleputtsmade_PLAYERNAME_2016","AverageDistanceofEagleputtsmade_ROUNDS_2016","AverageDistanceofEagleputtsmade_AVG_2016","AverageDistanceofEagleputtsmade_TOTDISTFT_2016","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2016","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2016","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2016","stat_name","year"
42,NA,"JJ Henry",44,NA,19.833,1,20,20,"AverageDistanceofEagleputtsmade",2016
43,43,"Matt Kuchar",46,NA,19.75,1,20,20,"AverageDistanceofEagleputtsmade",2016
44,44,"Tyler Aldridge",53,NA,19.333,1,19,19,"AverageDistanceofEagleputtsmade",2016
45,45,"Carlos Ortiz",47,NA,57,3,33,7,"AverageDistanceofEagleputtsmade",2016
46,46,"Francesco Molinari",36,NA,18.917,1,19,19,"AverageDistanceofEagleputtsmade",2016
47,27,"Boo Weekley",53,NA,56.25,3,38,5,"AverageDistanceofEagleputtsmade",2016
48,47,"Marc Leishman",41,NA,54.917,3,18,18,"AverageDistanceofEagleputtsmade",2016
48,47,"Brett Stegmaier",57,NA,55,3,34,6,"AverageDistanceofEagleputtsmade",2016
50,49,"Scott Pinckney",53,NA,36.417,2,21,16,"AverageDistanceofEagleputtsmade",2016
51,50,"Geoff Ogilvy",37,NA,18.083,1,18,18,"AverageDistanceofEagleputtsmade",2016
52,51,"Jimmy Walker",43,NA,90,5,41,3,"AverageDistanceofEagleputtsmade",2016
53,52,"Smylie Kaufman",57,NA,35.75,2,23,13,"AverageDistanceofEagleputtsmade",2016
54,53,"Brooks Koepka",39,NA,35.333,2,27,8,"AverageDistanceofEagleputtsmade",2016
54,53,"Carl Pettersson",31,NA,17.667,1,18,18,"AverageDistanceofEagleputtsmade",2016
54,53,"Johnson Wagner",44,NA,35.25,2,19,17,"AverageDistanceofEagleputtsmade",2016
57,33,"Daniel Berger",52,NA,52.583,3,36,7,"AverageDistanceofEagleputtsmade",2016
58,56,"Luke List",51,NA,34.75,2,28,7,"AverageDistanceofEagleputtsmade",2016
59,24,"Fabian Gomez",49,NA,67.917,4,33,3,"AverageDistanceofEagleputtsmade",2016
60,57,"Sung Kang",51,NA,134.75,8,36,1,"AverageDistanceofEagleputtsmade",2016
60,57,"Charl Schwartzel",29,NA,16.833,1,17,17,"AverageDistanceofEagleputtsmade",2016
62,59,"Colt Knost",56,NA,48.75,3,23,10,"AverageDistanceofEagleputtsmade",2016
63,60,"Stewart Cink",45,NA,31.75,2,22,10,"AverageDistanceofEagleputtsmade",2016
63,60,"Andres Gonzales",46,NA,15.917,1,16,16,"AverageDistanceofEagleputtsmade",2016
65,62,"Rory McIlroy",37,NA,31.583,2,23,9,"AverageDistanceofEagleputtsmade",2016
66,63,"Sean OHair",45,NA,31.25,2,20,11,"AverageDistanceofEagleputtsmade",2016
67,65,"Brendan Steele",48,NA,31.167,2,25,6,"AverageDistanceofEagleputtsmade",2016
68,76,"Chris Stroud",52,NA,61.583,4,26,1,"AverageDistanceofEagleputtsmade",2016
69,66,"Michael Thompson",46,NA,30.667,2,26,5,"AverageDistanceofEagleputtsmade",2016
70,67,"Scott Langley",41,NA,15.25,1,15,15,"AverageDistanceofEagleputtsmade",2016
70,67,"Jeff Overton",51,NA,30.417,2,25,5,"AverageDistanceofEagleputtsmade",2016
72,69,"Rhein Gibson",36,NA,15.083,1,15,15,"AverageDistanceofEagleputtsmade",2016
73,70,"Adam Scott",39,NA,59.917,4,36,6,"AverageDistanceofEagleputtsmade",2016
74,71,"Rory Sabbatini",40,NA,14.75,1,15,15,"AverageDistanceofEagleputtsmade",2016
75,72,"Danny Lee",53,NA,58.083,4,25,6,"AverageDistanceofEagleputtsmade",2016
75,72,"Andres Romero",22,NA,14.5,1,15,15,"AverageDistanceofEagleputtsmade",2016
77,74,"Morgan Hoffmann",43,NA,72.167,5,26,6,"AverageDistanceofEagleputtsmade",2016
77,74,"Steve Stricker",25,NA,14.417,1,14,14,"AverageDistanceofEagleputtsmade",2016
79,77,"Seung Yul Noh",54,NA,55.917,4,35,1,"AverageDistanceofEagleputtsmade",2016
80,78,"Dustin Johnson",37,NA,27.833,2,18,10,"AverageDistanceofEagleputtsmade",2016
81,79,"Si Woo Kim",63,NA,27.5,2,15,12,"AverageDistanceofEagleputtsmade",2016
81,79,"David Lingmerth",54,NA,27.417,2,23,4,"AverageDistanceofEagleputtsmade",2016
81,79,"Henrik Norlander",41,NA,13.75,1,14,14,"AverageDistanceofEagleputtsmade",2016
84,82,"Adam Hadwin",53,NA,13.583,1,14,14,"AverageDistanceofEagleputtsmade",2016
85,83,"Dawie van der Walt",48,NA,26.917,2,16,11,"AverageDistanceofEagleputtsmade",2016
86,84,"Justin Hicks",26,NA,26.833,2,19,8,"AverageDistanceofEagleputtsmade",2016
87,63,"Mark Hubbard",73,NA,52.083,4,30,5,"AverageDistanceofEagleputtsmade",2016
87,85,"John Senden",48,NA,39,3,16,11,"AverageDistanceofEagleputtsmade",2016
87,85,"Henrik Stenson",30,NA,13,1,13,13,"AverageDistanceofEagleputtsmade",2016
87,85,"DJ Trahan",23,NA,13,1,13,13,"AverageDistanceofEagleputtsmade",2016
91,88,"Zach Johnson",42,NA,25.75,2,21,4,"AverageDistanceofEagleputtsmade",2016
91,88,"Vijay Singh",42,NA,25.75,2,14,11,"AverageDistanceofEagleputtsmade",2016
91,88,"Jhonattan Vegas",49,NA,64.583,5,27,3,"AverageDistanceofEagleputtsmade",2016
94,91,"Tony Finau",49,NA,51,4,36,4,"AverageDistanceofEagleputtsmade",2016
95,92,"Harold Varner III",58,NA,50.75,4,22,3,"AverageDistanceofEagleputtsmade",2016
96,93,"Patrick Rodgers",49,NA,74.167,6,24,7,"AverageDistanceofEagleputtsmade",2016
96,93,"Sam Saunders",40,NA,24.667,2,19,6,"AverageDistanceofEagleputtsmade",2016
98,95,"Jason Gore",51,NA,24.5,2,19,5,"AverageDistanceofEagleputtsmade",2016
98,95,"Ryan Palmer",46,NA,48.917,4,18,5,"AverageDistanceofEagleputtsmade",2016
100,97,"Hudson Swafford",52,NA,48.75,4,32,NA,"AverageDistanceofEagleputtsmade",2016
101,98,"Cameron Tringale",47,NA,36,3,23,6,"AverageDistanceofEagleputtsmade",2016
102,99,"Will Wilcox",47,NA,23.417,2,17,7,"AverageDistanceofEagleputtsmade",2016
103,100,"Kyle Stanley",57,NA,23.333,2,13,10,"AverageDistanceofEagleputtsmade",2016
104,101,"Ben Martin",48,NA,92.25,8,33,3,"AverageDistanceofEagleputtsmade",2016
104,106,"Patrick Reed",53,NA,34.417,3,17,5,"AverageDistanceofEagleputtsmade",2016
106,102,"Bronson Burgoon",53,NA,34.333,3,23,2,"AverageDistanceofEagleputtsmade",2016
107,103,"Anirban Lahiri",44,NA,11.25,1,11,11,"AverageDistanceofEagleputtsmade",2016
107,103,"Camilo Villegas",50,NA,33.75,3,14,7,"AverageDistanceofEagleputtsmade",2016
109,105,"Chez Reavie",56,NA,32.417,3,16,6,"AverageDistanceofEagleputtsmade",2016
110,107,"Peter Malnati",53,NA,10.25,1,10,10,"AverageDistanceofEagleputtsmade",2016
111,108,"KJ Choi",47,NA,20,2,16,4,"AverageDistanceofEagleputtsmade",2016
112,109,"Spencer Levin",62,NA,29.5,3,16,4,"AverageDistanceofEagleputtsmade",2016
113,110,"Jonas Blixt",46,NA,19.167,2,12,7,"AverageDistanceofEagleputtsmade",2016
113,110,"Hideki Matsuyama",40,NA,9.583,1,10,10,"AverageDistanceofEagleputtsmade",2016
113,110,"Justin Rose",35,NA,28.75,3,19,4,"AverageDistanceofEagleputtsmade",2016
116,113,"Erik Compton",45,NA,9.5,1,10,10,"AverageDistanceofEagleputtsmade",2016
117,114,"Russell Henley",42,NA,37.75,4,12,6,"AverageDistanceofEagleputtsmade",2016
117,114,"Scott Piercy",45,NA,9.417,1,9,9,"AverageDistanceofEagleputtsmade",2016
119,116,"Tom Hoge",47,NA,9.333,1,9,9,"AverageDistanceofEagleputtsmade",2016
119,116,"Nick Taylor",57,NA,18.583,2,11,8,"AverageDistanceofEagleputtsmade",2016
121,118,"Hiroshi Iwata",51,NA,18.333,2,10,8,"AverageDistanceofEagleputtsmade",2016
122,119,"Kyle Reifers",63,NA,18.083,2,13,5,"AverageDistanceofEagleputtsmade",2016
123,120,"Tyrone Van Aswegen",67,NA,17.25,2,11,6,"AverageDistanceofEagleputtsmade",2016
124,121,"Branden Grace",31,NA,8.25,1,8,8,"AverageDistanceofEagleputtsmade",2016
125,122,"Luke Guthrie",31,NA,8.167,1,8,8,"AverageDistanceofEagleputtsmade",2016
126,123,"Chris Kirk",51,NA,8.083,1,8,8,"AverageDistanceofEagleputtsmade",2016
127,NA,"Ernie Els",34,NA,8,1,8,8,"AverageDistanceofEagleputtsmade",2016
128,124,"Derek Ernst",36,NA,7.917,1,8,8,"AverageDistanceofEagleputtsmade",2016
129,125,"Cameron Smith",45,NA,7.75,1,8,8,"AverageDistanceofEagleputtsmade",2016
130,126,"Kevin Chappell",49,NA,30.333,4,12,4,"AverageDistanceofEagleputtsmade",2016
131,127,"Jamie Lovemark",57,NA,29.5,4,14,4,"AverageDistanceofEagleputtsmade",2016
132,128,"Brian Harman",60,NA,14.5,2,10,5,"AverageDistanceofEagleputtsmade",2016
132,128,"Charles Howell III",63,NA,14.5,2,12,3,"AverageDistanceofEagleputtsmade",2016
134,130,"Freddie Jacobson",54,NA,7.167,1,7,7,"AverageDistanceofEagleputtsmade",2016
134,130,"Kevin Streelman",46,NA,7.167,1,7,7,"AverageDistanceofEagleputtsmade",2016
136,132,"Jerry Kelly",44,NA,14.083,2,9,5,"AverageDistanceofEagleputtsmade",2016
137,133,"Miguel Angel Carballo",24,NA,6.833,1,7,7,"AverageDistanceofEagleputtsmade",2016
137,133,"Jason Kokrak",52,NA,20.417,3,9,5,"AverageDistanceofEagleputtsmade",2016
139,139,"Daniel Summerhays",55,NA,27.083,4,9,2,"AverageDistanceofEagleputtsmade",2016
140,135,"Patton Kizzire",57,NA,6.667,1,7,7,"AverageDistanceofEagleputtsmade",2016
141,136,"Derek Fathauer",58,NA,6.583,1,7,7,"AverageDistanceofEagleputtsmade",2016
141,136,"Kevin Na",52,NA,6.583,1,7,7,"AverageDistanceofEagleputtsmade",2016
143,138,"Stuart Appleby",39,NA,6,1,6,6,"AverageDistanceofEagleputtsmade",2016
143,NA,"Steve Wheatcroft",53,NA,6,1,6,6,"AverageDistanceofEagleputtsmade",2016
145,140,"Greg Owen",56,NA,11.667,2,8,3,"AverageDistanceofEagleputtsmade",2016
146,141,"Scott Stallings",46,NA,11.083,2,7,4,"AverageDistanceofEagleputtsmade",2016
147,142,"Aaron Baddeley",51,NA,5.417,1,5,5,"AverageDistanceofEagleputtsmade",2016
147,142,"DH Lee",35,NA,5.417,1,5,5,"AverageDistanceofEagleputtsmade",2016
149,144,"Russell Knox",48,NA,4.333,1,4,4,"AverageDistanceofEagleputtsmade",2016
150,145,"Emiliano Grillo",47,NA,4.167,1,4,4,"AverageDistanceofEagleputtsmade",2016
151,146,"Kelly Kraft",35,NA,3.917,1,4,4,"AverageDistanceofEagleputtsmade",2016
152,147,"Shane Lowry",35,NA,7.5,2,4,4,"AverageDistanceofEagleputtsmade",2016
152,147,"Ian Poulter",37,NA,3.75,1,4,4,"AverageDistanceofEagleputtsmade",2016
154,149,"Shane Bertsch",30,NA,3.667,1,4,4,"AverageDistanceofEagleputtsmade",2016
154,149,"Michael Kim",62,NA,3.667,1,4,4,"AverageDistanceofEagleputtsmade",2016
156,153,"Graham DeLaet",50,NA,5.167,2,3,2,"AverageDistanceofEagleputtsmade",2016
157,151,"Phil Mickelson",37,NA,5,2,3,2,"AverageDistanceofEagleputtsmade",2016
158,154,"Andrew Landry",24,NA,1,1,1,1,"AverageDistanceofEagleputtsmade",2016
159,155,"Billy Hurley III",22,NA,0.583,1,1,NA,"AverageDistanceofEagleputtsmade",2016
