"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2016","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2016","AverageDistanceofEagleputtsmade_PLAYERNAME_2016","AverageDistanceofEagleputtsmade_ROUNDS_2016","AverageDistanceofEagleputtsmade_AVG_2016","AverageDistanceofEagleputtsmade_TOTDISTFT_2016","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2016","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2016","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2016","stat_name","year"
1,1,"Wes Roach",33,NA,55.833,1,56,56,"AverageDistanceofEagleputtsmade",2016
2,NA,"Steve Marino",40,NA,55.25,1,55,55,"AverageDistanceofEagleputtsmade",2016
2,2,"Webb Simpson",34,NA,55.25,1,55,55,"AverageDistanceofEagleputtsmade",2016
4,3,"Robert Streb",51,NA,47.5,1,48,48,"AverageDistanceofEagleputtsmade",2016
5,4,"Jason Dufner",53,NA,44.833,1,45,45,"AverageDistanceofEagleputtsmade",2016
6,5,"William McGirt",54,NA,44.417,1,44,44,"AverageDistanceofEagleputtsmade",2016
7,6,"Jason Day",36,NA,85.5,2,75,11,"AverageDistanceofEagleputtsmade",2016
8,7,"Bill Haas",42,NA,38.833,1,39,39,"AverageDistanceofEagleputtsmade",2016
9,8,"Luke Donald",49,NA,38.583,1,39,39,"AverageDistanceofEagleputtsmade",2016
10,9,"Rickie Fowler",42,NA,111.25,3,79,5,"AverageDistanceofEagleputtsmade",2016
11,10,"Mark Wilson",42,NA,72.167,2,36,36,"AverageDistanceofEagleputtsmade",2016
12,11,"Roberto Castro",55,NA,35,1,35,35,"AverageDistanceofEagleputtsmade",2016
13,12,"Dicky Pride",33,NA,34.25,1,34,34,"AverageDistanceofEagleputtsmade",2016
14,13,"Bubba Watson",30,NA,68.083,2,61,7,"AverageDistanceofEagleputtsmade",2016
15,14,"Angel Cabrera",42,NA,67.833,2,61,7,"AverageDistanceofEagleputtsmade",2016
16,16,"Troy Merritt",41,NA,32.417,1,32,32,"AverageDistanceofEagleputtsmade",2016
17,17,"Jordan Spieth",34,NA,62,2,52,10,"AverageDistanceofEagleputtsmade",2016
18,18,"Lucas Glover",53,NA,91.583,3,53,15,"AverageDistanceofEagleputtsmade",2016
18,18,"Brendon Todd",43,NA,60.917,2,49,12,"AverageDistanceofEagleputtsmade",2016
20,20,"Bernd Wiesberger",23,NA,29.583,1,30,30,"AverageDistanceofEagleputtsmade",2016
21,21,"Andrew Loupe",50,NA,57.583,2,43,14,"AverageDistanceofEagleputtsmade",2016
22,22,"David Hearn",55,NA,86.25,3,57,9,"AverageDistanceofEagleputtsmade",2016
23,23,"Justin Thomas",53,NA,54.417,2,38,17,"AverageDistanceofEagleputtsmade",2016
24,152,"James Hahn",45,NA,53.917,2,51,3,"AverageDistanceofEagleputtsmade",2016
25,25,"Brandt Snedeker",47,NA,26.333,1,26,26,"AverageDistanceofEagleputtsmade",2016
26,26,"Bryce Molder",50,NA,26.167,1,26,26,"AverageDistanceofEagleputtsmade",2016
27,28,"Scott Brown",59,NA,50.667,2,26,25,"AverageDistanceofEagleputtsmade",2016
28,29,"Alex Cejka",47,NA,24.667,1,25,25,"AverageDistanceofEagleputtsmade",2016
29,30,"Blayne Barber",44,NA,48.667,2,35,14,"AverageDistanceofEagleputtsmade",2016
30,31,"Gary Woodland",45,NA,48.083,2,34,14,"AverageDistanceofEagleputtsmade",2016
31,15,"Ollie Schniederjans",23,NA,46.417,2,33,13,"AverageDistanceofEagleputtsmade",2016
32,32,"Brendon de Jonge",55,NA,45.75,2,29,17,"AverageDistanceofEagleputtsmade",2016
33,33,"Tim Wilkinson",40,NA,22.833,1,23,23,"AverageDistanceofEagleputtsmade",2016
34,35,"Padraig Harrington",38,NA,22.667,1,23,23,"AverageDistanceofEagleputtsmade",2016
34,35,"Charley Hoffman",49,NA,68,3,38,7,"AverageDistanceofEagleputtsmade",2016
36,37,"Harris English",51,NA,22.25,1,22,22,"AverageDistanceofEagleputtsmade",2016
37,38,"Jamie Donaldson",28,NA,42.917,2,25,18,"AverageDistanceofEagleputtsmade",2016
38,39,"Shawn Stefani",45,NA,42.25,2,32,10,"AverageDistanceofEagleputtsmade",2016
39,40,"Cameron Percy",22,NA,41.25,2,38,4,"AverageDistanceofEagleputtsmade",2016
40,41,"Hunter Mahan",43,NA,41.167,2,34,7,"AverageDistanceofEagleputtsmade",2016
41,42,"Kevin Kisner",49,NA,40.167,2,28,12,"AverageDistanceofEagleputtsmade",2016
