"Front9LowestRound_RANKTHISWEEK_2010","Front9LowestRound_RANKLASTWEEK_2010","Front9LowestRound_PLAYERNAME_2010","Front9LowestRound__2010","Front9LowestRound_LOWRND_2010","stat_name","year"
1,1,"Stuart Appleby",NA,28,"Front9LowestRound",2010
1,1,"Brent Delahoussaye",NA,28,"Front9LowestRound",2010
1,1,"Luke Donald",NA,28,"Front9LowestRound",2010
1,1,"Matt Kuchar",NA,28,"Front9LowestRound",2010
1,1,"Ryan Palmer",NA,28,"Front9LowestRound",2010
1,1,"DA Points",NA,28,"Front9LowestRound",2010
7,7,"Blake Adams",NA,29,"Front9LowestRound",2010
7,7,"Cameron Beckman",NA,29,"Front9LowestRound",2010
7,7,"Lucas Glover",NA,29,"Front9LowestRound",2010
7,7,"Tim Herron",NA,29,"Front9LowestRound",2010
7,7,"Richard Johnson",NA,29,"Front9LowestRound",2010
7,7,"Jerry Kelly",NA,29,"Front9LowestRound",2010
7,7,"Steve Marino",NA,29,"Front9LowestRound",2010
7,7,"Rocco Mediate",NA,29,"Front9LowestRound",2010
7,7,"Scott Piercy",NA,29,"Front9LowestRound",2010
7,7,"Adam Scott",NA,29,"Front9LowestRound",2010
7,7,"Kevin Streelman",NA,29,"Front9LowestRound",2010
7,7,"Kevin Sutherland",NA,29,"Front9LowestRound",2010
7,7,"Bubba Watson",NA,29,"Front9LowestRound",2010
20,20,"Robert Allenby",NA,30,"Front9LowestRound",2010
20,20,"Stephen Ames",NA,30,"Front9LowestRound",2010
20,20,"Arjun Atwal",NA,30,"Front9LowestRound",2010
20,20,"Rich Barcelo",NA,30,"Front9LowestRound",2010
20,20,"Henrik Bjornstad",NA,30,"Front9LowestRound",2010
20,20,"Jason Bohn",NA,30,"Front9LowestRound",2010
20,20,"Jonathan Byrd",NA,30,"Front9LowestRound",2010
20,20,"Greg Chalmers",NA,30,"Front9LowestRound",2010
20,20,"Tim Clark",NA,30,"Front9LowestRound",2010
20,20,"Graham DeLaet",NA,30,"Front9LowestRound",2010
20,20,"Jason Dufner",NA,30,"Front9LowestRound",2010
20,20,"Bob Estes",NA,30,"Front9LowestRound",2010
20,20,"Matt Every",NA,30,"Front9LowestRound",2010
20,20,"Rickie Fowler",NA,30,"Front9LowestRound",2010
20,20,"Robert Garrigus",NA,30,"Front9LowestRound",2010
20,20,"Brian Gay",NA,30,"Front9LowestRound",2010
20,20,"Tom Gillis",NA,30,"Front9LowestRound",2010
20,20,"Paul Goydos",NA,30,"Front9LowestRound",2010
20,20,"JJ Henry",NA,30,"Front9LowestRound",2010
20,20,"Jim Herman",NA,30,"Front9LowestRound",2010
20,20,"JB Holmes",NA,30,"Front9LowestRound",2010
20,20,"Ryuji Imada",NA,30,"Front9LowestRound",2010
20,20,"Lee Janzen",NA,30,"Front9LowestRound",2010
20,20,"Zach Johnson",NA,30,"Front9LowestRound",2010
20,20,"Dustin Johnson",NA,30,"Front9LowestRound",2010
20,20,"Matt Jones",NA,30,"Front9LowestRound",2010
20,20,"Justin Leonard",NA,30,"Front9LowestRound",2010
20,20,"Michael Letzig",NA,30,"Front9LowestRound",2010
20,20,"Davis Love III",NA,30,"Front9LowestRound",2010
20,20,"Bill Lunde",NA,30,"Front9LowestRound",2010
20,20,"Hunter Mahan",NA,30,"Front9LowestRound",2010
20,20,"John Mallinger",NA,30,"Front9LowestRound",2010
20,20,"Billy Mayfair",NA,30,"Front9LowestRound",2010
20,20,"Scott McCarron",NA,30,"Front9LowestRound",2010
20,20,"Shaun Micheel",NA,30,"Front9LowestRound",2010
20,20,"Phil Mickelson",NA,30,"Front9LowestRound",2010
20,20,"Kevin Na",NA,30,"Front9LowestRound",2010
20,20,"James Nitties",NA,30,"Front9LowestRound",2010
20,20,"Sean OHair",NA,30,"Front9LowestRound",2010
20,20,"Greg Owen",NA,30,"Front9LowestRound",2010
20,20,"Cameron Percy",NA,30,"Front9LowestRound",2010
20,20,"Carl Pettersson",NA,30,"Front9LowestRound",2010
20,20,"Ian Poulter",NA,30,"Front9LowestRound",2010
20,20,"Brett Quigley",NA,30,"Front9LowestRound",2010
20,20,"Jeff Quinney",NA,30,"Front9LowestRound",2010
20,20,"Jerry Richardson Jr",NA,30,"Front9LowestRound",2010
20,20,"John Rollins",NA,30,"Front9LowestRound",2010
20,20,"Andres Romero",NA,30,"Front9LowestRound",2010
20,20,"Justin Rose",NA,30,"Front9LowestRound",2010
20,20,"Sam Saunders",NA,30,"Front9LowestRound",2010
20,20,"John Senden",NA,30,"Front9LowestRound",2010
20,20,"Michael Sim",NA,30,"Front9LowestRound",2010
20,20,"Webb Simpson",NA,30,"Front9LowestRound",2010
20,20,"Brandt Snedeker",NA,30,"Front9LowestRound",2010
20,20,"Paul Stankowski",NA,30,"Front9LowestRound",2010
20,20,"Steve Stricker",NA,30,"Front9LowestRound",2010
20,20,"Brian Stuard",NA,30,"Front9LowestRound",2010
20,20,"Roger Tambellini",NA,30,"Front9LowestRound",2010
20,20,"DJ Trahan",NA,30,"Front9LowestRound",2010
20,20,"Vance Veazey",NA,30,"Front9LowestRound",2010
20,20,"Jimmy Walker",NA,30,"Front9LowestRound",2010
20,20,"Nick Watney",NA,30,"Front9LowestRound",2010
20,20,"Boo Weekley",NA,30,"Front9LowestRound",2010
20,20,"Brett Wetterich",NA,30,"Front9LowestRound",2010
20,20,"Jay Williamson",NA,30,"Front9LowestRound",2010
20,20,"Garrett Willis",NA,30,"Front9LowestRound",2010
20,20,"Dean Wilson",NA,30,"Front9LowestRound",2010
87,87,"Michael Allen",NA,31,"Front9LowestRound",2010
87,87,"Woody Austin",NA,31,"Front9LowestRound",2010
87,87,"Aaron Baddeley",NA,31,"Front9LowestRound",2010
87,87,"Briny Baird",NA,31,"Front9LowestRound",2010
87,87,"Craig Barlow",NA,31,"Front9LowestRound",2010
87,87,"Ricky Barnes",NA,31,"Front9LowestRound",2010
87,87,"Rich Beem",NA,31,"Front9LowestRound",2010
87,87,"Shane Bertsch",NA,31,"Front9LowestRound",2010
87,87,"Matt Bettencourt",NA,31,"Front9LowestRound",2010
87,87,"Kris Blanks",NA,31,"Front9LowestRound",2010
87,87,"Craig Bowden",NA,31,"Front9LowestRound",2010
87,87,"Michael Bradley",NA,31,"Front9LowestRound",2010
87,87,"Chad Campbell",NA,31,"Front9LowestRound",2010
87,87,"Paul Casey",NA,31,"Front9LowestRound",2010
87,87,"Alex Cejka",NA,31,"Front9LowestRound",2010
87,87,"KJ Choi",NA,31,"Front9LowestRound",2010
87,87,"Chad Collins",NA,31,"Front9LowestRound",2010
87,87,"Fred Couples",NA,31,"Front9LowestRound",2010
87,87,"Ben Crane",NA,31,"Front9LowestRound",2010
87,87,"John Daly",NA,31,"Front9LowestRound",2010
87,87,"Robert Damron",NA,31,"Front9LowestRound",2010
87,87,"Brian Davis",NA,31,"Front9LowestRound",2010
87,87,"Marco Dawson",NA,31,"Front9LowestRound",2010
87,87,"Jason Day",NA,31,"Front9LowestRound",2010
87,87,"Brendon de Jonge",NA,31,"Front9LowestRound",2010
87,87,"Chris DiMarco",NA,31,"Front9LowestRound",2010
87,87,"James Driscoll",NA,31,"Front9LowestRound",2010
87,87,"Joe Durant",NA,31,"Front9LowestRound",2010
87,87,"David Duval",NA,31,"Front9LowestRound",2010
87,87,"Steve Elkington",NA,31,"Front9LowestRound",2010
87,87,"Ernie Els",NA,31,"Front9LowestRound",2010
87,87,"Brad Faxon",NA,31,"Front9LowestRound",2010
87,87,"Steve Flesch",NA,31,"Front9LowestRound",2010
87,87,"Jim Furyk",NA,31,"Front9LowestRound",2010
87,87,"Sergio Garcia",NA,31,"Front9LowestRound",2010
