"TenthTeeLateRound2ScoringAverage_RANKTHISWEEK_2015","TenthTeeLateRound2ScoringAverage_RANKLASTWEEK_2015","TenthTeeLateRound2ScoringAverage_PLAYERNAME_2015","TenthTeeLateRound2ScoringAverage__2015","TenthTeeLateRound2ScoringAverage_AVG_2015","TenthTeeLateRound2ScoringAverage_TOTALSTROKES_2015","TenthTeeLateRound2ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Justin Rose",NA,64,64,1,"TenthTeeLateRound2ScoringAverage",2015
2,2,"Billy Horschel",NA,67,67,1,"TenthTeeLateRound2ScoringAverage",2015
2,2,"Dustin Johnson",NA,67,67,1,"TenthTeeLateRound2ScoringAverage",2015
2,2,"Patrick Reed",NA,67,67,1,"TenthTeeLateRound2ScoringAverage",2015
2,2,"Jordan Spieth",NA,67,67,1,"TenthTeeLateRound2ScoringAverage",2015
6,6,"Graham DeLaet",NA,67.2,336,5,"TenthTeeLateRound2ScoringAverage",2015
7,7,"Justin Thomas",NA,68,476,7,"TenthTeeLateRound2ScoringAverage",2015
8,8,"Cameron Tringale",NA,68.33,205,3,"TenthTeeLateRound2ScoringAverage",2015
9,9,"Bill Haas",NA,68.4,342,5,"TenthTeeLateRound2ScoringAverage",2015
10,10,"Francesco Molinari",NA,68.5,274,4,"TenthTeeLateRound2ScoringAverage",2015
10,10,"Will Wilcox",NA,68.5,137,2,"TenthTeeLateRound2ScoringAverage",2015
12,12,"Matt Jones",NA,68.63,549,8,"TenthTeeLateRound2ScoringAverage",2015
13,13,"Tony Finau",NA,68.67,412,6,"TenthTeeLateRound2ScoringAverage",2015
14,14,"Sangmoon Bae",NA,69,345,5,"TenthTeeLateRound2ScoringAverage",2015
14,14,"Harris English",NA,69,414,6,"TenthTeeLateRound2ScoringAverage",2015
14,14,"Whee Kim",NA,69,138,2,"TenthTeeLateRound2ScoringAverage",2015
14,14,"Brooks Koepka",NA,69,207,3,"TenthTeeLateRound2ScoringAverage",2015
14,14,"Louis Oosthuizen",NA,69,138,2,"TenthTeeLateRound2ScoringAverage",2015
14,14,"Scott Piercy",NA,69,552,8,"TenthTeeLateRound2ScoringAverage",2015
