"GoingfortheGreen_RANKTHISWEEK_2016","GoingfortheGreen_RANKLASTWEEK_2016","GoingfortheGreen_PLAYERNAME_2016","GoingfortheGreen_ROUNDS_2016","GoingfortheGreen_Pct_2016","GoingfortheGreen_ATTEMPTS_2016","GoingfortheGreen_NONATTEMPTS_2016","GoingfortheGreen_RTPGOINGFORTHEGREEN_2016","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2016","stat_name","year"
1,1,"Rory McIlroy",37,81.91,77,17,-49,-3,"GoingfortheGreen",2016
2,4,"Justin Rose",35,78.18,86,24,-55,-2,"GoingfortheGreen",2016
3,2,"Bubba Watson",30,76.54,62,19,-40,-3,"GoingfortheGreen",2016
4,6,"Rickie Fowler",42,75,105,35,-67,-9,"GoingfortheGreen",2016
5,5,"Sergio Garcia",28,74.47,35,12,-16,0,"GoingfortheGreen",2016
6,3,"Adam Scott",39,74.19,69,24,-43,-6,"GoingfortheGreen",2016
7,7,"Tony Finau",49,73.79,107,38,-66,6,"GoingfortheGreen",2016
8,10,"Andrew Loupe",50,71.18,121,49,-67,-7,"GoingfortheGreen",2016
9,11,"Gary Woodland",45,71.11,96,39,-66,-11,"GoingfortheGreen",2016
10,9,"Jhonattan Vegas",49,70.78,109,45,-65,2,"GoingfortheGreen",2016
11,12,"Luke List",51,70.51,110,46,-71,6,"GoingfortheGreen",2016
12,13,"Jason Day",36,69.7,69,30,-42,-5,"GoingfortheGreen",2016
13,8,"Ollie Schniederjans",23,69.62,55,24,-37,4,"GoingfortheGreen",2016
14,14,"Jimmy Walker",43,69.17,92,41,-67,2,"GoingfortheGreen",2016
15,15,"Patrick Rodgers",49,68.15,107,50,-67,7,"GoingfortheGreen",2016
16,16,"Smylie Kaufman",57,67.86,114,54,-70,-1,"GoingfortheGreen",2016
17,20,"Jason Kokrak",52,67.66,113,54,-61,4,"GoingfortheGreen",2016
18,17,"Phil Mickelson",37,67.26,76,37,-49,2,"GoingfortheGreen",2016
19,24,"JB Holmes",39,67.15,92,45,-44,4,"GoingfortheGreen",2016
20,18,"Dustin Johnson",37,67.02,63,31,-45,-2,"GoingfortheGreen",2016
21,19,"Scott Piercy",45,66.95,79,39,-39,-3,"GoingfortheGreen",2016
22,22,"Henrik Stenson",30,66.67,52,26,-33,-4,"GoingfortheGreen",2016
23,21,"Ryan Palmer",46,66.46,107,54,-63,-12,"GoingfortheGreen",2016
24,33,"Hideki Matsuyama",40,66.07,74,38,-40,-8,"GoingfortheGreen",2016
25,25,"Brooks Koepka",39,63.64,77,44,-47,4,"GoingfortheGreen",2016
26,30,"Jamie Lovemark",57,62.56,122,73,-72,-4,"GoingfortheGreen",2016
27,29,"Si Woo Kim",63,62.44,123,74,-59,0,"GoingfortheGreen",2016
28,35,"Rory Sabbatini",40,62.11,59,36,-23,-3,"GoingfortheGreen",2016
29,27,"Kevin Kisner",49,61.72,79,49,-47,0,"GoingfortheGreen",2016
30,45,"Sean OHair",45,61.49,91,57,-50,-1,"GoingfortheGreen",2016
31,23,"Anirban Lahiri",44,61.47,67,42,-31,-1,"GoingfortheGreen",2016
32,26,"Matt Jones",45,61.4,70,44,-35,-2,"GoingfortheGreen",2016
33,34,"Scott Pinckney",53,61.04,94,60,-46,3,"GoingfortheGreen",2016
