"GoingfortheGreen_RANKTHISWEEK_2016","GoingfortheGreen_RANKLASTWEEK_2016","GoingfortheGreen_PLAYERNAME_2016","GoingfortheGreen_ROUNDS_2016","GoingfortheGreen_Pct_2016","GoingfortheGreen_ATTEMPTS_2016","GoingfortheGreen_NONATTEMPTS_2016","GoingfortheGreen_RTPGOINGFORTHEGREEN_2016","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2016","stat_name","year"
34,38,"Andy Sullivan",25,61.02,36,23,-19,2,"GoingfortheGreen",2016
35,48,"Harold Varner III",58,60.91,120,77,-77,1,"GoingfortheGreen",2016
36,36,"Emiliano Grillo",47,60.81,90,58,-48,-2,"GoingfortheGreen",2016
37,50,"Robert Garrigus",34,60.61,60,39,-36,1,"GoingfortheGreen",2016
38,41,"Daniel Berger",52,60.54,89,58,-48,-1,"GoingfortheGreen",2016
39,39,"Justin Thomas",53,60.27,88,58,-48,-5,"GoingfortheGreen",2016
40,40,"Keegan Bradley",40,60.19,65,43,-26,6,"GoingfortheGreen",2016
40,32,"Webb Simpson",34,60.19,65,43,-29,2,"GoingfortheGreen",2016
42,28,"Greg Owen",56,60,99,66,-39,1,"GoingfortheGreen",2016
42,41,"Charl Schwartzel",29,60,51,34,-28,0,"GoingfortheGreen",2016
44,44,"Marc Leishman",41,59.79,58,39,-40,-2,"GoingfortheGreen",2016
45,55,"Byeong Hun An",23,59.65,34,23,-20,0,"GoingfortheGreen",2016
46,37,"Angel Cabrera",42,59.54,78,53,-45,9,"GoingfortheGreen",2016
47,31,"Paul Casey",39,59.34,54,37,-25,-6,"GoingfortheGreen",2016
48,64,"Brendan Steele",48,58.06,90,65,-54,-6,"GoingfortheGreen",2016
49,53,"Patrick Reed",53,58,87,63,-46,-4,"GoingfortheGreen",2016
50,52,"Hudson Swafford",52,57.93,84,61,-45,-8,"GoingfortheGreen",2016
51,59,"Daniel Summerhays",55,57.89,99,72,-60,0,"GoingfortheGreen",2016
52,51,"Graham DeLaet",50,57.83,96,70,-44,2,"GoingfortheGreen",2016
53,54,"Matthew Fitzpatrick",23,57.78,26,19,-11,-2,"GoingfortheGreen",2016
54,49,"Fabian Gomez",49,57.56,99,73,-59,-6,"GoingfortheGreen",2016
55,43,"Vijay Singh",42,57.46,77,57,-40,-6,"GoingfortheGreen",2016
56,55,"Jordan Spieth",34,57.45,54,40,-36,-4,"GoingfortheGreen",2016
57,46,"Adam Hadwin",53,57.14,108,81,-55,-11,"GoingfortheGreen",2016
58,66,"Charles Howell III",63,56.91,107,81,-72,-8,"GoingfortheGreen",2016
59,60,"Lucas Glover",53,56.52,104,80,-60,-12,"GoingfortheGreen",2016
60,83,"Carlos Ortiz",47,56.2,77,60,-39,9,"GoingfortheGreen",2016
61,61,"Brandt Snedeker",47,56.16,82,64,-39,-11,"GoingfortheGreen",2016
62,47,"Danny Lee",53,56.05,88,69,-56,-7,"GoingfortheGreen",2016
63,63,"Andres Romero",22,55.74,34,27,-16,3,"GoingfortheGreen",2016
64,67,"Sam Saunders",40,55.43,51,41,-30,5,"GoingfortheGreen",2016
65,62,"Bronson Burgoon",53,55.41,82,66,-44,-9,"GoingfortheGreen",2016
65,72,"Scott Stallings",46,55.41,87,70,-46,0,"GoingfortheGreen",2016
67,58,"Ernie Els",34,55.36,62,50,-27,-6,"GoingfortheGreen",2016
68,65,"Stewart Cink",45,55.26,63,51,-38,0,"GoingfortheGreen",2016
69,57,"Harris English",51,55.15,75,61,-41,-9,"GoingfortheGreen",2016
70,69,"Will Wilcox",47,54.73,81,67,-39,-5,"GoingfortheGreen",2016
71,81,"Sung Kang",51,54.66,88,73,-60,3,"GoingfortheGreen",2016
72,75,"Ben Martin",48,54.36,81,68,-60,-8,"GoingfortheGreen",2016
73,70,"Rhein Gibson",36,54.29,57,48,-14,0,"GoingfortheGreen",2016
74,78,"Jim Herman",55,54.23,77,65,-36,-12,"GoingfortheGreen",2016
75,71,"Pat Perez",28,54.1,33,28,-15,-4,"GoingfortheGreen",2016
76,73,"Jason Dufner",53,54.03,67,57,-34,1,"GoingfortheGreen",2016
77,76,"Charley Hoffman",49,53.95,82,70,-45,4,"GoingfortheGreen",2016
78,73,"Padraig Harrington",38,53.73,72,62,-40,-5,"GoingfortheGreen",2016
79,77,"Morgan Hoffmann",43,53.54,68,59,-42,-10,"GoingfortheGreen",2016
80,85,"Boo Weekley",53,53.37,87,76,-47,-7,"GoingfortheGreen",2016
81,86,"Kevin Chappell",49,53.33,88,77,-52,-2,"GoingfortheGreen",2016
81,82,"Billy Horschel",45,53.33,72,63,-37,-4,"GoingfortheGreen",2016
83,68,"Martin Laird",46,53.16,84,74,-42,6,"GoingfortheGreen",2016
84,90,"Brett Stegmaier",57,52.97,98,87,-52,-7,"GoingfortheGreen",2016
85,84,"Chad Campbell",54,52.8,85,76,-50,-9,"GoingfortheGreen",2016
86,79,"Nick Taylor",57,52.46,96,87,-45,-2,"GoingfortheGreen",2016
87,87,"Troy Merritt",41,51.97,66,61,-35,6,"GoingfortheGreen",2016
88,88,"Jonas Blixt",46,51.72,75,70,-40,-6,"GoingfortheGreen",2016
89,92,"Whee Kim",54,51.2,85,81,-39,0,"GoingfortheGreen",2016
90,93,"Russell Henley",42,51.08,71,68,-38,8,"GoingfortheGreen",2016
91,80,"David Lingmerth",54,51.05,73,70,-38,-8,"GoingfortheGreen",2016
92,96,"Cameron Percy",22,50.88,29,28,-13,2,"GoingfortheGreen",2016
93,97,"Hiroshi Iwata",51,50.78,65,63,-27,6,"GoingfortheGreen",2016
94,137,"Chesson Hadley",51,50.67,76,74,-28,-1,"GoingfortheGreen",2016
95,99,"Jeff Overton",51,50.6,85,83,-35,-13,"GoingfortheGreen",2016
96,107,"Patton Kizzire",57,50.58,87,85,-50,-19,"GoingfortheGreen",2016
97,100,"Seung Yul Noh",54,50.3,84,83,-51,-3,"GoingfortheGreen",2016
98,101,"Charlie Beljan",26,50,34,34,-6,5,"GoingfortheGreen",2016
98,113,"Tom Hoge",47,50,70,70,-28,-3,"GoingfortheGreen",2016
98,89,"Davis Love III",40,50,63,63,-28,7,"GoingfortheGreen",2016
98,95,"Hunter Mahan",43,50,67,67,-26,-6,"GoingfortheGreen",2016
98,98,"Steve Wheatcroft",53,50,80,80,-42,-12,"GoingfortheGreen",2016
103,105,"Graeme McDowell",33,49.43,43,44,-25,-5,"GoingfortheGreen",2016
104,104,"Tyrone Van Aswegen",67,49.25,99,102,-44,-1,"GoingfortheGreen",2016
104,108,"Dawie van der Walt",48,49.25,66,68,-34,-5,"GoingfortheGreen",2016
106,94,"Alex Cejka",47,49.19,61,63,-32,-5,"GoingfortheGreen",2016
107,109,"DJ Trahan",23,49.06,26,27,-14,0,"GoingfortheGreen",2016
108,116,"Steve Marino",40,49.04,51,53,-20,-2,"GoingfortheGreen",2016
109,101,"Derek Ernst",36,48.98,48,50,-22,1,"GoingfortheGreen",2016
110,110,"Chez Reavie",56,48.88,87,91,-46,-7,"GoingfortheGreen",2016
111,106,"Derek Fathauer",58,48.77,79,83,-39,-8,"GoingfortheGreen",2016
112,111,"Bill Haas",42,48.74,58,61,-30,-7,"GoingfortheGreen",2016
113,114,"William McGirt",54,48.72,95,100,-52,-14,"GoingfortheGreen",2016
114,121,"Steven Bowditch",40,48.39,60,64,-33,15,"GoingfortheGreen",2016
114,101,"Erik Compton",45,48.39,60,64,-33,-5,"GoingfortheGreen",2016
116,115,"Chris Stroud",52,48.21,81,87,-34,-7,"GoingfortheGreen",2016
117,119,"Roberto Castro",55,47.92,92,100,-47,-16,"GoingfortheGreen",2016
118,91,"Ian Poulter",37,47.73,42,46,-24,0,"GoingfortheGreen",2016
119,120,"Scott Brown",59,47.62,70,77,-42,-3,"GoingfortheGreen",2016
119,132,"Robert Streb",51,47.62,60,66,-37,-2,"GoingfortheGreen",2016
121,117,"Johnson Wagner",44,47.48,66,73,-39,-11,"GoingfortheGreen",2016
122,143,"John Senden",48,47.44,74,82,-37,-19,"GoingfortheGreen",2016
123,121,"Aaron Baddeley",51,47.37,72,80,-35,-7,"GoingfortheGreen",2016
124,129,"Brendon de Jonge",55,47.3,70,78,-35,-5,"GoingfortheGreen",2016
125,117,"Matt Every",34,47.24,60,67,-25,5,"GoingfortheGreen",2016
126,133,"Mark Hubbard",73,47.23,111,124,-63,-5,"GoingfortheGreen",2016
127,123,"Kevin Na",52,46.92,61,69,-30,-5,"GoingfortheGreen",2016
128,139,"Kyle Reifers",63,46.84,89,101,-50,-13,"GoingfortheGreen",2016
129,124,"John Huh",51,46.71,78,89,-41,-8,"GoingfortheGreen",2016
130,125,"Branden Grace",31,46.67,35,40,-23,-1,"GoingfortheGreen",2016
130,125,"Luke Guthrie",31,46.67,42,48,-18,-7,"GoingfortheGreen",2016
132,127,"Wes Roach",33,46.59,41,47,-22,4,"GoingfortheGreen",2016
133,128,"Scott Langley",41,46.32,63,73,-25,-3,"GoingfortheGreen",2016
134,131,"Chris Kirk",51,46.25,74,86,-46,-19,"GoingfortheGreen",2016
135,112,"Jason Bohn",37,46.15,54,63,-20,-14,"GoingfortheGreen",2016
135,136,"Francesco Molinari",36,46.15,60,70,-37,-7,"GoingfortheGreen",2016
137,135,"Miguel Angel Carballo",24,45.61,26,31,-17,2,"GoingfortheGreen",2016
138,130,"Shane Lowry",35,45.45,35,42,-17,-1,"GoingfortheGreen",2016
139,138,"Russell Knox",48,45.3,53,64,-31,-2,"GoingfortheGreen",2016
140,134,"Jamie Donaldson",28,45.12,37,45,-15,-8,"GoingfortheGreen",2016
141,148,"James Hahn",45,45.06,73,89,-41,3,"GoingfortheGreen",2016
141,142,"Camilo Villegas",50,45.06,73,89,-45,3,"GoingfortheGreen",2016
143,146,"Andres Gonzales",46,44.93,62,76,-28,1,"GoingfortheGreen",2016
144,147,"Blayne Barber",44,44.83,65,80,-41,-8,"GoingfortheGreen",2016
145,139,"Brian Harman",60,44.74,85,105,-40,-2,"GoingfortheGreen",2016
146,149,"Louis Oosthuizen",25,44.19,19,24,-9,-5,"GoingfortheGreen",2016
147,145,"Geoff Ogilvy",37,44.17,53,67,-19,-6,"GoingfortheGreen",2016
148,144,"Retief Goosen",37,44.09,56,71,-24,-3,"GoingfortheGreen",2016
149,141,"Shawn Stefani",45,44.06,63,80,-34,-4,"GoingfortheGreen",2016
150,155,"Henrik Norlander",41,43.48,50,65,-17,-7,"GoingfortheGreen",2016
151,152,"Ricky Barnes",57,43.35,75,98,-40,1,"GoingfortheGreen",2016
152,150,"Kevin Streelman",46,43.28,58,76,-26,-1,"GoingfortheGreen",2016
153,151,"Thomas Aiken",42,42.16,43,59,-25,-1,"GoingfortheGreen",2016
154,157,"Matt Kuchar",46,41.8,51,71,-32,-16,"GoingfortheGreen",2016
155,158,"Bernd Wiesberger",23,41.67,20,28,-7,-3,"GoingfortheGreen",2016
156,162,"Kyle Stanley",57,41.48,73,103,-41,-7,"GoingfortheGreen",2016
157,154,"Chad Collins",45,41.26,59,84,-38,2,"GoingfortheGreen",2016
158,163,"JJ Henry",44,40.83,69,100,-35,-11,"GoingfortheGreen",2016
158,156,"Michael Thompson",46,40.83,49,71,-33,-8,"GoingfortheGreen",2016
160,153,"Michael Kim",62,40.69,83,121,-32,-12,"GoingfortheGreen",2016
161,160,"Freddie Jacobson",54,40.67,61,89,-33,-1,"GoingfortheGreen",2016
162,159,"Martin Piller",37,40,46,69,-22,-3,"GoingfortheGreen",2016
163,166,"Spencer Levin",62,39.46,73,112,-48,-14,"GoingfortheGreen",2016
164,161,"Cameron Tringale",47,39.41,67,103,-36,-19,"GoingfortheGreen",2016
165,165,"George McNeill",33,39.25,42,65,-19,5,"GoingfortheGreen",2016
166,167,"Will Ma Kenzie",54,38.85,61,96,-17,-5,"GoingfortheGreen",2016
167,164,"Ryan Moore",40,38.74,43,68,-17,-17,"GoingfortheGreen",2016
168,168,"Andrew Landry",24,38.18,21,34,-4,-3,"GoingfortheGreen",2016
169,172,"Tyler Aldridge",53,38.13,61,99,-32,-11,"GoingfortheGreen",2016
170,170,"Zach Johnson",42,37.68,52,86,-29,-18,"GoingfortheGreen",2016
171,173,"Brice Garnett",29,37.31,25,42,-10,-2,"GoingfortheGreen",2016
172,175,"Zac Blair",56,36.88,59,101,-25,0,"GoingfortheGreen",2016
173,176,"Jason Gore",51,36.55,53,92,-23,-5,"GoingfortheGreen",2016
174,174,"Ben Crane",48,35.81,53,95,-21,-7,"GoingfortheGreen",2016
175,171,"Brendon Todd",43,35.34,47,86,-22,-18,"GoingfortheGreen",2016
176,177,"DA Points",32,35.29,30,55,-12,-2,"GoingfortheGreen",2016
177,183,"Kelly Kraft",35,34.83,31,58,-14,-8,"GoingfortheGreen",2016
178,178,"DH Lee",35,33.98,35,68,-16,-7,"GoingfortheGreen",2016
179,179,"Lucas Lee",22,33.9,20,39,-7,3,"GoingfortheGreen",2016
180,187,"Stuart Appleby",39,33.82,46,90,-19,-24,"GoingfortheGreen",2016
181,180,"Shane Bertsch",30,33.78,25,49,-11,-7,"GoingfortheGreen",2016
182,181,"Bryce Molder",50,33.33,55,110,-32,-21,"GoingfortheGreen",2016
182,190,"Rob Oppenheim",37,33.33,40,80,-17,-7,"GoingfortheGreen",2016
184,169,"Luke Donald",49,33.08,43,87,-23,-5,"GoingfortheGreen",2016
185,186,"Peter Malnati",53,32.58,58,120,-27,-32,"GoingfortheGreen",2016
186,188,"Jerry Kelly",44,32.11,35,74,-21,-9,"GoingfortheGreen",2016
187,192,"Vaughn Taylor",30,32.08,34,72,-23,-5,"GoingfortheGreen",2016
188,195,"Cameron Smith",45,31.73,33,71,-18,0,"GoingfortheGreen",2016
189,189,"Robert Allenby",35,31.58,30,65,-13,6,"GoingfortheGreen",2016
190,182,"Justin Hicks",26,31.52,29,63,-10,-13,"GoingfortheGreen",2016
191,184,"David Hearn",55,31.48,51,111,-32,-11,"GoingfortheGreen",2016
192,191,"Carl Pettersson",31,31.03,36,80,-20,7,"GoingfortheGreen",2016
193,193,"Billy Hurley III",22,30.14,22,51,-7,-4,"GoingfortheGreen",2016
194,194,"Colt Knost",56,28.22,46,117,-31,-24,"GoingfortheGreen",2016
195,197,"Abraham Ancer",26,28.17,20,51,-6,-2,"GoingfortheGreen",2016
196,198,"Ken Duke",26,27.14,19,51,-14,3,"GoingfortheGreen",2016
197,196,"Mark Wilson",42,27.01,37,100,-19,-9,"GoingfortheGreen",2016
198,199,"Dicky Pride",33,26.32,25,70,-16,-15,"GoingfortheGreen",2016
199,200,"Steve Stricker",25,26.25,21,59,-14,-9,"GoingfortheGreen",2016
200,201,"KJ Choi",47,24.68,39,119,-25,-13,"GoingfortheGreen",2016
201,202,"Tim Wilkinson",40,24.32,27,84,-17,-17,"GoingfortheGreen",2016
202,204,"Brian Stuard",24,24.05,19,60,-10,-8,"GoingfortheGreen",2016
203,203,"Jon Curran",55,20.92,32,121,-20,-17,"GoingfortheGreen",2016
204,205,"David Toms",38,15.94,22,116,-14,-24,"GoingfortheGreen",2016
205,206,"Brian Gay",22,15.49,11,60,-6,-2,"GoingfortheGreen",2016
206,207,"Justin Leonard",28,12.9,12,81,-7,-14,"GoingfortheGreen",2016
207,208,"Darron Stiles",28,8.2,5,56,-2,-7,"GoingfortheGreen",2016
