"Approachesfrom250275yardsRgh_RANKTHISWEEK_2006","Approachesfrom250275yardsRgh_RANKLASTWEEK_2006","Approachesfrom250275yardsRgh_PLAYERNAME_2006","Approachesfrom250275yardsRgh_ROUNDS_2006","Approachesfrom250275yardsRgh_AVG_2006","Approachesfrom250275yardsRgh_TOTALDISTANCEFEET_2006","Approachesfrom250275yardsRgh_OFATTEMPTS_2006","Approachesfrom250275yardsRgh_RELATIVETOPAR_2006","stat_name","year"
1,1,"Adam Scott",70,NA,126.333,3,-4,"Approachesfrom250275yardsRgh",2006
2,2,"Davis Love III",85,NA,126.417,3,-2,"Approachesfrom250275yardsRgh",2006
3,3,"Brian Bateman",69,NA,85.75,2,-2,"Approachesfrom250275yardsRgh",2006
4,4,"Sean OHair",100,NA,240,5,-4,"Approachesfrom250275yardsRgh",2006
5,5,"Bo Van Pelt",102,NA,354.25,7,-6,"Approachesfrom250275yardsRgh",2006
6,6,"Briny Baird",81,NA,203.833,4,-6,"Approachesfrom250275yardsRgh",2006
7,7,"Jerry Kelly",100,NA,156.333,3,-1,"Approachesfrom250275yardsRgh",2006
8,8,"Kenny Perry",73,NA,53.083,1,-1,"Approachesfrom250275yardsRgh",2006
9,9,"DA Points",82,NA,269.917,5,-4,"Approachesfrom250275yardsRgh",2006
10,10,"Shane Bertsch",104,NA,221.417,4,-4,"Approachesfrom250275yardsRgh",2006
11,11,"Craig Barlow",77,NA,336.583,6,-6,"Approachesfrom250275yardsRgh",2006
12,12,"Jon Mills",68,NA,112.583,2,-1,"Approachesfrom250275yardsRgh",2006
13,13,"Stuart Appleby",83,NA,341.5,6,-6,"Approachesfrom250275yardsRgh",2006
13,13,"Doug Barron",74,NA,341.333,6,-4,"Approachesfrom250275yardsRgh",2006
15,15,"Jonathan Kaye",95,NA,115.083,2,-2,"Approachesfrom250275yardsRgh",2006
16,16,"Omar Uresti",61,NA,115.583,2,-1,"Approachesfrom250275yardsRgh",2006
17,17,"Chris Riley",86,NA,292.333,5,1,"Approachesfrom250275yardsRgh",2006
18,18,"Matt Hansen",68,NA,240,4,-1,"Approachesfrom250275yardsRgh",2006
19,19,"Fred Funk",106,NA,300.667,5,-4,"Approachesfrom250275yardsRgh",2006
20,20,"Geoff Ogilvy",76,NA,61.667,1,0,"Approachesfrom250275yardsRgh",2006
21,21,"Trevor Immelman",86,NA,565.167,9,-5,"Approachesfrom250275yardsRgh",2006
22,22,"Duffy Waldorf",96,NA,382.083,6,-6,"Approachesfrom250275yardsRgh",2006
23,23,"Charley Hoffman",100,NA,446.167,7,-3,"Approachesfrom250275yardsRgh",2006
24,24,"Danny Ellis",68,NA,319.167,5,-3,"Approachesfrom250275yardsRgh",2006
25,25,"Michael Allen",84,NA,526.833,8,-4,"Approachesfrom250275yardsRgh",2006
26,26,"Kevin Sutherland",100,NA,399.583,6,-6,"Approachesfrom250275yardsRgh",2006
27,27,"Robert Allenby",79,NA,266.5,4,-1,"Approachesfrom250275yardsRgh",2006
28,28,"Tommy Armour III",65,NA,266.917,4,-2,"Approachesfrom250275yardsRgh",2006
29,29,"Troy Matteson",101,NA,669.083,10,-5,"Approachesfrom250275yardsRgh",2006
30,30,"Ian Leggatt",80,NA,539.333,8,-5,"Approachesfrom250275yardsRgh",2006
31,31,"Camilo Villegas",95,NA,951.417,14,-8,"Approachesfrom250275yardsRgh",2006
32,32,"Bubba Watson",83,NA,680.75,10,-3,"Approachesfrom250275yardsRgh",2006
33,33,"Woody Austin",107,NA,409.25,6,0,"Approachesfrom250275yardsRgh",2006
34,34,"Daniel Chopra",110,NA,479.167,7,-5,"Approachesfrom250275yardsRgh",2006
35,35,"Brett Wetterich",82,NA,548,8,-5,"Approachesfrom250275yardsRgh",2006
36,36,"Retief Goosen",68,NA,412.5,6,-4,"Approachesfrom250275yardsRgh",2006
37,37,"Tag Ridings",103,NA,482.667,7,-3,"Approachesfrom250275yardsRgh",2006
38,38,"David Duval",71,NA,414.917,6,-3,"Approachesfrom250275yardsRgh",2006
39,39,"Vance Veazey",59,NA,277.917,4,-1,"Approachesfrom250275yardsRgh",2006
40,40,"John Senden",96,NA,559.5,8,-5,"Approachesfrom250275yardsRgh",2006
41,41,"KJ Choi",93,NA,564.25,8,-3,"Approachesfrom250275yardsRgh",2006
42,42,"Steve Jones",83,NA,141.083,2,0,"Approachesfrom250275yardsRgh",2006
43,43,"Hunter Mahan",98,NA,635.667,9,-6,"Approachesfrom250275yardsRgh",2006
44,44,"Phil Mickelson",74,NA,353.667,5,-2,"Approachesfrom250275yardsRgh",2006
45,45,"Ron Whittaker",81,NA,212.583,3,0,"Approachesfrom250275yardsRgh",2006
46,46,"Todd Hamilton",72,NA,354.5,5,-1,"Approachesfrom250275yardsRgh",2006
47,47,"Hidemichi Tanaka",74,NA,71.167,1,0,"Approachesfrom250275yardsRgh",2006
48,48,"Bill Haas",99,NA,430,6,0,"Approachesfrom250275yardsRgh",2006
49,49,"Arron Oberholser",82,NA,431.917,6,-1,"Approachesfrom250275yardsRgh",2006
50,50,"John Daly",51,NA,144.083,2,0,"Approachesfrom250275yardsRgh",2006
51,51,"Aaron Baddeley",78,NA,578.917,8,-4,"Approachesfrom250275yardsRgh",2006
51,51,"Jeff Sluman",101,NA,361.667,5,-2,"Approachesfrom250275yardsRgh",2006
53,53,"Len Mattiace",59,NA,435.917,6,-2,"Approachesfrom250275yardsRgh",2006
54,54,"Daisuke Maruyama",83,NA,363.917,5,-4,"Approachesfrom250275yardsRgh",2006
55,55,"Nicholas Thompson",96,NA,437.75,6,0,"Approachesfrom250275yardsRgh",2006
56,56,"Ben Curtis",86,NA,365.667,5,-3,"Approachesfrom250275yardsRgh",2006
57,57,"Brian Gay",107,NA,219.917,3,-2,"Approachesfrom250275yardsRgh",2006
58,58,"Richard Johnson",94,NA,293.833,4,1,"Approachesfrom250275yardsRgh",2006
