"Approach275yardsRTP_RANKTHISWEEK_2007","Approach275yardsRTP_RANKLASTWEEK_2007","Approach275yardsRTP_PLAYERNAME_2007","Approach275yardsRTP_ROUNDS_2007","Approach275yardsRTP_AVGRTP_2007","stat_name","year"
1,1,"Tom Byrum",50,-0.857,"Approach275yardsRTP",2007
2,2,"Aaron Baddeley",83,-0.833,"Approach275yardsRTP",2007
3,3,"Ernie Els",59,-0.8,"Approach275yardsRTP",2007
4,4,"DJ Brigman",67,-0.778,"Approach275yardsRTP",2007
4,4,"Todd Hamilton",76,-0.778,"Approach275yardsRTP",2007
4,4,"Freddie Jacobson",70,-0.778,"Approach275yardsRTP",2007
7,7,"JJ Henry",86,-0.769,"Approach275yardsRTP",2007
8,8,"John Rollins",102,-0.762,"Approach275yardsRTP",2007
9,9,"Vaughn Taylor",91,-0.722,"Approach275yardsRTP",2007
10,10,"Zach Johnson",76,-0.714,"Approach275yardsRTP",2007
10,10,"Nick OHern",72,-0.714,"Approach275yardsRTP",2007
10,10,"Steve Stricker",81,-0.714,"Approach275yardsRTP",2007
13,13,"Anthony Kim",93,-0.7,"Approach275yardsRTP",2007
14,14,"KJ Choi",87,-0.692,"Approach275yardsRTP",2007
14,14,"Trevor Immelman",74,-0.692,"Approach275yardsRTP",2007
16,16,"Jason Bohn",57,-0.667,"Approach275yardsRTP",2007
16,16,"Andrew Buckle",77,-0.667,"Approach275yardsRTP",2007
16,16,"Jonathan Byrd",73,-0.667,"Approach275yardsRTP",2007
16,16,"Jarrod Lyle",77,-0.667,"Approach275yardsRTP",2007
16,16,"Phil Mickelson",73,-0.667,"Approach275yardsRTP",2007
16,16,"Justin Rose",63,-0.667,"Approach275yardsRTP",2007
22,22,"Jeff Quinney",95,-0.65,"Approach275yardsRTP",2007
23,23,"Brett Wetterich",88,-0.647,"Approach275yardsRTP",2007
24,24,"Kevin Na",84,-0.64,"Approach275yardsRTP",2007
25,25,"Charles Howell III",89,-0.636,"Approach275yardsRTP",2007
25,25,"Stephen Leaney",82,-0.636,"Approach275yardsRTP",2007
25,25,"Chris Tidland",59,-0.636,"Approach275yardsRTP",2007
28,28,"Brian Bateman",55,-0.625,"Approach275yardsRTP",2007
28,28,"Michael Sim",52,-0.625,"Approach275yardsRTP",2007
30,30,"Jim Furyk",84,-0.615,"Approach275yardsRTP",2007
30,30,"Brandt Snedeker",105,-0.615,"Approach275yardsRTP",2007
