"ScramblingRoughRTPScore_RANKTHISWEEK_2015","ScramblingRoughRTPScore_RANKLASTWEEK_2015","ScramblingRoughRTPScore_PLAYERNAME_2015","ScramblingRoughRTPScore_ROUNDS_2015","ScramblingRoughRTPScore_AVGRTP_2015","ScramblingRoughRTPScore_TOTALHOLES_2015","ScramblingRoughRTPScore_TOTALRTP_2015","stat_name","year"
134,134,"Seung Yul Noh",65,0.5,138,69,"ScramblingRoughRTPScore",2015
134,134,"Chez Reavie",56,0.5,102,51,"ScramblingRoughRTPScore",2015
134,134,"Gary Woodland",81,0.5,128,64,"ScramblingRoughRTPScore",2015
138,138,"Michael Putnam",87,0.503,167,84,"ScramblingRoughRTPScore",2015
139,139,"Steven Alker",62,0.504,117,59,"ScramblingRoughRTPScore",2015
140,140,"Pat Perez",96,0.505,194,98,"ScramblingRoughRTPScore",2015
140,140,"Justin Rose",69,0.505,95,48,"ScramblingRoughRTPScore",2015
142,142,"Michael Thompson",83,0.506,164,83,"ScramblingRoughRTPScore",2015
143,143,"Lucas Glover",79,0.507,134,68,"ScramblingRoughRTPScore",2015
144,144,"Padraig Harrington",60,0.508,124,63,"ScramblingRoughRTPScore",2015
144,144,"Scott Pinckney",88,0.508,197,100,"ScramblingRoughRTPScore",2015
146,146,"Mark Hubbard",79,0.51,155,79,"ScramblingRoughRTPScore",2015
147,147,"John Senden",80,0.512,121,62,"ScramblingRoughRTPScore",2015
148,148,"Derek Ernst",75,0.513,154,79,"ScramblingRoughRTPScore",2015
149,149,"Jim Renner",68,0.515,134,69,"ScramblingRoughRTPScore",2015
150,150,"Paul Casey",87,0.516,128,66,"ScramblingRoughRTPScore",2015
151,151,"Kevin Streelman",95,0.517,143,74,"ScramblingRoughRTPScore",2015
152,152,"Ernie Els",57,0.52,98,51,"ScramblingRoughRTPScore",2015
153,153,"Shawn Stefani",94,0.523,197,103,"ScramblingRoughRTPScore",2015
154,154,"Heath Slocum",57,0.525,120,63,"ScramblingRoughRTPScore",2015
154,154,"Jhonattan Vegas",90,0.525,181,95,"ScramblingRoughRTPScore",2015
156,156,"Scott Brown",97,0.53,215,114,"ScramblingRoughRTPScore",2015
156,156,"Billy Horschel",99,0.53,149,79,"ScramblingRoughRTPScore",2015
156,156,"Andres Romero",69,0.53,164,87,"ScramblingRoughRTPScore",2015
159,159,"Bo Van Pelt",81,0.534,148,79,"ScramblingRoughRTPScore",2015
160,160,"Andrew Putnam",68,0.535,155,83,"ScramblingRoughRTPScore",2015
161,161,"Ben Martin",93,0.536,153,82,"ScramblingRoughRTPScore",2015
161,161,"Geoff Ogilvy",50,0.536,69,37,"ScramblingRoughRTPScore",2015
163,163,"KJ Choi",66,0.542,131,71,"ScramblingRoughRTPScore",2015
163,163,"Matt Every",73,0.542,177,96,"ScramblingRoughRTPScore",2015
165,165,"Nicholas Thompson",90,0.544,195,106,"ScramblingRoughRTPScore",2015
166,166,"Charlie Beljan",76,0.545,145,79,"ScramblingRoughRTPScore",2015
167,167,"Patrick Rodgers",57,0.546,119,65,"ScramblingRoughRTPScore",2015
168,168,"Russell Henley",87,0.547,148,81,"ScramblingRoughRTPScore",2015
169,169,"Jim Herman",88,0.55,149,82,"ScramblingRoughRTPScore",2015
170,170,"Hunter Mahan",88,0.553,150,83,"ScramblingRoughRTPScore",2015
171,171,"Cameron Percy",72,0.556,153,85,"ScramblingRoughRTPScore",2015
172,172,"Johnson Wagner",68,0.559,111,62,"ScramblingRoughRTPScore",2015
173,173,"Robert Allenby",63,0.56,109,61,"ScramblingRoughRTPScore",2015
173,173,"John Merrick",78,0.56,150,84,"ScramblingRoughRTPScore",2015
175,175,"Oscar Fraustro",58,0.562,137,77,"ScramblingRoughRTPScore",2015
176,176,"Jason Gore",76,0.563,151,85,"ScramblingRoughRTPScore",2015
177,177,"JJ Henry",94,0.565,170,96,"ScramblingRoughRTPScore",2015
178,178,"Stewart Cink",77,0.579,126,73,"ScramblingRoughRTPScore",2015
179,179,"Carlos Ortiz",100,0.58,219,127,"ScramblingRoughRTPScore",2015
180,180,"Byron Smith",59,0.608,120,73,"ScramblingRoughRTPScore",2015
181,181,"Angel Cabrera",53,0.612,103,63,"ScramblingRoughRTPScore",2015
182,182,"Roberto Castro",54,0.619,97,60,"ScramblingRoughRTPScore",2015
182,182,"Andrew Svoboda",80,0.619,181,112,"ScramblingRoughRTPScore",2015
184,184,"Roger Sloan",56,0.635,137,87,"ScramblingRoughRTPScore",2015
