"ScramblingRoughRTPScore_RANKTHISWEEK_2015","ScramblingRoughRTPScore_RANKLASTWEEK_2015","ScramblingRoughRTPScore_PLAYERNAME_2015","ScramblingRoughRTPScore_ROUNDS_2015","ScramblingRoughRTPScore_AVGRTP_2015","ScramblingRoughRTPScore_TOTALHOLES_2015","ScramblingRoughRTPScore_TOTALRTP_2015","stat_name","year"
1,1,"Henrik Stenson",63,0.318,88,28,"ScramblingRoughRTPScore",2015
2,2,"Jim Furyk",71,0.333,102,34,"ScramblingRoughRTPScore",2015
3,3,"Francesco Molinari",56,0.337,86,29,"ScramblingRoughRTPScore",2015
4,4,"Brendon Todd",96,0.356,180,64,"ScramblingRoughRTPScore",2015
5,5,"Patrick Reed",103,0.363,201,73,"ScramblingRoughRTPScore",2015
6,6,"Jordan Spieth",91,0.366,175,64,"ScramblingRoughRTPScore",2015
7,7,"Louis Oosthuizen",68,0.368,114,42,"ScramblingRoughRTPScore",2015
8,8,"Robert Streb",110,0.37,216,80,"ScramblingRoughRTPScore",2015
9,9,"Matt Jones",89,0.373,169,63,"ScramblingRoughRTPScore",2015
10,10,"Bubba Watson",71,0.377,106,40,"ScramblingRoughRTPScore",2015
11,11,"Jerry Kelly",79,0.381,168,64,"ScramblingRoughRTPScore",2015
12,12,"Chad Collins",79,0.382,144,55,"ScramblingRoughRTPScore",2015
12,12,"Camilo Villegas",83,0.382,170,65,"ScramblingRoughRTPScore",2015
14,14,"Billy Hurley III",83,0.387,181,70,"ScramblingRoughRTPScore",2015
15,15,"Brooks Koepka",84,0.391,156,61,"ScramblingRoughRTPScore",2015
16,16,"Bryce Molder",91,0.392,181,71,"ScramblingRoughRTPScore",2015
17,17,"Jason Kokrak",88,0.395,177,70,"ScramblingRoughRTPScore",2015
18,18,"Zac Blair",108,0.397,267,106,"ScramblingRoughRTPScore",2015
19,19,"Morgan Hoffmann",85,0.398,186,74,"ScramblingRoughRTPScore",2015
19,19,"Kevin Kisner",104,0.398,249,99,"ScramblingRoughRTPScore",2015
21,21,"Keegan Bradley",87,0.399,143,57,"ScramblingRoughRTPScore",2015
22,22,"Matt Kuchar",97,0.401,207,83,"ScramblingRoughRTPScore",2015
23,23,"Jason Dufner",76,0.404,89,36,"ScramblingRoughRTPScore",2015
24,24,"Justin Leonard",61,0.405,121,49,"ScramblingRoughRTPScore",2015
24,24,"William McGirt",103,0.405,215,87,"ScramblingRoughRTPScore",2015
26,26,"Kevin Na",98,0.409,181,74,"ScramblingRoughRTPScore",2015
27,27,"Jason Bohn",95,0.41,195,80,"ScramblingRoughRTPScore",2015
28,28,"Russell Knox",96,0.412,182,75,"ScramblingRoughRTPScore",2015
28,28,"David Lingmerth",90,0.412,187,77,"ScramblingRoughRTPScore",2015
28,28,"Brandt Snedeker",98,0.412,194,80,"ScramblingRoughRTPScore",2015
31,31,"Harris English",105,0.414,227,94,"ScramblingRoughRTPScore",2015
32,32,"Justin Thomas",106,0.415,200,83,"ScramblingRoughRTPScore",2015
33,33,"Ian Poulter",68,0.416,113,47,"ScramblingRoughRTPScore",2015
34,34,"Rickie Fowler",76,0.417,144,60,"ScramblingRoughRTPScore",2015
35,35,"George McNeill",93,0.418,182,76,"ScramblingRoughRTPScore",2015
36,36,"Will Wilcox",58,0.419,86,36,"ScramblingRoughRTPScore",2015
37,37,"Tony Finau",106,0.421,228,96,"ScramblingRoughRTPScore",2015
38,38,"Derek Fathauer",81,0.422,199,84,"ScramblingRoughRTPScore",2015
39,39,"Bill Haas",89,0.423,123,52,"ScramblingRoughRTPScore",2015
40,40,"Steven Bowditch",103,0.424,229,97,"ScramblingRoughRTPScore",2015
40,40,"Chris Kirk",76,0.424,125,53,"ScramblingRoughRTPScore",2015
42,42,"Troy Merritt",91,0.425,212,90,"ScramblingRoughRTPScore",2015
42,42,"Boo Weekley",79,0.425,153,65,"ScramblingRoughRTPScore",2015
44,44,"Kevin Chappell",86,0.426,176,75,"ScramblingRoughRTPScore",2015
45,45,"Hideki Matsuyama",95,0.428,159,68,"ScramblingRoughRTPScore",2015
46,46,"Marc Leishman",74,0.43,149,64,"ScramblingRoughRTPScore",2015
47,47,"Cameron Tringale",96,0.431,188,81,"ScramblingRoughRTPScore",2015
48,48,"Sangmoon Bae",98,0.432,222,96,"ScramblingRoughRTPScore",2015
49,49,"Luke Donald",71,0.433,134,58,"ScramblingRoughRTPScore",2015
50,50,"Lee Westwood",56,0.435,85,37,"ScramblingRoughRTPScore",2015
51,51,"Tim Wilkinson",73,0.436,181,79,"ScramblingRoughRTPScore",2015
52,52,"Ricky Barnes",82,0.437,199,87,"ScramblingRoughRTPScore",2015
52,52,"Mark Wilson",89,0.437,174,76,"ScramblingRoughRTPScore",2015
54,54,"Blayne Barber",76,0.439,157,69,"ScramblingRoughRTPScore",2015
54,54,"Ryan Palmer",80,0.439,132,58,"ScramblingRoughRTPScore",2015
56,56,"David Hearn",97,0.44,175,77,"ScramblingRoughRTPScore",2015
56,56,"Rory Sabbatini",81,0.44,159,70,"ScramblingRoughRTPScore",2015
56,56,"Adam Scott",51,0.44,75,33,"ScramblingRoughRTPScore",2015
59,59,"Erik Compton",86,0.441,213,94,"ScramblingRoughRTPScore",2015
59,59,"John Huh",102,0.441,179,79,"ScramblingRoughRTPScore",2015
61,61,"DA Points",72,0.442,156,69,"ScramblingRoughRTPScore",2015
62,62,"Zach Johnson",90,0.443,167,74,"ScramblingRoughRTPScore",2015
63,63,"Webb Simpson",81,0.445,146,65,"ScramblingRoughRTPScore",2015
64,64,"Fabian Gomez",83,0.446,186,83,"ScramblingRoughRTPScore",2015
64,64,"Sam Saunders",83,0.446,177,79,"ScramblingRoughRTPScore",2015
66,66,"Ben Crane",62,0.447,132,59,"ScramblingRoughRTPScore",2015
66,66,"Carl Pettersson",106,0.447,253,113,"ScramblingRoughRTPScore",2015
66,66,"Scott Piercy",90,0.447,217,97,"ScramblingRoughRTPScore",2015
69,69,"Gonzalo Fdez Castano",81,0.448,174,78,"ScramblingRoughRTPScore",2015
70,70,"Ken Duke",93,0.45,189,85,"ScramblingRoughRTPScore",2015
71,71,"Daniel Summerhays",101,0.453,232,105,"ScramblingRoughRTPScore",2015
72,72,"Nick Watney",91,0.454,194,88,"ScramblingRoughRTPScore",2015
73,73,"Andres Gonzales",90,0.455,213,97,"ScramblingRoughRTPScore",2015
73,73,"Brian Stuard",97,0.455,200,91,"ScramblingRoughRTPScore",2015
75,75,"James Hahn",94,0.456,204,93,"ScramblingRoughRTPScore",2015
76,76,"Martin Flores",95,0.457,173,79,"ScramblingRoughRTPScore",2015
76,76,"Spencer Levin",99,0.457,184,84,"ScramblingRoughRTPScore",2015
78,78,"Sergio Garcia",59,0.459,85,39,"ScramblingRoughRTPScore",2015
78,78,"Danny Lee",120,0.459,281,129,"ScramblingRoughRTPScore",2015
78,78,"Ryan Moore",81,0.459,146,67,"ScramblingRoughRTPScore",2015
81,81,"Chad Campbell",97,0.461,206,95,"ScramblingRoughRTPScore",2015
81,81,"Luke Guthrie",84,0.461,178,82,"ScramblingRoughRTPScore",2015
81,81,"Jimmy Walker",89,0.461,180,83,"ScramblingRoughRTPScore",2015
84,84,"Jonathan Byrd",69,0.464,125,58,"ScramblingRoughRTPScore",2015
84,84,"Martin Laird",77,0.464,151,70,"ScramblingRoughRTPScore",2015
86,86,"Daniel Berger",97,0.465,187,87,"ScramblingRoughRTPScore",2015
86,86,"Jon Curran",83,0.465,170,79,"ScramblingRoughRTPScore",2015
86,86,"Kyle Reifers",96,0.465,172,80,"ScramblingRoughRTPScore",2015
89,89,"Max Homa",78,0.466,178,83,"ScramblingRoughRTPScore",2015
89,89,"Jeff Overton",94,0.466,208,97,"ScramblingRoughRTPScore",2015
91,91,"Jamie Donaldson",50,0.467,90,42,"ScramblingRoughRTPScore",2015
92,92,"Alex Cejka",94,0.468,222,104,"ScramblingRoughRTPScore",2015
92,92,"Chesson Hadley",101,0.468,237,111,"ScramblingRoughRTPScore",2015
92,92,"Tom Hoge",83,0.468,171,80,"ScramblingRoughRTPScore",2015
95,95,"Brian Davis",86,0.471,174,82,"ScramblingRoughRTPScore",2015
95,95,"Brian Harman",90,0.471,170,80,"ScramblingRoughRTPScore",2015
95,95,"Scott Langley",94,0.471,204,96,"ScramblingRoughRTPScore",2015
98,98,"SJ Park",79,0.472,161,76,"ScramblingRoughRTPScore",2015
98,98,"David Toms",62,0.472,108,51,"ScramblingRoughRTPScore",2015
100,100,"Robert Garrigus",70,0.475,177,84,"ScramblingRoughRTPScore",2015
100,100,"Charl Schwartzel",67,0.475,101,48,"ScramblingRoughRTPScore",2015
102,102,"JB Holmes",89,0.476,170,81,"ScramblingRoughRTPScore",2015
102,102,"Alex Prugh",84,0.476,164,78,"ScramblingRoughRTPScore",2015
104,104,"Retief Goosen",81,0.478,186,89,"ScramblingRoughRTPScore",2015
105,105,"Brendon de Jonge",106,0.479,219,105,"ScramblingRoughRTPScore",2015
106,106,"Brendan Steele",88,0.481,185,89,"ScramblingRoughRTPScore",2015
107,107,"John Peterson",84,0.482,164,79,"ScramblingRoughRTPScore",2015
107,107,"Hudson Swafford",97,0.482,168,81,"ScramblingRoughRTPScore",2015
109,109,"Greg Chalmers",58,0.483,118,57,"ScramblingRoughRTPScore",2015
109,109,"Jason Day",75,0.483,118,57,"ScramblingRoughRTPScore",2015
111,111,"Eric Axley",57,0.484,126,61,"ScramblingRoughRTPScore",2015
111,111,"Adam Hadwin",95,0.484,184,89,"ScramblingRoughRTPScore",2015
113,113,"Charley Hoffman",97,0.485,206,100,"ScramblingRoughRTPScore",2015
114,114,"Jonas Blixt",78,0.486,142,69,"ScramblingRoughRTPScore",2015
114,114,"Brice Garnett",81,0.486,140,68,"ScramblingRoughRTPScore",2015
114,114,"Nick Taylor",91,0.486,218,106,"ScramblingRoughRTPScore",2015
114,114,"Tyrone Van Aswegen",58,0.486,109,53,"ScramblingRoughRTPScore",2015
118,118,"Whee Kim",71,0.488,129,63,"ScramblingRoughRTPScore",2015
118,118,"Jonathan Randolph",72,0.488,162,79,"ScramblingRoughRTPScore",2015
120,120,"Aaron Baddeley",76,0.489,180,88,"ScramblingRoughRTPScore",2015
120,120,"Chris Stroud",84,0.489,176,86,"ScramblingRoughRTPScore",2015
122,122,"Sean OHair",86,0.49,198,97,"ScramblingRoughRTPScore",2015
123,123,"Colt Knost",90,0.492,197,97,"ScramblingRoughRTPScore",2015
124,124,"Dustin Johnson",75,0.493,146,72,"ScramblingRoughRTPScore",2015
125,125,"Bill Lunde",50,0.494,85,42,"ScramblingRoughRTPScore",2015
125,125,"Phil Mickelson",70,0.494,176,87,"ScramblingRoughRTPScore",2015
125,125,"Vijay Singh",78,0.494,158,78,"ScramblingRoughRTPScore",2015
128,128,"Charles Howell III",105,0.495,220,109,"ScramblingRoughRTPScore",2015
128,128,"Greg Owen",58,0.495,101,50,"ScramblingRoughRTPScore",2015
128,128,"Steve Wheatcroft",87,0.495,192,95,"ScramblingRoughRTPScore",2015
131,131,"Graham DeLaet",65,0.496,127,63,"ScramblingRoughRTPScore",2015
131,131,"Scott Stallings",60,0.496,135,67,"ScramblingRoughRTPScore",2015
133,133,"Ryo Ishikawa",90,0.497,185,92,"ScramblingRoughRTPScore",2015
134,134,"Davis Love III",51,0.5,80,40,"ScramblingRoughRTPScore",2015
