"LatePar5ScoringAverage_RANKTHISWEEK_2015","LatePar5ScoringAverage_RANKLASTWEEK_2015","LatePar5ScoringAverage_PLAYERNAME_2015","LatePar5ScoringAverage_ROUNDS_2015","LatePar5ScoringAverage_AVG_2015","LatePar5ScoringAverage_TOTALSTROKES_2015","LatePar5ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Bubba Watson",71,4.39,602,137,"LatePar5ScoringAverage",2015
2,2,"Justin Thomas",106,4.47,877,196,"LatePar5ScoringAverage",2015
3,3,"Jamie Donaldson",50,4.49,292,65,"LatePar5ScoringAverage",2015
4,4,"Phil Mickelson",70,4.5,504,112,"LatePar5ScoringAverage",2015
4,4,"Justin Rose",69,4.5,571,127,"LatePar5ScoringAverage",2015
6,6,"Dustin Johnson",75,4.51,568,126,"LatePar5ScoringAverage",2015
6,6,"Brooks Koepka",84,4.51,595,132,"LatePar5ScoringAverage",2015
6,6,"Boo Weekley",79,4.51,640,142,"LatePar5ScoringAverage",2015
9,9,"Rickie Fowler",76,4.54,568,125,"LatePar5ScoringAverage",2015
9,9,"Kevin Kisner",104,4.54,709,156,"LatePar5ScoringAverage",2015
9,9,"Adam Scott",51,4.54,381,84,"LatePar5ScoringAverage",2015
9,9,"Vijay Singh",78,4.54,513,113,"LatePar5ScoringAverage",2015
9,9,"Brandt Snedeker",98,4.54,659,145,"LatePar5ScoringAverage",2015
9,9,"Hudson Swafford",97,4.54,727,160,"LatePar5ScoringAverage",2015
15,15,"Graham DeLaet",65,4.55,450,99,"LatePar5ScoringAverage",2015
15,15,"Harris English",105,4.55,678,149,"LatePar5ScoringAverage",2015
15,15,"Jimmy Walker",89,4.55,569,125,"LatePar5ScoringAverage",2015
18,18,"Mark Hubbard",79,4.56,606,133,"LatePar5ScoringAverage",2015
19,19,"Morgan Hoffmann",85,4.57,558,122,"LatePar5ScoringAverage",2015
19,19,"Jordan Spieth",91,4.57,854,187,"LatePar5ScoringAverage",2015
21,21,"Jason Day",75,4.58,651,142,"LatePar5ScoringAverage",2015
21,21,"Matt Kuchar",97,4.58,784,171,"LatePar5ScoringAverage",2015
21,21,"Michael Thompson",83,4.58,518,113,"LatePar5ScoringAverage",2015
24,24,"Brendon de Jonge",106,4.59,790,172,"LatePar5ScoringAverage",2015
24,24,"Louis Oosthuizen",68,4.59,514,112,"LatePar5ScoringAverage",2015
26,26,"Charlie Beljan",76,4.6,511,111,"LatePar5ScoringAverage",2015
26,26,"Daniel Berger",97,4.6,801,174,"LatePar5ScoringAverage",2015
26,26,"Chad Collins",79,4.6,492,107,"LatePar5ScoringAverage",2015
26,26,"Ryo Ishikawa",90,4.6,575,125,"LatePar5ScoringAverage",2015
26,26,"Zach Johnson",90,4.6,699,152,"LatePar5ScoringAverage",2015
26,26,"Scott Langley",94,4.6,617,134,"LatePar5ScoringAverage",2015
26,26,"David Lingmerth",90,4.6,722,157,"LatePar5ScoringAverage",2015
26,26,"Carlos Ortiz",100,4.6,708,154,"LatePar5ScoringAverage",2015
26,26,"Jonathan Randolph",72,4.6,570,124,"LatePar5ScoringAverage",2015
26,26,"Webb Simpson",81,4.6,511,111,"LatePar5ScoringAverage",2015
36,36,"Steven Alker",62,4.61,401,87,"LatePar5ScoringAverage",2015
36,36,"Aaron Baddeley",76,4.61,452,98,"LatePar5ScoringAverage",2015
36,36,"Chris Kirk",76,4.61,549,119,"LatePar5ScoringAverage",2015
36,36,"Jason Kokrak",88,4.61,608,132,"LatePar5ScoringAverage",2015
36,36,"Scott Piercy",90,4.61,631,137,"LatePar5ScoringAverage",2015
