"EarlyLowestRound_RANKTHISWEEK_2016","EarlyLowestRound_RANKLASTWEEK_2016","EarlyLowestRound_PLAYERNAME_2016","EarlyLowestRound__2016","EarlyLowestRound_LOWRND_2016","stat_name","year"
1,1,"Sung Kang",NA,60,"EarlyLowestRound",2016
2,2,"David Lingmerth",NA,62,"EarlyLowestRound",2016
2,2,"William McGirt",NA,62,"EarlyLowestRound",2016
2,2,"Kevin Na",NA,62,"EarlyLowestRound",2016
2,2,"Scott Piercy",NA,62,"EarlyLowestRound",2016
2,2,"Danny Willett",NA,62,"EarlyLowestRound",2016
7,7,"Ricky Barnes",NA,63,"EarlyLowestRound",2016
7,7,"Brian Harman",NA,63,"EarlyLowestRound",2016
7,7,"Morgan Hoffmann",NA,63,"EarlyLowestRound",2016
7,7,"Freddie Jacobson",NA,63,"EarlyLowestRound",2016
7,7,"Andrew Loupe",NA,63,"EarlyLowestRound",2016
7,7,"Graeme McDowell",NA,63,"EarlyLowestRound",2016
7,7,"Chez Reavie",NA,63,"EarlyLowestRound",2016
7,7,"Vijay Singh",NA,63,"EarlyLowestRound",2016
7,7,"Jordan Spieth",NA,63,"EarlyLowestRound",2016
7,7,"Brendan Steele",NA,63,"EarlyLowestRound",2016
7,7,"Jimmy Walker",NA,63,"EarlyLowestRound",2016
18,18,"Aaron Baddeley",NA,64,"EarlyLowestRound",2016
18,18,"Jason Bohn",NA,64,"EarlyLowestRound",2016
18,18,"Steven Bowditch",NA,64,"EarlyLowestRound",2016
18,18,"Bronson Burgoon",NA,64,"EarlyLowestRound",2016
18,18,"Stewart Cink",NA,64,"EarlyLowestRound",2016
18,18,"Jason Dufner",NA,64,"EarlyLowestRound",2016
18,18,"Jason Gore",NA,64,"EarlyLowestRound",2016
18,18,"David Hearn",NA,64,"EarlyLowestRound",2016
18,18,"Tom Hoge",NA,64,"EarlyLowestRound",2016
18,18,"Mark Hubbard",NA,64,"EarlyLowestRound",2016
18,18,"Daisuke Kataoka",NA,64,"EarlyLowestRound",2016
18,18,"Si Woo Kim",NA,64,"EarlyLowestRound",2016
18,18,"Kevin Kisner",NA,64,"EarlyLowestRound",2016
18,18,"Patton Kizzire",NA,64,"EarlyLowestRound",2016
18,18,"Jason Kokrak",NA,64,"EarlyLowestRound",2016
18,18,"Anirban Lahiri",NA,64,"EarlyLowestRound",2016
18,18,"Spencer Levin",NA,64,"EarlyLowestRound",2016
18,18,"Bryce Molder",NA,64,"EarlyLowestRound",2016
18,18,"Jeff Overton",NA,64,"EarlyLowestRound",2016
18,18,"Greg Owen",NA,64,"EarlyLowestRound",2016
18,18,"Patrick Rodgers",NA,64,"EarlyLowestRound",2016
18,18,"Kyle Stanley",NA,64,"EarlyLowestRound",2016
18,18,"Brian Stuard",NA,64,"EarlyLowestRound",2016
18,18,"Michael Thompson",NA,64,"EarlyLowestRound",2016
18,18,"Jhonattan Vegas",NA,64,"EarlyLowestRound",2016
43,43,"Byeong Hun An",NA,65,"EarlyLowestRound",2016
43,43,"Shane Bertsch",NA,65,"EarlyLowestRound",2016
43,43,"Zac Blair",NA,65,"EarlyLowestRound",2016
43,43,"Ryan Blaum",NA,65,"EarlyLowestRound",2016
43,43,"Scott Brown",NA,65,"EarlyLowestRound",2016
43,43,"Chad Campbell",NA,65,"EarlyLowestRound",2016
43,43,"Roberto Castro",NA,65,"EarlyLowestRound",2016
43,43,"Kevin Chappell",NA,65,"EarlyLowestRound",2016
43,43,"Tim Clark",NA,65,"EarlyLowestRound",2016
43,43,"Jason Day",NA,65,"EarlyLowestRound",2016
43,43,"Brendon de Jonge",NA,65,"EarlyLowestRound",2016
43,43,"Graham DeLaet",NA,65,"EarlyLowestRound",2016
43,43,"Luke Donald",NA,65,"EarlyLowestRound",2016
43,43,"Ken Duke",NA,65,"EarlyLowestRound",2016
43,43,"Harris English",NA,65,"EarlyLowestRound",2016
43,43,"Derek Fathauer",NA,65,"EarlyLowestRound",2016
43,43,"Rickie Fowler",NA,65,"EarlyLowestRound",2016
43,43,"Fabian Gomez",NA,65,"EarlyLowestRound",2016
43,43,"Retief Goosen",NA,65,"EarlyLowestRound",2016
43,43,"Emiliano Grillo",NA,65,"EarlyLowestRound",2016
43,43,"Luke Guthrie",NA,65,"EarlyLowestRound",2016
43,43,"Adam Hadwin",NA,65,"EarlyLowestRound",2016
43,43,"James Hahn",NA,65,"EarlyLowestRound",2016
43,43,"Russell Henley",NA,65,"EarlyLowestRound",2016
43,43,"Ryo Ishikawa",NA,65,"EarlyLowestRound",2016
43,43,"Dustin Johnson",NA,65,"EarlyLowestRound",2016
43,43,"Jerry Kelly",NA,65,"EarlyLowestRound",2016
43,43,"Michael Kim",NA,65,"EarlyLowestRound",2016
43,43,"Chris Kirk",NA,65,"EarlyLowestRound",2016
43,43,"Russell Knox",NA,65,"EarlyLowestRound",2016
43,43,"DH Lee",NA,65,"EarlyLowestRound",2016
43,43,"Marc Leishman",NA,65,"EarlyLowestRound",2016
43,43,"Justin Leonard",NA,65,"EarlyLowestRound",2016
43,43,"Jamie Lovemark",NA,65,"EarlyLowestRound",2016
43,43,"Shane Lowry",NA,65,"EarlyLowestRound",2016
43,43,"Hideki Matsuyama",NA,65,"EarlyLowestRound",2016
43,43,"Rory McIlroy",NA,65,"EarlyLowestRound",2016
43,43,"George McNeill",NA,65,"EarlyLowestRound",2016
43,43,"Phil Mickelson",NA,65,"EarlyLowestRound",2016
43,43,"Francesco Molinari",NA,65,"EarlyLowestRound",2016
43,43,"Seung Yul Noh",NA,65,"EarlyLowestRound",2016
43,43,"Sean OHair",NA,65,"EarlyLowestRound",2016
43,43,"Rob Oppenheim",NA,65,"EarlyLowestRound",2016
43,43,"Patrick Reed",NA,65,"EarlyLowestRound",2016
43,43,"Kyle Reifers",NA,65,"EarlyLowestRound",2016
43,43,"John Senden",NA,65,"EarlyLowestRound",2016
43,43,"Webb Simpson",NA,65,"EarlyLowestRound",2016
43,43,"Brandt Snedeker",NA,65,"EarlyLowestRound",2016
43,43,"Shawn Stefani",NA,65,"EarlyLowestRound",2016
43,43,"Chris Stroud",NA,65,"EarlyLowestRound",2016
43,43,"Daniel Summerhays",NA,65,"EarlyLowestRound",2016
43,43,"Hudson Swafford",NA,65,"EarlyLowestRound",2016
43,43,"Cameron Tringale",NA,65,"EarlyLowestRound",2016
43,43,"Tyrone Van Aswegen",NA,65,"EarlyLowestRound",2016
43,43,"Harold Varner III",NA,65,"EarlyLowestRound",2016
43,43,"Camilo Villegas",NA,65,"EarlyLowestRound",2016
43,43,"Johnson Wagner",NA,65,"EarlyLowestRound",2016
43,43,"Boo Weekley",NA,65,"EarlyLowestRound",2016
43,43,"Will Wilcox",NA,65,"EarlyLowestRound",2016
43,43,"Tim Wilkinson",NA,65,"EarlyLowestRound",2016
43,43,"Gary Woodland",NA,65,"EarlyLowestRound",2016
104,104,"Joe Affrunti",NA,66,"EarlyLowestRound",2016
104,104,"Daniel Berger",NA,66,"EarlyLowestRound",2016
104,104,"Jonas Blixt",NA,66,"EarlyLowestRound",2016
104,104,"Gregory Bourdy",NA,66,"EarlyLowestRound",2016
104,104,"Keegan Bradley",NA,66,"EarlyLowestRound",2016
104,104,"Angel Cabrera",NA,66,"EarlyLowestRound",2016
104,104,"Bud Cauley",NA,66,"EarlyLowestRound",2016
104,104,"Alex Cejka",NA,66,"EarlyLowestRound",2016
104,104,"Jon Curran",NA,66,"EarlyLowestRound",2016
104,104,"Bryson DeChambeau",NA,66,"EarlyLowestRound",2016
104,104,"Ernie Els",NA,66,"EarlyLowestRound",2016
104,104,"Gonzalo Fdez Castano",NA,66,"EarlyLowestRound",2016
104,104,"Tony Finau",NA,66,"EarlyLowestRound",2016
104,104,"Robert Garrigus",NA,66,"EarlyLowestRound",2016
104,104,"Lucas Glover",NA,66,"EarlyLowestRound",2016
104,104,"Andres Gonzales",NA,66,"EarlyLowestRound",2016
104,104,"Bill Haas",NA,66,"EarlyLowestRound",2016
104,104,"Padraig Harrington",NA,66,"EarlyLowestRound",2016
104,104,"Jim Herman",NA,66,"EarlyLowestRound",2016
104,104,"Tim Herron",NA,66,"EarlyLowestRound",2016
104,104,"Justin Hicks",NA,66,"EarlyLowestRound",2016
104,104,"Charley Hoffman",NA,66,"EarlyLowestRound",2016
104,104,"JB Holmes",NA,66,"EarlyLowestRound",2016
104,104,"Billy Horschel",NA,66,"EarlyLowestRound",2016
104,104,"Charles Howell III",NA,66,"EarlyLowestRound",2016
104,104,"John Huh",NA,66,"EarlyLowestRound",2016
104,104,"Thongchai Jaidee",NA,66,"EarlyLowestRound",2016
104,104,"Zach Johnson",NA,66,"EarlyLowestRound",2016
104,104,"Smylie Kaufman",NA,66,"EarlyLowestRound",2016
104,104,"KT Kim",NA,66,"EarlyLowestRound",2016
104,104,"Colt Knost",NA,66,"EarlyLowestRound",2016
104,104,"Brooks Koepka",NA,66,"EarlyLowestRound",2016
104,104,"Danny Lee",NA,66,"EarlyLowestRound",2016
104,104,"Frank Lickliter II",NA,66,"EarlyLowestRound",2016
104,104,"Luke List",NA,66,"EarlyLowestRound",2016
104,104,"Jarrod Lyle",NA,66,"EarlyLowestRound",2016
104,104,"Will Ma Kenzie",NA,66,"EarlyLowestRound",2016
104,104,"Peter Malnati",NA,66,"EarlyLowestRound",2016
104,104,"Lee McCoy",NA,66,"EarlyLowestRound",2016
104,104,"Troy Merritt",NA,66,"EarlyLowestRound",2016
104,104,"Ryan Palmer",NA,66,"EarlyLowestRound",2016
104,104,"Pat Perez",NA,66,"EarlyLowestRound",2016
104,104,"Ian Poulter",NA,66,"EarlyLowestRound",2016
104,104,"Jon Rahm",NA,66,"EarlyLowestRound",2016
104,104,"Wes Roach",NA,66,"EarlyLowestRound",2016
104,104,"Andres Romero",NA,66,"EarlyLowestRound",2016
104,104,"Justin Rose",NA,66,"EarlyLowestRound",2016
104,104,"Rory Sabbatini",NA,66,"EarlyLowestRound",2016
104,104,"Cameron Smith",NA,66,"EarlyLowestRound",2016
104,104,"Brett Stegmaier",NA,66,"EarlyLowestRound",2016
104,104,"Henrik Stenson",NA,66,"EarlyLowestRound",2016
104,104,"Hideto Tanihara",NA,66,"EarlyLowestRound",2016
104,104,"Nick Taylor",NA,66,"EarlyLowestRound",2016
104,104,"Justin Thomas",NA,66,"EarlyLowestRound",2016
104,104,"DJ Trahan",NA,66,"EarlyLowestRound",2016
104,104,"Nick Watney",NA,66,"EarlyLowestRound",2016
104,104,"Bubba Watson",NA,66,"EarlyLowestRound",2016
104,104,"Bernd Wiesberger",NA,66,"EarlyLowestRound",2016
104,104,"Mark Wilson",NA,66,"EarlyLowestRound",2016
163,163,"Thomas Aiken",NA,67,"EarlyLowestRound",2016
163,163,"Tyler Aldridge",NA,67,"EarlyLowestRound",2016
163,163,"Stuart Appleby",NA,67,"EarlyLowestRound",2016
163,163,"Matt Atkins",NA,67,"EarlyLowestRound",2016
163,163,"Blayne Barber",NA,67,"EarlyLowestRound",2016
163,163,"Cameron Beckman",NA,67,"EarlyLowestRound",2016
163,163,"Michael Bradley",NA,67,"EarlyLowestRound",2016
163,163,"Jonathan Byrd",NA,67,"EarlyLowestRound",2016
163,163,"Rafa Cabrera Bello",NA,67,"EarlyLowestRound",2016
163,163,"Miguel Angel Carballo",NA,67,"EarlyLowestRound",2016
163,163,"KJ Choi",NA,67,"EarlyLowestRound",2016
163,163,"Chad Collins",NA,67,"EarlyLowestRound",2016
163,163,"Erik Compton",NA,67,"EarlyLowestRound",2016
163,163,"Ben Crane",NA,67,"EarlyLowestRound",2016
163,163,"Charlie Danielson",NA,67,"EarlyLowestRound",2016
163,163,"Brian Davis",NA,67,"EarlyLowestRound",2016
163,163,"Jamie Donaldson",NA,67,"EarlyLowestRound",2016
163,163,"Derek Ernst",NA,67,"EarlyLowestRound",2016
163,163,"Martin Flores",NA,67,"EarlyLowestRound",2016
163,163,"Sergio Garcia",NA,67,"EarlyLowestRound",2016
163,163,"Brice Garnett",NA,67,"EarlyLowestRound",2016
163,163,"Rhein Gibson",NA,67,"EarlyLowestRound",2016
163,163,"Tom Gillis",NA,67,"EarlyLowestRound",2016
163,163,"Branden Grace",NA,67,"EarlyLowestRound",2016
163,221,"Chesson Hadley",NA,67,"EarlyLowestRound",2016
163,163,"Scott Hend",NA,67,"EarlyLowestRound",2016
163,163,"JJ Henry",NA,67,"EarlyLowestRound",2016
163,163,"Hiroshi Iwata",NA,67,"EarlyLowestRound",2016
163,163,"Matt Jones",NA,67,"EarlyLowestRound",2016
163,163,"Martin Kaymer",NA,67,"EarlyLowestRound",2016
163,163,"Hyung Sung Kim",NA,67,"EarlyLowestRound",2016
163,163,"Kelly Kraft",NA,67,"EarlyLowestRound",2016
163,163,"Matt Kuchar",NA,67,"EarlyLowestRound",2016
163,163,"Martin Laird",NA,67,"EarlyLowestRound",2016
163,163,"Scott Langley",NA,67,"EarlyLowestRound",2016
163,163,"Steve Marino",NA,67,"EarlyLowestRound",2016
163,163,"Ben Martin",NA,67,"EarlyLowestRound",2016
163,163,"Billy Mayfair",NA,67,"EarlyLowestRound",2016
163,163,"Ryan Moore",NA,67,"EarlyLowestRound",2016
163,163,"Geoff Ogilvy",NA,67,"EarlyLowestRound",2016
163,163,"Carlos Ortiz",NA,67,"EarlyLowestRound",2016
163,163,"Cameron Percy",NA,67,"EarlyLowestRound",2016
163,163,"Paul Peterson",NA,67,"EarlyLowestRound",2016
163,163,"Thomas Pieters",NA,67,"EarlyLowestRound",2016
163,163,"Scott Pinckney",NA,67,"EarlyLowestRound",2016
163,163,"DA Points",NA,67,"EarlyLowestRound",2016
163,163,"Alex Prugh",NA,67,"EarlyLowestRound",2016
163,163,"Michael Putnam",NA,67,"EarlyLowestRound",2016
163,163,"Sam Saunders",NA,67,"EarlyLowestRound",2016
163,163,"Ollie Schniederjans",NA,67,"EarlyLowestRound",2016
163,163,"Adam Scott",NA,67,"EarlyLowestRound",2016
163,163,"Scott Stallings",NA,67,"EarlyLowestRound",2016
163,163,"Robert Streb",NA,67,"EarlyLowestRound",2016
163,163,"Kevin Streelman",NA,67,"EarlyLowestRound",2016
163,163,"Steve Stricker",NA,67,"EarlyLowestRound",2016
163,163,"Vaughn Taylor",NA,67,"EarlyLowestRound",2016
163,163,"David Toms",NA,67,"EarlyLowestRound",2016
163,163,"Dawie van der Walt",NA,67,"EarlyLowestRound",2016
163,163,"Xinjun Zhang",NA,67,"EarlyLowestRound",2016
222,221,"Blake Adams",NA,68,"EarlyLowestRound",2016
222,221,"Mark Anderson",NA,68,"EarlyLowestRound",2016
222,221,"Eric Axley",NA,68,"EarlyLowestRound",2016
222,221,"Charlie Beljan",NA,68,"EarlyLowestRound",2016
222,221,"Paul Casey",NA,68,"EarlyLowestRound",2016
222,221,"Greg Chalmers",NA,68,"EarlyLowestRound",2016
222,221,"Matt Dobyns",NA,68,"EarlyLowestRound",2016
222,221,"James Driscoll",NA,68,"EarlyLowestRound",2016
222,221,"Matt Every",NA,68,"EarlyLowestRound",2016
