"ProximitytoHoleARG_RANKTHISWEEK_2008","ProximitytoHoleARG_RANKLASTWEEK_2008","ProximitytoHoleARG_PLAYERNAME_2008","ProximitytoHoleARG_ROUNDS_2008","ProximitytoHoleARG_AVGDTP_2008","ProximitytoHoleARG_TOTALDISTANCEFEET_2008","ProximitytoHoleARG_OFSHOTS_2008","ProximitytoHoleARG_SCRAMBLINGRANK_2008","stat_name","year"
98,98,"Cameron Beckman",87,NA,3601.917,486,69,"ProximitytoHoleARG",2008
98,98,"Rich Beem",90,NA,3923.25,529,169,"ProximitytoHoleARG",2008
98,98,"Chad Campbell",94,NA,3766.5,509,158,"ProximitytoHoleARG",2008
98,98,"Alejandro Canizares",52,NA,2252.25,304,111,"ProximitytoHoleARG",2008
98,98,"Chris DiMarco",87,NA,3836.25,519,114,"ProximitytoHoleARG",2008
98,98,"Lucas Glover",91,NA,4157.5,562,115,"ProximitytoHoleARG",2008
98,98,"Jesper Parnevik",88,NA,4320.25,584,23,"ProximitytoHoleARG",2008
98,98,"Jeff Quinney",87,NA,3578.5,485,70,"ProximitytoHoleARG",2008
98,98,"Chez Reavie",102,NA,4307.333,579,52,"ProximitytoHoleARG",2008
98,98,"Patrick Sheehan",124,NA,5322.167,715,39,"ProximitytoHoleARG",2008
98,98,"DJ Trahan",94,NA,4145.333,558,139,"ProximitytoHoleARG",2008
98,98,"Jay Williamson",96,NA,3714.667,501,159,"ProximitytoHoleARG",2008
113,113,"Olin Browne",77,NA,3421.333,454,113,"ProximitytoHoleARG",2008
113,113,"Ben Crane",86,NA,3712.167,493,16,"ProximitytoHoleARG",2008
113,113,"Dudley Hart",74,NA,3336.417,444,20,"ProximitytoHoleARG",2008
113,113,"Mark Hensby",71,NA,3370.417,447,185,"ProximitytoHoleARG",2008
113,113,"Charles Howell III",101,NA,4413.75,591,116,"ProximitytoHoleARG",2008
113,113,"Richard Johnson",77,NA,4291.083,571,67,"ProximitytoHoleARG",2008
113,113,"Kent Jones",68,NA,2581.083,346,105,"ProximitytoHoleARG",2008
113,113,"Jim McGovern",75,NA,2967.75,397,167,"ProximitytoHoleARG",2008
113,113,"George McNeill",97,NA,4341.583,578,191,"ProximitytoHoleARG",2008
113,113,"John Merrick",98,NA,3841.583,510,160,"ProximitytoHoleARG",2008
113,113,"Rod Pampling",83,NA,3687,494,129,"ProximitytoHoleARG",2008
113,113,"Ted Purdy",68,NA,3019.167,402,123,"ProximitytoHoleARG",2008
113,113,"Brett Quigley",80,NA,3829.25,508,97,"ProximitytoHoleARG",2008
113,113,"Andres Romero",69,NA,2951,395,85,"ProximitytoHoleARG",2008
113,113,"Vaughn Taylor",103,NA,4588.333,614,92,"ProximitytoHoleARG",2008
113,113,"Nicholas Thompson",113,NA,5603.083,743,85,"ProximitytoHoleARG",2008
113,113,"Bo Van Pelt",101,NA,4679.417,626,118,"ProximitytoHoleARG",2008
130,130,"Brad Elder",67,NA,2808.417,370,37,"ProximitytoHoleARG",2008
130,130,"Mathew Goggin",91,NA,4251.583,562,77,"ProximitytoHoleARG",2008
130,130,"Matt Jones",95,NA,4938,653,62,"ProximitytoHoleARG",2008
130,130,"Greg Kraft",63,NA,2804.583,371,64,"ProximitytoHoleARG",2008
130,130,"Billy Mayfair",103,NA,4641.583,611,34,"ProximitytoHoleARG",2008
130,130,"Scott McCarron",63,NA,2879.667,379,59,"ProximitytoHoleARG",2008
130,130,"John Riegger",73,NA,3058.417,403,58,"ProximitytoHoleARG",2008
130,130,"Scott Sterling",89,NA,3374.167,447,19,"ProximitytoHoleARG",2008
130,130,"Marc Turnesa",87,NA,4143.25,548,41,"ProximitytoHoleARG",2008
130,130,"Bubba Watson",97,NA,4245.167,559,156,"ProximitytoHoleARG",2008
130,130,"YE Yang",89,NA,4209.583,555,137,"ProximitytoHoleARG",2008
141,141,"Bob Estes",90,NA,4189,544,33,"ProximitytoHoleARG",2008
141,141,"Cody Freeman",66,NA,3129.333,406,177,"ProximitytoHoleARG",2008
141,141,"Zach Johnson",85,NA,3284.25,430,103,"ProximitytoHoleARG",2008
141,141,"Cliff Kresge",84,NA,3795.833,495,166,"ProximitytoHoleARG",2008
141,141,"Kenny Perry",97,NA,4712.333,616,90,"ProximitytoHoleARG",2008
141,141,"Johnson Wagner",83,NA,3882.25,507,103,"ProximitytoHoleARG",2008
147,147,"Woody Austin",109,NA,4517.417,585,147,"ProximitytoHoleARG",2008
147,147,"Harrison Frazar",73,NA,3102.583,401,175,"ProximitytoHoleARG",2008
147,147,"Mathias Gronberg",87,NA,4596,596,121,"ProximitytoHoleARG",2008
147,147,"Martin Laird",98,NA,4519.75,584,117,"ProximitytoHoleARG",2008
147,147,"Frank Lickliter II",107,NA,5494.417,711,87,"ProximitytoHoleARG",2008
147,147,"Joe Ogilvie",100,NA,4961.083,640,62,"ProximitytoHoleARG",2008
147,147,"Jin Park",85,NA,3639.167,469,128,"ProximitytoHoleARG",2008
147,147,"Chris Stroud",81,NA,3246,419,165,"ProximitytoHoleARG",2008
155,155,"Brad Adamonis",87,NA,4184.333,533,131,"ProximitytoHoleARG",2008
155,155,"Billy Andrade",71,NA,3400.083,435,163,"ProximitytoHoleARG",2008
155,155,"David Duval",51,NA,2284.5,291,195,"ProximitytoHoleARG",2008
155,155,"Nick Flanagan",89,NA,4608,588,179,"ProximitytoHoleARG",2008
155,155,"JP Hayes",67,NA,3691.667,470,73,"ProximitytoHoleARG",2008
155,155,"Tom Lehman",51,NA,2107.333,269,101,"ProximitytoHoleARG",2008
155,155,"Steve Lowery",74,NA,4050.917,518,141,"ProximitytoHoleARG",2008
155,155,"Steve Marino",119,NA,5280.667,671,55,"ProximitytoHoleARG",2008
163,163,"Robert Allenby",108,NA,4232.333,534,149,"ProximitytoHoleARG",2008
163,163,"Justin Bolli",87,NA,3607.083,458,182,"ProximitytoHoleARG",2008
163,163,"Dustin Johnson",92,NA,4862.5,614,192,"ProximitytoHoleARG",2008
166,166,"Paul Claxton",63,NA,2692.917,336,178,"ProximitytoHoleARG",2008
166,166,"Jason Day",81,NA,4630.667,579,94,"ProximitytoHoleARG",2008
166,166,"Todd Hamilton",92,NA,4008.333,502,168,"ProximitytoHoleARG",2008
166,166,"Ryan Moore",72,NA,4083.583,509,48,"ProximitytoHoleARG",2008
166,166,"Jeff Overton",103,NA,5312.333,662,125,"ProximitytoHoleARG",2008
166,166,"Travis Perkins",53,NA,2361.917,295,193,"ProximitytoHoleARG",2008
166,166,"John Rollins",94,NA,4572.333,574,43,"ProximitytoHoleARG",2008
166,166,"Kevin Streelman",114,NA,5400.667,672,56,"ProximitytoHoleARG",2008
166,166,"Kyle Thompson",70,NA,3260.25,408,183,"ProximitytoHoleARG",2008
166,166,"Jimmy Walker",73,NA,3686.917,459,134,"ProximitytoHoleARG",2008
176,176,"Angel Cabrera",55,NA,2296.75,285,180,"ProximitytoHoleARG",2008
176,176,"Robert Garrigus",90,NA,5012,620,190,"ProximitytoHoleARG",2008
176,176,"Jason Gore",94,NA,4783.5,591,136,"ProximitytoHoleARG",2008
176,176,"JJ Henry",108,NA,4847.25,600,143,"ProximitytoHoleARG",2008
176,176,"Brandt Jobe",52,NA,2456,303,172,"ProximitytoHoleARG",2008
176,176,"Troy Matteson",94,NA,4902.333,606,173,"ProximitytoHoleARG",2008
176,176,"Bob Sowards",61,NA,3055.417,379,150,"ProximitytoHoleARG",2008
176,176,"Kevin Stadler",90,NA,4217,523,186,"ProximitytoHoleARG",2008
176,176,"Boo Weekley",86,NA,3300.75,408,106,"ProximitytoHoleARG",2008
186,186,"Jeff Maggert",86,NA,4356.25,532,133,"ProximitytoHoleARG",2008
186,186,"Ryan Palmer",69,NA,3309.5,405,138,"ProximitytoHoleARG",2008
188,188,"Ryan Armour",87,NA,4120.833,502,194,"ProximitytoHoleARG",2008
188,188,"Steve Elkington",84,NA,3892.083,474,78,"ProximitytoHoleARG",2008
188,188,"Kenneth Ferrie",72,NA,3598.5,438,145,"ProximitytoHoleARG",2008
191,191,"Tag Ridings",88,NA,5115.333,611,118,"ProximitytoHoleARG",2008
192,192,"Charles Warren",79,NA,4433.25,526,196,"ProximitytoHoleARG",2008
193,193,"Steve Allan",58,NA,2823.083,331,175,"ProximitytoHoleARG",2008
193,193,"Paul Casey",55,NA,2014.667,238,188,"ProximitytoHoleARG",2008
193,193,"Tommy Gainey",60,NA,2603.917,306,197,"ProximitytoHoleARG",2008
196,196,"Joe Durant",92,NA,4204,475,189,"ProximitytoHoleARG",2008
197,197,"Hunter Mahan",87,NA,3884.25,433,170,"ProximitytoHoleARG",2008
