"ProximitytoHoleARG_RANKTHISWEEK_2008","ProximitytoHoleARG_RANKLASTWEEK_2008","ProximitytoHoleARG_PLAYERNAME_2008","ProximitytoHoleARG_ROUNDS_2008","ProximitytoHoleARG_AVGDTP_2008","ProximitytoHoleARG_TOTALDISTANCEFEET_2008","ProximitytoHoleARG_OFSHOTS_2008","ProximitytoHoleARG_SCRAMBLINGRANK_2008","stat_name","year"
1,1,"Retief Goosen",59,NA,1773.167,305,76,"ProximitytoHoleARG",2008
1,1,"Padraig Harrington",52,NA,1471.417,253,21,"ProximitytoHoleARG",2008
3,3,"Vijay Singh",82,NA,2501.5,423,51,"ProximitytoHoleARG",2008
4,4,"Mike Weir",88,NA,2788,455,7,"ProximitytoHoleARG",2008
5,5,"Brian Gay",102,NA,3524,555,1,"ProximitytoHoleARG",2008
6,6,"Marco Dawson",64,NA,2508.917,389,144,"ProximitytoHoleARG",2008
6,6,"Trevor Immelman",70,NA,2206.583,344,181,"ProximitytoHoleARG",2008
6,6,"Kevin Na",97,NA,4322.75,675,13,"ProximitytoHoleARG",2008
6,6,"Adam Scott",51,NA,1606.167,251,173,"ProximitytoHoleARG",2008
10,10,"Jeff Gove",50,NA,1729.833,266,80,"ProximitytoHoleARG",2008
11,11,"KJ Choi",74,NA,2408.75,364,95,"ProximitytoHoleARG",2008
11,11,"Justin Leonard",101,NA,2809.667,429,34,"ProximitytoHoleARG",2008
11,11,"Steve Stricker",75,NA,2533.167,384,12,"ProximitytoHoleARG",2008
11,11,"Scott Verplank",82,NA,2808.25,426,83,"ProximitytoHoleARG",2008
15,15,"Briny Baird",113,NA,3881,580,5,"ProximitytoHoleARG",2008
15,15,"Ben Curtis",80,NA,2913.167,435,46,"ProximitytoHoleARG",2008
15,15,"Steve Flesch",95,NA,3525.5,526,44,"ProximitytoHoleARG",2008
15,15,"Matt Kuchar",88,NA,3105.25,464,14,"ProximitytoHoleARG",2008
15,15,"Phil Mickelson",80,NA,2801.5,422,26,"ProximitytoHoleARG",2008
15,15,"Omar Uresti",74,NA,2833.75,424,8,"ProximitytoHoleARG",2008
21,21,"Bart Bryant",81,NA,2925.667,436,47,"ProximitytoHoleARG",2008
21,21,"Jonathan Byrd",88,NA,3751.333,557,72,"ProximitytoHoleARG",2008
21,21,"Ernie Els",51,NA,1692.5,251,112,"ProximitytoHoleARG",2008
21,21,"Ryuji Imada",80,NA,3291.417,486,34,"ProximitytoHoleARG",2008
21,21,"Lee Janzen",89,NA,3270.5,483,91,"ProximitytoHoleARG",2008
21,21,"Craig Kanada",65,NA,2568.333,381,24,"ProximitytoHoleARG",2008
21,21,"John Mallinger",95,NA,4206.75,623,61,"ProximitytoHoleARG",2008
21,21,"Corey Pavin",69,NA,2687.083,398,3,"ProximitytoHoleARG",2008
21,21,"Brett Rumford",72,NA,3023.75,446,151,"ProximitytoHoleARG",2008
21,21,"David Toms",70,NA,2547.333,376,187,"ProximitytoHoleARG",2008
21,21,"Tim Wilkinson",95,NA,3732.667,554,28,"ProximitytoHoleARG",2008
32,32,"Brian Davis",108,NA,4877.083,710,17,"ProximitytoHoleARG",2008
32,32,"Doug LaBelle II",65,NA,2175.583,318,68,"ProximitytoHoleARG",2008
32,32,"Tom Pernice Jr",104,NA,4483.75,658,11,"ProximitytoHoleARG",2008
32,32,"Camilo Villegas",79,NA,2999.667,437,171,"ProximitytoHoleARG",2008
36,36,"Gavin Coles",54,NA,1833.167,266,9,"ProximitytoHoleARG",2008
36,36,"Glen Day",64,NA,2601.083,377,6,"ProximitytoHoleARG",2008
36,36,"Sergio Garcia",72,NA,2609.167,378,89,"ProximitytoHoleARG",2008
36,36,"Shigeki Maruyama",50,NA,2195.667,318,14,"ProximitytoHoleARG",2008
36,36,"Nick OHern",82,NA,3123.917,454,22,"ProximitytoHoleARG",2008
36,36,"Brenden Pappas",66,NA,2733.917,397,50,"ProximitytoHoleARG",2008
36,36,"Ian Poulter",51,NA,1807.5,262,120,"ProximitytoHoleARG",2008
36,36,"Kevin Sutherland",98,NA,3943.75,571,25,"ProximitytoHoleARG",2008
36,36,"Bob Tway",70,NA,2573.333,372,27,"ProximitytoHoleARG",2008
36,36,"Charlie Wi",97,NA,3950.083,572,4,"ProximitytoHoleARG",2008
46,46,"Stephen Ames",83,NA,2834.75,406,57,"ProximitytoHoleARG",2008
46,46,"Tim Clark",90,NA,3325.417,476,65,"ProximitytoHoleARG",2008
46,46,"Jerry Kelly",89,NA,3449.5,492,83,"ProximitytoHoleARG",2008
46,46,"Geoff Ogilvy",65,NA,2344.917,335,38,"ProximitytoHoleARG",2008
46,46,"Chris Riley",51,NA,2080.833,298,2,"ProximitytoHoleARG",2008
46,46,"Heath Slocum",104,NA,3609.5,517,75,"ProximitytoHoleARG",2008
52,52,"Mark Calcavecchia",67,NA,2556.833,362,161,"ProximitytoHoleARG",2008
52,52,"Robert Gamez",79,NA,3276.417,461,162,"ProximitytoHoleARG",2008
52,52,"Tim Herron",97,NA,4533.583,637,10,"ProximitytoHoleARG",2008
52,52,"Charley Hoffman",94,NA,4285.917,603,93,"ProximitytoHoleARG",2008
52,52,"Stephen Leaney",53,NA,2071.167,292,53,"ProximitytoHoleARG",2008
52,52,"Michael Letzig",88,NA,3781.833,537,108,"ProximitytoHoleARG",2008
52,52,"Pat Perez",93,NA,3663.75,519,124,"ProximitytoHoleARG",2008
52,52,"Brandt Snedeker",85,NA,3277.417,460,100,"ProximitytoHoleARG",2008
52,52,"Dean Wilson",109,NA,4113.083,580,97,"ProximitytoHoleARG",2008
61,61,"Tommy Armour III",77,NA,2842.25,397,132,"ProximitytoHoleARG",2008
61,61,"Shane Bertsch",96,NA,4359.917,608,18,"ProximitytoHoleARG",2008
61,61,"Carlos Franco",73,NA,3071.917,428,153,"ProximitytoHoleARG",2008
61,61,"Jim Furyk",95,NA,3408.667,476,29,"ProximitytoHoleARG",2008
61,61,"Nathan Green",95,NA,5170.167,725,32,"ProximitytoHoleARG",2008
61,61,"JB Holmes",86,NA,3708.417,515,152,"ProximitytoHoleARG",2008
61,61,"Freddie Jacobson",78,NA,3166.25,444,81,"ProximitytoHoleARG",2008
61,61,"Davis Love III",78,NA,3290.667,460,145,"ProximitytoHoleARG",2008
61,61,"Sean OHair",81,NA,3356,467,134,"ProximitytoHoleARG",2008
61,61,"Tim Petrovic",97,NA,4194.917,588,53,"ProximitytoHoleARG",2008
61,61,"Nick Watney",96,NA,4318.417,602,101,"ProximitytoHoleARG",2008
72,72,"Stuart Appleby",87,NA,3433.833,471,30,"ProximitytoHoleARG",2008
72,72,"Daniel Chopra",84,NA,3986,547,95,"ProximitytoHoleARG",2008
72,72,"Chad Collins",72,NA,3362.75,465,88,"ProximitytoHoleARG",2008
72,72,"Fred Couples",60,NA,2552.583,353,71,"ProximitytoHoleARG",2008
72,72,"Todd Demsey",80,NA,3805.083,523,65,"ProximitytoHoleARG",2008
72,72,"Ken Duke",116,NA,5285.167,726,82,"ProximitytoHoleARG",2008
72,72,"Paul Goydos",78,NA,3299.333,456,74,"ProximitytoHoleARG",2008
72,72,"Bill Haas",99,NA,4472.583,615,148,"ProximitytoHoleARG",2008
72,72,"John Huston",56,NA,2140.25,296,79,"ProximitytoHoleARG",2008
72,72,"Anthony Kim",81,NA,3266.667,452,45,"ProximitytoHoleARG",2008
72,72,"Peter Lonard",92,NA,3936.667,544,107,"ProximitytoHoleARG",2008
72,72,"Parker McLachlin",88,NA,4088.583,565,42,"ProximitytoHoleARG",2008
72,72,"Rocco Mediate",87,NA,3558.417,490,109,"ProximitytoHoleARG",2008
72,72,"Carl Pettersson",110,NA,4917.167,675,49,"ProximitytoHoleARG",2008
72,72,"Rory Sabbatini",77,NA,2904.333,399,122,"ProximitytoHoleARG",2008
72,72,"Ron Whittaker",54,NA,1802.167,250,164,"ProximitytoHoleARG",2008
72,72,"Mark Wilson",107,NA,4838.083,665,31,"ProximitytoHoleARG",2008
89,89,"Eric Axley",113,NA,5068.917,688,40,"ProximitytoHoleARG",2008
89,89,"Alex Cejka",75,NA,3090.667,421,140,"ProximitytoHoleARG",2008
89,89,"Stewart Cink",87,NA,3042.333,417,142,"ProximitytoHoleARG",2008
89,89,"James Driscoll",85,NA,4077.167,554,155,"ProximitytoHoleARG",2008
89,89,"David Lutterus",59,NA,2577.333,350,184,"ProximitytoHoleARG",2008
89,89,"Will Ma Kenzie",62,NA,2879.167,393,130,"ProximitytoHoleARG",2008
89,89,"Jon Mills",95,NA,3950.25,537,154,"ProximitytoHoleARG",2008
89,89,"Tom Scherrer",56,NA,2189.083,299,126,"ProximitytoHoleARG",2008
89,89,"John Senden",93,NA,3689.083,501,156,"ProximitytoHoleARG",2008
98,98,"Michael Allen",91,NA,3741.833,504,110,"ProximitytoHoleARG",2008
98,98,"Jason Allred",63,NA,2904.75,390,127,"ProximitytoHoleARG",2008
98,98,"Aaron Baddeley",76,NA,3466.333,468,60,"ProximitytoHoleARG",2008
