"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2005","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2005","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2005","TenthTeeLatePar5ScoringAverage_ROUNDS_2005","TenthTeeLatePar5ScoringAverage_AVG_2005","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2005","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Vijay Singh",111,4.29,103,24,"TenthTeeLatePar5ScoringAverage",2005
2,2,"Dudley Hart",84,4.35,161,37,"TenthTeeLatePar5ScoringAverage",2005
3,3,"Sergio Garcia",73,4.38,92,21,"TenthTeeLatePar5ScoringAverage",2005
4,4,"Scott Verplank",87,4.4,132,30,"TenthTeeLatePar5ScoringAverage",2005
5,5,"Kevin Sutherland",89,4.41,238,54,"TenthTeeLatePar5ScoringAverage",2005
6,6,"Steve Stricker",62,4.45,129,29,"TenthTeeLatePar5ScoringAverage",2005
7,7,"Luke Donald",67,4.46,58,13,"TenthTeeLatePar5ScoringAverage",2005
7,7,"Charles Howell III",95,4.46,205,46,"TenthTeeLatePar5ScoringAverage",2005
7,7,"Ian Poulter",62,4.46,107,24,"TenthTeeLatePar5ScoringAverage",2005
10,10,"Stuart Appleby",84,4.47,201,45,"TenthTeeLatePar5ScoringAverage",2005
11,11,"Aaron Baddeley",84,4.49,292,65,"TenthTeeLatePar5ScoringAverage",2005
11,11,"Kevin Na",88,4.49,193,43,"TenthTeeLatePar5ScoringAverage",2005
13,13,"Fred Couples",72,4.5,117,26,"TenthTeeLatePar5ScoringAverage",2005
13,13,"Richard Johnson",50,4.5,144,32,"TenthTeeLatePar5ScoringAverage",2005
15,15,"Steve Allan",102,4.51,248,55,"TenthTeeLatePar5ScoringAverage",2005
15,15,"Woody Austin",100,4.51,293,65,"TenthTeeLatePar5ScoringAverage",2005
15,15,"Brian Davis",75,4.51,230,51,"TenthTeeLatePar5ScoringAverage",2005
15,15,"Bernhard Langer",67,4.51,167,37,"TenthTeeLatePar5ScoringAverage",2005
15,15,"Pat Perez",89,4.51,230,51,"TenthTeeLatePar5ScoringAverage",2005
20,20,"Fred Funk",102,4.52,149,33,"TenthTeeLatePar5ScoringAverage",2005
