"TenthTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2009","TenthTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2009","TenthTeeEarlyPar3ScoringAverage_PLAYERNAME_2009","TenthTeeEarlyPar3ScoringAverage_ROUNDS_2009","TenthTeeEarlyPar3ScoringAverage_AVG_2009","TenthTeeEarlyPar3ScoringAverage_TOTALSTROKES_2009","TenthTeeEarlyPar3ScoringAverage_TOTALHOLES_2009","stat_name","year"
16,16,"Geoff Ogilvy",78,2.95,177,60,"TenthTeeEarlyPar3ScoringAverage",2009
16,16,"Rod Pampling",72,2.95,168,57,"TenthTeeEarlyPar3ScoringAverage",2009
24,24,"Angel Cabrera",55,2.96,83,28,"TenthTeeEarlyPar3ScoringAverage",2009
24,24,"Zach Johnson",94,2.96,201,68,"TenthTeeEarlyPar3ScoringAverage",2009
24,24,"Rory Sabbatini",81,2.96,169,57,"TenthTeeEarlyPar3ScoringAverage",2009
27,27,"Brad Adamonis",70,2.97,172,58,"TenthTeeEarlyPar3ScoringAverage",2009
27,27,"Jim Furyk",86,2.97,220,74,"TenthTeeEarlyPar3ScoringAverage",2009
27,27,"Jeff Maggert",79,2.97,223,75,"TenthTeeEarlyPar3ScoringAverage",2009
30,30,"Briny Baird",89,2.98,268,90,"TenthTeeEarlyPar3ScoringAverage",2009
30,30,"Jason Bohn",88,2.98,146,49,"TenthTeeEarlyPar3ScoringAverage",2009
30,30,"Jonathan Byrd",89,2.98,194,65,"TenthTeeEarlyPar3ScoringAverage",2009
30,30,"Jason Day",61,2.98,167,56,"TenthTeeEarlyPar3ScoringAverage",2009
30,30,"Brian Gay",96,2.98,197,66,"TenthTeeEarlyPar3ScoringAverage",2009
30,30,"Steve Lowery",83,2.98,194,65,"TenthTeeEarlyPar3ScoringAverage",2009
36,36,"Ben Crane",93,2.99,218,73,"TenthTeeEarlyPar3ScoringAverage",2009
36,36,"Jeff Klauk",97,2.99,284,95,"TenthTeeEarlyPar3ScoringAverage",2009
36,36,"Kenny Perry",92,2.99,206,69,"TenthTeeEarlyPar3ScoringAverage",2009
39,39,"Aaron Baddeley",66,3,132,44,"TenthTeeEarlyPar3ScoringAverage",2009
39,39,"Rich Beem",77,3,171,57,"TenthTeeEarlyPar3ScoringAverage",2009
39,39,"Paul Goydos",79,3,120,40,"TenthTeeEarlyPar3ScoringAverage",2009
39,39,"Ryuji Imada",85,3,189,63,"TenthTeeEarlyPar3ScoringAverage",2009
39,39,"Parker McLachlin",71,3,219,73,"TenthTeeEarlyPar3ScoringAverage",2009
39,39,"George McNeill",82,3,228,76,"TenthTeeEarlyPar3ScoringAverage",2009
39,39,"Joe Ogilvie",85,3,231,77,"TenthTeeEarlyPar3ScoringAverage",2009
39,39,"Pat Perez",74,3,120,40,"TenthTeeEarlyPar3ScoringAverage",2009
39,39,"Kirk Triplett",60,3,153,51,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"Steve Elkington",70,3.01,274,91,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"Harrison Frazar",93,3.01,331,110,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"Cliff Kresge",78,3.01,226,75,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"Hunter Mahan",94,3.01,241,80,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"Troy Matteson",95,3.01,223,74,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"John Merrick",91,3.01,241,80,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"DA Points",99,3.01,235,78,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"Vaughn Taylor",88,3.01,235,78,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"DJ Trahan",96,3.01,253,84,"TenthTeeEarlyPar3ScoringAverage",2009
48,48,"Jay Williamson",69,3.01,205,68,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Ken Duke",87,3.02,175,58,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Ernie Els",70,3.02,145,48,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Davis Love III",89,3.02,169,56,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"David Mathis",82,3.02,290,96,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Phil Mickelson",66,3.02,169,56,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Bryce Molder",69,3.02,157,52,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Greg Owen",97,3.02,266,88,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Ryan Palmer",78,3.02,184,61,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Scott Piercy",85,3.02,196,65,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Tag Ridings",50,3.02,124,41,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"John Senden",100,3.02,163,54,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Darron Stiles",52,3.02,172,57,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"David Toms",98,3.02,269,89,"TenthTeeEarlyPar3ScoringAverage",2009
58,58,"Tiger Woods",64,3.02,157,52,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Robert Allenby",71,3.03,109,36,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Eric Axley",71,3.03,176,58,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Kris Blanks",60,3.03,121,40,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Alex Cejka",82,3.03,230,76,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Stewart Cink",79,3.03,121,40,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Lucas Glover",93,3.03,209,69,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Padraig Harrington",66,3.03,197,65,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"JJ Henry",97,3.03,330,109,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Matt Kuchar",82,3.03,121,40,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"John Mallinger",90,3.03,227,75,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Ian Poulter",59,3.03,121,40,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Rick Price",54,3.03,212,70,"TenthTeeEarlyPar3ScoringAverage",2009
72,72,"Vijay Singh",71,3.03,209,69,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Chris DiMarco",97,3.04,216,71,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Robert Garrigus",83,3.04,234,77,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Jason Gore",74,3.04,158,52,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Tom Lehman",55,3.04,164,54,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Steve Marino",98,3.04,173,57,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Leif Olson",51,3.04,152,50,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Brandt Snedeker",81,3.04,173,57,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Johnson Wagner",81,3.04,258,85,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Jimmy Walker",74,3.04,73,24,"TenthTeeEarlyPar3ScoringAverage",2009
85,85,"Mark Wilson",99,3.04,240,79,"TenthTeeEarlyPar3ScoringAverage",2009
95,95,"Ben Curtis",63,3.05,122,40,"TenthTeeEarlyPar3ScoringAverage",2009
95,95,"Todd Hamilton",83,3.05,250,82,"TenthTeeEarlyPar3ScoringAverage",2009
95,95,"Richard Johnson",85,3.05,177,58,"TenthTeeEarlyPar3ScoringAverage",2009
95,95,"Marc Leishman",91,3.05,186,61,"TenthTeeEarlyPar3ScoringAverage",2009
95,95,"Rocco Mediate",79,3.05,134,44,"TenthTeeEarlyPar3ScoringAverage",2009
95,95,"Tom Pernice Jr",82,3.05,287,94,"TenthTeeEarlyPar3ScoringAverage",2009
95,95,"Justin Rose",71,3.05,134,44,"TenthTeeEarlyPar3ScoringAverage",2009
95,95,"Scott Verplank",88,3.05,171,56,"TenthTeeEarlyPar3ScoringAverage",2009
95,95,"Gary Woodland",53,3.05,174,57,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Tommy Armour III",58,3.06,110,36,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Brad Faxon",59,3.06,147,48,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Sergio Garcia",59,3.06,147,48,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Lee Janzen",74,3.06,162,53,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Dustin Johnson",85,3.06,196,64,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Scott McCarron",91,3.06,245,80,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Kevin Na",91,3.06,214,70,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Webb Simpson",94,3.06,312,102,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Scott Sterling",51,3.06,159,52,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Charles Warren",63,3.06,159,52,"TenthTeeEarlyPar3ScoringAverage",2009
104,104,"Bubba Watson",73,3.06,147,48,"TenthTeeEarlyPar3ScoringAverage",2009
115,115,"Retief Goosen",74,3.07,187,61,"TenthTeeEarlyPar3ScoringAverage",2009
115,115,"Nathan Green",104,3.07,249,81,"TenthTeeEarlyPar3ScoringAverage",2009
115,115,"Bob Heintz",59,3.07,187,61,"TenthTeeEarlyPar3ScoringAverage",2009
115,115,"Jerry Kelly",90,3.07,178,58,"TenthTeeEarlyPar3ScoringAverage",2009
115,115,"Spencer Levin",75,3.07,126,41,"TenthTeeEarlyPar3ScoringAverage",2009
115,115,"Tim Petrovic",97,3.07,264,86,"TenthTeeEarlyPar3ScoringAverage",2009
115,115,"Patrick Sheehan",51,3.07,172,56,"TenthTeeEarlyPar3ScoringAverage",2009
115,115,"Heath Slocum",95,3.07,224,73,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Chad Campbell",90,3.08,237,77,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Tim Clark",81,3.08,160,52,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Fred Couples",54,3.08,188,61,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Brendon de Jonge",90,3.08,237,77,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Jason Dufner",90,3.08,154,50,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Mathew Goggin",76,3.08,185,60,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Freddie Jacobson",83,3.08,185,60,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Martin Laird",72,3.08,191,62,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Ryan Moore",89,3.08,163,53,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Ted Purdy",101,3.08,274,89,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Andres Romero",58,3.08,123,40,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Kevin Streelman",97,3.08,286,93,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Chris Stroud",88,3.08,302,98,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Bo Van Pelt",100,3.08,200,65,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Nick Watney",86,3.08,185,60,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Boo Weekley",79,3.08,148,48,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"Casey Wittenberg",71,3.08,197,64,"TenthTeeEarlyPar3ScoringAverage",2009
123,123,"YE Yang",83,3.08,154,50,"TenthTeeEarlyPar3ScoringAverage",2009
141,141,"Stephen Ames",77,3.09,105,34,"TenthTeeEarlyPar3ScoringAverage",2009
141,141,"Bart Bryant",58,3.09,142,46,"TenthTeeEarlyPar3ScoringAverage",2009
141,141,"David Duval",56,3.09,139,45,"TenthTeeEarlyPar3ScoringAverage",2009
141,141,"Charley Hoffman",97,3.09,142,46,"TenthTeeEarlyPar3ScoringAverage",2009
141,141,"Kent Jones",73,3.09,179,58,"TenthTeeEarlyPar3ScoringAverage",2009
141,141,"Jarrod Lyle",65,3.09,198,64,"TenthTeeEarlyPar3ScoringAverage",2009
141,141,"Brett Quigley",92,3.09,164,53,"TenthTeeEarlyPar3ScoringAverage",2009
148,148,"Cameron Beckman",87,3.1,183,59,"TenthTeeEarlyPar3ScoringAverage",2009
148,148,"Peter Lonard",86,3.1,326,105,"TenthTeeEarlyPar3ScoringAverage",2009
148,148,"Jeff Overton",92,3.1,251,81,"TenthTeeEarlyPar3ScoringAverage",2009
148,148,"Marc Turnesa",77,3.1,152,49,"TenthTeeEarlyPar3ScoringAverage",2009
152,152,"Stuart Appleby",79,3.11,190,61,"TenthTeeEarlyPar3ScoringAverage",2009
152,152,"Joe Durant",62,3.11,190,61,"TenthTeeEarlyPar3ScoringAverage",2009
152,152,"Steve Flesch",77,3.11,165,53,"TenthTeeEarlyPar3ScoringAverage",2009
152,152,"Brian Vranesh",51,3.11,115,37,"TenthTeeEarlyPar3ScoringAverage",2009
156,156,"Matt Bettencourt",98,3.12,181,58,"TenthTeeEarlyPar3ScoringAverage",2009
156,156,"Charles Howell III",99,3.12,243,78,"TenthTeeEarlyPar3ScoringAverage",2009
156,156,"Justin Leonard",95,3.12,228,73,"TenthTeeEarlyPar3ScoringAverage",2009
156,156,"Michael Letzig",96,3.12,231,74,"TenthTeeEarlyPar3ScoringAverage",2009
156,156,"Billy Mayfair",83,3.12,187,60,"TenthTeeEarlyPar3ScoringAverage",2009
156,156,"Matt Weibring",65,3.12,128,41,"TenthTeeEarlyPar3ScoringAverage",2009
156,156,"Charlie Wi",92,3.12,240,77,"TenthTeeEarlyPar3ScoringAverage",2009
163,163,"Luke Donald",79,3.13,75,24,"TenthTeeEarlyPar3ScoringAverage",2009
163,163,"Chris Riley",77,3.13,238,76,"TenthTeeEarlyPar3ScoringAverage",2009
163,163,"Kevin Stadler",65,3.13,125,40,"TenthTeeEarlyPar3ScoringAverage",2009
166,166,"Brian Bateman",55,3.14,204,65,"TenthTeeEarlyPar3ScoringAverage",2009
166,166,"Bill Haas",91,3.14,229,73,"TenthTeeEarlyPar3ScoringAverage",2009
168,168,"KJ Choi",65,3.15,104,33,"TenthTeeEarlyPar3ScoringAverage",2009
168,168,"Sean OHair",80,3.15,63,20,"TenthTeeEarlyPar3ScoringAverage",2009
168,168,"Camilo Villegas",76,3.15,164,52,"TenthTeeEarlyPar3ScoringAverage",2009
171,171,"Colt Knost",71,3.16,183,58,"TenthTeeEarlyPar3ScoringAverage",2009
172,172,"Greg Chalmers",85,3.18,210,66,"TenthTeeEarlyPar3ScoringAverage",2009
172,172,"Glen Day",79,3.18,235,74,"TenthTeeEarlyPar3ScoringAverage",2009
172,172,"Will Ma Kenzie",69,3.18,210,66,"TenthTeeEarlyPar3ScoringAverage",2009
172,172,"John Rollins",92,3.18,181,57,"TenthTeeEarlyPar3ScoringAverage",2009
176,176,"Derek Fathauer",63,3.19,169,53,"TenthTeeEarlyPar3ScoringAverage",2009
177,177,"JB Holmes",74,3.22,103,32,"TenthTeeEarlyPar3ScoringAverage",2009
177,177,"Brendon Todd",53,3.22,206,64,"TenthTeeEarlyPar3ScoringAverage",2009
179,179,"Brian Davis",103,3.23,300,93,"TenthTeeEarlyPar3ScoringAverage",2009
180,180,"Ricky Barnes",67,3.25,169,52,"TenthTeeEarlyPar3ScoringAverage",2009
180,180,"Carl Pettersson",86,3.25,143,44,"TenthTeeEarlyPar3ScoringAverage",2009
182,182,"Nicholas Thompson",96,3.26,267,82,"TenthTeeEarlyPar3ScoringAverage",2009
183,183,"Peter Tomasulo",61,3.28,243,74,"TenthTeeEarlyPar3ScoringAverage",2009
184,184,"Adam Scott",53,3.33,160,48,"TenthTeeEarlyPar3ScoringAverage",2009
