"ConsecutivePar3Birdies_RANKTHISWEEK_2013","ConsecutivePar3Birdies_RANKLASTWEEK_2013","ConsecutivePar3Birdies_PLAYERNAME_2013","ConsecutivePar3Birdies_EVENTS_2013","ConsecutivePar3Birdies_NUMBEROFHOLES_2013","stat_name","year"
1,1,"Dustin Johnson",22,5,"ConsecutivePar3Birdies",2013
2,2,"Brendon de Jonge",30,4,"ConsecutivePar3Birdies",2013
2,2,"James Hahn",26,4,"ConsecutivePar3Birdies",2013
2,2,"Russell Henley",24,4,"ConsecutivePar3Birdies",2013
2,2,"Ryuji Imada",7,4,"ConsecutivePar3Birdies",2013
2,2,"Richard Lee",24,4,"ConsecutivePar3Birdies",2013
2,2,"Phil Mickelson",21,4,"ConsecutivePar3Birdies",2013
2,2,"Robert Streb",25,4,"ConsecutivePar3Birdies",2013
9,9,"Sangmoon Bae",26,3,"ConsecutivePar3Birdies",2013
9,9,"Ricky Barnes",26,3,"ConsecutivePar3Birdies",2013
9,9,"Jason Bohn",23,3,"ConsecutivePar3Birdies",2013
9,9,"Justin Bolli",23,3,"ConsecutivePar3Birdies",2013
9,9,"Steven Bowditch",22,3,"ConsecutivePar3Birdies",2013
9,9,"Michael Bradley",21,3,"ConsecutivePar3Birdies",2013
9,9,"Scott Brown",21,3,"ConsecutivePar3Birdies",2013
9,9,"Angel Cabrera",21,3,"ConsecutivePar3Birdies",2013
9,9,"Kevin Chappell",24,3,"ConsecutivePar3Birdies",2013
9,9,"Stewart Cink",22,3,"ConsecutivePar3Birdies",2013
9,9,"Erik Compton",24,3,"ConsecutivePar3Birdies",2013
9,9,"Brian Davis",28,3,"ConsecutivePar3Birdies",2013
9,9,"Luke Donald",17,3,"ConsecutivePar3Birdies",2013
9,9,"Jamie Donaldson",10,3,"ConsecutivePar3Birdies",2013
9,9,"James Driscoll",23,3,"ConsecutivePar3Birdies",2013
9,9,"Jason Dufner",22,3,"ConsecutivePar3Birdies",2013
9,9,"Ross Fisher",15,3,"ConsecutivePar3Birdies",2013
9,9,"Martin Flores",25,3,"ConsecutivePar3Birdies",2013
9,9,"Rickie Fowler",22,3,"ConsecutivePar3Birdies",2013
9,9,"Jim Furyk",22,3,"ConsecutivePar3Birdies",2013
9,9,"Robert Garrigus",22,3,"ConsecutivePar3Birdies",2013
9,9,"Bobby Gates",20,3,"ConsecutivePar3Birdies",2013
9,9,"Fabian Gomez",23,3,"ConsecutivePar3Birdies",2013
9,9,"Hunter Haas",5,3,"ConsecutivePar3Birdies",2013
9,9,"Bill Haas",25,3,"ConsecutivePar3Birdies",2013
9,9,"Peter Hanson",15,3,"ConsecutivePar3Birdies",2013
9,9,"Brian Harman",29,3,"ConsecutivePar3Birdies",2013
9,9,"Jim Herman",19,3,"ConsecutivePar3Birdies",2013
9,9,"Charles Howell III",26,3,"ConsecutivePar3Birdies",2013
9,9,"John Huh",28,3,"ConsecutivePar3Birdies",2013
9,9,"Trevor Immelman",24,3,"ConsecutivePar3Birdies",2013
9,9,"Miguel Angel Jimenez",3,3,"ConsecutivePar3Birdies",2013
9,9,"Brandt Jobe",19,3,"ConsecutivePar3Birdies",2013
9,9,"Chris Kirk",24,3,"ConsecutivePar3Birdies",2013
9,9,"Jeff Klauk",8,3,"ConsecutivePar3Birdies",2013
9,9,"Ben Kohles",25,3,"ConsecutivePar3Birdies",2013
9,9,"Matt Kuchar",23,3,"ConsecutivePar3Birdies",2013
9,9,"Doug LaBelle II",23,3,"ConsecutivePar3Birdies",2013
9,9,"Scott Langley",27,3,"ConsecutivePar3Birdies",2013
9,9,"Marc Leishman",23,3,"ConsecutivePar3Birdies",2013
9,9,"David Lingmerth",23,3,"ConsecutivePar3Birdies",2013
9,9,"Davis Love III",15,3,"ConsecutivePar3Birdies",2013
9,9,"David Lynn",22,3,"ConsecutivePar3Birdies",2013
9,9,"Matteo Manassero",9,3,"ConsecutivePar3Birdies",2013
9,9,"David Mathis",24,3,"ConsecutivePar3Birdies",2013
9,9,"Hideki Matsuyama",7,3,"ConsecutivePar3Birdies",2013
9,9,"William McGirt",24,3,"ConsecutivePar3Birdies",2013
9,9,"John Merrick",23,3,"ConsecutivePar3Birdies",2013
9,9,"Ryan Moore",22,3,"ConsecutivePar3Birdies",2013
9,9,"Seung Yul Noh",25,3,"ConsecutivePar3Birdies",2013
9,9,"Henrik Norlander",22,3,"ConsecutivePar3Birdies",2013
9,9,"Joe Ogilvie",15,3,"ConsecutivePar3Birdies",2013
9,9,"Jeff Overton",24,3,"ConsecutivePar3Birdies",2013
9,9,"Ryan Palmer",22,3,"ConsecutivePar3Birdies",2013
9,9,"Jin Park",20,3,"ConsecutivePar3Birdies",2013
9,9,"Tim Petrovic",12,3,"ConsecutivePar3Birdies",2013
9,9,"Carl Pettersson",24,3,"ConsecutivePar3Birdies",2013
9,9,"Ted Purdy",3,3,"ConsecutivePar3Birdies",2013
9,9,"Patrick Reed",26,3,"ConsecutivePar3Birdies",2013
9,9,"Tag Ridings",24,3,"ConsecutivePar3Birdies",2013
