"EarlyRound2ScoringAverage_RANKTHISWEEK_2016","EarlyRound2ScoringAverage_RANKLASTWEEK_2016","EarlyRound2ScoringAverage_PLAYERNAME_2016","EarlyRound2ScoringAverage__2016","EarlyRound2ScoringAverage_AVG_2016","EarlyRound2ScoringAverage_TOTALSTROKES_2016","EarlyRound2ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Stewart Cink",NA,68,408,6,"EarlyRound2ScoringAverage",2016
2,3,"Bernd Wiesberger",NA,68.5,137,2,"EarlyRound2ScoringAverage",2016
3,4,"Patrick Rodgers",NA,68.57,480,7,"EarlyRound2ScoringAverage",2016
4,5,"Dustin Johnson",NA,68.6,343,5,"EarlyRound2ScoringAverage",2016
5,7,"Scott Piercy",NA,69,345,5,"EarlyRound2ScoringAverage",2016
5,1,"Adam Scott",NA,69,138,2,"EarlyRound2ScoringAverage",2016
7,5,"Kevin Kisner",NA,69.17,415,6,"EarlyRound2ScoringAverage",2016
8,9,"Jamie Donaldson",NA,69.33,208,3,"EarlyRound2ScoringAverage",2016
8,9,"Michael Kim",NA,69.33,624,9,"EarlyRound2ScoringAverage",2016
8,14,"Patton Kizzire",NA,69.33,624,9,"EarlyRound2ScoringAverage",2016
8,9,"Lucas Lee",NA,69.33,208,3,"EarlyRound2ScoringAverage",2016
8,9,"Tim Wilkinson",NA,69.33,416,6,"EarlyRound2ScoringAverage",2016
13,8,"Phil Mickelson",NA,69.4,347,5,"EarlyRound2ScoringAverage",2016
14,15,"Marc Leishman",NA,69.63,557,8,"EarlyRound2ScoringAverage",2016
15,19,"Paul Casey",NA,69.71,488,7,"EarlyRound2ScoringAverage",2016
16,20,"Rickie Fowler",NA,69.75,279,4,"EarlyRound2ScoringAverage",2016
16,20,"Kyle Reifers",NA,69.75,558,8,"EarlyRound2ScoringAverage",2016
18,22,"Zach Johnson",NA,69.8,349,5,"EarlyRound2ScoringAverage",2016
19,17,"Jeff Overton",NA,69.86,489,7,"EarlyRound2ScoringAverage",2016
20,26,"Russell Knox",NA,69.88,559,8,"EarlyRound2ScoringAverage",2016
21,15,"Charles Howell III",NA,69.89,629,9,"EarlyRound2ScoringAverage",2016
22,27,"Jason Day",NA,70,280,4,"EarlyRound2ScoringAverage",2016
22,27,"Brice Garnett",NA,70,210,3,"EarlyRound2ScoringAverage",2016
22,27,"Lucas Glover",NA,70,630,9,"EarlyRound2ScoringAverage",2016
