"GIRPercentage150175yards_RANKTHISWEEK_2007","GIRPercentage150175yards_RANKLASTWEEK_2007","GIRPercentage150175yards_PLAYERNAME_2007","GIRPercentage150175yards_ROUNDS_2007","GIRPercentage150175yards_Pct_2007","GIRPercentage150175yards_GREENSHIT_2007","GIRPercentage150175yards_TOTALHOLES_2007","GIRPercentage150175yards_RELATIVETOPAR_2007","stat_name","year"
1,1,"Jim Furyk",84,72.27,185,256,-0.17,"GIRPercentage150175yards",2007
2,2,"Lucas Glover",98,71.91,192,267,-0.15,"GIRPercentage150175yards",2007
3,3,"Davis Love III",66,70.39,145,206,-0.04,"GIRPercentage150175yards",2007
4,4,"Tom Lehman",62,70.24,144,205,-0.19,"GIRPercentage150175yards",2007
5,5,"Tiger Woods",63,69.94,121,173,-0.29,"GIRPercentage150175yards",2007
6,6,"Joe Durant",88,69.63,188,270,-0.1,"GIRPercentage150175yards",2007
7,7,"Jason Bohn",57,69.57,144,207,-0.15,"GIRPercentage150175yards",2007
8,8,"John Senden",97,69.39,229,330,-0.09,"GIRPercentage150175yards",2007
9,9,"Johnson Wagner",97,69.14,224,324,-0.14,"GIRPercentage150175yards",2007
10,10,"Cameron Beckman",96,69.06,212,307,-0.1,"GIRPercentage150175yards",2007
11,11,"Arron Oberholser",69,68.97,140,203,-0.14,"GIRPercentage150175yards",2007
12,12,"Richard Johnson",93,68.57,240,350,-0.18,"GIRPercentage150175yards",2007
13,13,"Bart Bryant",87,68.46,204,298,-0.15,"GIRPercentage150175yards",2007
14,14,"Sergio Garcia",68,68.14,139,204,-0.21,"GIRPercentage150175yards",2007
15,15,"Greg Owen",81,68.02,168,247,-0.13,"GIRPercentage150175yards",2007
16,16,"Kenny Perry",83,67.87,188,277,-0.12,"GIRPercentage150175yards",2007
17,17,"John Merrick",92,67.7,197,291,-0.13,"GIRPercentage150175yards",2007
18,18,"Jeff Quinney",95,67.69,220,325,-0.14,"GIRPercentage150175yards",2007
19,19,"KJ Choi",87,67.59,171,253,-0.2,"GIRPercentage150175yards",2007
