"GIRPctFairwayBunker_RANKTHISWEEK_2005","GIRPctFairwayBunker_RANKLASTWEEK_2005","GIRPctFairwayBunker_PLAYERNAME_2005","GIRPctFairwayBunker_ROUNDS_2005","GIRPctFairwayBunker_Pct_2005","GIRPctFairwayBunker_GREENSHIT_2005","GIRPctFairwayBunker_HOLES_2005","GIRPctFairwayBunker_RELATIVEPAR_2005","stat_name","year"
1,1,"Luke Donald",67,73.9,17,23,-3,"GIRPctFairwayBunker",2005
2,2,"Sergio Garcia",73,69.7,23,33,-4,"GIRPctFairwayBunker",2005
3,3,"Stephen Leaney",89,66.7,22,33,-4,"GIRPctFairwayBunker",2005
4,4,"James Driscoll",73,65.2,43,66,-6,"GIRPctFairwayBunker",2005
5,5,"Shigeki Maruyama",99,63.6,42,66,-12,"GIRPctFairwayBunker",2005
6,6,"Jay Haas",54,62.9,22,35,-3,"GIRPctFairwayBunker",2005
7,7,"Olin Browne",99,61.5,32,52,-3,"GIRPctFairwayBunker",2005
8,8,"Bernhard Langer",67,60.9,39,64,-11,"GIRPctFairwayBunker",2005
8,8,"Darron Stiles",78,60.9,28,46,-9,"GIRPctFairwayBunker",2005
10,10,"Craig Perks",67,60.7,37,61,-4,"GIRPctFairwayBunker",2005
11,11,"Fred Funk",102,58.8,20,34,-3,"GIRPctFairwayBunker",2005
12,12,"DJ Brigman",76,58.7,27,46,-1,"GIRPctFairwayBunker",2005
13,13,"Neal Lancaster",95,58.2,32,55,-2,"GIRPctFairwayBunker",2005
14,14,"Loren Roberts",54,57.9,11,19,0,"GIRPctFairwayBunker",2005
15,15,"Tom Gillis",77,57.4,31,54,-2,"GIRPctFairwayBunker",2005
16,16,"JP Hayes",63,57.1,28,49,-6,"GIRPctFairwayBunker",2005
17,17,"Chad Campbell",95,56.9,29,51,0,"GIRPctFairwayBunker",2005
18,18,"Tom Byrum",83,56.7,17,30,1,"GIRPctFairwayBunker",2005
18,18,"Brendan Jones",81,56.7,38,67,-10,"GIRPctFairwayBunker",2005
20,20,"Tim Petrovic",97,56.1,46,82,-8,"GIRPctFairwayBunker",2005
21,21,"JJ Henry",102,56,42,75,-3,"GIRPctFairwayBunker",2005
22,22,"Stuart Appleby",84,55.9,19,34,-5,"GIRPctFairwayBunker",2005
23,23,"Dudley Hart",84,55.4,31,56,-10,"GIRPctFairwayBunker",2005
24,24,"Brian Bateman",98,55,33,60,-6,"GIRPctFairwayBunker",2005
24,24,"Joe Durant",81,55,22,40,-7,"GIRPctFairwayBunker",2005
26,26,"Chris Anderson",66,54.8,23,42,-8,"GIRPctFairwayBunker",2005
26,26,"Mario Tiziani",67,54.8,23,42,-4,"GIRPctFairwayBunker",2005
26,26,"Nick Watney",91,54.8,34,62,-5,"GIRPctFairwayBunker",2005
29,29,"Doug Barron",70,54.5,30,55,-5,"GIRPctFairwayBunker",2005
29,29,"Glen Day",80,54.5,30,55,-5,"GIRPctFairwayBunker",2005
