"GIRPctFairwayBunker_RANKTHISWEEK_2005","GIRPctFairwayBunker_RANKLASTWEEK_2005","GIRPctFairwayBunker_PLAYERNAME_2005","GIRPctFairwayBunker_ROUNDS_2005","GIRPctFairwayBunker_Pct_2005","GIRPctFairwayBunker_GREENSHIT_2005","GIRPctFairwayBunker_HOLES_2005","GIRPctFairwayBunker_RELATIVEPAR_2005","stat_name","year"
31,31,"Bob Tway",87,54.4,31,57,1,"GIRPctFairwayBunker",2005
32,32,"Kevin Sutherland",89,54.3,25,46,-8,"GIRPctFairwayBunker",2005
33,33,"Chris DiMarco",83,54,27,50,-6,"GIRPctFairwayBunker",2005
33,33,"Lucas Glover",88,54,27,50,0,"GIRPctFairwayBunker",2005
35,35,"Carlos Franco",78,53.8,28,52,-3,"GIRPctFairwayBunker",2005
35,35,"Sean OHair",103,53.8,28,52,-6,"GIRPctFairwayBunker",2005
37,37,"Mathias Gronberg",60,53.6,15,28,1,"GIRPctFairwayBunker",2005
38,38,"Retief Goosen",71,53.3,8,15,-4,"GIRPctFairwayBunker",2005
38,38,"Frank Lickliter II",100,53.3,32,60,-13,"GIRPctFairwayBunker",2005
40,40,"Jesper Parnevik",84,52.9,36,68,-7,"GIRPctFairwayBunker",2005
41,41,"Bob Heintz",67,52.8,28,53,-12,"GIRPctFairwayBunker",2005
42,42,"Mark OMeara",66,52.6,30,57,-6,"GIRPctFairwayBunker",2005
42,42,"Adam Scott",72,52.6,20,38,-5,"GIRPctFairwayBunker",2005
44,44,"Davis Love III",80,52.5,21,40,-4,"GIRPctFairwayBunker",2005
45,45,"Alex Cejka",84,52.4,22,42,3,"GIRPctFairwayBunker",2005
46,46,"Jeff Brehaut",71,52.3,23,44,-5,"GIRPctFairwayBunker",2005
46,46,"Daniel Chopra",108,52.3,45,86,-12,"GIRPctFairwayBunker",2005
48,48,"Hunter Mahan",103,52.2,36,69,-4,"GIRPctFairwayBunker",2005
49,49,"Ben Curtis",65,52.1,25,48,-2,"GIRPctFairwayBunker",2005
50,50,"Lee Janzen",75,52,26,50,-5,"GIRPctFairwayBunker",2005
50,50,"Richard Johnson",50,52,13,25,-4,"GIRPctFairwayBunker",2005
52,52,"Brad Faxon",75,51.9,27,52,-7,"GIRPctFairwayBunker",2005
52,52,"Ted Purdy",122,51.9,42,81,-6,"GIRPctFairwayBunker",2005
54,54,"Charles Warren",89,51.8,29,56,-7,"GIRPctFairwayBunker",2005
55,55,"Padraig Harrington",50,51.2,22,43,-5,"GIRPctFairwayBunker",2005
55,55,"Glen Hnatiuk",59,51.2,21,41,-6,"GIRPctFairwayBunker",2005
55,55,"Brett Wetterich",76,51.2,21,41,-5,"GIRPctFairwayBunker",2005
58,58,"Heath Slocum",103,51.1,24,47,-1,"GIRPctFairwayBunker",2005
59,59,"Fred Couples",72,51,25,49,-2,"GIRPctFairwayBunker",2005
60,60,"Scott Gutschewski",86,50.9,29,57,-5,"GIRPctFairwayBunker",2005
61,61,"John Huston",90,50.8,33,65,-3,"GIRPctFairwayBunker",2005
61,61,"Kevin Stadler",96,50.8,32,63,-5,"GIRPctFairwayBunker",2005
63,63,"Todd Hamilton",94,50.7,34,67,-4,"GIRPctFairwayBunker",2005
63,63,"Len Mattiace",86,50.7,37,73,-4,"GIRPctFairwayBunker",2005
65,65,"Billy Andrade",83,50,31,62,-8,"GIRPctFairwayBunker",2005
65,65,"Woody Austin",100,50,46,92,-13,"GIRPctFairwayBunker",2005
65,65,"Paul Azinger",66,50,21,42,-2,"GIRPctFairwayBunker",2005
65,65,"Stewart Cink",98,50,31,62,-8,"GIRPctFairwayBunker",2005
65,65,"Robert Damron",89,50,34,68,-7,"GIRPctFairwayBunker",2005
65,65,"Bob Estes",92,50,28,56,0,"GIRPctFairwayBunker",2005
65,65,"Steve Flesch",90,50,23,46,-1,"GIRPctFairwayBunker",2005
65,65,"Jim Furyk",94,50,26,52,-6,"GIRPctFairwayBunker",2005
65,65,"Arron Oberholser",65,50,18,36,-6,"GIRPctFairwayBunker",2005
65,65,"Greg Owen",84,50,27,54,-4,"GIRPctFairwayBunker",2005
65,65,"John Rollins",97,50,26,52,-3,"GIRPctFairwayBunker",2005
65,65,"Patrick Sheehan",114,50,49,98,-10,"GIRPctFairwayBunker",2005
77,77,"JL Lewis",98,49.4,42,85,-7,"GIRPctFairwayBunker",2005
78,78,"Tim Herron",100,49.3,35,71,-7,"GIRPctFairwayBunker",2005
79,79,"John Senden",101,49.1,28,57,-8,"GIRPctFairwayBunker",2005
80,80,"Hidemichi Tanaka",106,49,25,51,0,"GIRPctFairwayBunker",2005
81,81,"Freddie Jacobson",72,48.9,23,47,0,"GIRPctFairwayBunker",2005
82,82,"Tom Lehman",69,48.8,21,43,-6,"GIRPctFairwayBunker",2005
83,83,"Mark Brooks",72,48.7,19,39,-4,"GIRPctFairwayBunker",2005
83,83,"Harrison Frazar",105,48.7,37,76,-8,"GIRPctFairwayBunker",2005
85,85,"Kent Jones",99,48.5,32,66,0,"GIRPctFairwayBunker",2005
86,86,"Jose Coceres",56,48.4,15,31,1,"GIRPctFairwayBunker",2005
87,87,"Robert Allenby",95,48.3,28,58,-4,"GIRPctFairwayBunker",2005
87,87,"Rory Sabbatini",81,48.3,28,58,-11,"GIRPctFairwayBunker",2005
89,89,"Danny Briggs",70,48.2,27,56,-2,"GIRPctFairwayBunker",2005
89,89,"Jeff Sluman",94,48.2,41,85,-7,"GIRPctFairwayBunker",2005
91,91,"Justin Bolli",65,48.1,25,52,-2,"GIRPctFairwayBunker",2005
91,91,"Tag Ridings",93,48.1,38,79,-7,"GIRPctFairwayBunker",2005
93,93,"Charles Howell III",95,47.8,22,46,-8,"GIRPctFairwayBunker",2005
94,94,"Matt Gogel",78,47.7,31,65,-3,"GIRPctFairwayBunker",2005
94,94,"Brenden Pappas",51,47.7,21,44,-1,"GIRPctFairwayBunker",2005
96,96,"Cameron Beckman",96,47.4,27,57,-3,"GIRPctFairwayBunker",2005
96,96,"Hank Kuehne",84,47.4,27,57,-7,"GIRPctFairwayBunker",2005
96,96,"Kirk Triplett",55,47.4,18,38,-2,"GIRPctFairwayBunker",2005
99,99,"Paul Gow",78,47.3,26,55,-8,"GIRPctFairwayBunker",2005
99,99,"Pat Perez",89,47.3,26,55,-3,"GIRPctFairwayBunker",2005
99,99,"Vaughn Taylor",99,47.3,35,74,-7,"GIRPctFairwayBunker",2005
102,102,"Marco Dawson",82,47.1,33,70,-7,"GIRPctFairwayBunker",2005
103,103,"Jason Allred",75,46.9,23,49,0,"GIRPctFairwayBunker",2005
103,103,"Gavin Coles",70,46.9,15,32,-4,"GIRPctFairwayBunker",2005
103,103,"Brent Geiberger",61,46.9,15,32,-1,"GIRPctFairwayBunker",2005
103,103,"Jose Maria Olazabal",55,46.9,15,32,-5,"GIRPctFairwayBunker",2005
103,103,"Hideto Tanihara",50,46.9,15,32,-2,"GIRPctFairwayBunker",2005
108,108,"Craig Barlow",81,46.3,25,54,-3,"GIRPctFairwayBunker",2005
109,109,"Scott McCarron",78,46.2,24,52,-2,"GIRPctFairwayBunker",2005
109,109,"Kenny Perry",82,46.2,18,39,0,"GIRPctFairwayBunker",2005
111,111,"Roland Thatcher",75,46,23,50,-1,"GIRPctFairwayBunker",2005
112,112,"Jason Bohn",91,45.9,28,61,-2,"GIRPctFairwayBunker",2005
112,112,"KJ Choi",78,45.9,17,37,-5,"GIRPctFairwayBunker",2005
114,114,"Michael Allen",90,45.8,27,59,-3,"GIRPctFairwayBunker",2005
114,114,"Charlie Wi",67,45.8,22,48,-7,"GIRPctFairwayBunker",2005
116,116,"Brian Davis",75,45.7,21,46,-2,"GIRPctFairwayBunker",2005
116,116,"Rob Rashell",65,45.7,21,46,-3,"GIRPctFairwayBunker",2005
118,118,"Tom Pernice Jr",111,45.5,30,66,-6,"GIRPctFairwayBunker",2005
119,119,"Jonathan Kaye",77,45.3,24,53,-7,"GIRPctFairwayBunker",2005
120,120,"DA Points",94,45.2,28,62,-5,"GIRPctFairwayBunker",2005
121,121,"Scott Hend",75,45.1,23,51,-5,"GIRPctFairwayBunker",2005
121,121,"Steve Stricker",62,45.1,23,51,-6,"GIRPctFairwayBunker",2005
123,123,"Hunter Haas",83,44.8,26,58,-4,"GIRPctFairwayBunker",2005
124,124,"Justin Leonard",78,44.7,21,47,-3,"GIRPctFairwayBunker",2005
125,125,"Will Ma Kenzie",75,44.4,24,54,-5,"GIRPctFairwayBunker",2005
125,125,"Jeff Maggert",79,44.4,16,36,-1,"GIRPctFairwayBunker",2005
125,125,"Kevin Na",88,44.4,32,72,-11,"GIRPctFairwayBunker",2005
128,128,"Franklin Langham",91,44.3,27,61,-4,"GIRPctFairwayBunker",2005
128,128,"Rod Pampling",89,44.3,27,61,-4,"GIRPctFairwayBunker",2005
130,130,"Ben Crane",78,44.2,19,43,-7,"GIRPctFairwayBunker",2005
130,130,"Justin Rose",99,44.2,23,52,-6,"GIRPctFairwayBunker",2005
132,132,"Ryuji Imada",78,43.9,25,57,-4,"GIRPctFairwayBunker",2005
133,133,"Steve Elkington",67,43.8,14,32,-2,"GIRPctFairwayBunker",2005
133,133,"Ryan Palmer",101,43.8,32,73,-4,"GIRPctFairwayBunker",2005
133,133,"Vijay Singh",111,43.8,28,64,-7,"GIRPctFairwayBunker",2005
133,133,"Chris Smith",93,43.8,35,80,-5,"GIRPctFairwayBunker",2005
137,137,"Zach Johnson",96,43.3,29,67,-10,"GIRPctFairwayBunker",2005
138,138,"Robert Gamez",91,43.1,28,65,-6,"GIRPctFairwayBunker",2005
138,138,"Joe Ogilvie",103,43.1,31,72,-8,"GIRPctFairwayBunker",2005
140,140,"Jerry Kelly",101,42.9,21,49,-4,"GIRPctFairwayBunker",2005
140,140,"Phil Mickelson",81,42.9,21,49,-5,"GIRPctFairwayBunker",2005
140,140,"Larry Mize",54,42.9,12,28,-3,"GIRPctFairwayBunker",2005
140,140,"David Toms",87,42.9,24,56,-6,"GIRPctFairwayBunker",2005
140,140,"Scott Verplank",87,42.9,15,35,-3,"GIRPctFairwayBunker",2005
145,145,"Brian Gay",101,42.6,29,68,-8,"GIRPctFairwayBunker",2005
145,145,"Bo Van Pelt",112,42.6,23,54,-1,"GIRPctFairwayBunker",2005
147,147,"Skip Kendall",80,42.5,17,40,1,"GIRPctFairwayBunker",2005
148,148,"Paul Claxton",79,42.2,19,45,-2,"GIRPctFairwayBunker",2005
149,149,"Geoff Ogilvy",97,42,21,50,-7,"GIRPctFairwayBunker",2005
150,150,"Arjun Atwal",65,41.9,18,43,-4,"GIRPctFairwayBunker",2005
150,150,"Tiger Woods",76,41.9,13,31,-4,"GIRPctFairwayBunker",2005
152,152,"Jeff Hart",63,41.7,15,36,-2,"GIRPctFairwayBunker",2005
152,152,"Peter Lonard",85,41.7,20,48,-4,"GIRPctFairwayBunker",2005
152,152,"Corey Pavin",77,41.7,15,36,-5,"GIRPctFairwayBunker",2005
155,155,"Aaron Baddeley",84,41.5,27,65,-12,"GIRPctFairwayBunker",2005
156,156,"Tjaart van der Walt",56,41.4,12,29,-2,"GIRPctFairwayBunker",2005
157,157,"Mark Hensby",70,41.2,14,34,-3,"GIRPctFairwayBunker",2005
158,158,"Bart Bryant",91,41,16,39,-5,"GIRPctFairwayBunker",2005
159,159,"Mark Calcavecchia",92,40.9,18,44,-2,"GIRPctFairwayBunker",2005
160,160,"Todd Fischer",99,40.3,25,62,-5,"GIRPctFairwayBunker",2005
160,160,"Joey Snyder III",102,40.3,27,67,-6,"GIRPctFairwayBunker",2005
162,162,"Rich Beem",66,40,20,50,0,"GIRPctFairwayBunker",2005
162,162,"John Elliott",58,40,20,50,-2,"GIRPctFairwayBunker",2005
162,162,"Bill Glasson",54,40,14,35,-6,"GIRPctFairwayBunker",2005
162,162,"David Hearn",68,40,18,45,-1,"GIRPctFairwayBunker",2005
162,162,"Steve Jones",56,40,14,35,1,"GIRPctFairwayBunker",2005
162,162,"Matt Kuchar",60,40,18,45,-5,"GIRPctFairwayBunker",2005
162,162,"Thomas Levet",54,40,12,30,-2,"GIRPctFairwayBunker",2005
162,162,"Mike Weir",71,40,14,35,-6,"GIRPctFairwayBunker",2005
170,170,"Dean Wilson",86,39.6,21,53,-4,"GIRPctFairwayBunker",2005
171,171,"Mark Wilson",74,39.5,17,43,-1,"GIRPctFairwayBunker",2005
172,172,"Jim Carter",62,39.4,13,33,-1,"GIRPctFairwayBunker",2005
173,173,"Tommy Armour III",103,39.3,24,61,-4,"GIRPctFairwayBunker",2005
174,174,"Omar Uresti",84,39,16,41,-4,"GIRPctFairwayBunker",2005
175,175,"Brett Quigley",96,38.9,28,72,-3,"GIRPctFairwayBunker",2005
176,176,"Steve Allan",102,38.6,22,57,-2,"GIRPctFairwayBunker",2005
177,177,"Rocco Mediate",73,38.2,13,34,-3,"GIRPctFairwayBunker",2005
178,178,"John Cook",72,38.1,16,42,-2,"GIRPctFairwayBunker",2005
178,178,"Andrew Magee",82,38.1,24,63,-3,"GIRPctFairwayBunker",2005
180,180,"Steve Lowery",100,37.8,28,74,-4,"GIRPctFairwayBunker",2005
180,180,"Carl Pettersson",109,37.8,28,74,-2,"GIRPctFairwayBunker",2005
182,182,"Briny Baird",98,37.7,26,69,0,"GIRPctFairwayBunker",2005
183,183,"Brandt Jobe",96,37.5,24,64,-6,"GIRPctFairwayBunker",2005
184,184,"Jonathan Byrd",103,37.2,29,78,-9,"GIRPctFairwayBunker",2005
185,185,"Dan Forsman",52,37.1,13,35,-3,"GIRPctFairwayBunker",2005
185,185,"Joey Sindelar",104,37.1,23,62,-3,"GIRPctFairwayBunker",2005
187,187,"Phillip Price",77,37,20,54,-7,"GIRPctFairwayBunker",2005
188,188,"Billy Mayfair",114,36.2,21,58,0,"GIRPctFairwayBunker",2005
189,189,"Duffy Waldorf",86,35.9,23,64,0,"GIRPctFairwayBunker",2005
190,190,"DJ Trahan",81,35.6,21,59,-3,"GIRPctFairwayBunker",2005
191,191,"John Daly",78,35.1,13,37,-2,"GIRPctFairwayBunker",2005
192,192,"Ian Poulter",62,34.3,12,35,2,"GIRPctFairwayBunker",2005
193,193,"Tim Clark",92,34,17,50,-2,"GIRPctFairwayBunker",2005
194,194,"Matt Davidson",53,33.3,11,33,1,"GIRPctFairwayBunker",2005
194,194,"Dennis Paulson",63,33.3,16,48,-3,"GIRPctFairwayBunker",2005
194,194,"Lee Westwood",50,33.3,8,24,0,"GIRPctFairwayBunker",2005
197,197,"Stephen Ames",82,32.7,16,49,-1,"GIRPctFairwayBunker",2005
198,198,"Michael Long",72,32.6,14,43,-4,"GIRPctFairwayBunker",2005
199,199,"Chris Riley",67,30.4,7,23,1,"GIRPctFairwayBunker",2005
200,200,"Shaun Micheel",81,29.6,16,54,-3,"GIRPctFairwayBunker",2005
201,201,"Bradley Hughes",52,29,9,31,-1,"GIRPctFairwayBunker",2005
202,202,"Jay Williamson",53,19.2,5,26,0,"GIRPctFairwayBunker",2005
