"TenthTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2008","TenthTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2008","TenthTeeEarlyRound1ScoringAverage_PLAYERNAME_2008","TenthTeeEarlyRound1ScoringAverage__2008","TenthTeeEarlyRound1ScoringAverage_AVG_2008","TenthTeeEarlyRound1ScoringAverage_TOTALSTROKES_2008","TenthTeeEarlyRound1ScoringAverage_TOTALROUNDS_2008","stat_name","year"
67,67,"Richard Johnson",NA,70.6,353,5,"TenthTeeEarlyRound1ScoringAverage",2008
67,67,"Camilo Villegas",NA,70.6,353,5,"TenthTeeEarlyRound1ScoringAverage",2008
72,72,"Bubba Watson",NA,70.63,565,8,"TenthTeeEarlyRound1ScoringAverage",2008
73,73,"Robert Allenby",NA,70.67,212,3,"TenthTeeEarlyRound1ScoringAverage",2008
73,73,"Eric Axley",NA,70.67,636,9,"TenthTeeEarlyRound1ScoringAverage",2008
73,73,"Padraig Harrington",NA,70.67,212,3,"TenthTeeEarlyRound1ScoringAverage",2008
73,73,"John Huston",NA,70.67,212,3,"TenthTeeEarlyRound1ScoringAverage",2008
73,73,"Matt Kuchar",NA,70.67,424,6,"TenthTeeEarlyRound1ScoringAverage",2008
78,78,"John Mallinger",NA,70.7,707,10,"TenthTeeEarlyRound1ScoringAverage",2008
79,79,"Lee Janzen",NA,70.71,495,7,"TenthTeeEarlyRound1ScoringAverage",2008
80,80,"Troy Matteson",NA,70.73,778,11,"TenthTeeEarlyRound1ScoringAverage",2008
81,81,"Glen Day",NA,70.75,283,4,"TenthTeeEarlyRound1ScoringAverage",2008
81,81,"Steve Elkington",NA,70.75,283,4,"TenthTeeEarlyRound1ScoringAverage",2008
81,81,"Peter Lonard",NA,70.75,283,4,"TenthTeeEarlyRound1ScoringAverage",2008
84,84,"Brian Davis",NA,70.83,425,6,"TenthTeeEarlyRound1ScoringAverage",2008
84,84,"Nathan Green",NA,70.83,425,6,"TenthTeeEarlyRound1ScoringAverage",2008
84,84,"Brenden Pappas",NA,70.83,425,6,"TenthTeeEarlyRound1ScoringAverage",2008
84,84,"Marc Turnesa",NA,70.83,425,6,"TenthTeeEarlyRound1ScoringAverage",2008
84,84,"Johnson Wagner",NA,70.83,425,6,"TenthTeeEarlyRound1ScoringAverage",2008
89,89,"Tommy Gainey",NA,70.86,496,7,"TenthTeeEarlyRound1ScoringAverage",2008
89,89,"Robert Garrigus",NA,70.86,496,7,"TenthTeeEarlyRound1ScoringAverage",2008
91,91,"Todd Demsey",NA,70.88,567,8,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Stephen Ames",NA,71,284,4,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Cameron Beckman",NA,71,497,7,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Bart Bryant",NA,71,213,3,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Mark Calcavecchia",NA,71,213,3,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Paul Casey",NA,71,142,2,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Kenneth Ferrie",NA,71,568,8,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Charley Hoffman",NA,71,568,8,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Zach Johnson",NA,71,355,5,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Davis Love III",NA,71,426,6,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Billy Mayfair",NA,71,426,6,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Jeff Overton",NA,71,568,8,"TenthTeeEarlyRound1ScoringAverage",2008
92,92,"Mark Wilson",NA,71,639,9,"TenthTeeEarlyRound1ScoringAverage",2008
104,104,"Nick Flanagan",NA,71.1,711,10,"TenthTeeEarlyRound1ScoringAverage",2008
105,105,"Bill Haas",NA,71.11,640,9,"TenthTeeEarlyRound1ScoringAverage",2008
106,106,"Justin Bolli",NA,71.13,569,8,"TenthTeeEarlyRound1ScoringAverage",2008
106,106,"Rocco Mediate",NA,71.13,569,8,"TenthTeeEarlyRound1ScoringAverage",2008
108,108,"Ben Crane",NA,71.17,427,6,"TenthTeeEarlyRound1ScoringAverage",2008
108,108,"Carlos Franco",NA,71.17,427,6,"TenthTeeEarlyRound1ScoringAverage",2008
108,108,"Jin Park",NA,71.17,427,6,"TenthTeeEarlyRound1ScoringAverage",2008
108,108,"Ted Purdy",NA,71.17,427,6,"TenthTeeEarlyRound1ScoringAverage",2008
112,112,"Charlie Wi",NA,71.2,356,5,"TenthTeeEarlyRound1ScoringAverage",2008
113,113,"Aaron Baddeley",NA,71.25,285,4,"TenthTeeEarlyRound1ScoringAverage",2008
113,113,"Shane Bertsch",NA,71.25,570,8,"TenthTeeEarlyRound1ScoringAverage",2008
113,113,"Paul Claxton",NA,71.25,285,4,"TenthTeeEarlyRound1ScoringAverage",2008
113,113,"Tim Herron",NA,71.25,570,8,"TenthTeeEarlyRound1ScoringAverage",2008
113,113,"Sean OHair",NA,71.25,285,4,"TenthTeeEarlyRound1ScoringAverage",2008
113,113,"Kevin Streelman",NA,71.25,570,8,"TenthTeeEarlyRound1ScoringAverage",2008
113,113,"Bob Tway",NA,71.25,285,4,"TenthTeeEarlyRound1ScoringAverage",2008
120,120,"Tim Petrovic",NA,71.29,499,7,"TenthTeeEarlyRound1ScoringAverage",2008
120,120,"Nicholas Thompson",NA,71.29,499,7,"TenthTeeEarlyRound1ScoringAverage",2008
122,122,"Rory Sabbatini",NA,71.33,428,6,"TenthTeeEarlyRound1ScoringAverage",2008
122,122,"Omar Uresti",NA,71.33,214,3,"TenthTeeEarlyRound1ScoringAverage",2008
124,124,"Rich Beem",NA,71.38,571,8,"TenthTeeEarlyRound1ScoringAverage",2008
124,124,"Ryuji Imada",NA,71.38,571,8,"TenthTeeEarlyRound1ScoringAverage",2008
124,124,"Doug LaBelle II",NA,71.38,571,8,"TenthTeeEarlyRound1ScoringAverage",2008
124,124,"Scott McCarron",NA,71.38,571,8,"TenthTeeEarlyRound1ScoringAverage",2008
128,128,"David Lutterus",NA,71.4,357,5,"TenthTeeEarlyRound1ScoringAverage",2008
128,128,"Bo Van Pelt",NA,71.4,357,5,"TenthTeeEarlyRound1ScoringAverage",2008
130,130,"Steve Stricker",NA,71.43,500,7,"TenthTeeEarlyRound1ScoringAverage",2008
130,130,"Nick Watney",NA,71.43,500,7,"TenthTeeEarlyRound1ScoringAverage",2008
132,132,"Kent Jones",NA,71.44,643,9,"TenthTeeEarlyRound1ScoringAverage",2008
132,132,"Justin Leonard",NA,71.44,643,9,"TenthTeeEarlyRound1ScoringAverage",2008
134,134,"Jim McGovern",NA,71.5,429,6,"TenthTeeEarlyRound1ScoringAverage",2008
134,134,"Chris Stroud",NA,71.5,429,6,"TenthTeeEarlyRound1ScoringAverage",2008
136,136,"George McNeill",NA,71.57,501,7,"TenthTeeEarlyRound1ScoringAverage",2008
137,137,"Harrison Frazar",NA,71.6,358,5,"TenthTeeEarlyRound1ScoringAverage",2008
137,137,"Mathias Gronberg",NA,71.6,358,5,"TenthTeeEarlyRound1ScoringAverage",2008
137,137,"Dustin Johnson",NA,71.6,358,5,"TenthTeeEarlyRound1ScoringAverage",2008
137,137,"Jon Mills",NA,71.6,358,5,"TenthTeeEarlyRound1ScoringAverage",2008
141,141,"Matt Jones",NA,71.67,645,9,"TenthTeeEarlyRound1ScoringAverage",2008
141,141,"Martin Laird",NA,71.67,430,6,"TenthTeeEarlyRound1ScoringAverage",2008
141,141,"John Merrick",NA,71.67,215,3,"TenthTeeEarlyRound1ScoringAverage",2008
144,144,"Jeff Quinney",NA,71.75,574,8,"TenthTeeEarlyRound1ScoringAverage",2008
145,145,"Alex Cejka",NA,71.82,790,11,"TenthTeeEarlyRound1ScoringAverage",2008
146,146,"Cody Freeman",NA,71.83,431,6,"TenthTeeEarlyRound1ScoringAverage",2008
146,146,"Stephen Leaney",NA,71.83,431,6,"TenthTeeEarlyRound1ScoringAverage",2008
148,148,"Will Ma Kenzie",NA,71.88,575,8,"TenthTeeEarlyRound1ScoringAverage",2008
148,148,"Pat Perez",NA,71.88,575,8,"TenthTeeEarlyRound1ScoringAverage",2008
150,150,"Olin Browne",NA,72,288,4,"TenthTeeEarlyRound1ScoringAverage",2008
150,150,"KJ Choi",NA,72,360,5,"TenthTeeEarlyRound1ScoringAverage",2008
150,150,"Gavin Coles",NA,72,360,5,"TenthTeeEarlyRound1ScoringAverage",2008
150,150,"Bob Estes",NA,72,504,7,"TenthTeeEarlyRound1ScoringAverage",2008
150,150,"Hunter Mahan",NA,72,216,3,"TenthTeeEarlyRound1ScoringAverage",2008
150,150,"Steve Marino",NA,72,576,8,"TenthTeeEarlyRound1ScoringAverage",2008
150,150,"Ryan Moore",NA,72,504,7,"TenthTeeEarlyRound1ScoringAverage",2008
150,150,"Tim Wilkinson",NA,72,432,6,"TenthTeeEarlyRound1ScoringAverage",2008
158,158,"JB Holmes",NA,72.14,505,7,"TenthTeeEarlyRound1ScoringAverage",2008
158,158,"Geoff Ogilvy",NA,72.14,505,7,"TenthTeeEarlyRound1ScoringAverage",2008
160,160,"Jason Day",NA,72.17,433,6,"TenthTeeEarlyRound1ScoringAverage",2008
160,160,"JP Hayes",NA,72.17,433,6,"TenthTeeEarlyRound1ScoringAverage",2008
162,162,"Tom Lehman",NA,72.25,289,4,"TenthTeeEarlyRound1ScoringAverage",2008
163,163,"Cliff Kresge",NA,72.33,434,6,"TenthTeeEarlyRound1ScoringAverage",2008
164,164,"Charles Warren",NA,72.4,724,10,"TenthTeeEarlyRound1ScoringAverage",2008
165,165,"Paul Goydos",NA,72.5,580,8,"TenthTeeEarlyRound1ScoringAverage",2008
165,165,"Corey Pavin",NA,72.5,290,4,"TenthTeeEarlyRound1ScoringAverage",2008
165,165,"Travis Perkins",NA,72.5,435,6,"TenthTeeEarlyRound1ScoringAverage",2008
165,165,"Tom Scherrer",NA,72.5,290,4,"TenthTeeEarlyRound1ScoringAverage",2008
169,169,"Daniel Chopra",NA,72.6,726,10,"TenthTeeEarlyRound1ScoringAverage",2008
170,170,"Brandt Jobe",NA,72.67,218,3,"TenthTeeEarlyRound1ScoringAverage",2008
170,170,"Chez Reavie",NA,72.67,654,9,"TenthTeeEarlyRound1ScoringAverage",2008
170,170,"Bob Sowards",NA,72.67,218,3,"TenthTeeEarlyRound1ScoringAverage",2008
173,173,"Billy Andrade",NA,72.7,727,10,"TenthTeeEarlyRound1ScoringAverage",2008
174,174,"Ryan Armour",NA,72.8,728,10,"TenthTeeEarlyRound1ScoringAverage",2008
175,175,"Rod Pampling",NA,72.86,510,7,"TenthTeeEarlyRound1ScoringAverage",2008
175,175,"John Rollins",NA,72.86,510,7,"TenthTeeEarlyRound1ScoringAverage",2008
177,177,"Chris DiMarco",NA,73,511,7,"TenthTeeEarlyRound1ScoringAverage",2008
177,177,"Freddie Jacobson",NA,73,292,4,"TenthTeeEarlyRound1ScoringAverage",2008
177,177,"Michael Letzig",NA,73,219,3,"TenthTeeEarlyRound1ScoringAverage",2008
181,181,"Parker McLachlin",NA,73.11,658,9,"TenthTeeEarlyRound1ScoringAverage",2008
182,182,"Heath Slocum",NA,73.2,366,5,"TenthTeeEarlyRound1ScoringAverage",2008
183,183,"YE Yang",NA,73.29,513,7,"TenthTeeEarlyRound1ScoringAverage",2008
184,184,"Craig Kanada",NA,73.33,440,6,"TenthTeeEarlyRound1ScoringAverage",2008
184,184,"John Riegger",NA,73.33,220,3,"TenthTeeEarlyRound1ScoringAverage",2008
186,186,"Jason Allred",NA,73.67,442,6,"TenthTeeEarlyRound1ScoringAverage",2008
187,187,"James Driscoll",NA,73.78,664,9,"TenthTeeEarlyRound1ScoringAverage",2008
188,188,"David Duval",NA,73.83,443,6,"TenthTeeEarlyRound1ScoringAverage",2008
189,189,"Mark Hensby",NA,73.88,591,8,"TenthTeeEarlyRound1ScoringAverage",2008
190,190,"Kyle Thompson",NA,74.13,593,8,"TenthTeeEarlyRound1ScoringAverage",2008
191,191,"Brett Rumford",NA,74.33,223,3,"TenthTeeEarlyRound1ScoringAverage",2008
192,192,"Chad Collins",NA,74.4,372,5,"TenthTeeEarlyRound1ScoringAverage",2008
193,193,"Greg Kraft",NA,74.5,298,4,"TenthTeeEarlyRound1ScoringAverage",2008
194,194,"Trevor Immelman",NA,74.67,224,3,"TenthTeeEarlyRound1ScoringAverage",2008
195,195,"Andres Romero",NA,75,75,1,"TenthTeeEarlyRound1ScoringAverage",2008
