"GIRPutting1015_RANKTHISWEEK_2005","GIRPutting1015_RANKLASTWEEK_2005","GIRPutting1015_PLAYERNAME_2005","GIRPutting1015_ROUNDS_2005","GIRPutting1015_Pct_2005","GIRPutting1015_ATTEMPTS_2005","GIRPutting1015_PUTTSMADE_2005","stat_name","year"
1,1,"Kevin Sutherland",89,40.83,120,49,"GIRPutting1015",2005
2,2,"Charlie Wi",67,39.67,121,48,"GIRPutting1015",2005
3,3,"Mark Wilson",74,38.85,139,54,"GIRPutting1015",2005
4,4,"Kent Jones",99,38.32,167,64,"GIRPutting1015",2005
5,5,"Padraig Harrington",50,37.66,77,29,"GIRPutting1015",2005
6,6,"Ryan Palmer",101,37.64,178,67,"GIRPutting1015",2005
7,7,"Phillip Price",77,37.01,127,47,"GIRPutting1015",2005
8,8,"Larry Mize",54,37,100,37,"GIRPutting1015",2005
9,9,"Brett Quigley",96,36.88,141,52,"GIRPutting1015",2005
10,10,"Len Mattiace",86,36.7,109,40,"GIRPutting1015",2005
11,11,"Chris Smith",93,36.59,164,60,"GIRPutting1015",2005
12,12,"Kirk Triplett",55,36.56,93,34,"GIRPutting1015",2005
13,13,"Brad Faxon",75,36.11,108,39,"GIRPutting1015",2005
14,14,"Billy Andrade",83,36.03,136,49,"GIRPutting1015",2005
15,15,"Paul Azinger",66,35.92,103,37,"GIRPutting1015",2005
15,15,"Brenden Pappas",51,35.92,103,37,"GIRPutting1015",2005
17,17,"Bart Bryant",91,35.71,154,55,"GIRPutting1015",2005
17,17,"John Cook",72,35.71,112,40,"GIRPutting1015",2005
19,19,"Scott Gutschewski",86,35.62,146,52,"GIRPutting1015",2005
20,20,"Glen Day",80,35.43,127,45,"GIRPutting1015",2005
21,21,"Jason Bohn",91,35.29,153,54,"GIRPutting1015",2005
22,22,"Hank Kuehne",84,35,140,49,"GIRPutting1015",2005
23,23,"Rory Sabbatini",81,34.78,115,40,"GIRPutting1015",2005
24,24,"DJ Brigman",76,34.58,107,37,"GIRPutting1015",2005
25,25,"Ian Poulter",62,34.48,58,20,"GIRPutting1015",2005
26,26,"Jim Furyk",94,34.38,160,55,"GIRPutting1015",2005
27,27,"Bob Tway",87,34.33,134,46,"GIRPutting1015",2005
28,28,"Stewart Cink",98,34.23,149,51,"GIRPutting1015",2005
29,29,"Woody Austin",100,34.05,185,63,"GIRPutting1015",2005
30,30,"Sergio Garcia",73,34.02,97,33,"GIRPutting1015",2005
