"ApproachesRightRoughRTPScore_RANKTHISWEEK_2016","ApproachesRightRoughRTPScore_RANKLASTWEEK_2016","ApproachesRightRoughRTPScore_PLAYERNAME_2016","ApproachesRightRoughRTPScore_ROUNDS_2016","ApproachesRightRoughRTPScore_AVGRTP_2016","stat_name","year"
24,24,"Kevin Chappell",49,-0.023,"ApproachesRightRoughRTPScore",2016
25,18,"Justin Rose",35,-0.017,"ApproachesRightRoughRTPScore",2016
26,29,"Jimmy Walker",43,-0.015,"ApproachesRightRoughRTPScore",2016
27,30,"Chris Kirk",51,-0.014,"ApproachesRightRoughRTPScore",2016
28,17,"Hiroshi Iwata",51,-0.012,"ApproachesRightRoughRTPScore",2016
29,32,"Martin Laird",46,-0.011,"ApproachesRightRoughRTPScore",2016
30,34,"Charlie Beljan",26,0,"ApproachesRightRoughRTPScore",2016
30,34,"Shane Bertsch",30,0,"ApproachesRightRoughRTPScore",2016
30,58,"Bronson Burgoon",53,0,"ApproachesRightRoughRTPScore",2016
30,34,"Paul Casey",39,0,"ApproachesRightRoughRTPScore",2016
30,34,"John Huh",51,0,"ApproachesRightRoughRTPScore",2016
30,28,"Patton Kizzire",57,0,"ApproachesRightRoughRTPScore",2016
30,34,"Colt Knost",56,0,"ApproachesRightRoughRTPScore",2016
30,30,"Sean OHair",45,0,"ApproachesRightRoughRTPScore",2016
30,34,"Cameron Percy",22,0,"ApproachesRightRoughRTPScore",2016
30,34,"DA Points",32,0,"ApproachesRightRoughRTPScore",2016
30,34,"Jordan Spieth",34,0,"ApproachesRightRoughRTPScore",2016
30,62,"Henrik Stenson",30,0,"ApproachesRightRoughRTPScore",2016
42,45,"Francesco Molinari",36,0.012,"ApproachesRightRoughRTPScore",2016
43,76,"Tom Hoge",47,0.014,"ApproachesRightRoughRTPScore",2016
43,45,"Chez Reavie",56,0.014,"ApproachesRightRoughRTPScore",2016
45,80,"Johnson Wagner",44,0.015,"ApproachesRightRoughRTPScore",2016
46,49,"Ben Crane",48,0.019,"ApproachesRightRoughRTPScore",2016
46,48,"Brooks Koepka",39,0.019,"ApproachesRightRoughRTPScore",2016
48,50,"Henrik Norlander",41,0.021,"ApproachesRightRoughRTPScore",2016
49,43,"Charles Howell III",63,0.022,"ApproachesRightRoughRTPScore",2016
50,57,"Vaughn Taylor",30,0.026,"ApproachesRightRoughRTPScore",2016
50,45,"Jhonattan Vegas",49,0.026,"ApproachesRightRoughRTPScore",2016
52,55,"Jason Kokrak",52,0.033,"ApproachesRightRoughRTPScore",2016
53,69,"Roberto Castro",55,0.034,"ApproachesRightRoughRTPScore",2016
53,54,"Jason Dufner",53,0.034,"ApproachesRightRoughRTPScore",2016
53,80,"Jason Gore",51,0.034,"ApproachesRightRoughRTPScore",2016
53,99,"Matt Jones",45,0.034,"ApproachesRightRoughRTPScore",2016
53,33,"Steve Wheatcroft",53,0.034,"ApproachesRightRoughRTPScore",2016
58,44,"Jonas Blixt",46,0.036,"ApproachesRightRoughRTPScore",2016
59,53,"Tony Finau",49,0.038,"ApproachesRightRoughRTPScore",2016
59,27,"Padraig Harrington",38,0.038,"ApproachesRightRoughRTPScore",2016
59,60,"Morgan Hoffmann",43,0.038,"ApproachesRightRoughRTPScore",2016
62,59,"Ryan Palmer",46,0.041,"ApproachesRightRoughRTPScore",2016
63,60,"Justin Leonard",28,0.042,"ApproachesRightRoughRTPScore",2016
64,62,"Aaron Baddeley",51,0.043,"ApproachesRightRoughRTPScore",2016
64,51,"Martin Piller",37,0.043,"ApproachesRightRoughRTPScore",2016
64,26,"Sam Saunders",40,0.043,"ApproachesRightRoughRTPScore",2016
67,56,"Graham DeLaet",50,0.044,"ApproachesRightRoughRTPScore",2016
67,66,"Chris Stroud",52,0.044,"ApproachesRightRoughRTPScore",2016
69,64,"Andy Sullivan",25,0.045,"ApproachesRightRoughRTPScore",2016
70,92,"Luke Donald",49,0.048,"ApproachesRightRoughRTPScore",2016
70,87,"Fabian Gomez",49,0.048,"ApproachesRightRoughRTPScore",2016
72,67,"Charley Hoffman",49,0.05,"ApproachesRightRoughRTPScore",2016
72,67,"Louis Oosthuizen",25,0.05,"ApproachesRightRoughRTPScore",2016
74,73,"Cameron Tringale",47,0.052,"ApproachesRightRoughRTPScore",2016
75,77,"Harris English",51,0.053,"ApproachesRightRoughRTPScore",2016
75,52,"Rob Oppenheim",37,0.053,"ApproachesRightRoughRTPScore",2016
77,71,"Billy Horschel",45,0.055,"ApproachesRightRoughRTPScore",2016
78,119,"Patrick Reed",53,0.057,"ApproachesRightRoughRTPScore",2016
79,72,"Seung Yul Noh",54,0.058,"ApproachesRightRoughRTPScore",2016
80,84,"Kevin Streelman",46,0.06,"ApproachesRightRoughRTPScore",2016
81,80,"Shawn Stefani",45,0.061,"ApproachesRightRoughRTPScore",2016
82,78,"Steve Stricker",25,0.064,"ApproachesRightRoughRTPScore",2016
82,102,"Tim Wilkinson",40,0.064,"ApproachesRightRoughRTPScore",2016
84,65,"Thomas Aiken",42,0.065,"ApproachesRightRoughRTPScore",2016
84,73,"Whee Kim",54,0.065,"ApproachesRightRoughRTPScore",2016
84,80,"Hudson Swafford",52,0.065,"ApproachesRightRoughRTPScore",2016
87,84,"Branden Grace",31,0.067,"ApproachesRightRoughRTPScore",2016
87,84,"Andres Romero",22,0.067,"ApproachesRightRoughRTPScore",2016
87,144,"Adam Scott",39,0.067,"ApproachesRightRoughRTPScore",2016
87,92,"Justin Thomas",53,0.067,"ApproachesRightRoughRTPScore",2016
91,97,"Lucas Glover",53,0.068,"ApproachesRightRoughRTPScore",2016
91,87,"Freddie Jacobson",54,0.068,"ApproachesRightRoughRTPScore",2016
91,147,"Hideki Matsuyama",40,0.068,"ApproachesRightRoughRTPScore",2016
94,99,"Anirban Lahiri",44,0.069,"ApproachesRightRoughRTPScore",2016
95,89,"Jason Day",36,0.07,"ApproachesRightRoughRTPScore",2016
96,94,"Smylie Kaufman",57,0.074,"ApproachesRightRoughRTPScore",2016
97,95,"Zach Johnson",42,0.075,"ApproachesRightRoughRTPScore",2016
97,109,"Webb Simpson",34,0.075,"ApproachesRightRoughRTPScore",2016
99,97,"Rhein Gibson",36,0.077,"ApproachesRightRoughRTPScore",2016
100,114,"Andrew Loupe",50,0.078,"ApproachesRightRoughRTPScore",2016
100,90,"William McGirt",54,0.078,"ApproachesRightRoughRTPScore",2016
100,107,"Patrick Rodgers",49,0.078,"ApproachesRightRoughRTPScore",2016
103,114,"John Senden",48,0.08,"ApproachesRightRoughRTPScore",2016
104,102,"Brendan Steele",48,0.081,"ApproachesRightRoughRTPScore",2016
105,104,"Ricky Barnes",57,0.088,"ApproachesRightRoughRTPScore",2016
106,122,"Harold Varner III",58,0.089,"ApproachesRightRoughRTPScore",2016
107,109,"KJ Choi",47,0.091,"ApproachesRightRoughRTPScore",2016
107,109,"Andrew Landry",24,0.091,"ApproachesRightRoughRTPScore",2016
109,117,"Derek Fathauer",58,0.092,"ApproachesRightRoughRTPScore",2016
110,113,"Brian Harman",60,0.093,"ApproachesRightRoughRTPScore",2016
111,130,"George McNeill",33,0.094,"ApproachesRightRoughRTPScore",2016
112,114,"DJ Trahan",23,0.095,"ApproachesRightRoughRTPScore",2016
113,117,"Stewart Cink",45,0.1,"ApproachesRightRoughRTPScore",2016
113,90,"Jamie Donaldson",28,0.1,"ApproachesRightRoughRTPScore",2016
115,132,"Carlos Ortiz",47,0.101,"ApproachesRightRoughRTPScore",2016
116,78,"Scott Pinckney",53,0.103,"ApproachesRightRoughRTPScore",2016
117,122,"Scott Stallings",46,0.104,"ApproachesRightRoughRTPScore",2016
117,112,"Nick Taylor",57,0.104,"ApproachesRightRoughRTPScore",2016
119,120,"Mark Hubbard",73,0.107,"ApproachesRightRoughRTPScore",2016
119,73,"DH Lee",35,0.107,"ApproachesRightRoughRTPScore",2016
121,105,"Kevin Kisner",49,0.111,"ApproachesRightRoughRTPScore",2016
121,132,"Mark Wilson",42,0.111,"ApproachesRightRoughRTPScore",2016
123,121,"Tyler Aldridge",53,0.113,"ApproachesRightRoughRTPScore",2016
123,124,"Troy Merritt",41,0.113,"ApproachesRightRoughRTPScore",2016
123,138,"Cameron Smith",45,0.113,"ApproachesRightRoughRTPScore",2016
126,127,"Daniel Berger",52,0.119,"ApproachesRightRoughRTPScore",2016
126,127,"Pat Perez",28,0.119,"ApproachesRightRoughRTPScore",2016
128,130,"Russell Henley",42,0.121,"ApproachesRightRoughRTPScore",2016
129,129,"Brett Stegmaier",57,0.122,"ApproachesRightRoughRTPScore",2016
130,141,"Scott Langley",41,0.123,"ApproachesRightRoughRTPScore",2016
131,132,"Keegan Bradley",40,0.125,"ApproachesRightRoughRTPScore",2016
131,107,"Danny Lee",53,0.125,"ApproachesRightRoughRTPScore",2016
131,143,"Ryan Moore",40,0.125,"ApproachesRightRoughRTPScore",2016
131,132,"Daniel Summerhays",55,0.125,"ApproachesRightRoughRTPScore",2016
135,149,"David Lingmerth",54,0.127,"ApproachesRightRoughRTPScore",2016
135,126,"Ben Martin",48,0.127,"ApproachesRightRoughRTPScore",2016
135,180,"Robert Streb",51,0.127,"ApproachesRightRoughRTPScore",2016
138,152,"Jeff Overton",51,0.129,"ApproachesRightRoughRTPScore",2016
139,101,"JB Holmes",39,0.13,"ApproachesRightRoughRTPScore",2016
140,149,"Bill Haas",42,0.132,"ApproachesRightRoughRTPScore",2016
141,142,"Tyrone Van Aswegen",67,0.134,"ApproachesRightRoughRTPScore",2016
142,154,"Erik Compton",45,0.138,"ApproachesRightRoughRTPScore",2016
143,106,"Alex Cejka",47,0.14,"ApproachesRightRoughRTPScore",2016
144,151,"Scott Brown",59,0.141,"ApproachesRightRoughRTPScore",2016
145,70,"David Toms",38,0.143,"ApproachesRightRoughRTPScore",2016
146,138,"Greg Owen",56,0.146,"ApproachesRightRoughRTPScore",2016
147,200,"James Hahn",45,0.147,"ApproachesRightRoughRTPScore",2016
147,124,"Sung Kang",51,0.147,"ApproachesRightRoughRTPScore",2016
147,132,"Spencer Levin",62,0.147,"ApproachesRightRoughRTPScore",2016
150,144,"Adam Hadwin",53,0.151,"ApproachesRightRoughRTPScore",2016
151,159,"Will Ma Kenzie",54,0.155,"ApproachesRightRoughRTPScore",2016
152,159,"Brendon de Jonge",55,0.158,"ApproachesRightRoughRTPScore",2016
153,168,"Byeong Hun An",23,0.16,"ApproachesRightRoughRTPScore",2016
153,166,"Derek Ernst",36,0.16,"ApproachesRightRoughRTPScore",2016
153,132,"Kelly Kraft",35,0.16,"ApproachesRightRoughRTPScore",2016
156,153,"Chad Campbell",54,0.161,"ApproachesRightRoughRTPScore",2016
157,170,"Si Woo Kim",63,0.162,"ApproachesRightRoughRTPScore",2016
157,140,"Steve Marino",40,0.162,"ApproachesRightRoughRTPScore",2016
159,147,"Emiliano Grillo",47,0.163,"ApproachesRightRoughRTPScore",2016
159,158,"Russell Knox",48,0.163,"ApproachesRightRoughRTPScore",2016
161,155,"Michael Kim",62,0.169,"ApproachesRightRoughRTPScore",2016
162,167,"Brian Gay",22,0.172,"ApproachesRightRoughRTPScore",2016
162,174,"Kyle Reifers",63,0.172,"ApproachesRightRoughRTPScore",2016
164,190,"Matt Every",34,0.174,"ApproachesRightRoughRTPScore",2016
165,168,"Billy Hurley III",22,0.176,"ApproachesRightRoughRTPScore",2016
166,146,"Geoff Ogilvy",37,0.177,"ApproachesRightRoughRTPScore",2016
167,172,"David Hearn",55,0.179,"ApproachesRightRoughRTPScore",2016
168,163,"Stuart Appleby",39,0.181,"ApproachesRightRoughRTPScore",2016
169,163,"Chad Collins",45,0.182,"ApproachesRightRoughRTPScore",2016
169,171,"Bernd Wiesberger",23,0.182,"ApproachesRightRoughRTPScore",2016
171,185,"Retief Goosen",37,0.183,"ApproachesRightRoughRTPScore",2016
172,172,"Dicky Pride",33,0.184,"ApproachesRightRoughRTPScore",2016
173,183,"Boo Weekley",53,0.186,"ApproachesRightRoughRTPScore",2016
174,175,"Ken Duke",26,0.188,"ApproachesRightRoughRTPScore",2016
174,175,"Graeme McDowell",33,0.188,"ApproachesRightRoughRTPScore",2016
176,157,"Shane Lowry",35,0.189,"ApproachesRightRoughRTPScore",2016
176,177,"Bryce Molder",50,0.189,"ApproachesRightRoughRTPScore",2016
178,178,"Scott Piercy",45,0.193,"ApproachesRightRoughRTPScore",2016
178,163,"Kyle Stanley",57,0.193,"ApproachesRightRoughRTPScore",2016
180,162,"Hunter Mahan",43,0.194,"ApproachesRightRoughRTPScore",2016
181,155,"Angel Cabrera",42,0.195,"ApproachesRightRoughRTPScore",2016
182,180,"Steven Bowditch",40,0.196,"ApproachesRightRoughRTPScore",2016
183,159,"Jim Herman",55,0.197,"ApproachesRightRoughRTPScore",2016
184,183,"Carl Pettersson",31,0.2,"ApproachesRightRoughRTPScore",2016
185,187,"Will Wilcox",47,0.205,"ApproachesRightRoughRTPScore",2016
186,188,"Brendon Todd",43,0.208,"ApproachesRightRoughRTPScore",2016
186,194,"Camilo Villegas",50,0.208,"ApproachesRightRoughRTPScore",2016
188,189,"Ollie Schniederjans",23,0.21,"ApproachesRightRoughRTPScore",2016
189,190,"Lucas Lee",22,0.214,"ApproachesRightRoughRTPScore",2016
190,192,"Luke Guthrie",31,0.22,"ApproachesRightRoughRTPScore",2016
191,180,"Robert Garrigus",34,0.222,"ApproachesRightRoughRTPScore",2016
191,186,"Dawie van der Walt",48,0.222,"ApproachesRightRoughRTPScore",2016
193,179,"Ian Poulter",37,0.225,"ApproachesRightRoughRTPScore",2016
194,195,"Zac Blair",56,0.232,"ApproachesRightRoughRTPScore",2016
195,199,"Michael Thompson",46,0.233,"ApproachesRightRoughRTPScore",2016
196,196,"Rory Sabbatini",40,0.244,"ApproachesRightRoughRTPScore",2016
197,193,"Ernie Els",34,0.247,"ApproachesRightRoughRTPScore",2016
198,197,"Abraham Ancer",26,0.25,"ApproachesRightRoughRTPScore",2016
198,197,"Jon Curran",55,0.25,"ApproachesRightRoughRTPScore",2016
200,201,"Andres Gonzales",46,0.291,"ApproachesRightRoughRTPScore",2016
201,203,"Blayne Barber",44,0.34,"ApproachesRightRoughRTPScore",2016
202,205,"Robert Allenby",35,0.35,"ApproachesRightRoughRTPScore",2016
203,202,"JJ Henry",44,0.354,"ApproachesRightRoughRTPScore",2016
204,206,"Chesson Hadley",51,0.362,"ApproachesRightRoughRTPScore",2016
205,204,"Darron Stiles",28,0.368,"ApproachesRightRoughRTPScore",2016
206,207,"Sergio Garcia",28,0.429,"ApproachesRightRoughRTPScore",2016
206,208,"Justin Hicks",26,0.429,"ApproachesRightRoughRTPScore",2016
