"PuttsperRoundRound3_RANKTHISWEEK_2016","PuttsperRoundRound3_RANKLASTWEEK_2016","PuttsperRoundRound3_PLAYERNAME_2016","PuttsperRoundRound3__2016","PuttsperRoundRound3_AVG_2016","PuttsperRoundRound3_TOTALPUTTS_2016","PuttsperRoundRound3_TOTALROUNDS_2016","stat_name","year"
1,1,"Abraham Ancer",NA,25,75,3,"PuttsperRoundRound3",2016
2,3,"Miguel Angel Carballo",NA,25.33,76,3,"PuttsperRoundRound3",2016
3,4,"Lucas Lee",NA,25.75,103,4,"PuttsperRoundRound3",2016
4,2,"Phil Mickelson",NA,25.86,181,7,"PuttsperRoundRound3",2016
5,5,"Brian Gay",NA,26.5,106,4,"PuttsperRoundRound3",2016
6,6,"Jason Day",NA,26.71,187,7,"PuttsperRoundRound3",2016
7,7,"Aaron Baddeley",NA,26.91,296,11,"PuttsperRoundRound3",2016
8,13,"Erik Compton",NA,27.11,244,9,"PuttsperRoundRound3",2016
8,9,"Marc Leishman",NA,27.11,244,9,"PuttsperRoundRound3",2016
10,10,"Russell Henley",NA,27.13,217,8,"PuttsperRoundRound3",2016
11,12,"Jordan Spieth",NA,27.14,190,7,"PuttsperRoundRound3",2016
12,15,"John Huh",NA,27.3,273,10,"PuttsperRoundRound3",2016
13,16,"Steve Stricker",NA,27.33,164,6,"PuttsperRoundRound3",2016
13,10,"David Toms",NA,27.33,246,9,"PuttsperRoundRound3",2016
15,17,"Jonas Blixt",NA,27.38,219,8,"PuttsperRoundRound3",2016
15,17,"Ben Crane",NA,27.38,219,8,"PuttsperRoundRound3",2016
15,17,"Padraig Harrington",NA,27.38,219,8,"PuttsperRoundRound3",2016
18,20,"Hiroshi Iwata",NA,27.56,248,9,"PuttsperRoundRound3",2016
19,21,"Luke Guthrie",NA,27.6,138,5,"PuttsperRoundRound3",2016
20,8,"Ernie Els",NA,27.71,194,7,"PuttsperRoundRound3",2016
21,23,"Charley Hoffman",NA,27.73,305,11,"PuttsperRoundRound3",2016
22,25,"Byeong Hun An",NA,27.75,111,4,"PuttsperRoundRound3",2016
23,22,"Sean OHair",NA,27.78,250,9,"PuttsperRoundRound3",2016
23,26,"Jimmy Walker",NA,27.78,250,9,"PuttsperRoundRound3",2016
25,27,"Jamie Lovemark",NA,27.83,334,12,"PuttsperRoundRound3",2016
26,30,"Nick Taylor",NA,27.92,363,13,"PuttsperRoundRound3",2016
26,23,"Steve Wheatcroft",NA,27.92,335,12,"PuttsperRoundRound3",2016
28,27,"Patton Kizzire",NA,28,336,12,"PuttsperRoundRound3",2016
28,29,"Anirban Lahiri",NA,28,252,9,"PuttsperRoundRound3",2016
28,31,"Pat Perez",NA,28,112,4,"PuttsperRoundRound3",2016
28,46,"Tim Wilkinson",NA,28,280,10,"PuttsperRoundRound3",2016
32,33,"Kevin Kisner",NA,28.1,281,10,"PuttsperRoundRound3",2016
33,13,"Rob Oppenheim",NA,28.11,253,9,"PuttsperRoundRound3",2016
34,35,"Shane Bertsch",NA,28.14,197,7,"PuttsperRoundRound3",2016
34,35,"Brooks Koepka",NA,28.14,197,7,"PuttsperRoundRound3",2016
36,37,"Freddie Jacobson",NA,28.17,338,12,"PuttsperRoundRound3",2016
37,39,"Jon Curran",NA,28.18,310,11,"PuttsperRoundRound3",2016
38,40,"Chris Kirk",NA,28.2,282,10,"PuttsperRoundRound3",2016
38,40,"Graeme McDowell",NA,28.2,141,5,"PuttsperRoundRound3",2016
38,40,"Carl Pettersson",NA,28.2,141,5,"PuttsperRoundRound3",2016
38,40,"Andy Sullivan",NA,28.2,141,5,"PuttsperRoundRound3",2016
42,34,"JB Holmes",NA,28.22,254,9,"PuttsperRoundRound3",2016
43,47,"Derek Fathauer",NA,28.23,367,13,"PuttsperRoundRound3",2016
44,48,"Andres Gonzales",NA,28.25,226,8,"PuttsperRoundRound3",2016
44,48,"Dustin Johnson",NA,28.25,226,8,"PuttsperRoundRound3",2016
46,40,"Patrick Reed",NA,28.27,311,11,"PuttsperRoundRound3",2016
47,51,"Stuart Appleby",NA,28.29,198,7,"PuttsperRoundRound3",2016
47,81,"Scott Stallings",NA,28.29,198,7,"PuttsperRoundRound3",2016
49,52,"Bryce Molder",NA,28.3,283,10,"PuttsperRoundRound3",2016
49,53,"Cameron Tringale",NA,28.3,283,10,"PuttsperRoundRound3",2016
51,71,"Brian Harman",NA,28.33,340,12,"PuttsperRoundRound3",2016
51,53,"Smylie Kaufman",NA,28.33,340,12,"PuttsperRoundRound3",2016
51,53,"Peter Malnati",NA,28.33,255,9,"PuttsperRoundRound3",2016
51,53,"Sam Saunders",NA,28.33,170,6,"PuttsperRoundRound3",2016
51,53,"Brandt Snedeker",NA,28.33,255,9,"PuttsperRoundRound3",2016
51,53,"Will Wilcox",NA,28.33,255,9,"PuttsperRoundRound3",2016
57,97,"Martin Piller",NA,28.38,227,8,"PuttsperRoundRound3",2016
57,74,"Dawie van der Walt",NA,28.38,227,8,"PuttsperRoundRound3",2016
59,63,"Tony Finau",NA,28.4,284,10,"PuttsperRoundRound3",2016
59,61,"Matt Kuchar",NA,28.4,284,10,"PuttsperRoundRound3",2016
61,65,"Sung Kang",NA,28.45,313,11,"PuttsperRoundRound3",2016
