"DrivingAccuracyPercentage_RANKTHISWEEK_2014","DrivingAccuracyPercentage_RANKLASTWEEK_2014","DrivingAccuracyPercentage_PLAYERNAME_2014","DrivingAccuracyPercentage_ROUNDS_2014","DrivingAccuracyPercentage_Pct_2014","DrivingAccuracyPercentage_FAIRWAYSHIT_2014","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2014","stat_name","year"
1,1,"David Toms",64,75.49,653,865,"DrivingAccuracyPercentage",2014
2,2,"Tim Clark",75,74.02,775,1047,"DrivingAccuracyPercentage",2014
3,3,"Justin Hicks",103,73.46,1013,1379,"DrivingAccuracyPercentage",2014
4,4,"Jim Furyk",84,73.18,816,1115,"DrivingAccuracyPercentage",2014
5,5,"Heath Slocum",71,72.41,698,964,"DrivingAccuracyPercentage",2014
6,6,"Zach Johnson",97,70.51,949,1346,"DrivingAccuracyPercentage",2014
7,7,"Billy Hurley III",86,70.44,846,1201,"DrivingAccuracyPercentage",2014
8,8,"Ken Duke",80,70.18,765,1090,"DrivingAccuracyPercentage",2014
9,9,"Ryan Moore",86,69.92,825,1180,"DrivingAccuracyPercentage",2014
10,10,"Boo Weekley",73,69.57,702,1009,"DrivingAccuracyPercentage",2014
11,11,"Ted Potter Jr",68,69.56,658,946,"DrivingAccuracyPercentage",2014
12,12,"Graeme McDowell",66,69.2,600,867,"DrivingAccuracyPercentage",2014
13,13,"Jeff Maggert",54,68.83,519,754,"DrivingAccuracyPercentage",2014
14,14,"Henrik Stenson",56,68.78,520,756,"DrivingAccuracyPercentage",2014
15,15,"John Merrick",87,68.62,796,1160,"DrivingAccuracyPercentage",2014
16,16,"Kevin Streelman",79,68.04,743,1092,"DrivingAccuracyPercentage",2014
17,17,"Brendon de Jonge",109,67.87,1033,1522,"DrivingAccuracyPercentage",2014
18,18,"Russell Knox",92,67.6,866,1281,"DrivingAccuracyPercentage",2014
19,19,"David Hearn",97,67.48,913,1353,"DrivingAccuracyPercentage",2014
20,20,"Matt Kuchar",91,67.37,830,1232,"DrivingAccuracyPercentage",2014
21,21,"Brian Davis",93,67.23,872,1297,"DrivingAccuracyPercentage",2014
22,22,"Nicholas Thompson",85,67.08,756,1127,"DrivingAccuracyPercentage",2014
23,23,"Billy Horschel",92,67.04,846,1262,"DrivingAccuracyPercentage",2014
24,24,"Mark Wilson",69,67,607,906,"DrivingAccuracyPercentage",2014
25,25,"John Huh",87,66.87,775,1159,"DrivingAccuracyPercentage",2014
26,26,"Scott Brown",100,66.55,931,1399,"DrivingAccuracyPercentage",2014
27,27,"Jerry Kelly",80,66.49,740,1113,"DrivingAccuracyPercentage",2014
28,28,"DH Lee",54,66.47,462,695,"DrivingAccuracyPercentage",2014
29,29,"Ben Crane",81,66.4,749,1128,"DrivingAccuracyPercentage",2014
30,30,"Daniel Summerhays",98,66.3,905,1365,"DrivingAccuracyPercentage",2014
31,31,"Brian Stuard",91,66.14,803,1214,"DrivingAccuracyPercentage",2014
31,31,"Andrew Svoboda",77,66.14,711,1075,"DrivingAccuracyPercentage",2014
33,33,"William McGirt",96,65.94,883,1339,"DrivingAccuracyPercentage",2014
34,34,"YE Yang",79,65.41,711,1087,"DrivingAccuracyPercentage",2014
35,35,"Chad Campbell",57,65.36,483,739,"DrivingAccuracyPercentage",2014
36,36,"Hunter Mahan",88,65.1,774,1189,"DrivingAccuracyPercentage",2014
37,37,"Danny Lee",84,65.05,726,1116,"DrivingAccuracyPercentage",2014
38,38,"Justin Leonard",75,65.04,679,1044,"DrivingAccuracyPercentage",2014
39,39,"Jason Bohn",81,64.95,732,1127,"DrivingAccuracyPercentage",2014
40,40,"Spencer Levin",59,64.92,533,821,"DrivingAccuracyPercentage",2014
41,41,"Kevin Chappell",100,64.9,869,1339,"DrivingAccuracyPercentage",2014
42,42,"Brendon Todd",108,64.85,976,1505,"DrivingAccuracyPercentage",2014
43,43,"Ben Curtis",77,64.8,659,1017,"DrivingAccuracyPercentage",2014
44,44,"Will Ma Kenzie",82,64.5,736,1141,"DrivingAccuracyPercentage",2014
45,45,"Derek Ernst",80,64.41,686,1065,"DrivingAccuracyPercentage",2014
46,46,"JJ Henry",91,64.39,781,1213,"DrivingAccuracyPercentage",2014
47,47,"Ben Martin",80,64.34,718,1116,"DrivingAccuracyPercentage",2014
48,48,"Kevin Na",94,64.32,842,1309,"DrivingAccuracyPercentage",2014
49,49,"Kevin Stadler",90,64.28,799,1243,"DrivingAccuracyPercentage",2014
49,49,"Hudson Swafford",75,64.28,637,991,"DrivingAccuracyPercentage",2014
51,51,"John Senden",99,64.25,886,1379,"DrivingAccuracyPercentage",2014
52,52,"KJ Choi",80,64.22,716,1115,"DrivingAccuracyPercentage",2014
53,53,"Shawn Stefani",60,64.17,539,840,"DrivingAccuracyPercentage",2014
54,54,"Lucas Glover",68,64.02,589,920,"DrivingAccuracyPercentage",2014
55,55,"John Peterson",62,64,535,836,"DrivingAccuracyPercentage",2014
56,56,"Nick Watney",80,63.97,671,1049,"DrivingAccuracyPercentage",2014
57,57,"Chris Stroud",88,63.93,787,1231,"DrivingAccuracyPercentage",2014
58,58,"Cameron Tringale",111,63.87,988,1547,"DrivingAccuracyPercentage",2014
59,59,"Jason Dufner",57,63.76,482,756,"DrivingAccuracyPercentage",2014
60,60,"Briny Baird",50,63.7,444,697,"DrivingAccuracyPercentage",2014
60,60,"Brandt Snedeker",89,63.7,774,1215,"DrivingAccuracyPercentage",2014
62,62,"Russell Henley",92,63.67,822,1291,"DrivingAccuracyPercentage",2014
63,63,"Roberto Castro",76,62.95,649,1031,"DrivingAccuracyPercentage",2014
64,64,"Bill Haas",107,62.94,924,1468,"DrivingAccuracyPercentage",2014
65,65,"Bo Van Pelt",83,62.83,727,1157,"DrivingAccuracyPercentage",2014
66,66,"Chris Kirk",105,62.78,916,1459,"DrivingAccuracyPercentage",2014
67,67,"Luke Donald",57,62.56,488,780,"DrivingAccuracyPercentage",2014
67,67,"DA Points",75,62.56,640,1023,"DrivingAccuracyPercentage",2014
69,69,"Keegan Bradley",89,62.36,767,1230,"DrivingAccuracyPercentage",2014
70,70,"Webb Simpson",87,62.24,732,1176,"DrivingAccuracyPercentage",2014
71,71,"George McNeill",79,62.22,685,1101,"DrivingAccuracyPercentage",2014
71,71,"Michael Thompson",74,62.22,644,1035,"DrivingAccuracyPercentage",2014
