"Back9Round3ScoringAverage_RANKTHISWEEK_2011","Back9Round3ScoringAverage_RANKLASTWEEK_2011","Back9Round3ScoringAverage_PLAYERNAME_2011","Back9Round3ScoringAverage__2011","Back9Round3ScoringAverage_AVG_2011","Back9Round3ScoringAverage_TOTALSTROKES_2011","Back9Round3ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Cameron Beckman",NA,33.83,406,12,"Back9Round3ScoringAverage",2011
2,2,"Kevin Streelman",NA,34.16,649,19,"Back9Round3ScoringAverage",2011
3,3,"Nick OHern",NA,34.19,547,16,"Back9Round3ScoringAverage",2011
4,4,"Webb Simpson",NA,34.26,788,23,"Back9Round3ScoringAverage",2011
5,5,"Zach Johnson",NA,34.29,583,17,"Back9Round3ScoringAverage",2011
6,6,"John Merrick",NA,34.4,516,15,"Back9Round3ScoringAverage",2011
7,7,"Briny Baird",NA,34.42,413,12,"Back9Round3ScoringAverage",2011
7,7,"JB Holmes",NA,34.42,413,12,"Back9Round3ScoringAverage",2011
7,7,"Roland Thatcher",NA,34.42,413,12,"Back9Round3ScoringAverage",2011
10,10,"Brendon de Jonge",NA,34.43,792,23,"Back9Round3ScoringAverage",2011
11,11,"Arjun Atwal",NA,34.44,620,18,"Back9Round3ScoringAverage",2011
11,11,"Martin Laird",NA,34.44,551,16,"Back9Round3ScoringAverage",2011
13,13,"Bo Van Pelt",NA,34.45,689,20,"Back9Round3ScoringAverage",2011
14,14,"Ryuji Imada",NA,34.46,448,13,"Back9Round3ScoringAverage",2011
15,15,"Freddie Jacobson",NA,34.48,724,21,"Back9Round3ScoringAverage",2011
16,16,"Stephen Ames",NA,34.5,414,12,"Back9Round3ScoringAverage",2011
16,16,"Joe Ogilvie",NA,34.5,483,14,"Back9Round3ScoringAverage",2011
18,18,"Bryce Molder",NA,34.53,518,15,"Back9Round3ScoringAverage",2011
18,18,"Steve Stricker",NA,34.53,587,17,"Back9Round3ScoringAverage",2011
20,20,"Sung Kang",NA,34.55,380,11,"Back9Round3ScoringAverage",2011
21,21,"Michael Connell",NA,34.58,415,12,"Back9Round3ScoringAverage",2011
22,22,"Dean Wilson",NA,34.6,346,10,"Back9Round3ScoringAverage",2011
23,23,"John Rollins",NA,34.63,554,16,"Back9Round3ScoringAverage",2011
23,23,"DJ Trahan",NA,34.63,554,16,"Back9Round3ScoringAverage",2011
25,25,"Boo Weekley",NA,34.64,381,11,"Back9Round3ScoringAverage",2011
26,26,"Ryan Palmer",NA,34.65,589,17,"Back9Round3ScoringAverage",2011
26,26,"Kevin Stadler",NA,34.65,589,17,"Back9Round3ScoringAverage",2011
28,28,"Spencer Levin",NA,34.68,867,25,"Back9Round3ScoringAverage",2011
29,29,"Alex Cejka",NA,34.7,347,10,"Back9Round3ScoringAverage",2011
29,29,"Harrison Frazar",NA,34.7,347,10,"Back9Round3ScoringAverage",2011
29,29,"Scott McCarron",NA,34.7,347,10,"Back9Round3ScoringAverage",2011
32,32,"Jonathan Byrd",NA,34.71,590,17,"Back9Round3ScoringAverage",2011
32,32,"Justin Rose",NA,34.71,590,17,"Back9Round3ScoringAverage",2011
34,34,"Brian Gay",NA,34.74,660,19,"Back9Round3ScoringAverage",2011
35,35,"Angel Cabrera",NA,34.75,278,8,"Back9Round3ScoringAverage",2011
36,36,"Andres Romero",NA,34.76,591,17,"Back9Round3ScoringAverage",2011
37,37,"Jim Herman",NA,34.77,452,13,"Back9Round3ScoringAverage",2011
38,38,"Chris Kirk",NA,34.81,557,16,"Back9Round3ScoringAverage",2011
39,39,"Robert Allenby",NA,34.83,627,18,"Back9Round3ScoringAverage",2011
40,40,"John Senden",NA,34.86,732,21,"Back9Round3ScoringAverage",2011
41,41,"Vijay Singh",NA,34.87,523,15,"Back9Round3ScoringAverage",2011
42,42,"Charles Howell III",NA,34.88,837,24,"Back9Round3ScoringAverage",2011
43,43,"JJ Henry",NA,34.9,698,20,"Back9Round3ScoringAverage",2011
43,43,"Kyle Stanley",NA,34.9,733,21,"Back9Round3ScoringAverage",2011
45,45,"Brian Davis",NA,34.91,803,23,"Back9Round3ScoringAverage",2011
46,46,"Woody Austin",NA,34.92,419,12,"Back9Round3ScoringAverage",2011
46,46,"Davis Love III",NA,34.92,454,13,"Back9Round3ScoringAverage",2011
46,46,"Sean OHair",NA,34.92,419,12,"Back9Round3ScoringAverage",2011
49,49,"Pat Perez",NA,34.93,524,15,"Back9Round3ScoringAverage",2011
49,49,"Paul Stankowski",NA,34.93,524,15,"Back9Round3ScoringAverage",2011
51,51,"Nick Watney",NA,34.94,629,18,"Back9Round3ScoringAverage",2011
52,52,"Matt Kuchar",NA,34.95,734,21,"Back9Round3ScoringAverage",2011
53,53,"Blake Adams",NA,35,840,24,"Back9Round3ScoringAverage",2011
53,53,"Luke Donald",NA,35,560,16,"Back9Round3ScoringAverage",2011
53,53,"Tommy Gainey",NA,35,630,18,"Back9Round3ScoringAverage",2011
53,53,"Marc Leishman",NA,35,595,17,"Back9Round3ScoringAverage",2011
53,53,"Chez Reavie",NA,35,700,20,"Back9Round3ScoringAverage",2011
58,58,"Dustin Johnson",NA,35.06,561,16,"Back9Round3ScoringAverage",2011
58,58,"George McNeill",NA,35.06,561,16,"Back9Round3ScoringAverage",2011
58,58,"Brandt Snedeker",NA,35.06,631,18,"Back9Round3ScoringAverage",2011
58,58,"David Toms",NA,35.06,596,17,"Back9Round3ScoringAverage",2011
62,62,"Rod Pampling",NA,35.07,526,15,"Back9Round3ScoringAverage",2011
63,63,"Shane Bertsch",NA,35.09,386,11,"Back9Round3ScoringAverage",2011
63,63,"Joe Durant",NA,35.09,386,11,"Back9Round3ScoringAverage",2011
63,63,"Jim Renner",NA,35.09,386,11,"Back9Round3ScoringAverage",2011
66,66,"Andres Gonzales",NA,35.1,351,10,"Back9Round3ScoringAverage",2011
67,67,"Matt McQuillan",NA,35.11,316,9,"Back9Round3ScoringAverage",2011
67,67,"Phil Mickelson",NA,35.11,667,19,"Back9Round3ScoringAverage",2011
69,69,"Jason Day",NA,35.12,597,17,"Back9Round3ScoringAverage",2011
70,70,"Steve Marino",NA,35.13,527,15,"Back9Round3ScoringAverage",2011
70,70,"Cameron Tringale",NA,35.13,843,24,"Back9Round3ScoringAverage",2011
72,72,"Kevin Chappell",NA,35.15,457,13,"Back9Round3ScoringAverage",2011
72,72,"Zack Miller",NA,35.15,457,13,"Back9Round3ScoringAverage",2011
74,74,"Ben Martin",NA,35.17,422,12,"Back9Round3ScoringAverage",2011
75,75,"Jerry Kelly",NA,35.18,598,17,"Back9Round3ScoringAverage",2011
75,75,"Kevin Kisner",NA,35.18,387,11,"Back9Round3ScoringAverage",2011
75,75,"Charlie Wi",NA,35.18,598,17,"Back9Round3ScoringAverage",2011
78,78,"Johnson Wagner",NA,35.19,563,16,"Back9Round3ScoringAverage",2011
78,78,"Jimmy Walker",NA,35.19,563,16,"Back9Round3ScoringAverage",2011
80,80,"David Hearn",NA,35.21,669,19,"Back9Round3ScoringAverage",2011
80,80,"Charl Schwartzel",NA,35.21,493,14,"Back9Round3ScoringAverage",2011
82,82,"Michael Bradley",NA,35.23,458,13,"Back9Round3ScoringAverage",2011
82,82,"Bobby Gates",NA,35.23,458,13,"Back9Round3ScoringAverage",2011
82,82,"Brandt Jobe",NA,35.23,775,22,"Back9Round3ScoringAverage",2011
82,82,"Colt Knost",NA,35.23,458,13,"Back9Round3ScoringAverage",2011
86,86,"Aaron Baddeley",NA,35.24,599,17,"Back9Round3ScoringAverage",2011
87,87,"Steve Elkington",NA,35.25,282,8,"Back9Round3ScoringAverage",2011
87,87,"Bill Lunde",NA,35.25,705,20,"Back9Round3ScoringAverage",2011
89,89,"Steven Bowditch",NA,35.27,529,15,"Back9Round3ScoringAverage",2011
89,89,"DJ Brigman",NA,35.27,388,11,"Back9Round3ScoringAverage",2011
89,89,"Tim Herron",NA,35.27,529,15,"Back9Round3ScoringAverage",2011
92,92,"Trevor Immelman",NA,35.28,635,18,"Back9Round3ScoringAverage",2011
93,93,"Greg Chalmers",NA,35.29,600,17,"Back9Round3ScoringAverage",2011
93,93,"KJ Choi",NA,35.29,600,17,"Back9Round3ScoringAverage",2011
95,95,"Bill Haas",NA,35.33,742,21,"Back9Round3ScoringAverage",2011
95,95,"Graeme McDowell",NA,35.33,318,9,"Back9Round3ScoringAverage",2011
95,95,"Alex Prugh",NA,35.33,424,12,"Back9Round3ScoringAverage",2011
98,98,"Jason Dufner",NA,35.38,566,16,"Back9Round3ScoringAverage",2011
98,98,"Charley Hoffman",NA,35.38,743,21,"Back9Round3ScoringAverage",2011
100,100,"Scott Stallings",NA,35.4,531,15,"Back9Round3ScoringAverage",2011
101,101,"Lee Janzen",NA,35.42,425,12,"Back9Round3ScoringAverage",2011
102,102,"Kent Jones",NA,35.43,496,14,"Back9Round3ScoringAverage",2011
102,102,"Carl Pettersson",NA,35.43,744,21,"Back9Round3ScoringAverage",2011
104,104,"Chris Couch",NA,35.44,567,16,"Back9Round3ScoringAverage",2011
104,104,"Rickie Fowler",NA,35.44,638,18,"Back9Round3ScoringAverage",2011
104,104,"Kevin Na",NA,35.44,567,16,"Back9Round3ScoringAverage",2011
104,104,"Brendan Steele",NA,35.44,638,18,"Back9Round3ScoringAverage",2011
108,108,"Billy Horschel",NA,35.46,461,13,"Back9Round3ScoringAverage",2011
108,108,"Jarrod Lyle",NA,35.46,461,13,"Back9Round3ScoringAverage",2011
108,108,"Michael Putnam",NA,35.46,461,13,"Back9Round3ScoringAverage",2011
108,108,"Chris Riley",NA,35.46,461,13,"Back9Round3ScoringAverage",2011
108,108,"Adam Scott",NA,35.46,461,13,"Back9Round3ScoringAverage",2011
113,113,"Kris Blanks",NA,35.47,603,17,"Back9Round3ScoringAverage",2011
113,113,"Keegan Bradley",NA,35.47,603,17,"Back9Round3ScoringAverage",2011
113,113,"Vaughn Taylor",NA,35.47,603,17,"Back9Round3ScoringAverage",2011
116,116,"Matt Jones",NA,35.5,355,10,"Back9Round3ScoringAverage",2011
117,117,"Chad Campbell",NA,35.52,746,21,"Back9Round3ScoringAverage",2011
117,117,"Hunter Mahan",NA,35.52,746,21,"Back9Round3ScoringAverage",2011
119,119,"Ben Crane",NA,35.53,533,15,"Back9Round3ScoringAverage",2011
119,119,"Sergio Garcia",NA,35.53,533,15,"Back9Round3ScoringAverage",2011
119,119,"Justin Leonard",NA,35.53,533,15,"Back9Round3ScoringAverage",2011
119,119,"Heath Slocum",NA,35.53,604,17,"Back9Round3ScoringAverage",2011
119,119,"Chris Stroud",NA,35.53,604,17,"Back9Round3ScoringAverage",2011
119,119,"Jhonattan Vegas",NA,35.53,604,17,"Back9Round3ScoringAverage",2011
119,119,"Mark Wilson",NA,35.53,675,19,"Back9Round3ScoringAverage",2011
126,126,"Gary Woodland",NA,35.55,782,22,"Back9Round3ScoringAverage",2011
127,127,"David Duval",NA,35.56,320,9,"Back9Round3ScoringAverage",2011
127,127,"Nate Smith",NA,35.56,320,9,"Back9Round3ScoringAverage",2011
129,129,"Geoff Ogilvy",NA,35.57,498,14,"Back9Round3ScoringAverage",2011
129,129,"Will Strickler",NA,35.57,249,7,"Back9Round3ScoringAverage",2011
131,131,"Camilo Villegas",NA,35.58,427,12,"Back9Round3ScoringAverage",2011
132,132,"Ben Curtis",NA,35.6,356,10,"Back9Round3ScoringAverage",2011
132,132,"Richard Johnson",NA,35.6,356,10,"Back9Round3ScoringAverage",2011
132,132,"Michael Thompson",NA,35.6,534,15,"Back9Round3ScoringAverage",2011
135,135,"Bubba Watson",NA,35.63,677,19,"Back9Round3ScoringAverage",2011
136,136,"Joseph Bramlett",NA,35.67,428,12,"Back9Round3ScoringAverage",2011
136,136,"Tom Gillis",NA,35.67,321,9,"Back9Round3ScoringAverage",2011
136,136,"Troy Matteson",NA,35.67,642,18,"Back9Round3ScoringAverage",2011
136,136,"Billy Mayfair",NA,35.67,642,18,"Back9Round3ScoringAverage",2011
140,140,"Ricky Barnes",NA,35.69,571,16,"Back9Round3ScoringAverage",2011
140,140,"YE Yang",NA,35.69,464,13,"Back9Round3ScoringAverage",2011
142,142,"Retief Goosen",NA,35.73,393,11,"Back9Round3ScoringAverage",2011
143,143,"Anthony Kim",NA,35.75,429,12,"Back9Round3ScoringAverage",2011
144,144,"Robert Garrigus",NA,35.76,608,17,"Back9Round3ScoringAverage",2011
145,145,"Robert Karlsson",NA,35.77,465,13,"Back9Round3ScoringAverage",2011
146,146,"DA Points",NA,35.78,644,18,"Back9Round3ScoringAverage",2011
147,147,"Nathan Green",NA,35.8,537,15,"Back9Round3ScoringAverage",2011
148,148,"Scott Piercy",NA,35.82,609,17,"Back9Round3ScoringAverage",2011
148,148,"Ian Poulter",NA,35.82,394,11,"Back9Round3ScoringAverage",2011
150,150,"Jim Furyk",NA,35.84,681,19,"Back9Round3ScoringAverage",2011
151,151,"Chris DiMarco",NA,35.88,610,17,"Back9Round3ScoringAverage",2011
151,151,"David Mathis",NA,35.88,610,17,"Back9Round3ScoringAverage",2011
153,153,"Rory Sabbatini",NA,35.89,682,19,"Back9Round3ScoringAverage",2011
154,154,"William McGirt",NA,35.9,718,20,"Back9Round3ScoringAverage",2011
155,155,"Alexandre Rocha",NA,35.91,395,11,"Back9Round3ScoringAverage",2011
156,156,"Scott Gutschewski",NA,35.92,431,12,"Back9Round3ScoringAverage",2011
156,156,"Padraig Harrington",NA,35.92,467,13,"Back9Round3ScoringAverage",2011
158,158,"Stewart Cink",NA,35.93,503,14,"Back9Round3ScoringAverage",2011
159,159,"Ryan Moore",NA,35.94,611,17,"Back9Round3ScoringAverage",2011
160,160,"James Driscoll",NA,36,432,12,"Back9Round3ScoringAverage",2011
160,160,"Ernie Els",NA,36,540,15,"Back9Round3ScoringAverage",2011
160,160,"Fabian Gomez",NA,36,576,16,"Back9Round3ScoringAverage",2011
160,160,"Paul Goydos",NA,36,612,17,"Back9Round3ScoringAverage",2011
160,160,"Derek Lamely",NA,36,252,7,"Back9Round3ScoringAverage",2011
160,160,"Rocco Mediate",NA,36,252,7,"Back9Round3ScoringAverage",2011
160,160,"Aron Price",NA,36,432,12,"Back9Round3ScoringAverage",2011
167,167,"Troy Merritt",NA,36.11,325,9,"Back9Round3ScoringAverage",2011
168,168,"Tim Petrovic",NA,36.13,578,16,"Back9Round3ScoringAverage",2011
168,168,"Daniel Summerhays",NA,36.13,289,8,"Back9Round3ScoringAverage",2011
170,170,"Garrett Willis",NA,36.17,434,12,"Back9Round3ScoringAverage",2011
