"TenthTeeLateRound5ScoringAverage_RANKTHISWEEK_2006","TenthTeeLateRound5ScoringAverage_RANKLASTWEEK_2006","TenthTeeLateRound5ScoringAverage_PLAYERNAME_2006","TenthTeeLateRound5ScoringAverage__2006","TenthTeeLateRound5ScoringAverage_AVG_2006","TenthTeeLateRound5ScoringAverage_TOTALSTROKES_2006","TenthTeeLateRound5ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Robert Garrigus",NA,66,66,1,"TenthTeeLateRound5ScoringAverage",2006
2,2,"Fred Couples",NA,67,67,1,"TenthTeeLateRound5ScoringAverage",2006
3,3,"Daniel Chopra",NA,68,68,1,"TenthTeeLateRound5ScoringAverage",2006
3,3,"Carl Pettersson",NA,68,68,1,"TenthTeeLateRound5ScoringAverage",2006
5,5,"Fred Funk",NA,69,69,1,"TenthTeeLateRound5ScoringAverage",2006
5,5,"Ryuji Imada",NA,69,69,1,"TenthTeeLateRound5ScoringAverage",2006
5,5,"Tag Ridings",NA,69,69,1,"TenthTeeLateRound5ScoringAverage",2006
8,8,"Shaun Micheel",NA,70,70,1,"TenthTeeLateRound5ScoringAverage",2006
9,9,"Jeff Brehaut",NA,71,71,1,"TenthTeeLateRound5ScoringAverage",2006
9,9,"David Duval",NA,71,71,1,"TenthTeeLateRound5ScoringAverage",2006
9,9,"Jerry Kelly",NA,71,71,1,"TenthTeeLateRound5ScoringAverage",2006
12,12,"Brian Davis",NA,72,72,1,"TenthTeeLateRound5ScoringAverage",2006
12,12,"Jeff Sluman",NA,72,72,1,"TenthTeeLateRound5ScoringAverage",2006
14,14,"Craig Barlow",NA,77,77,1,"TenthTeeLateRound5ScoringAverage",2006
14,14,"Mark OMeara",NA,77,77,1,"TenthTeeLateRound5ScoringAverage",2006
16,16,"Woody Austin",NA,78,78,1,"TenthTeeLateRound5ScoringAverage",2006
