"Last15EventsAccuracy_RANKTHISWEEK_2007","Last15EventsAccuracy_RANKLASTWEEK_2007","Last15EventsAccuracy_PLAYERNAME_2007","Last15EventsAccuracy_EVENTS_2007","Last15EventsAccuracy_RATING_2007","stat_name","year"
78,79,"Craig Bowden",8,7.1,"Last15EventsAccuracy",2007
78,79,"Olin Browne",6,7.1,"Last15EventsAccuracy",2007
78,79,"Chad Campbell",9,7.1,"Last15EventsAccuracy",2007
78,79,"Alex Cejka",12,7.1,"Last15EventsAccuracy",2007
78,79,"Brian Davis",14,7.1,"Last15EventsAccuracy",2007
78,98,"Luke Donald",8,7.1,"Last15EventsAccuracy",2007
78,79,"Bob Estes",9,7.1,"Last15EventsAccuracy",2007
78,79,"Steve Flesch",11,7.1,"Last15EventsAccuracy",2007
78,79,"Lucas Glover",10,7.1,"Last15EventsAccuracy",2007
78,79,"Peter Lonard",6,7.1,"Last15EventsAccuracy",2007
78,79,"John Merrick",8,7.1,"Last15EventsAccuracy",2007
78,79,"Greg Owen",8,7.1,"Last15EventsAccuracy",2007
78,79,"Carl Pettersson",11,7.1,"Last15EventsAccuracy",2007
78,79,"Brandt Snedeker",11,7.1,"Last15EventsAccuracy",2007
78,79,"Kirk Triplett",7,7.1,"Last15EventsAccuracy",2007
78,79,"Camilo Villegas",9,7.1,"Last15EventsAccuracy",2007
78,79,"Charles Warren",12,7.1,"Last15EventsAccuracy",2007
78,98,"Brett Wetterich",6,7.1,"Last15EventsAccuracy",2007
78,79,"Garrett Willis",6,7.1,"Last15EventsAccuracy",2007
78,79,"Dean Wilson",9,7.1,"Last15EventsAccuracy",2007
99,98,"Briny Baird",14,7,"Last15EventsAccuracy",2007
99,98,"Ryan Blaum",1,7,"Last15EventsAccuracy",2007
99,98,"DJ Brigman",6,7,"Last15EventsAccuracy",2007
99,45,"Paul Casey",4,7,"Last15EventsAccuracy",2007
99,98,"Jose Coceres",7,7,"Last15EventsAccuracy",2007
99,98,"Steve Elkington",10,7,"Last15EventsAccuracy",2007
99,98,"Dan Forsman",4,7,"Last15EventsAccuracy",2007
99,98,"Thongchai Jaidee",2,7,"Last15EventsAccuracy",2007
99,98,"Colt Knost",3,7,"Last15EventsAccuracy",2007
99,98,"Jeff Maggert",9,7,"Last15EventsAccuracy",2007
99,98,"Ryan Palmer",8,7,"Last15EventsAccuracy",2007
99,98,"Loren Roberts",3,7,"Last15EventsAccuracy",2007
99,98,"Justin Rose",8,7,"Last15EventsAccuracy",2007
99,98,"Bo Van Pelt",10,7,"Last15EventsAccuracy",2007
99,98,"Duffy Waldorf",6,7,"Last15EventsAccuracy",2007
99,98,"Mike Weir",9,7,"Last15EventsAccuracy",2007
99,98,"Lee Westwood",3,7,"Last15EventsAccuracy",2007
116,116,"Rich Beem",9,6.9,"Last15EventsAccuracy",2007
116,116,"Brendon de Jonge",9,6.9,"Last15EventsAccuracy",2007
116,116,"Paul Goydos",8,6.9,"Last15EventsAccuracy",2007
116,116,"David Hearn",1,6.9,"Last15EventsAccuracy",2007
116,116,"Lee Janzen",3,6.9,"Last15EventsAccuracy",2007
116,116,"Matt Kuchar",9,6.9,"Last15EventsAccuracy",2007
116,116,"Davis Love III",6,6.9,"Last15EventsAccuracy",2007
116,116,"Jamie Lovemark",3,6.9,"Last15EventsAccuracy",2007
116,116,"Bob May",8,6.9,"Last15EventsAccuracy",2007
116,116,"Rocco Mediate",11,6.9,"Last15EventsAccuracy",2007
116,116,"Larry Mize",2,6.9,"Last15EventsAccuracy",2007
116,116,"Ryan Moore",9,6.9,"Last15EventsAccuracy",2007
116,116,"Ian Poulter",7,6.9,"Last15EventsAccuracy",2007
116,116,"John Senden",8,6.9,"Last15EventsAccuracy",2007
116,116,"Wes Short Jr",5,6.9,"Last15EventsAccuracy",2007
116,116,"Chris Smith",5,6.9,"Last15EventsAccuracy",2007
116,116,"Vaughn Taylor",9,6.9,"Last15EventsAccuracy",2007
116,116,"Vance Veazey",3,6.9,"Last15EventsAccuracy",2007
134,134,"Shane Bertsch",6,6.8,"Last15EventsAccuracy",2007
134,134,"David Branshaw",6,6.8,"Last15EventsAccuracy",2007
134,134,"Carlos Franco",5,6.8,"Last15EventsAccuracy",2007
134,134,"Sergio Garcia",12,6.8,"Last15EventsAccuracy",2007
134,134,"Jeff Gove",10,6.8,"Last15EventsAccuracy",2007
134,134,"Todd Hamilton",6,6.8,"Last15EventsAccuracy",2007
134,134,"Dudley Hart",6,6.8,"Last15EventsAccuracy",2007
134,134,"Jerry Kelly",10,6.8,"Last15EventsAccuracy",2007
134,134,"Stephen Leaney",9,6.8,"Last15EventsAccuracy",2007
134,134,"Steve Lowery",9,6.8,"Last15EventsAccuracy",2007
134,134,"Will Ma Kenzie",11,6.8,"Last15EventsAccuracy",2007
134,134,"Shigeki Maruyama",8,6.8,"Last15EventsAccuracy",2007
134,134,"Scott Miller",1,6.8,"Last15EventsAccuracy",2007
134,134,"Arron Oberholser",9,6.8,"Last15EventsAccuracy",2007
134,134,"Hennie Otto",1,6.8,"Last15EventsAccuracy",2007
134,134,"Rod Pampling",10,6.8,"Last15EventsAccuracy",2007
134,134,"Tom Pernice Jr",9,6.8,"Last15EventsAccuracy",2007
134,134,"Jeff Quinney",8,6.8,"Last15EventsAccuracy",2007
134,134,"John Rollins",9,6.8,"Last15EventsAccuracy",2007
134,134,"Johnson Wagner",7,6.8,"Last15EventsAccuracy",2007
154,156,"Andy Bare",1,6.7,"Last15EventsAccuracy",2007
154,156,"Mark Calcavecchia",8,6.7,"Last15EventsAccuracy",2007
154,156,"Kris Cox",4,6.7,"Last15EventsAccuracy",2007
154,156,"Mathew Goggin",10,6.7,"Last15EventsAccuracy",2007
154,156,"Nathan Green",10,6.7,"Last15EventsAccuracy",2007
154,134,"Padraig Harrington",8,6.7,"Last15EventsAccuracy",2007
154,156,"Matt Hendrix",5,6.7,"Last15EventsAccuracy",2007
154,156,"Mark Hensby",9,6.7,"Last15EventsAccuracy",2007
154,156,"Charley Hoffman",8,6.7,"Last15EventsAccuracy",2007
154,156,"Brandt Jobe",2,6.7,"Last15EventsAccuracy",2007
154,156,"Steve Jones",4,6.7,"Last15EventsAccuracy",2007
154,156,"Robert Karlsson",7,6.7,"Last15EventsAccuracy",2007
154,156,"Shingo Katayama",3,6.7,"Last15EventsAccuracy",2007
154,156,"Skip Kendall",1,6.7,"Last15EventsAccuracy",2007
154,156,"Neal Lancaster",6,6.7,"Last15EventsAccuracy",2007
154,156,"Ian Leggatt",2,6.7,"Last15EventsAccuracy",2007
154,156,"Thomas Levet",1,6.7,"Last15EventsAccuracy",2007
154,156,"Steve Marino",9,6.7,"Last15EventsAccuracy",2007
154,156,"Sean OHair",12,6.7,"Last15EventsAccuracy",2007
154,156,"Dicky Pride",6,6.7,"Last15EventsAccuracy",2007
154,134,"Rory Sabbatini",10,6.7,"Last15EventsAccuracy",2007
154,156,"Vijay Singh",10,6.7,"Last15EventsAccuracy",2007
154,156,"Henrik Stenson",8,6.7,"Last15EventsAccuracy",2007
154,156,"Mark Wilson",9,6.7,"Last15EventsAccuracy",2007
178,178,"Stuart Appleby",6,6.6,"Last15EventsAccuracy",2007
178,178,"Michael Boyd",6,6.6,"Last15EventsAccuracy",2007
178,178,"Chris Couch",4,6.6,"Last15EventsAccuracy",2007
178,178,"Niclas Fasth",2,6.6,"Last15EventsAccuracy",2007
178,178,"Robert Garrigus",10,6.6,"Last15EventsAccuracy",2007
178,178,"Jason Gore",11,6.6,"Last15EventsAccuracy",2007
178,178,"Tim Herron",13,6.6,"Last15EventsAccuracy",2007
178,178,"JB Holmes",8,6.6,"Last15EventsAccuracy",2007
178,178,"Richard Johnson",5,6.6,"Last15EventsAccuracy",2007
178,178,"Cliff Kresge",11,6.6,"Last15EventsAccuracy",2007
178,178,"Troy Matteson",9,6.6,"Last15EventsAccuracy",2007
178,178,"Parker McLachlin",5,6.6,"Last15EventsAccuracy",2007
178,178,"Nick OHern",8,6.6,"Last15EventsAccuracy",2007
178,178,"Joe Ogilvie",10,6.6,"Last15EventsAccuracy",2007
178,178,"Jesper Parnevik",10,6.6,"Last15EventsAccuracy",2007
178,178,"Michael Putnam",6,6.6,"Last15EventsAccuracy",2007
178,178,"Brett Quigley",7,6.6,"Last15EventsAccuracy",2007
178,178,"Michael Sim",8,6.6,"Last15EventsAccuracy",2007
178,178,"Paul Stankowski",5,6.6,"Last15EventsAccuracy",2007
178,178,"Oliver Thomson",1,6.6,"Last15EventsAccuracy",2007
198,198,"Steve Allan",10,6.5,"Last15EventsAccuracy",2007
198,198,"Aaron Baddeley",10,6.5,"Last15EventsAccuracy",2007
198,198,"Michael Bradley",4,6.5,"Last15EventsAccuracy",2007
198,198,"KJ Choi",9,6.5,"Last15EventsAccuracy",2007
198,198,"Ben Curtis",6,6.5,"Last15EventsAccuracy",2007
198,198,"Joe Daley",1,6.5,"Last15EventsAccuracy",2007
198,198,"Retief Goosen",8,6.5,"Last15EventsAccuracy",2007
198,198,"Bill Haas",9,6.5,"Last15EventsAccuracy",2007
198,198,"JL Lewis",4,6.5,"Last15EventsAccuracy",2007
198,198,"Frank Lickliter II",10,6.5,"Last15EventsAccuracy",2007
198,198,"Jarrod Lyle",9,6.5,"Last15EventsAccuracy",2007
198,198,"Daisuke Maruyama",9,6.5,"Last15EventsAccuracy",2007
198,198,"Phil Mickelson",8,6.5,"Last15EventsAccuracy",2007
198,198,"Jeff Overton",9,6.5,"Last15EventsAccuracy",2007
198,198,"Corey Pavin",10,6.5,"Last15EventsAccuracy",2007
198,198,"Pat Perez",7,6.5,"Last15EventsAccuracy",2007
198,198,"Kyle Reifers",5,6.5,"Last15EventsAccuracy",2007
198,198,"Charl Schwartzel",4,6.5,"Last15EventsAccuracy",2007
198,198,"BJ Staten",4,6.5,"Last15EventsAccuracy",2007
198,198,"Kevin Sutherland",8,6.5,"Last15EventsAccuracy",2007
198,198,"Bubba Watson",5,6.5,"Last15EventsAccuracy",2007
198,198,"Lee Williams",1,6.5,"Last15EventsAccuracy",2007
220,220,"Jeff Brehaut",7,6.4,"Last15EventsAccuracy",2007
220,220,"Daniel Chopra",8,6.4,"Last15EventsAccuracy",2007
220,220,"Stewart Cink",9,6.4,"Last15EventsAccuracy",2007
220,220,"Robert Damron",2,6.4,"Last15EventsAccuracy",2007
220,220,"Glen Day",7,6.4,"Last15EventsAccuracy",2007
220,220,"Jason Dufner",10,6.4,"Last15EventsAccuracy",2007
220,220,"Todd Fischer",4,6.4,"Last15EventsAccuracy",2007
220,220,"Mathias Gronberg",9,6.4,"Last15EventsAccuracy",2007
220,220,"Tripp Isenhour",7,6.4,"Last15EventsAccuracy",2007
220,220,"Mark OMeara",3,6.4,"Last15EventsAccuracy",2007
220,220,"Tim Petrovic",10,6.4,"Last15EventsAccuracy",2007
220,220,"Jason Schultz",5,6.4,"Last15EventsAccuracy",2007
220,220,"Bob Tway",8,6.4,"Last15EventsAccuracy",2007
233,233,"Arjun Atwal",7,6.3,"Last15EventsAccuracy",2007
233,233,"Eric Axley",6,6.3,"Last15EventsAccuracy",2007
233,233,"Rich Barcelo",7,6.3,"Last15EventsAccuracy",2007
233,233,"Angel Cabrera",5,6.3,"Last15EventsAccuracy",2007
233,233,"Michael Campbell",2,6.3,"Last15EventsAccuracy",2007
233,233,"Ben Crane",8,6.3,"Last15EventsAccuracy",2007
233,233,"Chris DiMarco",6,6.3,"Last15EventsAccuracy",2007
233,233,"Johan Edfors",3,6.3,"Last15EventsAccuracy",2007
233,233,"Brad Faxon",5,6.3,"Last15EventsAccuracy",2007
233,233,"Harrison Frazar",3,6.3,"Last15EventsAccuracy",2007
233,233,"JP Hayes",8,6.3,"Last15EventsAccuracy",2007
233,233,"Anthony Kim",9,6.3,"Last15EventsAccuracy",2007
233,233,"Doug LaBelle II",7,6.3,"Last15EventsAccuracy",2007
233,233,"Chris Riley",10,6.3,"Last15EventsAccuracy",2007
233,233,"Jim Rutledge",3,6.3,"Last15EventsAccuracy",2007
233,233,"Paul Sheehan",1,6.3,"Last15EventsAccuracy",2007
233,233,"Graeme Storm",1,6.3,"Last15EventsAccuracy",2007
250,250,"Paul Azinger",9,6.2,"Last15EventsAccuracy",2007
250,250,"John Daly",4,6.2,"Last15EventsAccuracy",2007
250,250,"Marco Dawson",8,6.2,"Last15EventsAccuracy",2007
250,250,"Bubba Dickerson",5,6.2,"Last15EventsAccuracy",2007
250,250,"Bronson La Cassie",1,6.2,"Last15EventsAccuracy",2007
250,250,"Tag Ridings",8,6.2,"Last15EventsAccuracy",2007
256,256,"Brian Bateman",7,6.1,"Last15EventsAccuracy",2007
256,256,"Notah Begay III",2,6.1,"Last15EventsAccuracy",2007
256,256,"Andrew Buckle",7,6.1,"Last15EventsAccuracy",2007
256,256,"Russ Cochran",1,6.1,"Last15EventsAccuracy",2007
256,256,"Jim Gallagher Jr",4,6.1,"Last15EventsAccuracy",2007
256,256,"Andres Gonzales",1,6.1,"Last15EventsAccuracy",2007
256,256,"Paul Gow",6,6.1,"Last15EventsAccuracy",2007
256,256,"Richard Green",2,6.1,"Last15EventsAccuracy",2007
256,256,"Charles Howell III",5,6.1,"Last15EventsAccuracy",2007
256,256,"Tom Johnson",5,6.1,"Last15EventsAccuracy",2007
256,256,"Franklin Langham",1,6.1,"Last15EventsAccuracy",2007
256,256,"Bryce Molder",7,6.1,"Last15EventsAccuracy",2007
256,256,"Anthony Wall",1,6.1,"Last15EventsAccuracy",2007
256,256,"Nick Watney",8,6.1,"Last15EventsAccuracy",2007
256,256,"Steve Wheatcroft",7,6.1,"Last15EventsAccuracy",2007
271,271,"Guy Boros",1,6,"Last15EventsAccuracy",2007
271,271,"Jay Delsing",6,6,"Last15EventsAccuracy",2007
271,271,"Danny Ellis",2,6,"Last15EventsAccuracy",2007
271,271,"Brady Schnell",1,6,"Last15EventsAccuracy",2007
271,271,"Chris Tidland",6,6,"Last15EventsAccuracy",2007
271,271,"Grant Waite",5,6,"Last15EventsAccuracy",2007
277,277,"Ricky Barnes",1,5.9,"Last15EventsAccuracy",2007
277,277,"Bob Burns",2,5.9,"Last15EventsAccuracy",2007
277,277,"Darren Clarke",2,5.9,"Last15EventsAccuracy",2007
277,277,"Mike Grob",1,5.9,"Last15EventsAccuracy",2007
277,277,"Scott Gutschewski",8,5.9,"Last15EventsAccuracy",2007
277,277,"Anton Haig",2,5.9,"Last15EventsAccuracy",2007
277,277,"Ryuji Imada",8,5.9,"Last15EventsAccuracy",2007
277,277,"Craig Lile",11,5.9,"Last15EventsAccuracy",2007
277,277,"Bill Lunde",1,5.9,"Last15EventsAccuracy",2007
277,277,"Len Mattiace",1,5.9,"Last15EventsAccuracy",2007
277,277,"Jim McGovern",3,5.9,"Last15EventsAccuracy",2007
277,277,"Spike McRoy",3,5.9,"Last15EventsAccuracy",2007
277,277,"Kevin Na",9,5.9,"Last15EventsAccuracy",2007
277,277,"Azuma Yano",1,5.9,"Last15EventsAccuracy",2007
291,291,"Paul McGinley",5,5.8,"Last15EventsAccuracy",2007
291,291,"Kelly Mitchum",1,5.8,"Last15EventsAccuracy",2007
293,293,"David Duval",6,5.7,"Last15EventsAccuracy",2007
293,293,"Brent Geiberger",5,5.7,"Last15EventsAccuracy",2007
293,293,"WC Liang",1,5.7,"Last15EventsAccuracy",2007
293,293,"Martin Rominger",1,5.7,"Last15EventsAccuracy",2007
297,297,"Hideto Tanihara",1,5.6,"Last15EventsAccuracy",2007
298,298,"Thomas Bjorn",2,5.5,"Last15EventsAccuracy",2007
298,298,"Matt Every",1,5.5,"Last15EventsAccuracy",2007
298,298,"David Howell",4,5.5,"Last15EventsAccuracy",2007
298,298,"Alan Morin",1,5.5,"Last15EventsAccuracy",2007
298,298,"Jose Maria Olazabal",8,5.5,"Last15EventsAccuracy",2007
298,298,"Jeev Milkha Singh",3,5.5,"Last15EventsAccuracy",2007
298,298,"Richard Sterne",1,5.5,"Last15EventsAccuracy",2007
298,298,"Willie Wood",2,5.5,"Last15EventsAccuracy",2007
298,298,"Kaname Yokoo",2,5.5,"Last15EventsAccuracy",2007
307,307,"Peter Jacobsen",1,5.4,"Last15EventsAccuracy",2007
307,307,"Jose Manuel Lara",1,5.4,"Last15EventsAccuracy",2007
307,307,"Andrew Ruthkoski",2,5.4,"Last15EventsAccuracy",2007
307,307,"Kyle Thompson",1,5.4,"Last15EventsAccuracy",2007
307,307,"Jaco Van Zyl",3,5.4,"Last15EventsAccuracy",2007
307,307,"YE Yang",3,5.4,"Last15EventsAccuracy",2007
313,313,"Gregory Havret",1,5.3,"Last15EventsAccuracy",2007
314,314,"Tom Gillis",1,5.2,"Last15EventsAccuracy",2007
314,314,"Louis Oosthuizen",1,5.2,"Last15EventsAccuracy",2007
316,316,"Todd Demsey",1,5.1,"Last15EventsAccuracy",2007
317,317,"Paul Broadhurst",1,5,"Last15EventsAccuracy",2007
318,318,"Paul Trittler",1,4.8,"Last15EventsAccuracy",2007
319,319,"Prom Meesawat",1,4.5,"Last15EventsAccuracy",2007
320,320,"Tony Finau",1,4.4,"Last15EventsAccuracy",2007
321,321,"Raphael Jacquelin",1,4.3,"Last15EventsAccuracy",2007
