"TotalDrivingEfficiency_RANKTHISWEEK_2015","TotalDrivingEfficiency_RANKLASTWEEK_2015","TotalDrivingEfficiency_PLAYERNAME_2015","TotalDrivingEfficiency_ROUNDS_2015","TotalDrivingEfficiency_COMBINEDRANK_2015","TotalDrivingEfficiency_CARRYEFFICIENCYRANK_2015","TotalDrivingEfficiency_TOTALDISTEFFICRANK_2015","stat_name","year"
1,1,"Ernie Els",57,4,2,2,"TotalDrivingEfficiency",2015
2,2,"Davis Love III",51,13,8,5,"TotalDrivingEfficiency",2015
2,2,"Nick Taylor",91,13,4,9,"TotalDrivingEfficiency",2015
4,4,"Scott Piercy",90,17,7,10,"TotalDrivingEfficiency",2015
5,5,"David Toms",62,20,19,1,"TotalDrivingEfficiency",2015
6,6,"Retief Goosen",81,24,9,15,"TotalDrivingEfficiency",2015
7,7,"David Lingmerth",90,28,16,12,"TotalDrivingEfficiency",2015
8,8,"Jason Day",75,32,5,27,"TotalDrivingEfficiency",2015
9,9,"Andres Romero",69,36,25,11,"TotalDrivingEfficiency",2015
10,10,"Sean OHair",86,38,18,20,"TotalDrivingEfficiency",2015
11,11,"Morgan Hoffmann",85,41,14,27,"TotalDrivingEfficiency",2015
12,12,"Chez Reavie",56,46,23,23,"TotalDrivingEfficiency",2015
13,13,"Oscar Fraustro",58,48,25,23,"TotalDrivingEfficiency",2015
14,14,"JB Holmes",89,52,16,36,"TotalDrivingEfficiency",2015
14,14,"Carlos Ortiz",100,52,11,41,"TotalDrivingEfficiency",2015
16,16,"Bill Lunde",50,53,47,6,"TotalDrivingEfficiency",2015
17,17,"Billy Horschel",99,54,22,32,"TotalDrivingEfficiency",2015
17,17,"Scott Stallings",60,54,35,19,"TotalDrivingEfficiency",2015
19,19,"Ryan Palmer",80,55,3,52,"TotalDrivingEfficiency",2015
20,20,"Brian Davis",86,56,36,20,"TotalDrivingEfficiency",2015
20,20,"Charley Hoffman",97,56,15,41,"TotalDrivingEfficiency",2015
22,22,"David Hearn",97,60,53,7,"TotalDrivingEfficiency",2015
22,22,"Heath Slocum",57,60,57,3,"TotalDrivingEfficiency",2015
22,22,"Justin Thomas",106,60,1,59,"TotalDrivingEfficiency",2015
25,25,"Justin Rose",69,62,32,30,"TotalDrivingEfficiency",2015
26,26,"Aaron Baddeley",76,64,12,52,"TotalDrivingEfficiency",2015
27,27,"Jason Kokrak",88,67,28,39,"TotalDrivingEfficiency",2015
28,28,"Martin Laird",77,70,29,41,"TotalDrivingEfficiency",2015
29,29,"Steven Alker",62,76,62,14,"TotalDrivingEfficiency",2015
29,29,"Chesson Hadley",101,76,31,45,"TotalDrivingEfficiency",2015
31,31,"Michael Thompson",83,77,9,68,"TotalDrivingEfficiency",2015
32,32,"Angel Cabrera",53,78,42,36,"TotalDrivingEfficiency",2015
33,33,"Robert Allenby",63,83,60,23,"TotalDrivingEfficiency",2015
34,34,"Brian Stuard",97,84,76,8,"TotalDrivingEfficiency",2015
35,35,"James Hahn",94,87,19,68,"TotalDrivingEfficiency",2015
35,35,"Ryan Moore",81,87,84,3,"TotalDrivingEfficiency",2015
35,35,"Brendan Steele",88,87,47,40,"TotalDrivingEfficiency",2015
38,38,"Bill Haas",89,89,57,32,"TotalDrivingEfficiency",2015
39,39,"Brice Garnett",81,90,73,17,"TotalDrivingEfficiency",2015
40,40,"KJ Choi",66,91,44,47,"TotalDrivingEfficiency",2015
41,41,"Ben Crane",62,92,51,41,"TotalDrivingEfficiency",2015
42,42,"Mark Wilson",89,97,62,35,"TotalDrivingEfficiency",2015
43,43,"Carl Pettersson",106,99,34,65,"TotalDrivingEfficiency",2015
44,44,"Cameron Percy",72,100,23,77,"TotalDrivingEfficiency",2015
45,45,"Louis Oosthuizen",68,104,82,22,"TotalDrivingEfficiency",2015
46,46,"Dustin Johnson",75,105,6,99,"TotalDrivingEfficiency",2015
46,46,"Bubba Watson",71,105,92,13,"TotalDrivingEfficiency",2015
48,48,"JJ Henry",94,106,80,26,"TotalDrivingEfficiency",2015
48,48,"Zach Johnson",90,106,43,63,"TotalDrivingEfficiency",2015
50,50,"Danny Lee",120,107,25,82,"TotalDrivingEfficiency",2015
51,51,"Cameron Tringale",96,114,62,52,"TotalDrivingEfficiency",2015
52,52,"Adam Scott",51,115,83,32,"TotalDrivingEfficiency",2015
53,53,"Hideki Matsuyama",95,117,56,61,"TotalDrivingEfficiency",2015
54,54,"Hunter Mahan",88,120,32,88,"TotalDrivingEfficiency",2015
55,55,"Tim Wilkinson",73,121,90,31,"TotalDrivingEfficiency",2015
56,56,"Chris Stroud",84,123,74,49,"TotalDrivingEfficiency",2015
57,57,"Vijay Singh",78,125,51,74,"TotalDrivingEfficiency",2015
58,58,"Nicholas Thompson",90,126,29,97,"TotalDrivingEfficiency",2015
59,59,"Alex Cejka",94,128,80,48,"TotalDrivingEfficiency",2015
60,60,"Blayne Barber",76,129,61,68,"TotalDrivingEfficiency",2015
60,60,"Padraig Harrington",60,129,67,62,"TotalDrivingEfficiency",2015
