"Total1Putts1520_RANKTHISWEEK_2012","Total1Putts1520_RANKLASTWEEK_2012","Total1Putts1520_PLAYERNAME_2012","Total1Putts1520_ROUNDS_2012","Total1Putts1520_TOTAL_2012","Total1Putts1520_TOTALFORALLDISTANCES_2012","Total1Putts1520_PCTOFALL1PUTTS_2012","stat_name","year"
1,1,"Scott Piercy",95,44,623,7.1,"Total1Putts1520",2012
2,2,"Martin Flores",95,43,581,7.4,"Total1Putts1520",2012
3,3,"Ryan Moore",89,42,577,7.3,"Total1Putts1520",2012
3,3,"Jimmy Walker",101,42,630,6.7,"Total1Putts1520",2012
5,5,"Bryce Molder",83,37,508,7.3,"Total1Putts1520",2012
6,6,"Tommy Gainey",98,36,653,5.5,"Total1Putts1520",2012
7,7,"Ken Duke",104,35,679,5.2,"Total1Putts1520",2012
7,7,"Brian Harman",101,35,638,5.5,"Total1Putts1520",2012
7,7,"Jeff Overton",101,35,695,5,"Total1Putts1520",2012
10,10,"Gary Christian",91,33,492,6.7,"Total1Putts1520",2012
10,10,"Brian Davis",91,33,600,5.5,"Total1Putts1520",2012
10,10,"Brendon de Jonge",115,33,691,4.8,"Total1Putts1520",2012
10,10,"Jim Furyk",85,33,466,7.1,"Total1Putts1520",2012
14,14,"Zach Johnson",95,32,580,5.5,"Total1Putts1520",2012
14,14,"Carl Pettersson",92,32,602,5.3,"Total1Putts1520",2012
16,16,"Charles Howell III",98,31,503,6.2,"Total1Putts1520",2012
16,16,"Josh Teater",97,31,583,5.3,"Total1Putts1520",2012
18,18,"Blake Adams",107,30,581,5.2,"Total1Putts1520",2012
18,18,"David Hearn",95,30,607,4.9,"Total1Putts1520",2012
18,18,"William McGirt",96,30,536,5.6,"Total1Putts1520",2012
18,18,"Greg Owen",90,30,498,6,"Total1Putts1520",2012
18,18,"Vaughn Taylor",81,30,434,6.9,"Total1Putts1520",2012
18,18,"Bo Van Pelt",84,30,491,6.1,"Total1Putts1520",2012
24,24,"Cameron Beckman",81,29,466,6.2,"Total1Putts1520",2012
24,24,"Kevin Chappell",91,29,496,5.8,"Total1Putts1520",2012
24,24,"Will Claxton",99,29,568,5.1,"Total1Putts1520",2012
24,24,"Harris English",98,29,571,5.1,"Total1Putts1520",2012
24,24,"Tom Gillis",75,29,510,5.7,"Total1Putts1520",2012
24,24,"Charley Hoffman",88,29,515,5.6,"Total1Putts1520",2012
24,24,"Marc Leishman",84,29,531,5.5,"Total1Putts1520",2012
24,24,"Scott Stallings",78,29,438,6.6,"Total1Putts1520",2012
24,24,"Daniel Summerhays",81,29,435,6.7,"Total1Putts1520",2012
33,33,"JJ Henry",93,28,432,6.5,"Total1Putts1520",2012
33,33,"Ryuji Imada",78,28,513,5.5,"Total1Putts1520",2012
33,33,"DA Points",88,28,537,5.2,"Total1Putts1520",2012
33,33,"John Senden",81,28,431,6.5,"Total1Putts1520",2012
33,33,"Heath Slocum",93,28,477,5.9,"Total1Putts1520",2012
33,33,"Kevin Streelman",89,28,529,5.3,"Total1Putts1520",2012
33,33,"Michael Thompson",80,28,467,6,"Total1Putts1520",2012
40,40,"Keegan Bradley",90,27,515,5.2,"Total1Putts1520",2012
