"OnePuttPercentageRound2_RANKTHISWEEK_2014","OnePuttPercentageRound2_RANKLASTWEEK_2014","OnePuttPercentageRound2_PLAYERNAME_2014","OnePuttPercentageRound2__2014","OnePuttPercentageRound2_Pct_2014","OnePuttPercentageRound2_OF1PUTTS_2014","OnePuttPercentageRound2_OFHOLES_2014","stat_name","year"
66,66,"YE Yang",NA,40.33,196,486,"OnePuttPercentageRound2",2014
67,67,"Steven Bowditch",NA,40.23,210,522,"OnePuttPercentageRound2",2014
68,68,"Wes Roach",NA,40.21,152,378,"OnePuttPercentageRound2",2014
69,69,"Ernie Els",NA,40.1,166,414,"OnePuttPercentageRound2",2014
70,70,"Russell Henley",NA,40.04,209,522,"OnePuttPercentageRound2",2014
70,70,"William McGirt",NA,40.04,209,522,"OnePuttPercentageRound2",2014
72,72,"Zach Johnson",NA,40,180,450,"OnePuttPercentageRound2",2014
73,73,"Tyrone Van Aswegen",NA,39.81,172,432,"OnePuttPercentageRound2",2014
74,74,"Jim Furyk",NA,39.72,143,360,"OnePuttPercentageRound2",2014
74,74,"Troy Merritt",NA,39.72,143,360,"OnePuttPercentageRound2",2014
76,76,"Louis Oosthuizen",NA,39.68,100,252,"OnePuttPercentageRound2",2014
76,76,"Brian Stuard",NA,39.68,200,504,"OnePuttPercentageRound2",2014
78,78,"David Lingmerth",NA,39.56,178,450,"OnePuttPercentageRound2",2014
79,79,"Ben Martin",NA,39.53,185,468,"OnePuttPercentageRound2",2014
80,80,"Will Ma Kenzie",NA,39.51,192,486,"OnePuttPercentageRound2",2014
81,81,"Jeff Maggert",NA,39.47,135,342,"OnePuttPercentageRound2",2014
81,81,"David Toms",NA,39.47,135,342,"OnePuttPercentageRound2",2014
83,83,"Chesson Hadley",NA,39.46,206,522,"OnePuttPercentageRound2",2014
84,84,"James Driscoll",NA,39.35,170,432,"OnePuttPercentageRound2",2014
85,85,"Brendan Steele",NA,39.33,177,450,"OnePuttPercentageRound2",2014
86,86,"Jimmy Walker",NA,39.32,184,468,"OnePuttPercentageRound2",2014
87,87,"Kevin Na",NA,39.3,191,486,"OnePuttPercentageRound2",2014
88,88,"Lee Westwood",NA,39.22,120,306,"OnePuttPercentageRound2",2014
89,89,"Andrew Loupe",NA,39.15,148,378,"OnePuttPercentageRound2",2014
90,90,"Jerry Kelly",NA,39.14,155,396,"OnePuttPercentageRound2",2014
91,91,"KJ Choi",NA,39.13,162,414,"OnePuttPercentageRound2",2014
92,92,"Robert Garrigus",NA,39.12,169,432,"OnePuttPercentageRound2",2014
93,93,"Kevin Kisner",NA,39.1,183,468,"OnePuttPercentageRound2",2014
94,94,"Cameron Tringale",NA,39.07,218,558,"OnePuttPercentageRound2",2014
95,95,"Sangmoon Bae",NA,38.89,168,432,"OnePuttPercentageRound2",2014
95,95,"Briny Baird",NA,38.89,112,288,"OnePuttPercentageRound2",2014
95,95,"Charley Hoffman",NA,38.89,175,450,"OnePuttPercentageRound2",2014
95,95,"George McNeill",NA,38.89,161,414,"OnePuttPercentageRound2",2014
95,95,"Sean OHair",NA,38.89,175,450,"OnePuttPercentageRound2",2014
95,95,"Shawn Stefani",NA,38.89,119,306,"OnePuttPercentageRound2",2014
95,95,"Charlie Wi",NA,38.89,168,432,"OnePuttPercentageRound2",2014
102,102,"Roberto Castro",NA,38.68,181,468,"OnePuttPercentageRound2",2014
102,102,"Trevor Immelman",NA,38.68,188,486,"OnePuttPercentageRound2",2014
102,102,"John Senden",NA,38.68,188,486,"OnePuttPercentageRound2",2014
105,105,"Ken Duke",NA,38.66,167,432,"OnePuttPercentageRound2",2014
106,106,"Johnson Wagner",NA,38.65,160,414,"OnePuttPercentageRound2",2014
107,107,"Heath Slocum",NA,38.64,153,396,"OnePuttPercentageRound2",2014
108,108,"Spencer Levin",NA,38.61,139,360,"OnePuttPercentageRound2",2014
109,109,"Jason Kokrak",NA,38.6,132,342,"OnePuttPercentageRound2",2014
109,109,"Jamie Lovemark",NA,38.6,132,342,"OnePuttPercentageRound2",2014
111,111,"Morgan Hoffmann",NA,38.53,215,558,"OnePuttPercentageRound2",2014
112,112,"Jason Dufner",NA,38.52,104,270,"OnePuttPercentageRound2",2014
113,113,"Harris English",NA,38.48,187,486,"OnePuttPercentageRound2",2014
113,113,"Danny Lee",NA,38.48,187,486,"OnePuttPercentageRound2",2014
115,115,"Bill Haas",NA,38.46,180,468,"OnePuttPercentageRound2",2014
116,116,"Mark Wilson",NA,38.43,166,432,"OnePuttPercentageRound2",2014
117,117,"Jonathan Byrd",NA,38.41,159,414,"OnePuttPercentageRound2",2014
117,117,"Kevin Streelman",NA,38.41,159,414,"OnePuttPercentageRound2",2014
119,119,"Jonas Blixt",NA,38.33,138,360,"OnePuttPercentageRound2",2014
120,120,"Justin Rose",NA,38.27,124,324,"OnePuttPercentageRound2",2014
121,121,"Pat Perez",NA,38.19,165,432,"OnePuttPercentageRound2",2014
122,122,"Charles Howell III",NA,38.12,199,522,"OnePuttPercentageRound2",2014
123,123,"John Huh",NA,38.07,185,486,"OnePuttPercentageRound2",2014
124,124,"Billy Horschel",NA,38.03,178,468,"OnePuttPercentageRound2",2014
124,124,"Seung Yul Noh",NA,38.03,178,468,"OnePuttPercentageRound2",2014
126,126,"Bud Cauley",NA,37.96,123,324,"OnePuttPercentageRound2",2014
126,126,"Hunter Mahan",NA,37.96,164,432,"OnePuttPercentageRound2",2014
128,128,"Scott Stallings",NA,37.86,184,486,"OnePuttPercentageRound2",2014
129,129,"Matt Jones",NA,37.78,170,450,"OnePuttPercentageRound2",2014
129,129,"Will Wilcox",NA,37.78,102,270,"OnePuttPercentageRound2",2014
131,131,"Ryan Moore",NA,37.44,155,414,"OnePuttPercentageRound2",2014
132,132,"Russell Knox",NA,37.39,175,468,"OnePuttPercentageRound2",2014
133,133,"Retief Goosen",NA,37.33,168,450,"OnePuttPercentageRound2",2014
134,134,"DH Lee",NA,37.25,114,306,"OnePuttPercentageRound2",2014
135,135,"Daniel Summerhays",NA,37.24,181,486,"OnePuttPercentageRound2",2014
136,136,"James Hahn",NA,37.18,174,468,"OnePuttPercentageRound2",2014
136,136,"Billy Hurley III",NA,37.18,174,468,"OnePuttPercentageRound2",2014
138,138,"Davis Love III",NA,37.04,140,378,"OnePuttPercentageRound2",2014
138,138,"Ted Potter Jr",NA,37.04,160,432,"OnePuttPercentageRound2",2014
140,140,"Troy Matteson",NA,36.87,146,396,"OnePuttPercentageRound2",2014
141,141,"Ryo Ishikawa",NA,36.81,159,432,"OnePuttPercentageRound2",2014
142,142,"Graham DeLaet",NA,36.71,152,414,"OnePuttPercentageRound2",2014
143,143,"Stewart Cink",NA,36.67,165,450,"OnePuttPercentageRound2",2014
144,144,"Brice Garnett",NA,36.63,178,486,"OnePuttPercentageRound2",2014
145,145,"Jhonattan Vegas",NA,36.62,145,396,"OnePuttPercentageRound2",2014
146,146,"Charlie Beljan",NA,36.57,158,432,"OnePuttPercentageRound2",2014
146,146,"Gary Woodland",NA,36.57,158,432,"OnePuttPercentageRound2",2014
148,148,"Nick Watney",NA,36.47,151,414,"OnePuttPercentageRound2",2014
149,149,"Jason Bohn",NA,36.44,164,450,"OnePuttPercentageRound2",2014
150,150,"Nicholas Thompson",NA,36.4,190,522,"OnePuttPercentageRound2",2014
151,151,"Robert Allenby",NA,36.11,182,504,"OnePuttPercentageRound2",2014
152,152,"Josh Teater",NA,36.01,175,486,"OnePuttPercentageRound2",2014
153,153,"David Hearn",NA,35.91,181,504,"OnePuttPercentageRound2",2014
154,154,"Bo Van Pelt",NA,35.78,161,450,"OnePuttPercentageRound2",2014
155,155,"John Peterson",NA,35.75,148,414,"OnePuttPercentageRound2",2014
156,156,"Carl Pettersson",NA,35.71,180,504,"OnePuttPercentageRound2",2014
157,157,"DA Points",NA,35.65,154,432,"OnePuttPercentageRound2",2014
157,157,"Rory Sabbatini",NA,35.65,154,432,"OnePuttPercentageRound2",2014
159,159,"Chad Campbell",NA,35.62,109,306,"OnePuttPercentageRound2",2014
160,160,"Kevin Tway",NA,35.61,141,396,"OnePuttPercentageRound2",2014
161,161,"Vijay Singh",NA,35.56,160,450,"OnePuttPercentageRound2",2014
162,162,"Martin Laird",NA,35.38,121,342,"OnePuttPercentageRound2",2014
163,163,"Justin Hicks",NA,35.06,183,522,"OnePuttPercentageRound2",2014
164,164,"Derek Ernst",NA,34.77,169,486,"OnePuttPercentageRound2",2014
165,165,"Angel Cabrera",NA,34.6,137,396,"OnePuttPercentageRound2",2014
166,166,"Kevin Stadler",NA,34.49,149,432,"OnePuttPercentageRound2",2014
167,167,"Michael Putnam",NA,34.48,180,522,"OnePuttPercentageRound2",2014
168,168,"Lucas Glover",NA,34.44,155,450,"OnePuttPercentageRound2",2014
169,169,"JJ Henry",NA,34.19,160,468,"OnePuttPercentageRound2",2014
170,170,"John Rollins",NA,33.33,162,486,"OnePuttPercentageRound2",2014
171,171,"Kyle Stanley",NA,33.13,161,486,"OnePuttPercentageRound2",2014
172,172,"Jim Renner",NA,32.85,136,414,"OnePuttPercentageRound2",2014
173,173,"Andrew Svoboda",NA,32.64,141,432,"OnePuttPercentageRound2",2014
174,174,"Hudson Swafford",NA,31.78,143,450,"OnePuttPercentageRound2",2014
175,175,"John Merrick",NA,31.64,131,414,"OnePuttPercentageRound2",2014
176,176,"Boo Weekley",NA,31.48,119,378,"OnePuttPercentageRound2",2014
177,177,"Henrik Stenson",NA,30.56,77,252,"OnePuttPercentageRound2",2014
