"Last5EventsShortGame_RANKTHISWEEK_2013","Last5EventsShortGame_RANKLASTWEEK_2013","Last5EventsShortGame_PLAYERNAME_2013","Last5EventsShortGame_EVENTS_2013","Last5EventsShortGame_RATING_2013","stat_name","year"
1,1,"Brian Harman",1,10,"Last5EventsShortGame",2013
2,2,"Brian Stuard",1,9.3,"Last5EventsShortGame",2013
3,3,"Tom Gillis",2,8.7,"Last5EventsShortGame",2013
4,4,"Steven Bowditch",2,8.6,"Last5EventsShortGame",2013
5,5,"Peter Lonard",1,8.5,"Last5EventsShortGame",2013
5,5,"Seung Yul Noh",1,8.5,"Last5EventsShortGame",2013
7,7,"Brad Fritsch",1,8.4,"Last5EventsShortGame",2013
7,7,"Hideki Matsuyama",3,8.4,"Last5EventsShortGame",2013
7,7,"Sam Saunders",1,8.4,"Last5EventsShortGame",2013
7,7,"Duffy Waldorf",1,8.4,"Last5EventsShortGame",2013
11,11,"Paul Casey",1,8.3,"Last5EventsShortGame",2013
12,12,"Peter Hanson",1,8.1,"Last5EventsShortGame",2013
12,12,"Shawn Stefani",2,8.1,"Last5EventsShortGame",2013
14,14,"Stewart Cink",1,8,"Last5EventsShortGame",2013
14,14,"Gonzalo Fdez Castano",1,8,"Last5EventsShortGame",2013
14,14,"Lucas Glover",1,8,"Last5EventsShortGame",2013
17,17,"Zack Fischer",1,7.9,"Last5EventsShortGame",2013
17,17,"Ross Fisher",1,7.9,"Last5EventsShortGame",2013
17,17,"Pat Perez",1,7.9,"Last5EventsShortGame",2013
20,20,"Russ Cochran",1,7.8,"Last5EventsShortGame",2013
20,20,"Michael Letzig",2,7.8,"Last5EventsShortGame",2013
20,20,"Ian Poulter",3,7.8,"Last5EventsShortGame",2013
23,23,"Kyle Reifers",2,7.7,"Last5EventsShortGame",2013
23,23,"Scott Verplank",1,7.7,"Last5EventsShortGame",2013
25,25,"Chris Riley",2,7.6,"Last5EventsShortGame",2013
25,25,"Brett Rumford",1,7.6,"Last5EventsShortGame",2013
25,25,"Paul Stankowski",1,7.6,"Last5EventsShortGame",2013
25,25,"Lee Williams",2,7.6,"Last5EventsShortGame",2013
25,25,"Casey Wittenberg",1,7.6,"Last5EventsShortGame",2013
30,30,"Robert Allenby",1,7.5,"Last5EventsShortGame",2013
30,30,"Trevor Immelman",2,7.5,"Last5EventsShortGame",2013
30,30,"Miguel Angel Jimenez",1,7.5,"Last5EventsShortGame",2013
30,30,"Brett Quigley",1,7.5,"Last5EventsShortGame",2013
34,34,"Shane Bertsch",1,7.4,"Last5EventsShortGame",2013
34,34,"Matt Every",4,7.4,"Last5EventsShortGame",2013
34,34,"Sergio Garcia",5,7.4,"Last5EventsShortGame",2013
34,34,"Paul Haley II",1,7.4,"Last5EventsShortGame",2013
34,34,"David Lynn",2,7.4,"Last5EventsShortGame",2013
34,34,"Kevin Na",1,7.4,"Last5EventsShortGame",2013
40,40,"Patrick Cantlay",1,7.3,"Last5EventsShortGame",2013
40,40,"Marco Dawson",2,7.3,"Last5EventsShortGame",2013
40,40,"Mathew Goggin",1,7.3,"Last5EventsShortGame",2013
