"BallSpeed_RANKTHISWEEK_2008","BallSpeed_RANKLASTWEEK_2008","BallSpeed_PLAYERNAME_2008","BallSpeed_ROUNDS_2008","BallSpeed_AVG_2008","BallSpeed_TOTALBALLSPEED_2008","BallSpeed_TOTALATTEMPTS_2008","BallSpeed_FASTESTSPEED_2008","BallSpeed_SLOWESTSPEED_2008","stat_name","year"
58,58,"Bo Van Pelt",101,168.58,13655.12,81,175.36,162.39,"BallSpeed",2008
59,59,"John Merrick",98,168.55,11798.28,70,174.38,161.42,"BallSpeed",2008
60,60,"JJ Henry",108,168.41,15830.49,94,176.35,154.56,"BallSpeed",2008
60,60,"DJ Trahan",94,168.41,12125.76,72,172.5,161.61,"BallSpeed",2008
62,62,"Mathew Goggin",91,168.21,11942.67,71,172.82,160.33,"BallSpeed",2008
63,63,"Todd Demsey",80,168.06,11091.72,66,172.88,162.34,"BallSpeed",2008
64,64,"Brenden Pappas",66,168.01,7224.6,43,176.85,163.15,"BallSpeed",2008
65,65,"John Huston",56,167.91,7555.97,45,171.89,163.2,"BallSpeed",2008
66,66,"Woody Austin",109,167.88,15445.19,92,173.86,159.9,"BallSpeed",2008
67,67,"Michael Letzig",88,167.77,11408.67,68,173.95,149.55,"BallSpeed",2008
68,68,"Nicholas Thompson",113,167.58,14747.05,88,175.41,161.03,"BallSpeed",2008
69,69,"Nick Flanagan",89,167.56,12567.22,75,173.49,157.27,"BallSpeed",2008
70,70,"Jonathan Byrd",88,167.5,13064.94,78,172.43,156.24,"BallSpeed",2008
71,71,"Kenny Perry",97,167.49,14404.15,86,175.19,158.72,"BallSpeed",2008
72,72,"Mathias Gronberg",87,167.27,11040.13,66,172.71,157.76,"BallSpeed",2008
73,73,"Retief Goosen",59,167.26,6188.46,37,171.65,161.08,"BallSpeed",2008
74,74,"Steve Lowery",74,167.24,10536.29,63,171.8,162.13,"BallSpeed",2008
75,75,"Ted Purdy",68,167.09,7519.03,45,172.44,158.11,"BallSpeed",2008
76,76,"Nathan Green",95,167.07,12029.34,72,173.97,161.25,"BallSpeed",2008
77,77,"YE Yang",89,167.02,12192.25,73,170.89,161.29,"BallSpeed",2008
78,78,"Bob Sowards",61,167,7181.18,43,171.48,162.45,"BallSpeed",2008
79,79,"Stuart Appleby",87,166.94,10350.46,62,172,157.43,"BallSpeed",2008
80,80,"Todd Hamilton",92,166.92,7678.34,46,173.81,159.75,"BallSpeed",2008
81,81,"Will Ma Kenzie",62,166.91,9513.65,57,171.36,159.73,"BallSpeed",2008
82,82,"Joe Durant",92,166.88,12849.6,77,171.53,153.06,"BallSpeed",2008
83,83,"Ryan Moore",72,166.46,9321.65,56,172.15,155.72,"BallSpeed",2008
84,84,"Steve Stricker",75,166.4,8985.82,54,170.44,162.75,"BallSpeed",2008
85,85,"Kevin Sutherland",98,166.39,14309.91,86,169.97,158.72,"BallSpeed",2008
86,86,"John Rollins",94,166.31,12306.95,74,170.76,159.07,"BallSpeed",2008
87,87,"Johnson Wagner",83,166.3,10809.48,65,172.34,156.65,"BallSpeed",2008
88,88,"Michael Allen",91,166.06,11790.43,71,172.87,160.49,"BallSpeed",2008
89,89,"Chris Stroud",81,165.94,10454.35,63,174.67,158.22,"BallSpeed",2008
90,90,"Brett Quigley",80,165.93,10287.45,62,171.81,147.12,"BallSpeed",2008
90,90,"Kevin Stadler",90,165.93,9790.14,59,172.23,158.79,"BallSpeed",2008
92,92,"Stephen Ames",83,165.72,12097.8,73,173.02,152.66,"BallSpeed",2008
93,93,"Rich Beem",90,165.64,12091.51,73,170.5,161.24,"BallSpeed",2008
93,93,"Hunter Mahan",87,165.64,11926,72,170.65,140.05,"BallSpeed",2008
95,95,"Ken Duke",116,165.48,16051.56,97,171.49,153.52,"BallSpeed",2008
96,96,"Steve Marino",119,165.43,14558.08,88,170.27,161.06,"BallSpeed",2008
97,97,"Marco Dawson",64,165.42,7609.47,46,172.65,147.21,"BallSpeed",2008
98,98,"Carl Pettersson",110,165.41,15879.45,96,171.77,158.14,"BallSpeed",2008
99,99,"Chad Campbell",94,165.39,15050.36,91,171.83,157.43,"BallSpeed",2008
100,100,"Parker McLachlin",88,165.37,11244.84,68,169.45,159.48,"BallSpeed",2008
101,101,"Lee Janzen",89,165.31,11241.36,68,169.96,161.01,"BallSpeed",2008
102,102,"Brett Rumford",72,165.22,9252.22,56,171.18,145.94,"BallSpeed",2008
103,103,"Brad Elder",67,165.15,8257.71,50,171.15,159.72,"BallSpeed",2008
104,104,"John Riegger",73,165.12,9246.57,56,169.51,159.07,"BallSpeed",2008
105,105,"Billy Andrade",71,165.07,8253.68,50,168.57,159.56,"BallSpeed",2008
106,106,"Tim Herron",97,165.01,12870.65,78,169.99,155.99,"BallSpeed",2008
107,107,"Cody Freeman",66,164.98,8248.94,50,170.32,154.5,"BallSpeed",2008
108,108,"Tim Petrovic",97,164.89,12367.01,75,170.95,160.03,"BallSpeed",2008
109,109,"Marc Turnesa",87,164.88,11541.31,70,170,158.29,"BallSpeed",2008
110,110,"Scott McCarron",63,164.73,8236.45,50,169.29,156.23,"BallSpeed",2008
111,111,"Tom Scherrer",56,164.72,6259.19,38,169.4,155.6,"BallSpeed",2008
112,112,"Mark Calcavecchia",67,164.59,7735.92,47,170.98,151.29,"BallSpeed",2008
113,113,"Jesper Parnevik",88,164.43,11838.89,72,170.81,157.39,"BallSpeed",2008
114,114,"Briny Baird",113,164.42,13975.81,85,170.01,156.16,"BallSpeed",2008
115,115,"Rod Pampling",83,164.39,10192.2,62,168.54,160.18,"BallSpeed",2008
116,116,"David Lutterus",59,164.32,7394.44,45,168.91,159.78,"BallSpeed",2008
117,117,"Mark Hensby",71,164.14,9520.34,58,169.57,152.44,"BallSpeed",2008
118,118,"Mike Weir",88,164.12,11160.31,68,168.42,155.52,"BallSpeed",2008
119,119,"Steve Flesch",95,164.11,13292.66,81,168.04,154.88,"BallSpeed",2008
120,120,"Charlie Wi",97,163.91,14424.14,88,168.33,159.19,"BallSpeed",2008
121,121,"KJ Choi",74,163.87,10323.67,63,169.47,156.42,"BallSpeed",2008
122,122,"Scott Sterling",89,163.83,10812.52,66,168.58,157.23,"BallSpeed",2008
123,123,"Jim Furyk",95,163.76,13755.8,84,168.83,156.51,"BallSpeed",2008
124,124,"Frank Lickliter II",107,163.68,15058.65,92,167.58,157.48,"BallSpeed",2008
125,125,"Eric Axley",113,163.64,14236.27,87,169.27,156.25,"BallSpeed",2008
126,126,"Kyle Thompson",70,163.4,9150.28,56,167.77,155.84,"BallSpeed",2008
127,127,"Ryan Armour",87,163.36,10945.24,67,168.36,158.09,"BallSpeed",2008
128,128,"Ben Curtis",80,163.31,11104.98,68,168.99,156.65,"BallSpeed",2008
129,129,"Tom Lehman",51,163.29,6205.12,38,171.54,160.02,"BallSpeed",2008
130,130,"Joe Ogilvie",100,163.25,13223.54,81,167.29,156.97,"BallSpeed",2008
131,131,"Ian Poulter",51,163.19,6037.87,37,167.58,157.78,"BallSpeed",2008
132,132,"Bob Estes",90,163.14,11583.12,71,168.4,156.45,"BallSpeed",2008
133,133,"Ryuji Imada",80,162.84,10910.19,67,168.63,150.1,"BallSpeed",2008
134,134,"Alex Cejka",75,162.73,8461.79,52,166.54,155.88,"BallSpeed",2008
135,135,"Rocco Mediate",87,162.71,11226.83,69,167.56,155.21,"BallSpeed",2008
136,136,"Freddie Jacobson",78,162.43,10232.86,63,167.08,150.86,"BallSpeed",2008
137,137,"Alejandro Canizares",52,162.41,6658.76,41,169.45,155.91,"BallSpeed",2008
138,138,"Justin Leonard",101,162.4,12666.95,78,166.63,157.31,"BallSpeed",2008
139,139,"Chad Collins",72,162.32,9901.74,61,166.44,157.25,"BallSpeed",2008
140,140,"Jay Williamson",96,162.18,11028.45,68,168.48,157.42,"BallSpeed",2008
141,141,"Patrick Sheehan",124,162.02,15391.86,95,165.33,155.57,"BallSpeed",2008
142,142,"Justin Bolli",87,161.83,11166.19,69,166.32,155.17,"BallSpeed",2008
143,143,"Kevin Na",97,161.77,13103.24,81,170.09,155.6,"BallSpeed",2008
144,144,"Kenneth Ferrie",72,161.58,8886.99,55,167.52,155.99,"BallSpeed",2008
145,145,"Dudley Hart",74,161.54,10338.52,64,169.23,152.43,"BallSpeed",2008
146,146,"Chris Riley",51,161.53,5168.81,32,168.31,155.25,"BallSpeed",2008
147,147,"Chris DiMarco",87,161.41,11621.34,72,167.13,152.67,"BallSpeed",2008
148,148,"Tommy Armour III",77,161.4,10491.11,65,166.79,151.71,"BallSpeed",2008
149,149,"Ben Crane",86,161.32,12098.94,75,166.02,157.22,"BallSpeed",2008
150,150,"Vaughn Taylor",103,161.19,14023.82,87,166.75,153.7,"BallSpeed",2008
151,151,"Steve Elkington",84,161.07,9986.11,62,164.69,156.48,"BallSpeed",2008
152,152,"Peter Lonard",92,160.97,12877.45,80,166.78,155.34,"BallSpeed",2008
153,153,"Kent Jones",68,160.93,7885.77,49,165.92,155.83,"BallSpeed",2008
154,154,"Jeff Gove",50,160.71,6267.59,39,164.62,155.23,"BallSpeed",2008
156,156,"Cliff Kresge",84,160.54,11238.03,70,166.24,150.86,"BallSpeed",2008
157,157,"David Toms",70,160.42,8662.5,54,164.21,155.23,"BallSpeed",2008
158,158,"Jeff Maggert",86,160.41,12512.24,78,166.03,154.83,"BallSpeed",2008
159,159,"Billy Mayfair",103,160.32,14428.56,90,165.63,151.87,"BallSpeed",2008
160,160,"Dean Wilson",109,160.29,13785.02,86,167.73,153.85,"BallSpeed",2008
161,161,"JP Hayes",67,160.28,9777.14,61,168.2,153.98,"BallSpeed",2008
162,162,"Mark Wilson",107,160.27,17148.45,107,164.2,153.75,"BallSpeed",2008
163,163,"Bob Tway",70,160.23,7851.1,49,165.85,150.07,"BallSpeed",2008
164,164,"Cameron Beckman",87,160.19,9771.66,61,167.16,153.19,"BallSpeed",2008
165,165,"Jim McGovern",75,159.82,9589.18,60,164.11,154.89,"BallSpeed",2008
165,165,"Brandt Snedeker",85,159.82,11347.29,71,165.69,149.17,"BallSpeed",2008
167,167,"Tim Wilkinson",95,159.69,11977.05,75,167.35,154.64,"BallSpeed",2008
168,168,"Ron Whittaker",54,159.62,6225.04,39,175.37,155.02,"BallSpeed",2008
169,169,"Bart Bryant",81,159.41,11317.98,71,164.42,154.87,"BallSpeed",2008
170,170,"Tim Clark",90,159.3,11151.23,70,164.23,155.06,"BallSpeed",2008
171,171,"John Mallinger",95,158.78,12384.78,78,162.25,152.67,"BallSpeed",2008
172,172,"Tom Pernice Jr",104,158.73,15396.88,97,164.82,150.49,"BallSpeed",2008
173,173,"Jeff Quinney",87,158.69,9838.57,62,165.05,148.45,"BallSpeed",2008
174,174,"Doug LaBelle II",65,158.23,7120.17,45,161.46,153.32,"BallSpeed",2008
175,175,"Robert Gamez",79,157.93,10107.37,64,162.75,148.87,"BallSpeed",2008
175,175,"Stephen Leaney",53,157.93,6317.31,40,163.18,147.35,"BallSpeed",2008
177,177,"Jerry Kelly",89,157.66,11982.36,76,162.54,151.7,"BallSpeed",2008
178,178,"Brian Davis",108,157.65,15764.52,100,168.55,150.9,"BallSpeed",2008
178,178,"Chez Reavie",102,157.65,14661.78,93,161.68,151.37,"BallSpeed",2008
178,178,"Omar Uresti",74,157.65,8670.53,55,161.61,152.46,"BallSpeed",2008
181,181,"Heath Slocum",104,157.62,14185.9,90,163.02,151.92,"BallSpeed",2008
182,182,"Zach Johnson",85,157.61,11978.29,76,162.49,153.19,"BallSpeed",2008
183,183,"Matt Kuchar",88,157.55,10083.52,64,162.35,150.89,"BallSpeed",2008
184,184,"Scott Verplank",82,157.28,11324.14,72,162.08,148.73,"BallSpeed",2008
185,185,"Jin Park",85,157.1,10211.46,65,161.42,151.51,"BallSpeed",2008
186,186,"Shane Bertsch",96,156.62,13939.61,89,160.84,151.1,"BallSpeed",2008
187,187,"Paul Claxton",63,156.24,7187.19,46,161.11,149.22,"BallSpeed",2008
188,188,"Nick OHern",82,155.91,9666.66,62,160.52,147.85,"BallSpeed",2008
189,189,"Olin Browne",77,155.77,10281.08,66,159.04,151.92,"BallSpeed",2008
190,190,"Shigeki Maruyama",50,155.27,6676.59,43,159.98,148.15,"BallSpeed",2008
191,191,"Paul Goydos",78,154.85,10065.22,65,160.55,150.06,"BallSpeed",2008
192,192,"Glen Day",64,154.56,7418.94,48,160.06,149.13,"BallSpeed",2008
193,193,"Greg Kraft",63,154.34,6945.19,45,157.49,150.86,"BallSpeed",2008
194,194,"Craig Kanada",65,153.84,7538.13,49,157.92,149.64,"BallSpeed",2008
195,195,"Gavin Coles",54,152.47,5641.3,37,155.46,147.03,"BallSpeed",2008
196,196,"Brian Gay",102,151.3,13163,87,155.27,145.69,"BallSpeed",2008
197,197,"Corey Pavin",69,150.07,7503.45,50,153.7,145.36,"BallSpeed",2008
