"2PuttsperRound_RANKTHISWEEK_2005","2PuttsperRound_RANKLASTWEEK_2005","2PuttsperRound_PLAYERNAME_2005","2PuttsperRound_ROUNDS_2005","2PuttsperRound_AVG_2005","2PuttsperRound_TOTAL2PUTTS_2005","2PuttsperRound_TOTALROUNDS_2005","stat_name","year"
1,1,"Bradley Hughes",52,11,572,52,"2PuttsperRound",2005
2,2,"Chris Smith",93,10.98,1021,93,"2PuttsperRound",2005
3,3,"JJ Henry",102,10.97,1097,100,"2PuttsperRound",2005
3,3,"Joey Snyder III",102,10.97,1075,98,"2PuttsperRound",2005
5,5,"John Senden",101,10.87,1076,99,"2PuttsperRound",2005
6,6,"Glen Hnatiuk",59,10.85,597,55,"2PuttsperRound",2005
7,7,"Craig Perks",67,10.83,704,65,"2PuttsperRound",2005
8,8,"Jeff Brehaut",71,10.82,725,67,"2PuttsperRound",2005
9,9,"Dennis Paulson",63,10.81,681,63,"2PuttsperRound",2005
10,10,"Tommy Armour III",103,10.79,1111,103,"2PuttsperRound",2005
11,11,"Briny Baird",98,10.78,1035,96,"2PuttsperRound",2005
11,11,"Joe Durant",81,10.78,873,81,"2PuttsperRound",2005
11,11,"Brent Geiberger",61,10.78,636,59,"2PuttsperRound",2005
14,14,"Steve Elkington",67,10.76,721,67,"2PuttsperRound",2005
14,14,"Michael Long",72,10.76,753,70,"2PuttsperRound",2005
16,16,"Jim Carter",62,10.75,645,60,"2PuttsperRound",2005
17,17,"Robert Allenby",95,10.7,952,89,"2PuttsperRound",2005
17,17,"Bart Bryant",91,10.7,974,91,"2PuttsperRound",2005
17,17,"Retief Goosen",71,10.7,653,61,"2PuttsperRound",2005
17,17,"Steve Jones",56,10.7,578,54,"2PuttsperRound",2005
21,21,"Olin Browne",99,10.69,1016,95,"2PuttsperRound",2005
21,21,"David Hearn",68,10.69,727,68,"2PuttsperRound",2005
23,23,"Chad Campbell",95,10.68,983,92,"2PuttsperRound",2005
23,23,"Luke Donald",67,10.68,641,60,"2PuttsperRound",2005
25,25,"Sergio Garcia",73,10.62,722,68,"2PuttsperRound",2005
26,26,"Scott Gutschewski",86,10.61,870,82,"2PuttsperRound",2005
27,27,"John Cook",72,10.6,742,70,"2PuttsperRound",2005
27,27,"Franklin Langham",91,10.6,922,87,"2PuttsperRound",2005
29,29,"Shaun Micheel",81,10.59,837,79,"2PuttsperRound",2005
29,29,"Adam Scott",72,10.59,720,68,"2PuttsperRound",2005
31,31,"Alex Cejka",84,10.58,857,81,"2PuttsperRound",2005
31,31,"Ben Curtis",65,10.58,688,65,"2PuttsperRound",2005
31,31,"Tom Lehman",69,10.58,709,67,"2PuttsperRound",2005
34,34,"Brian Bateman",98,10.57,994,94,"2PuttsperRound",2005
34,34,"Danny Briggs",70,10.57,719,68,"2PuttsperRound",2005
34,34,"Charles Howell III",95,10.57,951,90,"2PuttsperRound",2005
37,37,"Doug Barron",70,10.56,739,70,"2PuttsperRound",2005
37,37,"DJ Trahan",81,10.56,813,77,"2PuttsperRound",2005
39,39,"Charles Warren",89,10.55,918,87,"2PuttsperRound",2005
40,40,"Fred Couples",72,10.54,717,68,"2PuttsperRound",2005
41,41,"Craig Barlow",81,10.53,811,77,"2PuttsperRound",2005
41,41,"Heath Slocum",103,10.53,1042,99,"2PuttsperRound",2005
43,43,"Paul Claxton",79,10.52,831,79,"2PuttsperRound",2005
43,43,"Bill Glasson",54,10.52,547,52,"2PuttsperRound",2005
43,43,"Frank Lickliter II",100,10.52,1010,96,"2PuttsperRound",2005
43,43,"Ted Purdy",122,10.52,1283,122,"2PuttsperRound",2005
43,43,"Bob Tway",87,10.52,873,83,"2PuttsperRound",2005
48,48,"Stuart Appleby",84,10.51,841,80,"2PuttsperRound",2005
48,48,"Tom Byrum",83,10.51,872,83,"2PuttsperRound",2005
48,48,"Hunter Mahan",103,10.51,1062,101,"2PuttsperRound",2005
48,48,"John Rollins",97,10.51,998,95,"2PuttsperRound",2005
52,52,"Rich Beem",66,10.5,651,62,"2PuttsperRound",2005
52,52,"DJ Brigman",76,10.5,756,72,"2PuttsperRound",2005
52,52,"Peter Lonard",85,10.5,882,84,"2PuttsperRound",2005
52,52,"Greg Owen",84,10.5,840,80,"2PuttsperRound",2005
52,52,"Hideto Tanihara",50,10.5,504,48,"2PuttsperRound",2005
52,52,"Tjaart van der Walt",56,10.5,588,56,"2PuttsperRound",2005
58,58,"Fred Funk",102,10.49,1059,101,"2PuttsperRound",2005
58,58,"Lucas Glover",88,10.49,902,86,"2PuttsperRound",2005
58,58,"Joey Sindelar",104,10.49,1091,104,"2PuttsperRound",2005
58,58,"Roland Thatcher",75,10.49,766,73,"2PuttsperRound",2005
62,62,"Jerry Kelly",101,10.48,1038,99,"2PuttsperRound",2005
63,63,"Stephen Leaney",89,10.47,900,86,"2PuttsperRound",2005
63,63,"Billy Mayfair",114,10.47,1152,110,"2PuttsperRound",2005
65,65,"DA Points",94,10.46,941,90,"2PuttsperRound",2005
