"1125FinalRoundPerformance_RANKTHISWEEK_2014","1125FinalRoundPerformance_RANKLASTWEEK_2014","1125FinalRoundPerformance_PLAYERNAME_2014","1125FinalRoundPerformance_EVENTS_2014","1125FinalRoundPerformance_PctTIMESIMPROVED_2014","1125FinalRoundPerformance_OFTIMESIMPROVED_2014","stat_name","year"
1,1,"Charlie Beljan",26,100,1,"1125FinalRoundPerformance",2014
1,1,"Chad Campbell",18,100,1,"1125FinalRoundPerformance",2014
1,1,"Ben Curtis",24,100,1,"1125FinalRoundPerformance",2014
1,1,"JJ Henry",28,100,2,"1125FinalRoundPerformance",2014
1,1,"Jerry Kelly",23,100,2,"1125FinalRoundPerformance",2014
1,1,"Martin Laird",20,100,4,"1125FinalRoundPerformance",2014
1,1,"DH Lee",20,100,1,"1125FinalRoundPerformance",2014
1,1,"Marc Leishman",24,100,3,"1125FinalRoundPerformance",2014
1,1,"Will Ma Kenzie",27,100,1,"1125FinalRoundPerformance",2014
1,1,"Troy Merritt",20,100,1,"1125FinalRoundPerformance",2014
1,1,"Jeff Overton",24,100,2,"1125FinalRoundPerformance",2014
1,1,"DA Points",27,100,1,"1125FinalRoundPerformance",2014
1,1,"Shawn Stefani",17,100,1,"1125FinalRoundPerformance",2014
1,1,"Nicholas Thompson",30,100,1,"1125FinalRoundPerformance",2014
1,1,"David Toms",20,100,1,"1125FinalRoundPerformance",2014
1,1,"Tyrone Van Aswegen",25,100,2,"1125FinalRoundPerformance",2014
17,17,"Ernie Els",24,85.7,6,"1125FinalRoundPerformance",2014
18,18,"Harris English",28,83.3,5,"1125FinalRoundPerformance",2014
19,19,"Graham DeLaet",24,80,4,"1125FinalRoundPerformance",2014
20,20,"Scott Brown",30,75,3,"1125FinalRoundPerformance",2014
20,20,"Angel Cabrera",23,75,3,"1125FinalRoundPerformance",2014
20,20,"Ryan Palmer",23,75,3,"1125FinalRoundPerformance",2014
20,20,"Henrik Stenson",15,75,3,"1125FinalRoundPerformance",2014
