"TenthTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2005","TenthTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2005","TenthTeeEarlyPar3ScoringAverage_PLAYERNAME_2005","TenthTeeEarlyPar3ScoringAverage_ROUNDS_2005","TenthTeeEarlyPar3ScoringAverage_AVG_2005","TenthTeeEarlyPar3ScoringAverage_TOTALSTROKES_2005","TenthTeeEarlyPar3ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Loren Roberts",54,2.81,90,32,"TenthTeeEarlyPar3ScoringAverage",2005
2,2,"Carlos Franco",78,2.85,151,53,"TenthTeeEarlyPar3ScoringAverage",2005
3,3,"Tom Byrum",83,2.86,140,49,"TenthTeeEarlyPar3ScoringAverage",2005
4,4,"Bart Bryant",91,2.87,135,47,"TenthTeeEarlyPar3ScoringAverage",2005
5,5,"Corey Pavin",77,2.88,121,42,"TenthTeeEarlyPar3ScoringAverage",2005
6,6,"Arjun Atwal",65,2.89,156,54,"TenthTeeEarlyPar3ScoringAverage",2005
6,6,"Glen Day",80,2.89,179,62,"TenthTeeEarlyPar3ScoringAverage",2005
6,6,"Retief Goosen",71,2.89,110,38,"TenthTeeEarlyPar3ScoringAverage",2005
9,9,"Neal Lancaster",95,2.9,258,89,"TenthTeeEarlyPar3ScoringAverage",2005
10,10,"Jeff Hart",63,2.91,157,54,"TenthTeeEarlyPar3ScoringAverage",2005
11,11,"Chad Campbell",95,2.92,190,65,"TenthTeeEarlyPar3ScoringAverage",2005
11,11,"Bill Glasson",54,2.92,155,53,"TenthTeeEarlyPar3ScoringAverage",2005
13,13,"Will Ma Kenzie",75,2.93,205,70,"TenthTeeEarlyPar3ScoringAverage",2005
14,14,"Shigeki Maruyama",99,2.94,250,85,"TenthTeeEarlyPar3ScoringAverage",2005
14,14,"Rory Sabbatini",81,2.94,191,65,"TenthTeeEarlyPar3ScoringAverage",2005
16,16,"Padraig Harrington",50,2.95,118,40,"TenthTeeEarlyPar3ScoringAverage",2005
16,16,"JP Hayes",63,2.95,130,44,"TenthTeeEarlyPar3ScoringAverage",2005
16,16,"Larry Mize",54,2.95,121,41,"TenthTeeEarlyPar3ScoringAverage",2005
16,16,"Kirk Triplett",55,2.95,118,40,"TenthTeeEarlyPar3ScoringAverage",2005
20,20,"Stewart Cink",98,2.96,231,78,"TenthTeeEarlyPar3ScoringAverage",2005
20,20,"Ben Crane",78,2.96,142,48,"TenthTeeEarlyPar3ScoringAverage",2005
20,20,"Arron Oberholser",65,2.96,83,28,"TenthTeeEarlyPar3ScoringAverage",2005
20,20,"Kevin Sutherland",89,2.96,213,72,"TenthTeeEarlyPar3ScoringAverage",2005
24,24,"Robert Gamez",91,2.97,220,74,"TenthTeeEarlyPar3ScoringAverage",2005
24,24,"Sergio Garcia",73,2.97,107,36,"TenthTeeEarlyPar3ScoringAverage",2005
24,24,"Mathias Gronberg",60,2.97,110,37,"TenthTeeEarlyPar3ScoringAverage",2005
24,24,"Charles Howell III",95,2.97,205,69,"TenthTeeEarlyPar3ScoringAverage",2005
24,24,"Tim Petrovic",97,2.97,184,62,"TenthTeeEarlyPar3ScoringAverage",2005
29,29,"Cameron Beckman",96,2.98,149,50,"TenthTeeEarlyPar3ScoringAverage",2005
29,29,"Tim Clark",92,2.98,167,56,"TenthTeeEarlyPar3ScoringAverage",2005
29,29,"Tom Lehman",69,2.98,125,42,"TenthTeeEarlyPar3ScoringAverage",2005
29,29,"Geoff Ogilvy",97,2.98,182,61,"TenthTeeEarlyPar3ScoringAverage",2005
29,29,"Ian Poulter",62,2.98,119,40,"TenthTeeEarlyPar3ScoringAverage",2005
29,29,"Hideto Tanihara",50,2.98,146,49,"TenthTeeEarlyPar3ScoringAverage",2005
29,29,"Mark Wilson",74,2.98,182,61,"TenthTeeEarlyPar3ScoringAverage",2005
36,36,"Jerry Kelly",101,2.99,230,77,"TenthTeeEarlyPar3ScoringAverage",2005
36,36,"Vijay Singh",111,2.99,221,74,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Rich Beem",66,3,123,41,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Luke Donald",67,3,135,45,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Harrison Frazar",105,3,228,76,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Bob Heintz",67,3,132,44,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Matt Kuchar",60,3,171,57,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Michael Long",72,3,183,61,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Andrew Magee",82,3,183,61,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Tom Pernice Jr",111,3,219,73,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Phillip Price",77,3,183,61,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Tag Ridings",93,3,219,73,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Patrick Sheehan",114,3,252,84,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Vaughn Taylor",99,3,192,64,"TenthTeeEarlyPar3ScoringAverage",2005
38,38,"Tiger Woods",76,3,144,48,"TenthTeeEarlyPar3ScoringAverage",2005
51,51,"Stephen Ames",82,3.01,259,86,"TenthTeeEarlyPar3ScoringAverage",2005
51,51,"Fred Funk",102,3.01,262,87,"TenthTeeEarlyPar3ScoringAverage",2005
51,51,"Brett Quigley",96,3.01,241,80,"TenthTeeEarlyPar3ScoringAverage",2005
51,51,"Hidemichi Tanaka",106,3.01,235,78,"TenthTeeEarlyPar3ScoringAverage",2005
51,51,"Omar Uresti",84,3.01,235,78,"TenthTeeEarlyPar3ScoringAverage",2005
56,56,"Joe Durant",81,3.02,196,65,"TenthTeeEarlyPar3ScoringAverage",2005
56,56,"Brad Faxon",75,3.02,145,48,"TenthTeeEarlyPar3ScoringAverage",2005
56,56,"Todd Fischer",99,3.02,272,90,"TenthTeeEarlyPar3ScoringAverage",2005
56,56,"Mark Hensby",70,3.02,178,59,"TenthTeeEarlyPar3ScoringAverage",2005
56,56,"Tim Herron",100,3.02,196,65,"TenthTeeEarlyPar3ScoringAverage",2005
56,56,"Steve Lowery",100,3.02,172,57,"TenthTeeEarlyPar3ScoringAverage",2005
56,56,"Scott Verplank",87,3.02,196,65,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Robert Damron",89,3.03,239,79,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"James Driscoll",73,3.03,115,38,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Scott Gutschewski",86,3.03,236,78,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Hunter Haas",83,3.03,233,77,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Glen Hnatiuk",59,3.03,121,40,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Bradley Hughes",52,3.03,112,37,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Freddie Jacobson",72,3.03,121,40,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Kent Jones",99,3.03,224,74,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Jose Maria Olazabal",55,3.03,97,32,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Joey Snyder III",102,3.03,200,66,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Darron Stiles",78,3.03,182,60,"TenthTeeEarlyPar3ScoringAverage",2005
63,63,"Brett Wetterich",76,3.03,221,73,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Michael Allen",90,3.04,283,93,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Tommy Armour III",103,3.04,234,77,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Danny Briggs",70,3.04,222,73,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Bob Estes",92,3.04,231,76,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Brendan Jones",81,3.04,210,69,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Bernhard Langer",67,3.04,164,54,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Brenden Pappas",51,3.04,170,56,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Jesper Parnevik",84,3.04,140,46,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Carl Pettersson",109,3.04,274,90,"TenthTeeEarlyPar3ScoringAverage",2005
75,75,"Bob Tway",87,3.04,170,56,"TenthTeeEarlyPar3ScoringAverage",2005
85,85,"Steve Allan",102,3.05,281,92,"TenthTeeEarlyPar3ScoringAverage",2005
85,85,"Jim Carter",62,3.05,183,60,"TenthTeeEarlyPar3ScoringAverage",2005
85,85,"Gavin Coles",70,3.05,171,56,"TenthTeeEarlyPar3ScoringAverage",2005
85,85,"Paul Gow",78,3.05,195,64,"TenthTeeEarlyPar3ScoringAverage",2005
85,85,"Peter Lonard",85,3.05,192,63,"TenthTeeEarlyPar3ScoringAverage",2005
85,85,"Scott McCarron",78,3.05,195,64,"TenthTeeEarlyPar3ScoringAverage",2005
85,85,"Justin Rose",99,3.05,229,75,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Aaron Baddeley",84,3.06,199,65,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Steve Elkington",67,3.06,144,47,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Brent Geiberger",61,3.06,159,52,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Lee Janzen",75,3.06,257,84,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Kevin Na",88,3.06,217,71,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Sean OHair",103,3.06,251,82,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Kenny Perry",82,3.06,162,53,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"John Senden",101,3.06,236,77,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Jeff Sluman",94,3.06,254,83,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Kevin Stadler",96,3.06,211,69,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Roland Thatcher",75,3.06,220,72,"TenthTeeEarlyPar3ScoringAverage",2005
92,92,"Bo Van Pelt",112,3.06,294,96,"TenthTeeEarlyPar3ScoringAverage",2005
104,104,"Briny Baird",98,3.07,310,101,"TenthTeeEarlyPar3ScoringAverage",2005
104,104,"Mark Calcavecchia",92,3.07,126,41,"TenthTeeEarlyPar3ScoringAverage",2005
104,104,"Alex Cejka",84,3.07,221,72,"TenthTeeEarlyPar3ScoringAverage",2005
104,104,"David Hearn",68,3.07,172,56,"TenthTeeEarlyPar3ScoringAverage",2005
104,104,"Brandt Jobe",96,3.07,230,75,"TenthTeeEarlyPar3ScoringAverage",2005
104,104,"JL Lewis",98,3.07,184,60,"TenthTeeEarlyPar3ScoringAverage",2005
104,104,"Craig Perks",67,3.07,138,45,"TenthTeeEarlyPar3ScoringAverage",2005
104,104,"Joey Sindelar",104,3.07,255,83,"TenthTeeEarlyPar3ScoringAverage",2005
104,104,"Lee Westwood",50,3.07,126,41,"TenthTeeEarlyPar3ScoringAverage",2005
113,113,"Olin Browne",99,3.08,271,88,"TenthTeeEarlyPar3ScoringAverage",2005
