"Approachesfrominside100yards_RANKTHISWEEK_2014","Approachesfrominside100yards_RANKLASTWEEK_2014","Approachesfrominside100yards_PLAYERNAME_2014","Approachesfrominside100yards_ROUNDS_2014","Approachesfrominside100yards_AVG_2014","Approachesfrominside100yards_TOTALDISTANCEFEET_2014","Approachesfrominside100yards_OFATTEMPTS_2014","Approachesfrominside100yards_RELATIVETOPAR_2014","stat_name","year"
1,1,"Zach Johnson",97,NA,1312.083,98,-0.21,"Approachesfrominside100yards",2014
2,2,"Bud Cauley",56,NA,791.167,58,-0.14,"Approachesfrominside100yards",2014
2,2,"Webb Simpson",87,NA,1151.083,84,-0.26,"Approachesfrominside100yards",2014
4,4,"Ryo Ishikawa",75,NA,762.083,55,-0.15,"Approachesfrominside100yards",2014
5,5,"Justin Leonard",75,NA,1015.417,73,-0.36,"Approachesfrominside100yards",2014
6,6,"Tim Clark",75,NA,1621.583,116,-0.12,"Approachesfrominside100yards",2014
7,7,"Jason Day",54,NA,719.917,51,-0.18,"Approachesfrominside100yards",2014
7,7,"Jason Dufner",57,NA,621.417,44,-0.34,"Approachesfrominside100yards",2014
9,9,"Jonathan Byrd",76,NA,865.25,61,-0.23,"Approachesfrominside100yards",2014
10,10,"Spencer Levin",59,NA,759.917,53,-0.21,"Approachesfrominside100yards",2014
11,11,"Troy Merritt",62,NA,1045.833,72,-0.19,"Approachesfrominside100yards",2014
11,11,"Chris Stroud",88,NA,986.917,68,-0.01,"Approachesfrominside100yards",2014
13,13,"Michael Putnam",106,NA,1023.75,70,-0.11,"Approachesfrominside100yards",2014
14,14,"Matt Kuchar",91,NA,1611.917,109,-0.29,"Approachesfrominside100yards",2014
15,15,"Erik Compton",88,NA,1326,89,-0.17,"Approachesfrominside100yards",2014
15,15,"Rickie Fowler",91,NA,986.5,66,-0.2,"Approachesfrominside100yards",2014
15,15,"Bryce Molder",77,NA,1313.167,88,-0.11,"Approachesfrominside100yards",2014
15,15,"Scott Stallings",77,NA,941.333,63,-0.03,"Approachesfrominside100yards",2014
15,15,"Cameron Tringale",111,NA,1866.833,125,-0.16,"Approachesfrominside100yards",2014
20,20,"Kevin Chappell",100,NA,1833.167,122,-0.11,"Approachesfrominside100yards",2014
21,21,"Keegan Bradley",89,NA,888.833,59,-0.22,"Approachesfrominside100yards",2014
21,21,"KJ Choi",80,NA,1481,98,-0.17,"Approachesfrominside100yards",2014
21,21,"Jason Kokrak",65,NA,844.25,56,-0.18,"Approachesfrominside100yards",2014
21,21,"Justin Rose",70,NA,1023.25,68,-0.1,"Approachesfrominside100yards",2014
25,25,"Brandt Snedeker",89,NA,1199.417,79,-0.03,"Approachesfrominside100yards",2014
25,25,"Tim Wilkinson",86,NA,1288.917,85,-0.2,"Approachesfrominside100yards",2014
27,27,"Mike Weir",69,NA,962.083,63,-0.05,"Approachesfrominside100yards",2014
