"Approaches200225yardsRghRTP_RANKTHISWEEK_2012","Approaches200225yardsRghRTP_RANKLASTWEEK_2012","Approaches200225yardsRghRTP_PLAYERNAME_2012","Approaches200225yardsRghRTP_ROUNDS_2012","Approaches200225yardsRghRTP_AVGRTP_2012","stat_name","year"
1,1,"Charlie Beljan",61,-1,"Approaches200225yardsRghRTP",2012
2,2,"John Daly",50,-0.571,"Approaches200225yardsRghRTP",2012
3,3,"Louis Oosthuizen",65,-0.545,"Approaches200225yardsRghRTP",2012
4,4,"Daniel Chopra",55,-0.5,"Approaches200225yardsRghRTP",2012
4,4,"Chris Couch",61,-0.5,"Approaches200225yardsRghRTP",2012
6,6,"Angel Cabrera",54,-0.333,"Approaches200225yardsRghRTP",2012
6,6,"Davis Love III",64,-0.333,"Approaches200225yardsRghRTP",2012
6,6,"Seung Yul Noh",105,-0.333,"Approaches200225yardsRghRTP",2012
6,6,"Bo Van Pelt",84,-0.333,"Approaches200225yardsRghRTP",2012
10,10,"Aaron Baddeley",73,-0.313,"Approaches200225yardsRghRTP",2012
11,11,"Jason Kokrak",79,-0.294,"Approaches200225yardsRghRTP",2012
12,12,"Robert Karlsson",54,-0.286,"Approaches200225yardsRghRTP",2012
13,13,"Bubba Watson",68,-0.267,"Approaches200225yardsRghRTP",2012
14,14,"Josh Teater",97,-0.24,"Approaches200225yardsRghRTP",2012
15,15,"Luke Donald",63,-0.238,"Approaches200225yardsRghRTP",2012
16,16,"Rickie Fowler",84,-0.231,"Approaches200225yardsRghRTP",2012
16,16,"Sergio Garcia",57,-0.231,"Approaches200225yardsRghRTP",2012
16,16,"Dustin Johnson",70,-0.231,"Approaches200225yardsRghRTP",2012
19,19,"Ian Poulter",57,-0.222,"Approaches200225yardsRghRTP",2012
19,19,"Charl Schwartzel",56,-0.222,"Approaches200225yardsRghRTP",2012
21,21,"Graeme McDowell",55,-0.2,"Approaches200225yardsRghRTP",2012
21,21,"Webb Simpson",77,-0.2,"Approaches200225yardsRghRTP",2012
21,21,"Steve Stricker",73,-0.2,"Approaches200225yardsRghRTP",2012
24,24,"Scott Stallings",78,-0.174,"Approaches200225yardsRghRTP",2012
25,25,"Jason Day",57,-0.167,"Approaches200225yardsRghRTP",2012
25,25,"JB Holmes",90,-0.167,"Approaches200225yardsRghRTP",2012
27,27,"Billy Mayfair",90,-0.077,"Approaches200225yardsRghRTP",2012
27,27,"Rory McIlroy",60,-0.077,"Approaches200225yardsRghRTP",2012
29,29,"Boo Weekley",74,-0.071,"Approaches200225yardsRghRTP",2012
30,30,"Tim Herron",88,-0.067,"Approaches200225yardsRghRTP",2012
30,30,"Kevin Kisner",69,-0.067,"Approaches200225yardsRghRTP",2012
32,32,"Tommy Biershenk",74,-0.063,"Approaches200225yardsRghRTP",2012
33,33,"Hunter Mahan",88,-0.059,"Approaches200225yardsRghRTP",2012
34,34,"Kevin Stadler",85,-0.05,"Approaches200225yardsRghRTP",2012
35,35,"Charles Howell III",98,-0.029,"Approaches200225yardsRghRTP",2012
