"GIRPercentage150175yards_RANKTHISWEEK_2015","GIRPercentage150175yards_RANKLASTWEEK_2015","GIRPercentage150175yards_PLAYERNAME_2015","GIRPercentage150175yards_ROUNDS_2015","GIRPercentage150175yards_Pct_2015","GIRPercentage150175yards_GREENSHIT_2015","GIRPercentage150175yards_TOTALHOLES_2015","GIRPercentage150175yards_RELATIVETOPAR_2015","stat_name","year"
1,1,"Chez Reavie",56,73.87,147,199,-0.16,"GIRPercentage150175yards",2015
2,2,"Ben Martin",93,73.19,232,317,-0.22,"GIRPercentage150175yards",2015
3,3,"Paul Casey",87,73.03,176,241,-0.17,"GIRPercentage150175yards",2015
4,4,"Spencer Levin",99,73.02,230,315,-0.17,"GIRPercentage150175yards",2015
5,5,"Russell Knox",96,72.54,243,335,-0.15,"GIRPercentage150175yards",2015
6,6,"Whee Kim",71,72.12,163,226,-0.18,"GIRPercentage150175yards",2015
7,7,"Henrik Stenson",63,72,108,150,-0.21,"GIRPercentage150175yards",2015
8,8,"Jim Herman",88,71.99,221,307,-0.19,"GIRPercentage150175yards",2015
9,9,"Greg Owen",58,71.01,120,169,-0.17,"GIRPercentage150175yards",2015
10,10,"Kevin Streelman",95,70.7,181,256,-0.19,"GIRPercentage150175yards",2015
11,11,"Luke Donald",71,69.76,143,205,-0.2,"GIRPercentage150175yards",2015
12,12,"Stewart Cink",77,69.72,198,284,-0.22,"GIRPercentage150175yards",2015
13,13,"Zac Blair",108,69.62,236,339,-0.12,"GIRPercentage150175yards",2015
13,13,"Will Wilcox",58,69.62,110,158,-0.15,"GIRPercentage150175yards",2015
15,15,"Steven Alker",62,69.44,150,216,-0.23,"GIRPercentage150175yards",2015
16,16,"Jim Furyk",71,69.27,142,205,-0.14,"GIRPercentage150175yards",2015
17,17,"George McNeill",93,68.98,229,332,-0.18,"GIRPercentage150175yards",2015
18,18,"Daniel Berger",97,68.92,224,325,-0.14,"GIRPercentage150175yards",2015
19,19,"Byron Smith",59,68.82,117,170,-0.11,"GIRPercentage150175yards",2015
20,20,"Charl Schwartzel",67,68.79,108,157,-0.12,"GIRPercentage150175yards",2015
21,21,"Tony Finau",106,68.75,220,320,-0.3,"GIRPercentage150175yards",2015
22,22,"Nicholas Thompson",90,68.73,189,275,-0.14,"GIRPercentage150175yards",2015
23,23,"Shawn Stefani",94,68.41,236,345,-0.19,"GIRPercentage150175yards",2015
24,24,"Boo Weekley",79,68.33,164,240,-0.19,"GIRPercentage150175yards",2015
25,25,"Brooks Koepka",84,68.16,167,245,-0.19,"GIRPercentage150175yards",2015
26,26,"Eric Axley",57,68.13,109,160,-0.14,"GIRPercentage150175yards",2015
27,27,"Adam Scott",51,68.1,79,116,-0.13,"GIRPercentage150175yards",2015
28,28,"Francesco Molinari",56,67.92,108,159,-0.18,"GIRPercentage150175yards",2015
29,29,"Bryce Molder",91,67.81,198,292,-0.21,"GIRPercentage150175yards",2015
30,30,"Chris Stroud",84,67.77,164,242,-0.2,"GIRPercentage150175yards",2015
31,31,"Michael Thompson",83,67.73,212,313,-0.22,"GIRPercentage150175yards",2015
32,32,"Brendon de Jonge",106,67.67,224,331,-0.19,"GIRPercentage150175yards",2015
33,33,"Justin Thomas",106,67.63,234,346,-0.12,"GIRPercentage150175yards",2015
34,34,"Blayne Barber",76,67.62,165,244,-0.19,"GIRPercentage150175yards",2015
35,35,"Billy Horschel",99,67.52,185,274,-0.19,"GIRPercentage150175yards",2015
36,36,"Brendan Steele",88,67.44,203,301,-0.16,"GIRPercentage150175yards",2015
