"Total1Putts1015_RANKTHISWEEK_2015","Total1Putts1015_RANKLASTWEEK_2015","Total1Putts1015_PLAYERNAME_2015","Total1Putts1015_ROUNDS_2015","Total1Putts1015_TOTAL_2015","Total1Putts1015_TOTALFORALLDISTANCES_2015","Total1Putts1015_PCTOFALL1PUTTS_2015","stat_name","year"
1,1,"Danny Lee",120,106,788,13.5,"Total1Putts1015",2015
2,2,"William McGirt",103,95,680,14,"Total1Putts1015",2015
3,3,"Jason Bohn",95,90,627,14.4,"Total1Putts1015",2015
3,3,"Daniel Summerhays",101,90,659,13.7,"Total1Putts1015",2015
5,5,"Carl Pettersson",106,89,733,12.1,"Total1Putts1015",2015
6,6,"David Hearn",97,88,608,14.5,"Total1Putts1015",2015
7,7,"Robert Streb",110,87,686,12.7,"Total1Putts1015",2015
8,8,"Sangmoon Bae",98,86,671,12.8,"Total1Putts1015",2015
8,8,"George McNeill",93,86,645,13.3,"Total1Putts1015",2015
10,10,"Chesson Hadley",101,84,673,12.5,"Total1Putts1015",2015
11,11,"Aaron Baddeley",76,79,505,15.6,"Total1Putts1015",2015
11,11,"Charley Hoffman",97,79,557,14.2,"Total1Putts1015",2015
13,13,"John Huh",102,77,643,12,"Total1Putts1015",2015
13,13,"Pat Perez",96,77,591,13,"Total1Putts1015",2015
15,15,"Charles Howell III",105,76,619,12.3,"Total1Putts1015",2015
15,15,"Jerry Kelly",79,76,502,15.1,"Total1Putts1015",2015
15,15,"Brian Stuard",97,76,575,13.2,"Total1Putts1015",2015
18,18,"Zac Blair",108,75,636,11.8,"Total1Putts1015",2015
18,18,"Brendon de Jonge",106,75,655,11.5,"Total1Putts1015",2015
18,18,"Scott Pinckney",88,75,488,15.4,"Total1Putts1015",2015
18,18,"Brandt Snedeker",98,75,587,12.8,"Total1Putts1015",2015
18,18,"Shawn Stefani",94,75,602,12.5,"Total1Putts1015",2015
18,18,"Nick Taylor",91,75,604,12.4,"Total1Putts1015",2015
24,24,"Scott Langley",94,73,545,13.4,"Total1Putts1015",2015
25,25,"Matt Kuchar",97,72,600,12,"Total1Putts1015",2015
26,26,"Troy Merritt",91,71,604,11.8,"Total1Putts1015",2015
27,27,"Ryo Ishikawa",90,70,540,13,"Total1Putts1015",2015
27,27,"Brendon Todd",96,70,600,11.7,"Total1Putts1015",2015
29,29,"Harris English",105,69,644,10.7,"Total1Putts1015",2015
29,29,"Tony Finau",106,69,633,10.9,"Total1Putts1015",2015
29,29,"Patrick Reed",103,69,612,11.3,"Total1Putts1015",2015
32,32,"Bryce Molder",91,68,565,12,"Total1Putts1015",2015
33,33,"Chad Campbell",97,67,603,11.1,"Total1Putts1015",2015
33,33,"Kevin Chappell",86,67,567,11.8,"Total1Putts1015",2015
33,33,"Brian Harman",90,67,559,12,"Total1Putts1015",2015
33,33,"Russell Knox",96,67,571,11.7,"Total1Putts1015",2015
