"SandSavesfrom30yards_RANKTHISWEEK_2010","SandSavesfrom30yards_RANKLASTWEEK_2010","SandSavesfrom30yards_PLAYERNAME_2010","SandSavesfrom30yards_ROUNDS_2010","SandSavesfrom30yards_Pct_2010","SandSavesfrom30yards_OFSAVES_2010","SandSavesfrom30yards_OFBUNKERS_2010","stat_name","year"
1,1,"Luke Donald",71,85.71,6,7,"SandSavesfrom30yards",2010
2,2,"Jonathan Byrd",85,66.67,6,9,"SandSavesfrom30yards",2010
3,3,"Matt Jones",89,63.64,14,22,"SandSavesfrom30yards",2010
4,4,"John Daly",63,60,3,5,"SandSavesfrom30yards",2010
5,5,"Chad Campbell",95,58.33,7,12,"SandSavesfrom30yards",2010
6,6,"Matt Bettencourt",91,57.14,8,14,"SandSavesfrom30yards",2010
6,6,"David Duval",71,57.14,4,7,"SandSavesfrom30yards",2010
8,8,"Martin Laird",91,55.56,5,9,"SandSavesfrom30yards",2010
9,9,"Stuart Appleby",101,55,11,20,"SandSavesfrom30yards",2010
10,10,"Jarrod Lyle",54,54.55,6,11,"SandSavesfrom30yards",2010
11,11,"Alex Prugh",88,53.85,7,13,"SandSavesfrom30yards",2010
11,11,"Heath Slocum",97,53.85,7,13,"SandSavesfrom30yards",2010
11,11,"Steve Stricker",73,53.85,7,13,"SandSavesfrom30yards",2010
11,11,"Mark Wilson",87,53.85,7,13,"SandSavesfrom30yards",2010
15,15,"Rich Barcelo",70,50,4,8,"SandSavesfrom30yards",2010
15,15,"Henrik Bjornstad",72,50,4,8,"SandSavesfrom30yards",2010
15,15,"Craig Bowden",56,50,3,6,"SandSavesfrom30yards",2010
15,15,"Martin Flores",75,50,6,12,"SandSavesfrom30yards",2010
15,15,"Greg Kraft",52,50,3,6,"SandSavesfrom30yards",2010
15,15,"Geoff Ogilvy",62,50,4,8,"SandSavesfrom30yards",2010
15,15,"Tom Pernice Jr",74,50,4,8,"SandSavesfrom30yards",2010
15,15,"Kenny Perry",69,50,4,8,"SandSavesfrom30yards",2010
15,15,"Brett Quigley",96,50,5,10,"SandSavesfrom30yards",2010
15,15,"Brandt Snedeker",89,50,5,10,"SandSavesfrom30yards",2010
15,15,"Roger Tambellini",77,50,3,6,"SandSavesfrom30yards",2010
15,15,"DJ Trahan",92,50,6,12,"SandSavesfrom30yards",2010
27,27,"Aaron Baddeley",94,47.62,10,21,"SandSavesfrom30yards",2010
27,27,"Jerry Kelly",99,47.62,10,21,"SandSavesfrom30yards",2010
29,29,"Rory Sabbatini",79,47.06,8,17,"SandSavesfrom30yards",2010
30,30,"Justin Leonard",89,46.67,7,15,"SandSavesfrom30yards",2010
31,31,"Robert Allenby",76,46.15,6,13,"SandSavesfrom30yards",2010
32,32,"Skip Kendall",58,45.45,5,11,"SandSavesfrom30yards",2010
32,32,"Aron Price",70,45.45,5,11,"SandSavesfrom30yards",2010
32,32,"David Toms",86,45.45,5,11,"SandSavesfrom30yards",2010
35,35,"Charlie Wi",95,45,9,20,"SandSavesfrom30yards",2010
36,36,"Vijay Singh",75,44.44,4,9,"SandSavesfrom30yards",2010
37,37,"Stephen Ames",75,42.86,6,14,"SandSavesfrom30yards",2010
37,37,"KJ Choi",82,42.86,3,7,"SandSavesfrom30yards",2010
37,37,"Jeff Gove",57,42.86,3,7,"SandSavesfrom30yards",2010
37,37,"Jay Williamson",76,42.86,3,7,"SandSavesfrom30yards",2010
41,41,"James Driscoll",78,41.67,5,12,"SandSavesfrom30yards",2010
41,41,"Scott Piercy",88,41.67,10,24,"SandSavesfrom30yards",2010
43,43,"Michael Connell",89,41.18,7,17,"SandSavesfrom30yards",2010
43,43,"Lee Janzen",77,41.18,7,17,"SandSavesfrom30yards",2010
45,45,"Cameron Beckman",68,40,4,10,"SandSavesfrom30yards",2010
45,45,"Jim Furyk",76,40,2,5,"SandSavesfrom30yards",2010
45,45,"JP Hayes",79,40,4,10,"SandSavesfrom30yards",2010
45,45,"Camilo Villegas",78,40,4,10,"SandSavesfrom30yards",2010
45,45,"Charles Warren",64,40,6,15,"SandSavesfrom30yards",2010
50,50,"Zach Johnson",93,38.89,7,18,"SandSavesfrom30yards",2010
50,50,"Kevin Stadler",86,38.89,7,18,"SandSavesfrom30yards",2010
52,52,"Jeff Maggert",76,38.46,5,13,"SandSavesfrom30yards",2010
52,52,"George McNeill",79,38.46,5,13,"SandSavesfrom30yards",2010
52,52,"Ryan Moore",80,38.46,5,13,"SandSavesfrom30yards",2010
52,52,"Roland Thatcher",72,38.46,5,13,"SandSavesfrom30yards",2010
56,56,"Webb Simpson",98,38.1,8,21,"SandSavesfrom30yards",2010
57,57,"Justin Bolli",55,37.5,3,8,"SandSavesfrom30yards",2010
57,57,"Jeev Milkha Singh",59,37.5,3,8,"SandSavesfrom30yards",2010
59,59,"Vaughn Taylor",87,36.84,7,19,"SandSavesfrom30yards",2010
60,60,"Brendon de Jonge",114,36.36,4,11,"SandSavesfrom30yards",2010
60,60,"Shaun Micheel",70,36.36,4,11,"SandSavesfrom30yards",2010
60,60,"James Nitties",92,36.36,4,11,"SandSavesfrom30yards",2010
60,60,"Josh Teater",101,36.36,8,22,"SandSavesfrom30yards",2010
60,60,"Steve Wheatcroft",74,36.36,4,11,"SandSavesfrom30yards",2010
65,65,"Michael Sim",64,35.71,5,14,"SandSavesfrom30yards",2010
