"TenthTeeEarlyLowestRound_RANKTHISWEEK_2012","TenthTeeEarlyLowestRound_RANKLASTWEEK_2012","TenthTeeEarlyLowestRound_PLAYERNAME_2012","TenthTeeEarlyLowestRound_ROUNDS_2012","TenthTeeEarlyLowestRound_LOWRND_2012","stat_name","year"
1,1,"Robert Garrigus",89,61,"TenthTeeEarlyLowestRound",2012
1,1,"Ryan Moore",89,61,"TenthTeeEarlyLowestRound",2012
3,3,"Charlie Beljan",61,62,"TenthTeeEarlyLowestRound",2012
3,3,"Brendon de Jonge",115,62,"TenthTeeEarlyLowestRound",2012
3,3,"Harris English",98,62,"TenthTeeEarlyLowestRound",2012
3,3,"Carl Pettersson",92,62,"TenthTeeEarlyLowestRound",2012
3,3,"Jimmy Walker",101,62,"TenthTeeEarlyLowestRound",2012
3,3,"Bubba Watson",68,62,"TenthTeeEarlyLowestRound",2012
9,9,"Bud Cauley",99,63,"TenthTeeEarlyLowestRound",2012
9,9,"Ben Crane",73,63,"TenthTeeEarlyLowestRound",2012
9,9,"Matt Every",80,63,"TenthTeeEarlyLowestRound",2012
9,9,"Sergio Garcia",57,63,"TenthTeeEarlyLowestRound",2012
9,9,"Retief Goosen",39,63,"TenthTeeEarlyLowestRound",2012
9,9,"Bill Haas",79,63,"TenthTeeEarlyLowestRound",2012
9,9,"Billy Horschel",63,63,"TenthTeeEarlyLowestRound",2012
9,9,"John Huh",99,63,"TenthTeeEarlyLowestRound",2012
9,9,"Pat Perez",81,63,"TenthTeeEarlyLowestRound",2012
9,9,"Patrick Reed",38,63,"TenthTeeEarlyLowestRound",2012
9,9,"Charl Schwartzel",56,63,"TenthTeeEarlyLowestRound",2012
9,9,"Camilo Villegas",79,63,"TenthTeeEarlyLowestRound",2012
21,21,"Blake Adams",107,64,"TenthTeeEarlyLowestRound",2012
21,21,"Sangmoon Bae",81,64,"TenthTeeEarlyLowestRound",2012
21,21,"Jason Bohn",81,64,"TenthTeeEarlyLowestRound",2012
21,21,"Roberto Castro",92,64,"TenthTeeEarlyLowestRound",2012
21,21,"Gary Christian",91,64,"TenthTeeEarlyLowestRound",2012
21,21,"Jason Day",57,64,"TenthTeeEarlyLowestRound",2012
21,21,"Graham DeLaet",79,64,"TenthTeeEarlyLowestRound",2012
21,21,"Chris DiMarco",83,64,"TenthTeeEarlyLowestRound",2012
21,21,"Jason Dufner",83,64,"TenthTeeEarlyLowestRound",2012
21,21,"Martin Flores",95,64,"TenthTeeEarlyLowestRound",2012
21,21,"Brian Harman",101,64,"TenthTeeEarlyLowestRound",2012
21,21,"JJ Henry",93,64,"TenthTeeEarlyLowestRound",2012
21,21,"Brandt Jobe",57,64,"TenthTeeEarlyLowestRound",2012
21,21,"Zach Johnson",95,64,"TenthTeeEarlyLowestRound",2012
21,21,"Matt Jones",53,64,"TenthTeeEarlyLowestRound",2012
21,21,"Martin Kaymer",27,64,"TenthTeeEarlyLowestRound",2012
21,21,"Russell Knox",72,64,"TenthTeeEarlyLowestRound",2012
21,21,"Jeff Maggert",83,64,"TenthTeeEarlyLowestRound",2012
21,21,"William McGirt",96,64,"TenthTeeEarlyLowestRound",2012
21,21,"Rory McIlroy",60,64,"TenthTeeEarlyLowestRound",2012
21,21,"Greg Owen",90,64,"TenthTeeEarlyLowestRound",2012
21,21,"Scott Piercy",95,64,"TenthTeeEarlyLowestRound",2012
21,21,"Ted Potter Jr",77,64,"TenthTeeEarlyLowestRound",2012
21,21,"Justin Rose",69,64,"TenthTeeEarlyLowestRound",2012
21,21,"John Senden",81,64,"TenthTeeEarlyLowestRound",2012
