"SandSavesfrom30yards_RANKTHISWEEK_2006","SandSavesfrom30yards_RANKLASTWEEK_2006","SandSavesfrom30yards_PLAYERNAME_2006","SandSavesfrom30yards_ROUNDS_2006","SandSavesfrom30yards_Pct_2006","SandSavesfrom30yards_OFSAVES_2006","SandSavesfrom30yards_OFBUNKERS_2006","stat_name","year"
1,1,"Rod Pampling",89,80,4,5,"SandSavesfrom30yards",2006
2,2,"Rich Beem",85,66.67,6,9,"SandSavesfrom30yards",2006
2,2,"Jose Maria Olazabal",62,66.67,4,6,"SandSavesfrom30yards",2006
4,4,"Michael Allen",84,60,3,5,"SandSavesfrom30yards",2006
4,4,"Mike Sposa",68,60,3,5,"SandSavesfrom30yards",2006
4,4,"Brett Wetterich",82,60,3,5,"SandSavesfrom30yards",2006
7,7,"Rory Sabbatini",84,58.33,7,12,"SandSavesfrom30yards",2006
8,8,"Brian Gay",107,57.89,11,19,"SandSavesfrom30yards",2006
9,9,"Stuart Appleby",83,57.14,8,14,"SandSavesfrom30yards",2006
10,10,"Nathan Green",108,55.56,10,18,"SandSavesfrom30yards",2006
10,10,"Jon Mills",68,55.56,5,9,"SandSavesfrom30yards",2006
12,12,"JB Holmes",81,54.55,6,11,"SandSavesfrom30yards",2006
13,13,"Greg Chalmers",71,53.85,7,13,"SandSavesfrom30yards",2006
14,14,"Brian Bateman",69,50,3,6,"SandSavesfrom30yards",2006
14,14,"Jonathan Byrd",66,50,3,6,"SandSavesfrom30yards",2006
14,14,"Chad Campbell",91,50,7,14,"SandSavesfrom30yards",2006
14,14,"Fred Couples",52,50,1,2,"SandSavesfrom30yards",2006
14,14,"Luke Donald",66,50,2,4,"SandSavesfrom30yards",2006
14,14,"Danny Ellis",68,50,3,6,"SandSavesfrom30yards",2006
14,14,"Robert Gamez",94,50,4,8,"SandSavesfrom30yards",2006
14,14,"Scott Gutschewski",53,50,2,4,"SandSavesfrom30yards",2006
14,14,"Jerry Kelly",100,50,5,10,"SandSavesfrom30yards",2006
14,14,"Peter Lonard",77,50,6,12,"SandSavesfrom30yards",2006
14,14,"Tim Petrovic",95,50,5,10,"SandSavesfrom30yards",2006
14,14,"Chris Riley",86,50,8,16,"SandSavesfrom30yards",2006
14,14,"Steve Stricker",64,50,2,4,"SandSavesfrom30yards",2006
14,14,"DJ Trahan",92,50,7,14,"SandSavesfrom30yards",2006
14,14,"Bob Tway",81,50,3,6,"SandSavesfrom30yards",2006
14,14,"Jimmy Walker",60,50,11,22,"SandSavesfrom30yards",2006
14,14,"Tiger Woods",55,50,2,4,"SandSavesfrom30yards",2006
31,31,"Sean OHair",100,47.37,9,19,"SandSavesfrom30yards",2006
32,32,"Brent Geiberger",99,47.06,8,17,"SandSavesfrom30yards",2006
33,33,"Justin Leonard",83,46.67,7,15,"SandSavesfrom30yards",2006
33,33,"Tom Pernice Jr",108,46.67,7,15,"SandSavesfrom30yards",2006
35,35,"Dudley Hart",83,46.15,6,13,"SandSavesfrom30yards",2006
35,35,"Dean Wilson",115,46.15,6,13,"SandSavesfrom30yards",2006
37,37,"James Driscoll",80,45.45,5,11,"SandSavesfrom30yards",2006
37,37,"Paul Goydos",72,45.45,5,11,"SandSavesfrom30yards",2006
39,39,"David Duval",71,44.44,4,9,"SandSavesfrom30yards",2006
39,39,"Davis Love III",85,44.44,4,9,"SandSavesfrom30yards",2006
39,39,"Tag Ridings",103,44.44,4,9,"SandSavesfrom30yards",2006
39,39,"Bo Van Pelt",102,44.44,4,9,"SandSavesfrom30yards",2006
43,43,"Aaron Baddeley",78,43.75,7,16,"SandSavesfrom30yards",2006
43,43,"Ben Crane",85,43.75,7,16,"SandSavesfrom30yards",2006
43,43,"Paul Stankowski",70,43.75,7,16,"SandSavesfrom30yards",2006
46,46,"Steve Flesch",119,42.86,9,21,"SandSavesfrom30yards",2006
46,46,"Troy Matteson",101,42.86,9,21,"SandSavesfrom30yards",2006
46,46,"Len Mattiace",59,42.86,3,7,"SandSavesfrom30yards",2006
46,46,"Ryan Moore",68,42.86,6,14,"SandSavesfrom30yards",2006
50,50,"Jason Schultz",77,41.67,5,12,"SandSavesfrom30yards",2006
50,50,"Vijay Singh",103,41.67,5,12,"SandSavesfrom30yards",2006
52,52,"Billy Andrade",78,40,6,15,"SandSavesfrom30yards",2006
52,52,"Arjun Atwal",97,40,8,20,"SandSavesfrom30yards",2006
52,52,"Stewart Cink",93,40,4,10,"SandSavesfrom30yards",2006
52,52,"Bernhard Langer",77,40,4,10,"SandSavesfrom30yards",2006
52,52,"Frank Lickliter II",99,40,6,15,"SandSavesfrom30yards",2006
52,52,"Larry Mize",53,40,2,5,"SandSavesfrom30yards",2006
52,52,"Pat Perez",50,40,2,5,"SandSavesfrom30yards",2006
59,59,"Jason Bohn",104,38.46,5,13,"SandSavesfrom30yards",2006
59,59,"Mark Wilson",79,38.46,5,13,"SandSavesfrom30yards",2006
61,61,"Ted Purdy",103,37.5,3,8,"SandSavesfrom30yards",2006
61,61,"Omar Uresti",61,37.5,3,8,"SandSavesfrom30yards",2006
61,61,"Tjaart van der Walt",60,37.5,3,8,"SandSavesfrom30yards",2006
61,61,"Bubba Watson",83,37.5,3,8,"SandSavesfrom30yards",2006
65,65,"Todd Hamilton",72,36.36,4,11,"SandSavesfrom30yards",2006
65,65,"Charley Hoffman",100,36.36,4,11,"SandSavesfrom30yards",2006
65,65,"Trevor Immelman",86,36.36,4,11,"SandSavesfrom30yards",2006
65,65,"Skip Kendall",72,36.36,4,11,"SandSavesfrom30yards",2006
69,69,"Ryuji Imada",105,35.71,5,14,"SandSavesfrom30yards",2006
69,69,"Lee Janzen",79,35.71,5,14,"SandSavesfrom30yards",2006
69,69,"Kevin Sutherland",100,35.71,5,14,"SandSavesfrom30yards",2006
72,72,"Briny Baird",81,33.33,3,9,"SandSavesfrom30yards",2006
72,72,"David Branshaw",98,33.33,6,18,"SandSavesfrom30yards",2006
72,72,"KJ Choi",93,33.33,6,18,"SandSavesfrom30yards",2006
72,72,"John Cook",67,33.33,2,6,"SandSavesfrom30yards",2006
72,72,"Kris Cox",83,33.33,2,6,"SandSavesfrom30yards",2006
72,72,"Chris DiMarco",83,33.33,2,6,"SandSavesfrom30yards",2006
72,72,"Joe Durant",101,33.33,6,18,"SandSavesfrom30yards",2006
72,72,"Steve Elkington",52,33.33,3,9,"SandSavesfrom30yards",2006
72,72,"Ernie Els",69,33.33,4,12,"SandSavesfrom30yards",2006
72,72,"Padraig Harrington",54,33.33,2,6,"SandSavesfrom30yards",2006
72,72,"Ryan Hietala",61,33.33,3,9,"SandSavesfrom30yards",2006
72,72,"David Howell",52,33.33,2,6,"SandSavesfrom30yards",2006
72,72,"Kent Jones",103,33.33,3,9,"SandSavesfrom30yards",2006
72,72,"Will Ma Kenzie",91,33.33,2,6,"SandSavesfrom30yards",2006
72,72,"Daisuke Maruyama",83,33.33,4,12,"SandSavesfrom30yards",2006
72,72,"Jeff Overton",95,33.33,3,9,"SandSavesfrom30yards",2006
72,72,"Adam Scott",70,33.33,2,6,"SandSavesfrom30yards",2006
72,72,"Vaughn Taylor",88,33.33,2,6,"SandSavesfrom30yards",2006
72,72,"David Toms",76,33.33,3,9,"SandSavesfrom30yards",2006
72,72,"Nick Watney",97,33.33,5,15,"SandSavesfrom30yards",2006
72,72,"Mike Weir",88,33.33,5,15,"SandSavesfrom30yards",2006
93,93,"Arron Oberholser",82,31.25,5,16,"SandSavesfrom30yards",2006
93,93,"Carl Pettersson",95,31.25,5,16,"SandSavesfrom30yards",2006
93,93,"Camilo Villegas",95,31.25,5,16,"SandSavesfrom30yards",2006
96,96,"Daniel Chopra",110,30.77,4,13,"SandSavesfrom30yards",2006
97,97,"Woody Austin",107,30,6,20,"SandSavesfrom30yards",2006
97,97,"Mark Calcavecchia",94,30,3,10,"SandSavesfrom30yards",2006
97,97,"Ben Curtis",86,30,3,10,"SandSavesfrom30yards",2006
97,97,"Carlos Franco",86,30,3,10,"SandSavesfrom30yards",2006
97,97,"Zach Johnson",98,30,3,10,"SandSavesfrom30yards",2006
97,97,"JL Lewis",57,30,3,10,"SandSavesfrom30yards",2006
97,97,"Joe Ogilvie",95,30,3,10,"SandSavesfrom30yards",2006
97,97,"Justin Rose",98,30,3,10,"SandSavesfrom30yards",2006
105,105,"Mathias Gronberg",92,28.57,2,7,"SandSavesfrom30yards",2006
105,105,"Bob May",65,28.57,2,7,"SandSavesfrom30yards",2006
105,105,"Phil Mickelson",74,28.57,2,7,"SandSavesfrom30yards",2006
105,105,"DA Points",82,28.57,4,14,"SandSavesfrom30yards",2006
109,109,"John Daly",51,27.27,3,11,"SandSavesfrom30yards",2006
109,109,"Ryan Palmer",101,27.27,3,11,"SandSavesfrom30yards",2006
109,109,"John Rollins",93,27.27,3,11,"SandSavesfrom30yards",2006
109,109,"Nicholas Thompson",96,27.27,3,11,"SandSavesfrom30yards",2006
113,113,"Mark Brooks",90,26.67,4,15,"SandSavesfrom30yards",2006
113,113,"Jonathan Kaye",95,26.67,4,15,"SandSavesfrom30yards",2006
115,115,"Doug Barron",74,25,2,8,"SandSavesfrom30yards",2006
115,115,"Jeff Brehaut",100,25,3,12,"SandSavesfrom30yards",2006
115,115,"Bubba Dickerson",98,25,5,20,"SandSavesfrom30yards",2006
115,115,"John Engler Jr",69,25,3,12,"SandSavesfrom30yards",2006
115,115,"Sergio Garcia",59,25,1,4,"SandSavesfrom30yards",2006
115,115,"JJ Henry",96,25,4,16,"SandSavesfrom30yards",2006
115,115,"Richard Johnson",94,25,5,20,"SandSavesfrom30yards",2006
115,115,"Stephen Leaney",84,25,2,8,"SandSavesfrom30yards",2006
115,115,"Tom Lehman",70,25,2,8,"SandSavesfrom30yards",2006
115,115,"Hunter Mahan",98,25,3,12,"SandSavesfrom30yards",2006
115,115,"Mark OMeara",52,25,1,4,"SandSavesfrom30yards",2006
115,115,"Hidemichi Tanaka",74,25,2,8,"SandSavesfrom30yards",2006
