"FirstTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2012","FirstTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2012","FirstTeeEarlyRound2ScoringAverage_PLAYERNAME_2012","FirstTeeEarlyRound2ScoringAverage__2012","FirstTeeEarlyRound2ScoringAverage_AVG_2012","FirstTeeEarlyRound2ScoringAverage_TOTALSTROKES_2012","FirstTeeEarlyRound2ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Stuart Appleby",NA,65,65,1,"FirstTeeEarlyRound2ScoringAverage",2012
2,2,"Jonas Blixt",NA,67.33,404,6,"FirstTeeEarlyRound2ScoringAverage",2012
2,2,"Henrik Stenson",NA,67.33,202,3,"FirstTeeEarlyRound2ScoringAverage",2012
4,4,"Graeme McDowell",NA,67.4,337,5,"FirstTeeEarlyRound2ScoringAverage",2012
5,5,"Spencer Levin",NA,67.8,339,5,"FirstTeeEarlyRound2ScoringAverage",2012
6,6,"Robert Garrigus",NA,67.89,611,9,"FirstTeeEarlyRound2ScoringAverage",2012
7,7,"Brian Harman",NA,68,340,5,"FirstTeeEarlyRound2ScoringAverage",2012
8,8,"Brian Davis",NA,68.2,341,5,"FirstTeeEarlyRound2ScoringAverage",2012
9,9,"Jimmy Walker",NA,68.38,547,8,"FirstTeeEarlyRound2ScoringAverage",2012
10,10,"John Senden",NA,68.43,479,7,"FirstTeeEarlyRound2ScoringAverage",2012
11,11,"Bob Estes",NA,68.71,481,7,"FirstTeeEarlyRound2ScoringAverage",2012
12,12,"Chris Kirk",NA,68.8,344,5,"FirstTeeEarlyRound2ScoringAverage",2012
12,12,"Carl Pettersson",NA,68.8,688,10,"FirstTeeEarlyRound2ScoringAverage",2012
14,14,"Brian Gay",NA,68.83,413,6,"FirstTeeEarlyRound2ScoringAverage",2012
15,15,"Graham DeLaet",NA,68.86,482,7,"FirstTeeEarlyRound2ScoringAverage",2012
16,16,"Tommy Biershenk",NA,69,414,6,"FirstTeeEarlyRound2ScoringAverage",2012
16,16,"Scott Piercy",NA,69,552,8,"FirstTeeEarlyRound2ScoringAverage",2012
16,16,"Charl Schwartzel",NA,69,69,1,"FirstTeeEarlyRound2ScoringAverage",2012
19,19,"Will Claxton",NA,69.11,622,9,"FirstTeeEarlyRound2ScoringAverage",2012
20,20,"Greg Chalmers",NA,69.17,415,6,"FirstTeeEarlyRound2ScoringAverage",2012
21,21,"Jeff Overton",NA,69.18,761,11,"FirstTeeEarlyRound2ScoringAverage",2012
22,22,"Ben Crane",NA,69.2,346,5,"FirstTeeEarlyRound2ScoringAverage",2012
22,22,"John Huh",NA,69.2,692,10,"FirstTeeEarlyRound2ScoringAverage",2012
24,24,"Scott Brown",NA,69.25,554,8,"FirstTeeEarlyRound2ScoringAverage",2012
24,24,"Tim Herron",NA,69.25,554,8,"FirstTeeEarlyRound2ScoringAverage",2012
24,24,"Camilo Villegas",NA,69.25,277,4,"FirstTeeEarlyRound2ScoringAverage",2012
27,27,"Zach Johnson",NA,69.33,208,3,"FirstTeeEarlyRound2ScoringAverage",2012
27,27,"Davis Love III",NA,69.33,208,3,"FirstTeeEarlyRound2ScoringAverage",2012
29,29,"Chad Campbell",NA,69.38,555,8,"FirstTeeEarlyRound2ScoringAverage",2012
30,30,"Billy Mayfair",NA,69.4,347,5,"FirstTeeEarlyRound2ScoringAverage",2012
31,31,"Ken Duke",NA,69.44,625,9,"FirstTeeEarlyRound2ScoringAverage",2012
32,32,"Harris English",NA,69.5,417,6,"FirstTeeEarlyRound2ScoringAverage",2012
32,32,"Boo Weekley",NA,69.5,556,8,"FirstTeeEarlyRound2ScoringAverage",2012
34,34,"Charles Howell III",NA,69.58,835,12,"FirstTeeEarlyRound2ScoringAverage",2012
35,35,"Tom Gillis",NA,69.6,696,10,"FirstTeeEarlyRound2ScoringAverage",2012
35,35,"John Mallinger",NA,69.6,348,5,"FirstTeeEarlyRound2ScoringAverage",2012
35,35,"Dicky Pride",NA,69.6,348,5,"FirstTeeEarlyRound2ScoringAverage",2012
35,35,"Cameron Tringale",NA,69.6,696,10,"FirstTeeEarlyRound2ScoringAverage",2012
39,39,"Russell Knox",NA,69.63,557,8,"FirstTeeEarlyRound2ScoringAverage",2012
40,40,"Luke Donald",NA,69.67,209,3,"FirstTeeEarlyRound2ScoringAverage",2012
