"Top10Finishes_RANKTHISWEEK_2014","Top10Finishes_RANKLASTWEEK_2014","Top10Finishes_PLAYERNAME_2014","Top10Finishes_EVENTS_2014","Top10Finishes_TOP10_2014","Top10Finishes_1ST_2014","Top10Finishes_2ND_2014","Top10Finishes_3RD_2014","stat_name","year"
51,51,"David Hearn",28,3,NA,NA,NA,"Top10Finishes",2014
51,51,"Russell Henley",29,3,1,1,NA,"Top10Finishes",2014
51,51,"Justin Hicks",30,3,NA,1,1,"Top10Finishes",2014
51,51,"Ryo Ishikawa",24,3,NA,1,NA,"Top10Finishes",2014
51,51,"Kevin Kisner",26,3,NA,NA,NA,"Top10Finishes",2014
51,51,"Russell Knox",26,3,NA,1,NA,"Top10Finishes",2014
51,51,"Ben Martin",26,3,NA,NA,3,"Top10Finishes",2014
51,51,"Seung Yul Noh",27,3,1,NA,NA,"Top10Finishes",2014
51,51,"Jeff Overton",24,3,NA,NA,NA,"Top10Finishes",2014
51,51,"Pat Perez",25,3,NA,1,NA,"Top10Finishes",2014
51,51,"Rory Sabbatini",26,3,NA,NA,1,"Top10Finishes",2014
51,51,"Brandt Snedeker",25,3,NA,NA,NA,"Top10Finishes",2014
51,51,"Kevin Stadler",26,3,1,NA,NA,"Top10Finishes",2014
51,51,"Henrik Stenson",15,3,NA,NA,1,"Top10Finishes",2014
51,51,"Cameron Tringale",31,3,NA,1,NA,"Top10Finishes",2014
51,51,"Tim Wilkinson",25,3,NA,NA,NA,"Top10Finishes",2014
75,75,"Jason Allred",9,2,NA,NA,1,"Top10Finishes",2014
75,75,"Aaron Baddeley",24,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Ricky Barnes",27,2,NA,NA,NA,"Top10Finishes",2014
75,75,"KJ Choi",23,2,NA,2,NA,"Top10Finishes",2014
75,75,"Ben Crane",25,2,1,NA,NA,"Top10Finishes",2014
75,75,"Brendon de Jonge",31,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Jamie Donaldson",12,2,NA,1,NA,"Top10Finishes",2014
75,75,"Robert Garrigus",25,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Retief Goosen",26,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Luke Guthrie",26,2,NA,NA,NA,"Top10Finishes",2014
75,75,"James Hahn",27,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Morgan Hoffmann",32,2,NA,NA,1,"Top10Finishes",2014
75,75,"JB Holmes",24,2,1,NA,NA,"Top10Finishes",2014
75,75,"John Huh",28,2,NA,NA,2,"Top10Finishes",2014
75,75,"Robert Karlsson",7,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Brooks Koepka",16,2,NA,NA,1,"Top10Finishes",2014
75,75,"Jason Kokrak",19,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Richard Lee",27,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Justin Leonard",22,2,NA,NA,1,"Top10Finishes",2014
75,75,"David Lingmerth",26,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Bryce Molder",25,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Francesco Molinari",12,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Geoff Ogilvy",26,2,1,1,NA,"Top10Finishes",2014
75,75,"Ian Poulter",17,2,NA,1,NA,"Top10Finishes",2014
75,75,"Shawn Stefani",17,2,NA,1,NA,"Top10Finishes",2014
75,75,"Robert Streb",21,2,NA,1,NA,"Top10Finishes",2014
75,75,"Kevin Streelman",24,2,1,NA,1,"Top10Finishes",2014
75,75,"Steve Stricker",11,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Daniel Summerhays",27,2,NA,1,NA,"Top10Finishes",2014
75,75,"Andrew Svoboda",24,2,NA,1,NA,"Top10Finishes",2014
75,75,"David Toms",20,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Jhonattan Vegas",23,2,NA,NA,1,"Top10Finishes",2014
75,75,"Nick Watney",25,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Lee Westwood",18,2,NA,NA,NA,"Top10Finishes",2014
75,75,"Will Wilcox",16,2,NA,NA,NA,"Top10Finishes",2014
110,110,"Kiradech Aphibarnrat",9,1,NA,NA,1,"Top10Finishes",2014
110,110,"Briny Baird",17,1,NA,1,NA,"Top10Finishes",2014
110,110,"Charlie Beljan",26,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Thomas Bjorn",9,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Jonas Blixt",21,1,NA,1,NA,"Top10Finishes",2014
110,110,"Steven Bowditch",30,1,1,NA,NA,"Top10Finishes",2014
110,110,"Jonathan Byrd",24,1,NA,NA,1,"Top10Finishes",2014
110,110,"Angel Cabrera",23,1,1,NA,NA,"Top10Finishes",2014
110,110,"Chad Campbell",18,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Roberto Castro",27,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Bud Cauley",19,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Greg Chalmers",27,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Kevin Chappell",28,1,NA,NA,NA,"Top10Finishes",2014
110,110,"George Coetzee",6,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Chad Collins",28,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Ben Curtis",24,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Bob Estes",2,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Gonzalo Fdez Castano",25,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Martin Flores",26,1,NA,NA,1,"Top10Finishes",2014
110,110,"Tommy Gainey",26,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Stephen Gallacher",12,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Brice Garnett",28,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Brian Gay",26,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Jason Gore",7,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Max Homa",8,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Mikko Ilonen",5,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Trevor Immelman",28,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Thongchai Jaidee",9,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Miguel Angel Jimenez",8,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Matt Jones",25,1,1,NA,NA,"Top10Finishes",2014
110,110,"Martin Laird",20,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Bernhard Langer",1,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Scott Langley",29,1,NA,NA,1,"Top10Finishes",2014
110,110,"Danny Lee",28,1,NA,1,NA,"Top10Finishes",2014
110,110,"Andrew Loupe",22,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Shane Lowry",3,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Jeff Maggert",19,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Matteo Manassero",10,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Troy Matteson",23,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Troy Merritt",20,1,NA,1,NA,"Top10Finishes",2014
110,110,"Phil Mickelson",21,1,NA,1,NA,"Top10Finishes",2014
110,110,"Edoardo Molinari",2,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Sean OHair",25,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Thorbjorn Olesen",14,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Louis Oosthuizen",16,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Rod Pampling",7,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Dicky Pride",13,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Michael Putnam",30,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Jim Renner",25,1,NA,1,NA,"Top10Finishes",2014
110,110,"Wes Roach",22,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Andres Romero",26,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Vijay Singh",25,1,NA,1,NA,"Top10Finishes",2014
110,110,"Heath Slocum",23,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Scott Stallings",28,1,1,NA,NA,"Top10Finishes",2014
110,110,"Kyle Stanley",28,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Richard Sterne",7,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Hudson Swafford",26,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Hideto Tanihara",3,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Justin Thomas",7,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Nicholas Thompson",30,1,NA,NA,1,"Top10Finishes",2014
110,110,"Michael Thompson",22,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Bo Van Pelt",25,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Camilo Villegas",29,1,1,NA,NA,"Top10Finishes",2014
110,110,"Johnson Wagner",24,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Boo Weekley",24,1,NA,NA,NA,"Top10Finishes",2014
110,110,"Mike Weir",25,1,NA,1,NA,"Top10Finishes",2014
