"Total1Putts1520_RANKTHISWEEK_2005","Total1Putts1520_RANKLASTWEEK_2005","Total1Putts1520_PLAYERNAME_2005","Total1Putts1520_ROUNDS_2005","Total1Putts1520_TOTAL_2005","Total1Putts1520_TOTALFORALLDISTANCES_2005","Total1Putts1520_PCTOFALL1PUTTS_2005","stat_name","year"
1,1,"Daniel Chopra",108,46,679,6.8,"Total1Putts1520",2005
1,1,"Hunter Mahan",103,46,643,7.2,"Total1Putts1520",2005
3,3,"Briny Baird",98,45,585,7.7,"Total1Putts1520",2005
4,4,"Brian Gay",101,42,701,6,"Total1Putts1520",2005
5,5,"Jonathan Byrd",103,41,650,6.3,"Total1Putts1520",2005
6,6,"Zach Johnson",96,40,591,6.8,"Total1Putts1520",2005
7,7,"Cameron Beckman",96,39,607,6.4,"Total1Putts1520",2005
7,7,"Bob Estes",92,39,575,6.8,"Total1Putts1520",2005
7,7,"Sean OHair",103,39,597,6.5,"Total1Putts1520",2005
7,7,"Joe Ogilvie",103,39,620,6.3,"Total1Putts1520",2005
11,11,"Olin Browne",99,38,570,6.7,"Total1Putts1520",2005
11,11,"Steve Lowery",100,38,631,6,"Total1Putts1520",2005
11,11,"Dean Wilson",86,38,559,6.8,"Total1Putts1520",2005
14,14,"Charles Howell III",95,37,493,7.5,"Total1Putts1520",2005
14,14,"Brett Quigley",96,37,605,6.1,"Total1Putts1520",2005
14,14,"Hidemichi Tanaka",106,37,655,5.6,"Total1Putts1520",2005
17,17,"Mark Calcavecchia",92,36,555,6.5,"Total1Putts1520",2005
17,17,"Marco Dawson",82,36,552,6.5,"Total1Putts1520",2005
17,17,"Harrison Frazar",105,36,656,5.5,"Total1Putts1520",2005
20,20,"Steve Allan",102,35,622,5.6,"Total1Putts1520",2005
20,20,"Fred Funk",102,35,563,6.2,"Total1Putts1520",2005
20,20,"Dudley Hart",84,35,526,6.7,"Total1Putts1520",2005
20,20,"Kent Jones",99,35,626,5.6,"Total1Putts1520",2005
20,20,"Brendan Jones",81,35,494,7.1,"Total1Putts1520",2005
20,20,"Shigeki Maruyama",99,35,635,5.5,"Total1Putts1520",2005
20,20,"Carl Pettersson",109,35,673,5.2,"Total1Putts1520",2005
