"FairwayProximity_RANKTHISWEEK_2009","FairwayProximity_RANKLASTWEEK_2009","FairwayProximity_PLAYERNAME_2009","FairwayProximity_ROUNDS_2009","FairwayProximity_AVG_2009","FairwayProximity_ATTEMPTS_2009","FairwayProximity_TOTALDISTANCEFEET_2009","FairwayProximity_RELATIVETOPAR_2009","stat_name","year"
39,39,"Stephen Ames",77,NA,785,23782.75,-80,"FairwayProximity",2009
39,39,"Sergio Garcia",59,NA,564,17102.25,-43,"FairwayProximity",2009
39,39,"Lucas Glover",93,NA,1080,32738.917,-90,"FairwayProximity",2009
39,39,"John Merrick",91,NA,875,26565.667,-50,"FairwayProximity",2009
43,43,"Bart Bryant",58,NA,764,23264.917,-2,"FairwayProximity",2009
43,43,"Bob Heintz",59,NA,702,21343.667,-74,"FairwayProximity",2009
43,43,"Tag Ridings",50,NA,496,15105.083,-58,"FairwayProximity",2009
46,46,"Padraig Harrington",66,NA,604,18435.75,-68,"FairwayProximity",2009
46,46,"Kenny Perry",92,NA,1006,30677.583,-102,"FairwayProximity",2009
48,48,"Jason Day",61,NA,650,19865.417,-69,"FairwayProximity",2009
48,48,"Harrison Frazar",93,NA,1022,31258.25,-99,"FairwayProximity",2009
48,48,"Todd Hamilton",83,NA,867,26507.667,-30,"FairwayProximity",2009
48,48,"Kevin Na",91,NA,1053,32166.333,-121,"FairwayProximity",2009
48,48,"Scott Verplank",88,NA,1117,34123.5,-120,"FairwayProximity",2009
48,48,"Gary Woodland",53,NA,433,13251.25,-3,"FairwayProximity",2009
54,54,"Ken Duke",87,NA,933,28643.583,-61,"FairwayProximity",2009
54,54,"Retief Goosen",74,NA,744,22846.917,-69,"FairwayProximity",2009
54,54,"Matt Kuchar",82,NA,981,30061.667,-105,"FairwayProximity",2009
54,54,"Marc Leishman",91,NA,1072,32873.333,-80,"FairwayProximity",2009
54,54,"Davis Love III",89,NA,988,30322.667,-90,"FairwayProximity",2009
54,54,"Camilo Villegas",76,NA,734,22507.417,-61,"FairwayProximity",2009
54,54,"Bubba Watson",73,NA,687,21083.833,-59,"FairwayProximity",2009
61,61,"Briny Baird",89,NA,1009,31058.25,-81,"FairwayProximity",2009
61,61,"Charley Hoffman",97,NA,1084,33317.667,-116,"FairwayProximity",2009
61,61,"Sean OHair",80,NA,742,22812.667,-79,"FairwayProximity",2009
61,61,"Rory Sabbatini",81,NA,827,25405.583,-104,"FairwayProximity",2009
61,61,"Charles Warren",63,NA,716,22003.333,-42,"FairwayProximity",2009
66,66,"Jason Dufner",90,NA,1075,33127.417,-80,"FairwayProximity",2009
66,66,"Rocco Mediate",79,NA,873,26886.667,-30,"FairwayProximity",2009
68,68,"Stuart Appleby",79,NA,853,26357.417,-12,"FairwayProximity",2009
68,68,"Woody Austin",84,NA,1033,31928.167,-83,"FairwayProximity",2009
68,68,"Angel Cabrera",55,NA,439,13570,-30,"FairwayProximity",2009
68,68,"Steve Marino",98,NA,1126,34780.167,-113,"FairwayProximity",2009
72,72,"Leif Olson",51,NA,539,16692.833,-8,"FairwayProximity",2009
72,72,"Greg Owen",97,NA,1128,34928.75,-81,"FairwayProximity",2009
72,72,"Chez Reavie",81,NA,1007,31233.667,-63,"FairwayProximity",2009
72,72,"John Senden",100,NA,1257,39004.25,-137,"FairwayProximity",2009
76,76,"Stewart Cink",79,NA,751,23370.417,-65,"FairwayProximity",2009
76,76,"Luke Donald",79,NA,821,25537.333,-91,"FairwayProximity",2009
76,76,"Rod Pampling",72,NA,865,26896.917,-95,"FairwayProximity",2009
76,76,"Brandt Snedeker",81,NA,915,28463.5,-82,"FairwayProximity",2009
76,76,"Vaughn Taylor",88,NA,1090,33902.5,-85,"FairwayProximity",2009
81,81,"Rich Beem",77,NA,767,23922.5,-55,"FairwayProximity",2009
81,81,"Mark Calcavecchia",72,NA,798,24874.667,-41,"FairwayProximity",2009
81,81,"JJ Henry",97,NA,1136,35382.25,-89,"FairwayProximity",2009
81,81,"Jerry Kelly",90,NA,1050,32767,-102,"FairwayProximity",2009
81,81,"Cliff Kresge",78,NA,930,28959.75,-35,"FairwayProximity",2009
81,81,"Brett Quigley",92,NA,985,30685.917,-80,"FairwayProximity",2009
87,87,"KJ Choi",65,NA,684,21364.333,-46,"FairwayProximity",2009
87,87,"Chris DiMarco",97,NA,1186,37078.25,-71,"FairwayProximity",2009
87,87,"Anthony Kim",76,NA,703,21939.583,-85,"FairwayProximity",2009
87,87,"Bill Lunde",83,NA,1017,31778.083,-73,"FairwayProximity",2009
87,87,"Jeff Maggert",79,NA,1011,31627.167,-58,"FairwayProximity",2009
92,92,"Billy Mayfair",83,NA,985,30829.167,-25,"FairwayProximity",2009
92,92,"Ted Purdy",101,NA,1182,37082.75,-68,"FairwayProximity",2009
92,92,"Bo Van Pelt",100,NA,1100,34484.917,-125,"FairwayProximity",2009
95,95,"Steve Flesch",77,NA,850,26675.417,-41,"FairwayProximity",2009
95,95,"Troy Matteson",95,NA,1138,35728.667,-75,"FairwayProximity",2009
95,95,"Kevin Streelman",97,NA,1150,36119.083,-69,"FairwayProximity",2009
95,95,"Nicholas Thompson",96,NA,1148,36050.083,-74,"FairwayProximity",2009
95,95,"Jimmy Walker",74,NA,762,23946.917,-57,"FairwayProximity",2009
95,95,"YE Yang",83,NA,903,28390.167,-77,"FairwayProximity",2009
101,101,"Brian Davis",103,NA,1234,38844.833,-102,"FairwayProximity",2009
101,101,"Bob Estes",78,NA,966,30452.833,-86,"FairwayProximity",2009
101,101,"Paul Goydos",79,NA,932,29376.667,-73,"FairwayProximity",2009
101,101,"Tim Herron",87,NA,1020,32126.667,-68,"FairwayProximity",2009
101,101,"Ian Poulter",59,NA,565,17817.25,-58,"FairwayProximity",2009
101,101,"Aron Price",89,NA,1038,32710.333,-36,"FairwayProximity",2009
101,101,"Vijay Singh",71,NA,649,20453,-36,"FairwayProximity",2009
101,101,"Kevin Sutherland",96,NA,998,31454.083,-106,"FairwayProximity",2009
109,109,"Michael Allen",73,NA,815,25750,-70,"FairwayProximity",2009
109,109,"Charles Howell III",99,NA,1049,33121,-87,"FairwayProximity",2009
109,109,"John Mallinger",90,NA,969,30598.833,-92,"FairwayProximity",2009
109,109,"Phil Mickelson",66,NA,555,17514,-52,"FairwayProximity",2009
109,109,"Boo Weekley",79,NA,896,28267.083,-48,"FairwayProximity",2009
114,114,"Mark Brooks",55,NA,579,18326.833,-20,"FairwayProximity",2009
114,114,"Ben Crane",93,NA,1121,35497.25,-88,"FairwayProximity",2009
114,114,"Glen Day",79,NA,887,28087,-31,"FairwayProximity",2009
114,114,"Steve Elkington",70,NA,860,27256.417,-76,"FairwayProximity",2009
114,114,"Jason Gore",74,NA,840,26597.417,-19,"FairwayProximity",2009
114,114,"Tom Pernice Jr",82,NA,1004,31785.583,-51,"FairwayProximity",2009
114,114,"DA Points",99,NA,1203,38071.583,-73,"FairwayProximity",2009
121,121,"Brad Adamonis",70,NA,787,24995.917,-40,"FairwayProximity",2009
121,121,"Greg Kraft",51,NA,548,17416.417,15,"FairwayProximity",2009
121,121,"Webb Simpson",94,NA,1131,35881,-94,"FairwayProximity",2009
124,124,"Colt Knost",71,NA,794,25243,-42,"FairwayProximity",2009
124,124,"Corey Pavin",73,NA,773,24590.5,-56,"FairwayProximity",2009
124,124,"Pat Perez",74,NA,843,26802.167,-78,"FairwayProximity",2009
124,124,"Rick Price",54,NA,562,17869.25,1,"FairwayProximity",2009
124,124,"Justin Rose",71,NA,772,24558.667,-57,"FairwayProximity",2009
124,124,"Kirk Triplett",60,NA,799,25418.5,-21,"FairwayProximity",2009
130,130,"Matt Jones",56,NA,555,17702.833,-73,"FairwayProximity",2009
130,130,"Jeff Overton",92,NA,917,29243.083,-75,"FairwayProximity",2009
132,132,"Brendon de Jonge",90,NA,1034,33069.583,-69,"FairwayProximity",2009
132,132,"George McNeill",82,NA,990,31654.667,-87,"FairwayProximity",2009
132,132,"Ryan Palmer",78,NA,907,28988,-65,"FairwayProximity",2009
132,132,"Johnson Wagner",81,NA,1002,32095.583,-65,"FairwayProximity",2009
132,132,"Nick Watney",86,NA,858,27475.833,-85,"FairwayProximity",2009
137,137,"Mathew Goggin",76,NA,819,26294.5,-40,"FairwayProximity",2009
137,137,"Bill Haas",91,NA,1092,34997,-73,"FairwayProximity",2009
137,137,"Richard Johnson",85,NA,1051,33696.583,-49,"FairwayProximity",2009
137,137,"Kent Jones",73,NA,868,27865.667,-32,"FairwayProximity",2009
141,141,"Brian Bateman",55,NA,605,19449.917,-17,"FairwayProximity",2009
141,141,"Ryan Moore",89,NA,1011,32520.25,-89,"FairwayProximity",2009
141,141,"Charlie Wi",92,NA,1076,34654.833,-93,"FairwayProximity",2009
141,141,"Mark Wilson",99,NA,1238,39852.167,-100,"FairwayProximity",2009
145,145,"Freddie Jacobson",83,NA,931,30009.417,-75,"FairwayProximity",2009
145,145,"Michael Letzig",96,NA,1089,35155.667,-94,"FairwayProximity",2009
145,145,"Peter Lonard",86,NA,1080,34836.583,-16,"FairwayProximity",2009
148,148,"David Duval",56,NA,528,17065.917,-3,"FairwayProximity",2009
148,148,"Will Ma Kenzie",69,NA,818,26442.917,-20,"FairwayProximity",2009
150,150,"Spencer Levin",75,NA,901,29196.917,-65,"FairwayProximity",2009
151,151,"JB Holmes",74,NA,687,22355.583,-4,"FairwayProximity",2009
151,151,"Geoff Ogilvy",78,NA,739,24030.917,-93,"FairwayProximity",2009
151,151,"Tim Petrovic",97,NA,1177,38232.417,-110,"FairwayProximity",2009
154,154,"Casey Wittenberg",71,NA,705,22984,-56,"FairwayProximity",2009
155,155,"Jonathan Byrd",89,NA,1058,34573.167,-96,"FairwayProximity",2009
155,155,"James Nitties",86,NA,984,32144.667,-72,"FairwayProximity",2009
155,155,"Peter Tomasulo",61,NA,613,20007.083,-15,"FairwayProximity",2009
158,158,"Daniel Chopra",89,NA,1027,33638.25,-88,"FairwayProximity",2009
159,159,"Aaron Baddeley",66,NA,725,23844.833,-31,"FairwayProximity",2009
159,159,"Carl Pettersson",86,NA,932,30649.167,-42,"FairwayProximity",2009
159,159,"Chris Riley",77,NA,962,31654.75,-100,"FairwayProximity",2009
159,159,"Adam Scott",53,NA,532,17531.417,-19,"FairwayProximity",2009
163,163,"Jarrod Lyle",65,NA,655,21689.083,-23,"FairwayProximity",2009
163,163,"Joe Ogilvie",85,NA,970,32072.667,-78,"FairwayProximity",2009
163,163,"Andres Romero",58,NA,479,15859.333,-37,"FairwayProximity",2009
166,166,"Steve Lowery",83,NA,1035,34336.25,-58,"FairwayProximity",2009
167,167,"Scott McCarron",91,NA,1140,38017.583,-91,"FairwayProximity",2009
167,167,"Brendon Todd",53,NA,638,21282.917,2,"FairwayProximity",2009
167,167,"Brian Vranesh",51,NA,572,19056.417,-9,"FairwayProximity",2009
170,170,"Matt Bettencourt",98,NA,1086,36333.25,-73,"FairwayProximity",2009
171,171,"David Mathis",82,NA,913,30642.917,-44,"FairwayProximity",2009
171,171,"Scott Piercy",85,NA,932,31294.583,-64,"FairwayProximity",2009
173,173,"Martin Laird",72,NA,803,27087.083,-49,"FairwayProximity",2009
174,174,"Greg Chalmers",85,NA,947,32031.167,-99,"FairwayProximity",2009
174,174,"Jeff Klauk",97,NA,1269,42910.333,-62,"FairwayProximity",2009
176,176,"Derek Fathauer",63,NA,619,20977.833,-19,"FairwayProximity",2009
177,177,"Nathan Green",104,NA,1198,40777.333,-48,"FairwayProximity",2009
178,178,"Eric Axley",71,NA,716,24456.833,-7,"FairwayProximity",2009
179,179,"Ben Curtis",63,NA,641,22220.417,-20,"FairwayProximity",2009
179,179,"Ryuji Imada",85,NA,888,30769.667,-60,"FairwayProximity",2009
181,181,"John Rollins",92,NA,1056,36895.083,-73,"FairwayProximity",2009
182,182,"Marc Turnesa",77,NA,966,34166.333,10,"FairwayProximity",2009
183,183,"Parker McLachlin",71,NA,824,29252.833,-6,"FairwayProximity",2009
184,184,"Brad Faxon",59,NA,662,24520.167,27,"FairwayProximity",2009
