"Back9Round1ScoringAverage_RANKTHISWEEK_2013","Back9Round1ScoringAverage_RANKLASTWEEK_2013","Back9Round1ScoringAverage_PLAYERNAME_2013","Back9Round1ScoringAverage__2013","Back9Round1ScoringAverage_AVG_2013","Back9Round1ScoringAverage_TOTALSTROKES_2013","Back9Round1ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Steve Stricker",NA,33.42,401,12,"Back9Round1ScoringAverage",2013
2,2,"Ryan Palmer",NA,34.45,758,22,"Back9Round1ScoringAverage",2013
3,3,"Tiger Woods",NA,34.53,518,15,"Back9Round1ScoringAverage",2013
4,4,"Hunter Mahan",NA,34.54,829,24,"Back9Round1ScoringAverage",2013
5,5,"Camilo Villegas",NA,34.59,761,22,"Back9Round1ScoringAverage",2013
6,6,"Billy Horschel",NA,34.69,902,26,"Back9Round1ScoringAverage",2013
7,7,"Morgan Hoffmann",NA,34.7,694,20,"Back9Round1ScoringAverage",2013
8,8,"Matt Kuchar",NA,34.73,764,22,"Back9Round1ScoringAverage",2013
9,9,"Phil Mickelson",NA,34.76,730,21,"Back9Round1ScoringAverage",2013
10,10,"Charl Schwartzel",NA,34.78,626,18,"Back9Round1ScoringAverage",2013
10,10,"Lee Westwood",NA,34.78,626,18,"Back9Round1ScoringAverage",2013
12,12,"Justin Rose",NA,34.81,557,16,"Back9Round1ScoringAverage",2013
13,13,"Zach Johnson",NA,34.83,801,23,"Back9Round1ScoringAverage",2013
13,13,"Brandt Snedeker",NA,34.83,801,23,"Back9Round1ScoringAverage",2013
15,15,"Brendon de Jonge",NA,34.87,1046,30,"Back9Round1ScoringAverage",2013
15,15,"John Rollins",NA,34.87,802,23,"Back9Round1ScoringAverage",2013
17,17,"Jason Kokrak",NA,34.88,872,25,"Back9Round1ScoringAverage",2013
17,17,"Daniel Summerhays",NA,34.88,907,26,"Back9Round1ScoringAverage",2013
19,19,"Freddie Jacobson",NA,34.89,628,18,"Back9Round1ScoringAverage",2013
20,20,"Charley Hoffman",NA,34.91,803,23,"Back9Round1ScoringAverage",2013
20,20,"Jerry Kelly",NA,34.91,768,22,"Back9Round1ScoringAverage",2013
22,22,"Graham DeLaet",NA,34.92,908,26,"Back9Round1ScoringAverage",2013
22,22,"Peter Hanson",NA,34.92,454,13,"Back9Round1ScoringAverage",2013
24,24,"Harris English",NA,34.96,909,26,"Back9Round1ScoringAverage",2013
25,25,"Roberto Castro",NA,35,1015,29,"Back9Round1ScoringAverage",2013
25,25,"Dustin Johnson",NA,35,735,21,"Back9Round1ScoringAverage",2013
25,25,"Adam Scott",NA,35,525,15,"Back9Round1ScoringAverage",2013
25,25,"Henrik Stenson",NA,35,595,17,"Back9Round1ScoringAverage",2013
25,25,"Josh Teater",NA,35,805,23,"Back9Round1ScoringAverage",2013
25,25,"Bubba Watson",NA,35,700,20,"Back9Round1ScoringAverage",2013
31,31,"Charles Howell III",NA,35.04,876,25,"Back9Round1ScoringAverage",2013
32,32,"Jason Day",NA,35.05,701,20,"Back9Round1ScoringAverage",2013
32,32,"Jason Dufner",NA,35.05,736,21,"Back9Round1ScoringAverage",2013
34,34,"William McGirt",NA,35.08,842,24,"Back9Round1ScoringAverage",2013
34,34,"Gary Woodland",NA,35.08,877,25,"Back9Round1ScoringAverage",2013
36,36,"DH Lee",NA,35.09,772,22,"Back9Round1ScoringAverage",2013
37,37,"Bo Van Pelt",NA,35.1,737,21,"Back9Round1ScoringAverage",2013
38,38,"Sergio Garcia",NA,35.13,562,16,"Back9Round1ScoringAverage",2013
39,39,"Pat Perez",NA,35.14,738,21,"Back9Round1ScoringAverage",2013
40,40,"Boo Weekley",NA,35.15,949,27,"Back9Round1ScoringAverage",2013
41,41,"Stuart Appleby",NA,35.17,844,24,"Back9Round1ScoringAverage",2013
41,41,"Ben Kohles",NA,35.17,844,24,"Back9Round1ScoringAverage",2013
43,43,"Robert Garrigus",NA,35.19,739,21,"Back9Round1ScoringAverage",2013
43,43,"Ryan Moore",NA,35.19,739,21,"Back9Round1ScoringAverage",2013
43,43,"Patrick Reed",NA,35.19,915,26,"Back9Round1ScoringAverage",2013
46,46,"Ben Crane",NA,35.2,704,20,"Back9Round1ScoringAverage",2013
46,46,"Vaughn Taylor",NA,35.2,528,15,"Back9Round1ScoringAverage",2013
48,48,"Webb Simpson",NA,35.21,845,24,"Back9Round1ScoringAverage",2013
49,49,"Marc Leishman",NA,35.22,810,23,"Back9Round1ScoringAverage",2013
49,49,"Bryce Molder",NA,35.22,810,23,"Back9Round1ScoringAverage",2013
51,51,"Ken Duke",NA,35.25,987,28,"Back9Round1ScoringAverage",2013
51,51,"Cameron Tringale",NA,35.25,846,24,"Back9Round1ScoringAverage",2013
53,53,"Jeff Overton",NA,35.29,847,24,"Back9Round1ScoringAverage",2013
54,54,"Chez Reavie",NA,35.32,777,22,"Back9Round1ScoringAverage",2013
54,54,"Kevin Streelman",NA,35.32,883,25,"Back9Round1ScoringAverage",2013
56,56,"Bob Estes",NA,35.33,636,18,"Back9Round1ScoringAverage",2013
57,57,"JJ Henry",NA,35.36,884,25,"Back9Round1ScoringAverage",2013
57,57,"John Huh",NA,35.36,990,28,"Back9Round1ScoringAverage",2013
59,59,"Tim Clark",NA,35.37,672,19,"Back9Round1ScoringAverage",2013
60,60,"Keegan Bradley",NA,35.38,849,24,"Back9Round1ScoringAverage",2013
60,60,"Bill Haas",NA,35.38,849,24,"Back9Round1ScoringAverage",2013
62,62,"KJ Choi",NA,35.39,814,23,"Back9Round1ScoringAverage",2013
62,62,"Russell Henley",NA,35.39,814,23,"Back9Round1ScoringAverage",2013
64,64,"Matt Jones",NA,35.42,850,24,"Back9Round1ScoringAverage",2013
65,65,"Angel Cabrera",NA,35.43,744,21,"Back9Round1ScoringAverage",2013
65,65,"Alistair Presnell",NA,35.43,744,21,"Back9Round1ScoringAverage",2013
67,67,"Seung Yul Noh",NA,35.46,851,24,"Back9Round1ScoringAverage",2013
68,68,"Martin Flores",NA,35.48,887,25,"Back9Round1ScoringAverage",2013
68,68,"Jordan Spieth",NA,35.48,816,23,"Back9Round1ScoringAverage",2013
70,70,"Matt Every",NA,35.5,994,28,"Back9Round1ScoringAverage",2013
70,70,"Jimmy Walker",NA,35.5,852,24,"Back9Round1ScoringAverage",2013
70,70,"Casey Wittenberg",NA,35.5,923,26,"Back9Round1ScoringAverage",2013
73,73,"Rickie Fowler",NA,35.52,746,21,"Back9Round1ScoringAverage",2013
73,73,"Fabian Gomez",NA,35.52,817,23,"Back9Round1ScoringAverage",2013
75,75,"John Senden",NA,35.54,853,24,"Back9Round1ScoringAverage",2013
75,75,"Chris Stroud",NA,35.54,924,26,"Back9Round1ScoringAverage",2013
77,77,"Will Claxton",NA,35.57,818,23,"Back9Round1ScoringAverage",2013
77,77,"Trevor Immelman",NA,35.57,818,23,"Back9Round1ScoringAverage",2013
77,77,"David Lynn",NA,35.57,747,21,"Back9Round1ScoringAverage",2013
80,80,"Kevin Chappell",NA,35.58,854,24,"Back9Round1ScoringAverage",2013
80,80,"Scott Langley",NA,35.58,925,26,"Back9Round1ScoringAverage",2013
82,82,"Jeff Maggert",NA,35.6,712,20,"Back9Round1ScoringAverage",2013
83,83,"Richard Lee",NA,35.61,819,23,"Back9Round1ScoringAverage",2013
83,83,"Tag Ridings",NA,35.61,819,23,"Back9Round1ScoringAverage",2013
85,85,"Sangmoon Bae",NA,35.62,926,26,"Back9Round1ScoringAverage",2013
85,85,"Mike Weir",NA,35.62,748,21,"Back9Round1ScoringAverage",2013
87,87,"Luke Donald",NA,35.63,570,16,"Back9Round1ScoringAverage",2013
88,88,"Tommy Gainey",NA,35.64,998,28,"Back9Round1ScoringAverage",2013
89,89,"Brad Fritsch",NA,35.65,820,23,"Back9Round1ScoringAverage",2013
90,90,"Greg Chalmers",NA,35.67,856,24,"Back9Round1ScoringAverage",2013
90,90,"DJ Trahan",NA,35.67,535,15,"Back9Round1ScoringAverage",2013
92,92,"Ryo Ishikawa",NA,35.68,785,22,"Back9Round1ScoringAverage",2013
93,93,"Luke Guthrie",NA,35.7,964,27,"Back9Round1ScoringAverage",2013
93,93,"Shawn Stefani",NA,35.7,714,20,"Back9Round1ScoringAverage",2013
95,95,"Derek Ernst",NA,35.71,750,21,"Back9Round1ScoringAverage",2013
95,95,"Brian Gay",NA,35.71,857,24,"Back9Round1ScoringAverage",2013
95,95,"Chris Kirk",NA,35.71,857,24,"Back9Round1ScoringAverage",2013
95,95,"Henrik Norlander",NA,35.71,750,21,"Back9Round1ScoringAverage",2013
99,99,"Nick Watney",NA,35.72,893,25,"Back9Round1ScoringAverage",2013
100,100,"Michael Thompson",NA,35.73,786,22,"Back9Round1ScoringAverage",2013
101,101,"Greg Owen",NA,35.74,822,23,"Back9Round1ScoringAverage",2013
102,102,"Jonas Blixt",NA,35.75,858,24,"Back9Round1ScoringAverage",2013
102,102,"Brian Harman",NA,35.75,1001,28,"Back9Round1ScoringAverage",2013
102,102,"Cameron Percy",NA,35.75,715,20,"Back9Round1ScoringAverage",2013
102,102,"Kevin Stadler",NA,35.75,858,24,"Back9Round1ScoringAverage",2013
106,106,"Robert Karlsson",NA,35.76,608,17,"Back9Round1ScoringAverage",2013
106,106,"Lee Williams",NA,35.76,751,21,"Back9Round1ScoringAverage",2013
108,108,"Doug LaBelle II",NA,35.77,787,22,"Back9Round1ScoringAverage",2013
108,108,"Dicky Pride",NA,35.77,787,22,"Back9Round1ScoringAverage",2013
110,110,"Stephen Ames",NA,35.78,644,18,"Back9Round1ScoringAverage",2013
110,110,"John Merrick",NA,35.78,823,23,"Back9Round1ScoringAverage",2013
112,112,"Robert Streb",NA,35.79,859,24,"Back9Round1ScoringAverage",2013
113,113,"Rory Sabbatini",NA,35.8,895,25,"Back9Round1ScoringAverage",2013
114,114,"Brandt Jobe",NA,35.83,645,18,"Back9Round1ScoringAverage",2013
115,115,"Ricky Barnes",NA,35.84,896,25,"Back9Round1ScoringAverage",2013
116,116,"David Hearn",NA,35.85,932,26,"Back9Round1ScoringAverage",2013
117,117,"Scott Brown",NA,35.86,753,21,"Back9Round1ScoringAverage",2013
117,117,"Brian Davis",NA,35.86,1004,28,"Back9Round1ScoringAverage",2013
117,117,"Jim Furyk",NA,35.86,753,21,"Back9Round1ScoringAverage",2013
117,117,"Ted Potter Jr",NA,35.86,753,21,"Back9Round1ScoringAverage",2013
121,121,"Tim Herron",NA,35.87,538,15,"Back9Round1ScoringAverage",2013
121,121,"Rod Pampling",NA,35.87,538,15,"Back9Round1ScoringAverage",2013
123,123,"Jin Park",NA,35.89,682,19,"Back9Round1ScoringAverage",2013
123,123,"Vijay Singh",NA,35.89,682,19,"Back9Round1ScoringAverage",2013
125,125,"Tom Gillis",NA,35.9,754,21,"Back9Round1ScoringAverage",2013
125,125,"Nicholas Thompson",NA,35.9,1041,29,"Back9Round1ScoringAverage",2013
127,127,"Stewart Cink",NA,35.91,790,22,"Back9Round1ScoringAverage",2013
128,128,"Justin Leonard",NA,35.92,862,24,"Back9Round1ScoringAverage",2013
128,128,"Brendan Steele",NA,35.92,898,25,"Back9Round1ScoringAverage",2013
128,128,"Brian Stuard",NA,35.92,862,24,"Back9Round1ScoringAverage",2013
131,131,"Graeme McDowell",NA,35.93,539,15,"Back9Round1ScoringAverage",2013
132,132,"Jim Herman",NA,35.94,647,18,"Back9Round1ScoringAverage",2013
133,133,"James Driscoll",NA,35.95,791,22,"Back9Round1ScoringAverage",2013
133,133,"YE Yang",NA,35.95,683,19,"Back9Round1ScoringAverage",2013
135,135,"Chad Campbell",NA,36,864,24,"Back9Round1ScoringAverage",2013
135,135,"Nicolas Colsaerts",NA,36,576,16,"Back9Round1ScoringAverage",2013
137,137,"Carl Pettersson",NA,36.04,829,23,"Back9Round1ScoringAverage",2013
137,137,"Scott Piercy",NA,36.04,829,23,"Back9Round1ScoringAverage",2013
139,139,"Andres Romero",NA,36.05,721,20,"Back9Round1ScoringAverage",2013
140,140,"Martin Kaymer",NA,36.06,577,16,"Back9Round1ScoringAverage",2013
141,141,"Ian Poulter",NA,36.07,541,15,"Back9Round1ScoringAverage",2013
142,142,"Troy Matteson",NA,36.09,830,23,"Back9Round1ScoringAverage",2013
143,143,"Steve LeBrun",NA,36.1,722,20,"Back9Round1ScoringAverage",2013
143,143,"George McNeill",NA,36.1,758,21,"Back9Round1ScoringAverage",2013
145,145,"Ben Curtis",NA,36.11,686,19,"Back9Round1ScoringAverage",2013
145,145,"Bobby Gates",NA,36.11,686,19,"Back9Round1ScoringAverage",2013
147,147,"Padraig Harrington",NA,36.13,542,15,"Back9Round1ScoringAverage",2013
148,148,"Charlie Wi",NA,36.14,795,22,"Back9Round1ScoringAverage",2013
149,149,"Geoff Ogilvy",NA,36.16,687,19,"Back9Round1ScoringAverage",2013
150,150,"Ernie Els",NA,36.17,651,18,"Back9Round1ScoringAverage",2013
150,150,"Lucas Glover",NA,36.17,832,23,"Back9Round1ScoringAverage",2013
150,150,"Luke List",NA,36.17,832,23,"Back9Round1ScoringAverage",2013
153,153,"DA Points",NA,36.18,1013,28,"Back9Round1ScoringAverage",2013
154,154,"Steven Bowditch",NA,36.19,760,21,"Back9Round1ScoringAverage",2013
154,154,"Andrew Svoboda",NA,36.19,579,16,"Back9Round1ScoringAverage",2013
156,156,"Erik Compton",NA,36.21,869,24,"Back9Round1ScoringAverage",2013
157,157,"Eric Meierdierks",NA,36.22,652,18,"Back9Round1ScoringAverage",2013
158,158,"Charlie Beljan",NA,36.25,870,24,"Back9Round1ScoringAverage",2013
159,159,"Jason Bohn",NA,36.26,834,23,"Back9Round1ScoringAverage",2013
159,159,"Darron Stiles",NA,36.26,689,19,"Back9Round1ScoringAverage",2013
161,161,"Mark Wilson",NA,36.28,653,18,"Back9Round1ScoringAverage",2013
162,162,"Kyle Stanley",NA,36.29,871,24,"Back9Round1ScoringAverage",2013
163,163,"David Lingmerth",NA,36.3,835,23,"Back9Round1ScoringAverage",2013
163,163,"Scott Stallings",NA,36.3,980,27,"Back9Round1ScoringAverage",2013
165,165,"Justin Hicks",NA,36.33,872,24,"Back9Round1ScoringAverage",2013
165,165,"Rory McIlroy",NA,36.33,545,15,"Back9Round1ScoringAverage",2013
167,167,"Colt Knost",NA,36.38,873,24,"Back9Round1ScoringAverage",2013
168,168,"Aaron Baddeley",NA,36.39,837,23,"Back9Round1ScoringAverage",2013
169,169,"James Hahn",NA,36.4,910,25,"Back9Round1ScoringAverage",2013
170,170,"Sean OHair",NA,36.41,801,22,"Back9Round1ScoringAverage",2013
171,171,"Martin Laird",NA,36.43,765,21,"Back9Round1ScoringAverage",2013
172,172,"Michael Bradley",NA,36.45,729,20,"Back9Round1ScoringAverage",2013
173,173,"Scott Gardiner",NA,36.5,803,22,"Back9Round1ScoringAverage",2013
173,173,"David Toms",NA,36.5,511,14,"Back9Round1ScoringAverage",2013
173,173,"Aaron Watkins",NA,36.5,657,18,"Back9Round1ScoringAverage",2013
176,176,"Johnson Wagner",NA,36.61,842,23,"Back9Round1ScoringAverage",2013
177,177,"Justin Bolli",NA,36.64,806,22,"Back9Round1ScoringAverage",2013
178,178,"David Mathis",NA,36.7,844,23,"Back9Round1ScoringAverage",2013
179,179,"Robert Allenby",NA,36.78,846,23,"Back9Round1ScoringAverage",2013
179,179,"Bud Cauley",NA,36.78,846,23,"Back9Round1ScoringAverage",2013
