"PuttsperRoundRound3_RANKTHISWEEK_2006","PuttsperRoundRound3_RANKLASTWEEK_2006","PuttsperRoundRound3_PLAYERNAME_2006","PuttsperRoundRound3__2006","PuttsperRoundRound3_AVG_2006","PuttsperRoundRound3_TOTALPUTTS_2006","PuttsperRoundRound3_TOTALROUNDS_2006","stat_name","year"
1,1,"Todd Hamilton",NA,27,243,9,"PuttsperRoundRound3",2006
2,2,"Trevor Immelman",NA,27.53,523,19,"PuttsperRoundRound3",2006
3,3,"Corey Pavin",NA,27.62,359,13,"PuttsperRoundRound3",2006
4,4,"Kirk Triplett",NA,27.75,333,12,"PuttsperRoundRound3",2006
5,5,"Steve Flesch",NA,27.88,697,25,"PuttsperRoundRound3",2006
5,5,"Joe Ogilvie",NA,27.88,474,17,"PuttsperRoundRound3",2006
7,7,"Doug Barron",NA,27.9,279,10,"PuttsperRoundRound3",2006
7,7,"Ian Leggatt",NA,27.9,279,10,"PuttsperRoundRound3",2006
9,9,"Todd Fischer",NA,28,476,17,"PuttsperRoundRound3",2006
9,9,"Richard Johnson",NA,28,504,18,"PuttsperRoundRound3",2006
11,11,"Jeff Maggert",NA,28.07,393,14,"PuttsperRoundRound3",2006
12,12,"Rich Beem",NA,28.13,422,15,"PuttsperRoundRound3",2006
13,13,"John Daly",NA,28.14,197,7,"PuttsperRoundRound3",2006
14,14,"Greg Kraft",NA,28.15,366,13,"PuttsperRoundRound3",2006
14,14,"Rod Pampling",NA,28.15,563,20,"PuttsperRoundRound3",2006
16,16,"Jerry Kelly",NA,28.16,535,19,"PuttsperRoundRound3",2006
17,17,"Woody Austin",NA,28.18,620,22,"PuttsperRoundRound3",2006
18,18,"Chris Riley",NA,28.19,451,16,"PuttsperRoundRound3",2006
19,19,"Stewart Cink",NA,28.2,564,20,"PuttsperRoundRound3",2006
20,20,"Shane Bertsch",NA,28.21,536,19,"PuttsperRoundRound3",2006
20,20,"Jonathan Byrd",NA,28.21,395,14,"PuttsperRoundRound3",2006
20,20,"Scott Verplank",NA,28.21,536,19,"PuttsperRoundRound3",2006
23,23,"Pat Perez",NA,28.22,254,9,"PuttsperRoundRound3",2006
24,24,"David McKenzie",NA,28.23,367,13,"PuttsperRoundRound3",2006
25,25,"Marco Dawson",NA,28.35,482,17,"PuttsperRoundRound3",2006
25,25,"Robert Gamez",NA,28.35,482,17,"PuttsperRoundRound3",2006
