"BirdieorBetterPercentageRough_RANKTHISWEEK_2010","BirdieorBetterPercentageRough_RANKLASTWEEK_2010","BirdieorBetterPercentageRough_PLAYERNAME_2010","BirdieorBetterPercentageRough_ROUNDS_2010","BirdieorBetterPercentageRough_Pct_2010","BirdieorBetterPercentageRough_TOTALBIRDIES_2010","BirdieorBetterPercentageRough_TOTALHOLES_2010","stat_name","year"
71,71,"Mark Calcavecchia",50,15.27,20,131,"BirdieorBetterPercentageRough",2010
72,72,"Roland Thatcher",72,15.12,39,258,"BirdieorBetterPercentageRough",2010
73,73,"Cliff Kresge",50,15.11,21,139,"BirdieorBetterPercentageRough",2010
74,74,"Jay Williamson",76,15.1,29,192,"BirdieorBetterPercentageRough",2010
75,75,"Retief Goosen",75,15.08,27,179,"BirdieorBetterPercentageRough",2010
76,76,"Jason Bohn",84,15.06,36,239,"BirdieorBetterPercentageRough",2010
77,77,"Chad Campbell",95,15.02,35,233,"BirdieorBetterPercentageRough",2010
78,78,"Nathan Green",86,15,45,300,"BirdieorBetterPercentageRough",2010
79,79,"Blake Adams",84,14.98,37,247,"BirdieorBetterPercentageRough",2010
80,80,"Spencer Levin",110,14.97,50,334,"BirdieorBetterPercentageRough",2010
81,81,"James Driscoll",78,14.95,48,321,"BirdieorBetterPercentageRough",2010
82,82,"Jeff Maggert",76,14.93,30,201,"BirdieorBetterPercentageRough",2010
83,83,"Henrik Bjornstad",72,14.89,28,188,"BirdieorBetterPercentageRough",2010
83,83,"Charley Hoffman",85,14.89,39,262,"BirdieorBetterPercentageRough",2010
83,83,"Kevin Stadler",86,14.89,39,262,"BirdieorBetterPercentageRough",2010
86,86,"Jerod Turner",54,14.84,23,155,"BirdieorBetterPercentageRough",2010
87,87,"Kevin Sutherland",86,14.83,35,236,"BirdieorBetterPercentageRough",2010
88,88,"Bo Van Pelt",104,14.8,45,304,"BirdieorBetterPercentageRough",2010
89,89,"Tom Gillis",97,14.79,42,284,"BirdieorBetterPercentageRough",2010
90,90,"Matt Every",60,14.74,28,190,"BirdieorBetterPercentageRough",2010
90,90,"Brandt Snedeker",89,14.74,37,251,"BirdieorBetterPercentageRough",2010
92,92,"Jason Day",82,14.68,43,293,"BirdieorBetterPercentageRough",2010
93,93,"Mathias Gronberg",61,14.67,27,184,"BirdieorBetterPercentageRough",2010
94,94,"Steve Wheatcroft",74,14.65,29,198,"BirdieorBetterPercentageRough",2010
95,95,"Andres Romero",73,14.62,44,301,"BirdieorBetterPercentageRough",2010
96,96,"Paul Stankowski",62,14.61,26,178,"BirdieorBetterPercentageRough",2010
97,97,"Michael Letzig",84,14.59,41,281,"BirdieorBetterPercentageRough",2010
98,98,"Alex Prugh",88,14.58,50,343,"BirdieorBetterPercentageRough",2010
99,99,"Webb Simpson",98,14.57,52,357,"BirdieorBetterPercentageRough",2010
100,100,"James Nitties",92,14.55,39,268,"BirdieorBetterPercentageRough",2010
100,100,"Brett Quigley",96,14.55,48,330,"BirdieorBetterPercentageRough",2010
102,102,"Chris DiMarco",88,14.53,34,234,"BirdieorBetterPercentageRough",2010
103,103,"Chris Tidland",77,14.52,35,241,"BirdieorBetterPercentageRough",2010
104,104,"Hunter Mahan",85,14.47,34,235,"BirdieorBetterPercentageRough",2010
105,105,"Bryce Molder",84,14.46,36,249,"BirdieorBetterPercentageRough",2010
106,106,"Dean Wilson",54,14.38,23,160,"BirdieorBetterPercentageRough",2010
107,107,"Garrett Willis",82,14.36,29,202,"BirdieorBetterPercentageRough",2010
108,108,"Jason Dufner",87,14.16,31,219,"BirdieorBetterPercentageRough",2010
109,109,"Alex Cejka",81,14.13,26,184,"BirdieorBetterPercentageRough",2010
110,110,"Steve Lowery",67,14.07,28,199,"BirdieorBetterPercentageRough",2010
111,111,"Ryuji Imada",90,14.05,43,306,"BirdieorBetterPercentageRough",2010
112,112,"David Duval",71,14.03,31,221,"BirdieorBetterPercentageRough",2010
113,113,"Scott McCarron",90,14.02,37,264,"BirdieorBetterPercentageRough",2010
113,113,"Nicholas Thompson",88,14.02,37,264,"BirdieorBetterPercentageRough",2010
115,115,"Matt Kuchar",97,13.99,34,243,"BirdieorBetterPercentageRough",2010
116,116,"Ted Purdy",86,13.98,39,279,"BirdieorBetterPercentageRough",2010
117,117,"Derek Lamely",81,13.94,40,287,"BirdieorBetterPercentageRough",2010
118,118,"Jeff Quinney",91,13.88,34,245,"BirdieorBetterPercentageRough",2010
119,119,"Lee Janzen",77,13.87,38,274,"BirdieorBetterPercentageRough",2010
120,120,"Will Ma Kenzie",72,13.84,31,224,"BirdieorBetterPercentageRough",2010
121,121,"Steve Marino",81,13.81,33,239,"BirdieorBetterPercentageRough",2010
122,122,"Brian Gay",101,13.73,28,204,"BirdieorBetterPercentageRough",2010
123,123,"Chad Collins",87,13.69,36,263,"BirdieorBetterPercentageRough",2010
123,123,"Johnson Wagner",85,13.69,33,241,"BirdieorBetterPercentageRough",2010
125,125,"David Lutterus",69,13.66,31,227,"BirdieorBetterPercentageRough",2010
126,126,"Charles Warren",64,13.59,25,184,"BirdieorBetterPercentageRough",2010
127,127,"Chris Wilson",65,13.5,27,200,"BirdieorBetterPercentageRough",2010
128,128,"Andrew McLardy",52,13.41,22,164,"BirdieorBetterPercentageRough",2010
129,129,"Heath Slocum",97,13.33,26,195,"BirdieorBetterPercentageRough",2010
130,130,"Paul Goydos",78,13.3,25,188,"BirdieorBetterPercentageRough",2010
131,131,"Tim Clark",88,13.29,23,173,"BirdieorBetterPercentageRough",2010
132,132,"Pat Perez",90,13.28,34,256,"BirdieorBetterPercentageRough",2010
133,133,"Scott Verplank",74,13.25,22,166,"BirdieorBetterPercentageRough",2010
134,134,"Brendon de Jonge",114,13.24,38,287,"BirdieorBetterPercentageRough",2010
135,135,"Justin Bolli",55,13.22,16,121,"BirdieorBetterPercentageRough",2010
136,136,"Brian Davis",101,13.19,38,288,"BirdieorBetterPercentageRough",2010
137,137,"Michael Bradley",77,13.1,33,252,"BirdieorBetterPercentageRough",2010
138,138,"David Toms",86,13.09,25,191,"BirdieorBetterPercentageRough",2010
139,139,"Michael Connell",89,13.06,35,268,"BirdieorBetterPercentageRough",2010
140,140,"Vaughn Taylor",87,13.01,32,246,"BirdieorBetterPercentageRough",2010
141,141,"Kris Blanks",91,12.97,31,239,"BirdieorBetterPercentageRough",2010
141,141,"John Merrick",109,12.97,38,293,"BirdieorBetterPercentageRough",2010
143,143,"Tom Pernice Jr",74,12.95,25,193,"BirdieorBetterPercentageRough",2010
144,144,"Matt Bettencourt",91,12.91,39,302,"BirdieorBetterPercentageRough",2010
145,145,"Stuart Appleby",101,12.82,45,351,"BirdieorBetterPercentageRough",2010
146,146,"Jerry Kelly",99,12.76,31,243,"BirdieorBetterPercentageRough",2010
147,147,"Tim Petrovic",105,12.7,39,307,"BirdieorBetterPercentageRough",2010
148,148,"Joe Ogilvie",99,12.68,43,339,"BirdieorBetterPercentageRough",2010
149,149,"John Mallinger",78,12.63,24,190,"BirdieorBetterPercentageRough",2010
149,149,"Charlie Wi",95,12.63,37,293,"BirdieorBetterPercentageRough",2010
151,151,"Troy Matteson",84,12.5,37,296,"BirdieorBetterPercentageRough",2010
152,152,"Rocco Mediate",71,12.36,22,178,"BirdieorBetterPercentageRough",2010
153,153,"Jeff Gove",57,12.33,18,146,"BirdieorBetterPercentageRough",2010
154,154,"Carl Pettersson",99,12.32,35,284,"BirdieorBetterPercentageRough",2010
155,155,"Rod Pampling",77,12.29,29,236,"BirdieorBetterPercentageRough",2010
156,156,"Kevin Na",94,12.18,33,271,"BirdieorBetterPercentageRough",2010
157,157,"Steve Elkington",74,12.04,23,191,"BirdieorBetterPercentageRough",2010
158,158,"Mathew Goggin",85,12,30,250,"BirdieorBetterPercentageRough",2010
159,159,"Richard Johnson",90,11.96,25,209,"BirdieorBetterPercentageRough",2010
160,160,"Joe Durant",67,11.94,16,134,"BirdieorBetterPercentageRough",2010
161,161,"Brenden Pappas",66,11.91,28,235,"BirdieorBetterPercentageRough",2010
162,162,"Trevor Immelman",55,11.84,18,152,"BirdieorBetterPercentageRough",2010
163,163,"JP Hayes",79,11.82,26,220,"BirdieorBetterPercentageRough",2010
164,164,"Roger Tambellini",77,11.76,26,221,"BirdieorBetterPercentageRough",2010
165,165,"Ryan Moore",80,11.5,23,200,"BirdieorBetterPercentageRough",2010
166,166,"Kevin Johnson",62,11.49,20,174,"BirdieorBetterPercentageRough",2010
167,167,"Freddie Jacobson",83,11.31,32,283,"BirdieorBetterPercentageRough",2010
168,168,"Brent Delahoussaye",57,11.19,16,143,"BirdieorBetterPercentageRough",2010
169,169,"Jim Furyk",76,11.17,20,179,"BirdieorBetterPercentageRough",2010
170,170,"Vance Veazey",58,11.11,21,189,"BirdieorBetterPercentageRough",2010
171,171,"Jeev Milkha Singh",59,11.05,21,190,"BirdieorBetterPercentageRough",2010
172,172,"Mark Wilson",87,11.02,26,236,"BirdieorBetterPercentageRough",2010
173,173,"Kenny Perry",69,10.71,18,168,"BirdieorBetterPercentageRough",2010
174,174,"Brian Stuard",81,10.64,25,235,"BirdieorBetterPercentageRough",2010
175,175,"Omar Uresti",74,10.63,17,160,"BirdieorBetterPercentageRough",2010
176,176,"Ian Poulter",55,10.61,14,132,"BirdieorBetterPercentageRough",2010
177,177,"Chris Riley",73,10.45,21,201,"BirdieorBetterPercentageRough",2010
178,178,"Briny Baird",87,10.39,29,279,"BirdieorBetterPercentageRough",2010
178,178,"Josh Teater",101,10.39,32,308,"BirdieorBetterPercentageRough",2010
180,180,"Tim Herron",79,10.32,32,310,"BirdieorBetterPercentageRough",2010
181,181,"Boo Weekley",88,10.29,25,243,"BirdieorBetterPercentageRough",2010
182,182,"Greg Owen",69,10.28,22,214,"BirdieorBetterPercentageRough",2010
183,183,"Craig Bowden",56,10.07,14,139,"BirdieorBetterPercentageRough",2010
184,184,"Aron Price",70,10.05,19,189,"BirdieorBetterPercentageRough",2010
185,185,"Cameron Beckman",68,9.55,21,220,"BirdieorBetterPercentageRough",2010
185,185,"Shaun Micheel",70,9.55,19,199,"BirdieorBetterPercentageRough",2010
187,187,"Ben Curtis",78,9.18,18,196,"BirdieorBetterPercentageRough",2010
188,188,"Rich Barcelo",70,9.13,23,252,"BirdieorBetterPercentageRough",2010
189,189,"Brad Faxon",58,8.47,16,189,"BirdieorBetterPercentageRough",2010
190,190,"Greg Kraft",52,8.33,11,132,"BirdieorBetterPercentageRough",2010
191,191,"Mike Weir",59,8.14,14,172,"BirdieorBetterPercentageRough",2010
192,192,"Skip Kendall",58,6.3,8,127,"BirdieorBetterPercentageRough",2010
